pearson_edges,partial_edges,common_edges,pearson_only_edges,partial_only_edges,jaccard_similarity,pearson_edge_retention,partial_overlap_ratio
17,9,8,9,1,0.4444444444444444,0.47058823529411764,0.8888888888888888
