audit_classification,audit_recommendation,repair_eligible,issue_n,security_n,mean_missing_days,max_missing_days
DELIST_POST_BOUNDARY_ONLY,REPAIR_WITH_DELIST_CASH_CARRY,True,107,107,7.0,22
