alpha_cv,alpha_1se,cv_edges,one_se_edges,common_edges,cv_only_edges,one_se_only_edges,jaccard_similarity,cv_edge_retention
0.0316173510022239,0.2169100494343441,69,50,48,21,2,0.676056338028169,0.6956521739130435
