stock_1,name_1,industry_1,stock_2,name_2,industry_2,partial,glasso_cv_partial,glasso_1se_partial,abs_partial,abs_glasso_cv,abs_glasso_1se,in_partial_network,in_glasso_cv,in_glasso_1se,main_edge_type,sign_same_partial_1se,abs_shrinkage_partial_to_1se,same_industry
000858,五粮液,食品饮料,603501,韦尔股份,电子,-0.0097859782862628,0.0,0.0,0.0097859782862628,0.0,0.0,False,False,False,Neither,,0.0097859782862628,False
000858,五粮液,食品饮料,002475,立讯精密,电子,0.043274877319086,0.0,0.0,0.043274877319086,0.0,0.0,False,False,False,Neither,,0.043274877319086,False
000858,五粮液,食品饮料,601318,中国平安,非银金融,-0.0052362127727142,0.0199779859047829,0.0438152244916,0.0052362127727142,0.0199779859047829,0.0438152244916,False,True,True,GLasso-1SE-only,,-0.038579011718885795,False
000858,五粮液,食品饮料,600030,中信证券,非银金融,0.0067731786848236,0.0244247066075435,0.0409203927349286,0.0067731786848236,0.0244247066075435,0.0409203927349286,False,True,True,GLasso-1SE-only,,-0.034147214050105,False
000568,泸州老窖,食品饮料,600887,伊利股份,食品饮料,0.0587457139448922,0.0678175489600464,0.0921534005489945,0.0587457139448922,0.0678175489600464,0.0921534005489945,False,True,True,GLasso-1SE-only,,-0.0334076866041023,True
000568,泸州老窖,食品饮料,002460,赣锋锂业,新能源,-0.0023114524048085,0.0,0.0019572144808584,0.0023114524048085,0.0,0.0019572144808584,False,False,True,GLasso-1SE-only,,0.0003542379239500999,False
000568,泸州老窖,食品饮料,002415,海康威视,电子,0.024118675710948,0.0192246535126762,0.0175497709599939,0.024118675710948,0.0192246535126762,0.0175497709599939,False,True,True,GLasso-1SE-only,,0.006568904750954101,False
000568,泸州老窖,食品饮料,000725,京东方A,电子,-0.0044763003907003,0.0,0.0,0.0044763003907003,0.0,0.0,False,False,False,Neither,,0.0044763003907003,False
000568,泸州老窖,食品饮料,603501,韦尔股份,电子,0.038086199821814,0.0,0.0,0.038086199821814,0.0,0.0,False,False,False,Neither,,0.038086199821814,False
000568,泸州老窖,食品饮料,002475,立讯精密,电子,-0.0663858438474759,0.0,0.0,0.0663858438474759,0.0,0.0,False,False,False,Neither,,0.0663858438474759,False
000568,泸州老窖,食品饮料,601318,中国平安,非银金融,0.0301289295659226,0.0374646423873822,0.0461691153093369,0.0301289295659226,0.0374646423873822,0.0461691153093369,False,True,True,GLasso-1SE-only,,-0.0160401857434143,False
000568,泸州老窖,食品饮料,600030,中信证券,非银金融,0.0346891361300038,0.0444682849666842,0.0462706441296713,0.0346891361300038,0.0444682849666842,0.0462706441296713,False,True,True,GLasso-1SE-only,,-0.0115815079996675,False
600887,伊利股份,食品饮料,002460,赣锋锂业,新能源,0.0510659259490272,0.0358356196084428,0.0,0.0510659259490272,0.0358356196084428,0.0,False,True,False,Neither,,0.0510659259490272,False
600887,伊利股份,食品饮料,002415,海康威视,电子,0.0186069072888199,0.0171769300480111,0.0,0.0186069072888199,0.0171769300480111,0.0,False,True,False,Neither,,0.0186069072888199,False
600887,伊利股份,食品饮料,000725,京东方A,电子,-0.015007643782915,-0.0,0.0,0.015007643782915,0.0,0.0,False,False,False,Neither,,0.015007643782915,False
600887,伊利股份,食品饮料,603501,韦尔股份,电子,0.0303242446999742,0.0,0.0,0.0303242446999742,0.0,0.0,False,False,False,Neither,,0.0303242446999742,False
600887,伊利股份,食品饮料,002475,立讯精密,电子,-0.0021198433284461,0.0,0.0,0.0021198433284461,0.0,0.0,False,False,False,Neither,,0.0021198433284461,False
600887,伊利股份,食品饮料,601318,中国平安,非银金融,0.0445063435255463,0.0569872048779335,0.0647342375584158,0.0445063435255463,0.0569872048779335,0.0647342375584158,False,True,True,GLasso-1SE-only,,-0.020227894032869502,False
600887,伊利股份,食品饮料,600030,中信证券,非银金融,0.0681741187704102,0.0721742338327964,0.0589904952897655,0.0681741187704102,0.0721742338327964,0.0589904952897655,False,True,True,GLasso-1SE-only,,0.0091836234806447,False
002460,赣锋锂业,新能源,002415,海康威视,电子,0.0927393363252175,0.0995400332427273,0.0802273754217153,0.0927393363252175,0.0995400332427273,0.0802273754217153,False,True,True,GLasso-1SE-only,,0.012511960903502192,False
002460,赣锋锂业,新能源,000725,京东方A,电子,0.0975481083886114,0.0950848112184878,0.0479596355409915,0.0975481083886114,0.0950848112184878,0.0479596355409915,False,True,True,GLasso-1SE-only,,0.0495884728476199,False
002460,赣锋锂业,新能源,603501,韦尔股份,电子,0.0235302893634353,0.0308626717245498,0.0343799395076097,0.0235302893634353,0.0308626717245498,0.0343799395076097,False,True,True,GLasso-1SE-only,,-0.010849650144174404,False
002460,赣锋锂业,新能源,002475,立讯精密,电子,0.1221876140832421,0.1180572993649799,0.071343031330414,0.1221876140832421,0.1180572993649799,0.071343031330414,False,True,True,GLasso-1SE-only,,0.05084458275282809,False
002460,赣锋锂业,新能源,601318,中国平安,非银金融,0.0401011322829823,0.0257757200116455,0.0,0.0401011322829823,0.0257757200116455,0.0,False,True,False,Neither,,0.0401011322829823,False
002460,赣锋锂业,新能源,600030,中信证券,非银金融,0.1226273523227454,0.1265757997103346,0.1093054077355145,0.1226273523227454,0.1265757997103346,0.1093054077355145,False,True,True,GLasso-1SE-only,,0.013321944587230891,False
