alpha_cv,cv_best_mean_score,cv_best_std_score,n_splits,cv_best_se,one_se_score_threshold,alpha_1se,alpha_1se_mean_score
0.0316173510022239,-17.147454401387407,1.939321678292792,5,0.8672910205803323,-18.01474542196774,0.2169100494343441,-17.978404575549135
