stock_1,name_1,industry_1,stock_2,name_2,industry_2,selected_count,selection_frequency,mean_partial_when_selected,sd_partial_when_selected,positive_fraction_when_selected,negative_fraction_when_selected,sign_consistency,dominant_sign,baseline_1se_selected,baseline_1se_partial,stability_class,same_industry
000568,泸州老窖,食品饮料,002460,赣锋锂业,新能源,111,0.555,0.025955341305291087,0.018147432943054154,1.0,0.0,1.0,positive,True,0.0019572144808584,moderate,False
002460,赣锋锂业,新能源,601318,中国平安,非银金融,90,0.45,0.024929697311155057,0.018681620464402117,1.0,0.0,1.0,positive,False,0.0,unstable,False
600887,伊利股份,食品饮料,002415,海康威视,电子,88,0.44,0.022331819455096182,0.01743262542864364,1.0,0.0,1.0,positive,False,0.0,unstable,False
000725,京东方A,电子,601318,中国平安,非银金融,87,0.435,0.03595231066405854,0.023989702495135535,1.0,0.0,1.0,positive,False,0.0,unstable,False
600887,伊利股份,食品饮料,002460,赣锋锂业,新能源,82,0.41,0.025475929455677417,0.019500505945235683,1.0,0.0,1.0,positive,False,0.0,unstable,False
601288,农业银行,银行,603501,韦尔股份,电子,80,0.4,-0.024268637891259548,0.01869273297538774,0.0,1.0,1.0,negative,False,-0.0,unstable,False
600036,招商银行,银行,000568,泸州老窖,食品饮料,61,0.305,0.013900253754820482,0.010624810545001584,1.0,0.0,1.0,positive,False,0.0,unstable,False
000001,平安银行,银行,000725,京东方A,电子,35,0.175,0.030493580763765543,0.02403475517910996,1.0,0.0,1.0,positive,False,0.0,unstable,False
000001,平安银行,银行,002415,海康威视,电子,33,0.165,0.018408953970225097,0.014186798470651718,1.0,0.0,1.0,positive,False,0.0,unstable,False
600036,招商银行,银行,600030,中信证券,非银金融,28,0.14,0.01564249342431971,0.011639715938141757,1.0,0.0,1.0,positive,False,0.0,unstable,False
601288,农业银行,银行,002460,赣锋锂业,新能源,20,0.1,-0.013898830433627805,0.011624667463238682,0.0,1.0,1.0,negative,False,-0.0,unstable,False
000858,五粮液,食品饮料,000725,京东方A,电子,18,0.09,0.018922676267450055,0.012652960144467889,1.0,0.0,1.0,positive,False,0.0,unstable,False
002475,立讯精密,电子,601318,中国平安,非银金融,18,0.09,0.02000170698464409,0.01390825400343002,1.0,0.0,1.0,positive,False,0.0,unstable,False
600519,贵州茅台,食品饮料,002415,海康威视,电子,16,0.08,0.013228015889862315,0.011414205899934634,1.0,0.0,1.0,positive,False,0.0,unstable,False
601398,工商银行,银行,002460,赣锋锂业,新能源,15,0.075,-0.012886267589903853,0.011483235396215768,0.0,1.0,1.0,negative,False,-0.0,unstable,False
000001,平安银行,银行,600519,贵州茅台,食品饮料,14,0.07,0.00868111668265854,0.006967951150599038,1.0,0.0,1.0,positive,False,0.0,unstable,False
000858,五粮液,食品饮料,002475,立讯精密,电子,14,0.07,0.009199453462745167,0.010025372422135657,1.0,0.0,1.0,positive,False,0.0,unstable,False
600519,贵州茅台,食品饮料,002460,赣锋锂业,新能源,11,0.055,0.008908926177889652,0.006531562325215916,1.0,0.0,1.0,positive,False,0.0,unstable,False
000001,平安银行,银行,002460,赣锋锂业,新能源,10,0.05,0.0082191279937904,0.005727883754484547,1.0,0.0,1.0,positive,False,0.0,unstable,False
601398,工商银行,银行,603501,韦尔股份,电子,9,0.045,-0.007061824262098928,0.006661970395630136,0.0,1.0,1.0,negative,False,-0.0,unstable,False
600887,伊利股份,食品饮料,000725,京东方A,电子,9,0.045,0.017745201116846538,0.010830658864872741,1.0,0.0,1.0,positive,False,0.0,unstable,False
000568,泸州老窖,食品饮料,000725,京东方A,电子,6,0.03,0.0034490735054911446,0.0019592658905955808,1.0,0.0,1.0,positive,False,0.0,unstable,False
601288,农业银行,银行,002475,立讯精密,电子,5,0.025,-0.005731194500124236,0.0026835798886075003,0.0,1.0,1.0,negative,False,-0.0,unstable,False
000568,泸州老窖,食品饮料,603501,韦尔股份,电子,5,0.025,0.007532042303736374,0.007624790829736852,1.0,0.0,1.0,positive,False,0.0,unstable,False
600887,伊利股份,食品饮料,002475,立讯精密,电子,5,0.025,0.005748808877934504,0.003305714374193454,1.0,0.0,1.0,positive,False,0.0,unstable,False
601288,农业银行,银行,601318,中国平安,非银金融,4,0.02,0.006998974359791901,0.003030595401286965,1.0,0.0,1.0,positive,False,0.0,unstable,False
000858,五粮液,食品饮料,603501,韦尔股份,电子,3,0.015,0.006790331498147439,0.004907637585938515,1.0,0.0,1.0,positive,False,0.0,unstable,False
600887,伊利股份,食品饮料,603501,韦尔股份,电子,2,0.01,0.019821817423130203,0.010002752650416127,1.0,0.0,1.0,positive,False,0.0,unstable,False
600036,招商银行,银行,002475,立讯精密,电子,1,0.005,0.0031629431630378593,0.0,1.0,0.0,1.0,positive,False,0.0,unstable,False
601398,工商银行,银行,002475,立讯精密,电子,1,0.005,-0.0033499393398406917,0.0,0.0,1.0,1.0,negative,False,-0.0,unstable,False
601398,工商银行,银行,601318,中国平安,非银金融,1,0.005,0.01345425996598034,0.0,1.0,0.0,1.0,positive,False,0.0,unstable,False
000001,平安银行,银行,603501,韦尔股份,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
000001,平安银行,银行,002475,立讯精密,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600036,招商银行,银行,002460,赣锋锂业,新能源,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600036,招商银行,银行,002415,海康威视,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600036,招商银行,银行,000725,京东方A,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600036,招商银行,银行,603501,韦尔股份,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601398,工商银行,银行,600519,贵州茅台,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601398,工商银行,银行,000858,五粮液,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601398,工商银行,银行,000568,泸州老窖,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601398,工商银行,银行,600887,伊利股份,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601398,工商银行,银行,002415,海康威视,电子,0,0.0,,,,,,never_selected,False,-0.0,unstable,False
601398,工商银行,银行,000725,京东方A,电子,0,0.0,,,,,,never_selected,False,-0.0,unstable,False
601398,工商银行,银行,600030,中信证券,非银金融,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601288,农业银行,银行,600519,贵州茅台,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601288,农业银行,银行,000858,五粮液,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601288,农业银行,银行,000568,泸州老窖,食品饮料,0,0.0,,,,,,never_selected,False,-0.0,unstable,False
601288,农业银行,银行,600887,伊利股份,食品饮料,0,0.0,,,,,,never_selected,False,0.0,unstable,False
601288,农业银行,银行,002415,海康威视,电子,0,0.0,,,,,,never_selected,False,-0.0,unstable,False
601288,农业银行,银行,000725,京东方A,电子,0,0.0,,,,,,never_selected,False,-0.0,unstable,False
601288,农业银行,银行,600030,中信证券,非银金融,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600519,贵州茅台,食品饮料,000725,京东方A,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600519,贵州茅台,食品饮料,603501,韦尔股份,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
600519,贵州茅台,食品饮料,002475,立讯精密,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
000568,泸州老窖,食品饮料,002475,立讯精密,电子,0,0.0,,,,,,never_selected,False,0.0,unstable,False
603501,韦尔股份,电子,601318,中国平安,非银金融,0,0.0,,,,,,never_selected,False,0.0,unstable,False
