network_date,regime,index_key,market_data_end_date,market_window_start,market_window_end,market_lookback,cumulative_return_20,annualized_volatility_20,mean_abs_return_20,negative_day_share_20,positive_day_share_20,max_drawdown_20,mean_high_low_range_20,volume_mean_20,volume_mean_60,volume_activity_20_60
2024-08-15,2,CSI300,2024-08-15,2024-07-19,2024-08-15,20,-0.05083257808801023,0.14019523241958168,0.00682248762545062,0.7,0.3,-0.06492680451289168,0.012335388323101718,11522728065.0,12117925055.0,-0.04911707138792831
2024-08-15,2,CSI500,2024-08-15,2024-07-19,2024-08-15,20,-0.036762673821962855,0.2262961256866638,0.009642041298535275,0.65,0.35,-0.04488792803884378,0.01781177495678512,9813949085.0,10137147740.0,-0.03188260280795707
2024-08-15,2,SSE,2024-08-15,2024-07-19,2024-08-15,20,-0.033513786585953054,0.12763247756868584,0.005686660914009796,0.55,0.45,-0.04414532498141499,0.011029230359327732,28805371135.0,29348585373.333332,-0.01850904332945824
2024-09-12,2,CSI300,2024-09-12,2024-08-16,2024-09-12,20,-0.05071226315869726,0.10261372864175927,0.005304405064254601,0.65,0.35,-0.05495822420708141,0.009698425823299986,10738324150.0,11447187625.0,-0.061924683880596354
2024-09-12,2,CSI500,2024-09-12,2024-08-16,2024-09-12,20,-0.0429474020272963,0.15439048443580328,0.007509620999215626,0.5,0.5,-0.04007654982539843,0.014868565547808504,9345114305.0,9551040340.0,-0.021560586875293164
2024-09-12,2,SSE,2024-09-12,2024-08-16,2024-09-12,20,-0.055688239002584794,0.0811562634827164,0.00475521331516277,0.65,0.35,-0.061012747116641286,0.00854837401204334,26138305365.0,27786834783.333332,-0.05932771512796153
2024-10-21,2,CSI300,2024-10-21,2024-09-13,2024-10-21,20,0.24041860061939113,0.546367863102973,0.026048538442965126,0.3,0.7,-0.10993032112057566,0.034063208515305345,26515303040.0,16258785085.0,0.6308292963699016
2024-10-21,2,CSI500,2024-10-21,2024-09-13,2024-10-21,20,0.2685662830872815,0.6210211696125898,0.029130460804447124,0.45,0.55,-0.11966277112383494,0.03931235120636118,23441614310.0,14200225900.0,0.6507916476173805
2024-10-21,2,SSE,2024-10-21,2024-09-13,2024-10-21,20,0.20278323800578768,0.4894801696636229,0.02294601098884397,0.25,0.75,-0.09180849768251531,0.0321904674945737,59621316455.0,38188330985.0,0.561244362274399
2024-11-18,2,CSI300,2024-11-18,2024-10-22,2024-11-18,20,0.0038585107683313247,0.20311311271640173,0.009862349201201624,0.5,0.5,-0.04711248656739031,0.020140962472873673,26420618560.0,21224748583.333332,0.24480242751835046
2024-11-18,2,CSI500,2024-11-18,2024-10-22,2024-11-18,20,0.022581682875413067,0.24834878115590037,0.01284785390339741,0.45,0.55,-0.07859884071294765,0.022545695006072685,29971425880.0,20919384831.666668,0.43271067104376937
2024-11-18,2,SSE,2024-11-18,2024-10-22,2024-11-18,20,0.01705542347105915,0.18080470510636562,0.008915806645777114,0.5,0.5,-0.04230087582739972,0.01726438217148373,73326576400.0,53028732740.0,0.3827706718831161
2024-12-16,2,CSI300,2024-12-16,2024-11-19,2024-12-16,20,-0.009755767861377884,0.184308924546933,0.008229081808154839,0.5,0.5,-0.037378255522650505,0.015368803548109591,18723153435.0,23886358345.0,-0.2161570564849533
2024-12-16,2,CSI500,2024-12-16,2024-11-19,2024-12-16,20,0.013640409556876065,0.23042898464476327,0.011403715732237465,0.5,0.5,-0.050382401679463396,0.019651123838284837,22523769750.0,25312269980.0,-0.11016397313252746
2024-12-16,2,SSE,2024-12-16,2024-11-19,2024-12-16,20,0.018798086194649954,0.16874538939730122,0.007340387588416646,0.4,0.6,-0.03282900210182493,0.01433253769934097,62177819825.0,65041904226.666664,-0.044034448802198645
2025-01-14,3,CSI300,2025-01-14,2024-12-17,2025-01-14,20,-0.023339899719875712,0.17776277324226855,0.007301597438478305,0.5,0.5,-0.06915183712151951,0.013719480403990495,16205856625.0,20449876206.666668,-0.20753277617803456
2025-01-14,3,CSI500,2025-01-14,2024-12-17,2025-01-14,20,-0.05755994696750166,0.2462426877746315,0.01117971370878841,0.55,0.45,-0.09259384757084221,0.020179340793703555,16473377750.0,22989524460.0,-0.2834398215299143
2025-01-14,3,SSE,2025-01-14,2024-12-17,2025-01-14,20,-0.04293466882002894,0.1761128419351351,0.00768404696250633,0.6,0.4,-0.07236495715408442,0.013480519299251884,47440433470.0,60981609898.333336,-0.22205344284791384
2025-02-19,3,CSI300,2025-02-19,2025-01-15,2025-02-19,20,0.031309710145686065,0.10830893922335637,0.005835250488926175,0.35,0.65,-0.00985659809479289,0.012181431709146422,16620980060.0,17183330040.0,-0.032726484254852806
2025-02-19,3,CSI500,2025-02-19,2025-01-15,2025-02-19,20,0.06668913506016927,0.16886746527907742,0.009178261040705646,0.35,0.65,-0.018156679083903615,0.01604123907983065,17411058735.0,18802735411.666668,-0.07401458597365385
2025-02-19,3,SSE,2025-02-19,2025-01-15,2025-02-19,20,0.03412559319209896,0.09881414685468,0.0052573927365455655,0.4,0.6,-0.00947916673088045,0.010846402536667415,47059740200.0,52225997831.666664,-0.09892118573432329
2025-03-19,3,CSI300,2025-03-19,2025-02-20,2025-03-19,20,0.017767806383498286,0.14670571159249055,0.006325130532353634,0.55,0.45,-0.023432025183714456,0.011204809859943045,17514238270.0,16780358318.333334,0.04373446250339397
2025-03-19,3,CSI500,2025-03-19,2025-02-20,2025-03-19,20,0.026507087455639677,0.16915224509437782,0.007747798867878711,0.45,0.55,-0.03255603167540666,0.014559579978594278,19526311940.0,17803582808.333332,0.09676305888611969
2025-03-19,3,SSE,2025-03-19,2025-02-20,2025-03-19,20,0.022344958539942894,0.12449970618256805,0.005404016715985496,0.5,0.5,-0.02099636901567903,0.009898222844839816,51505510955.0,48668561541.666664,0.05829121148165717
2025-04-17,3,CSI300,2025-04-17,2025-03-20,2025-04-17,20,-0.05933566873008833,0.27854437808524674,0.00877151847556679,0.5,0.5,-0.09699415747251827,0.013598310165798544,16838989560.0,16991402630.0,-0.008970011088484275
2025-04-17,3,CSI500,2025-04-17,2025-03-20,2025-04-17,20,-0.08922914388856229,0.3705290867020991,0.011558769736885384,0.5,0.5,-0.12747830426541096,0.020001378110276708,15941253445.0,17626208040.0,-0.09559370859439831
2025-04-17,3,SSE,2025-04-17,2025-03-20,2025-04-17,20,-0.04263564194676117,0.28771020475007864,0.008545937536814345,0.4,0.6,-0.09163296125373532,0.013958214270629285,47995620330.0,48853623828.333336,-0.017562740101906726
2025-05-20,3,CSI300,2025-05-20,2025-04-18,2025-05-20,20,0.03338854394041557,0.0862193573472491,0.0040417866388978855,0.45,0.55,-0.01675436592157975,0.007717207440611565,13004104495.0,15785777441.666666,-0.1762138708052745
2025-05-20,3,CSI500,2025-05-20,2025-04-18,2025-05-20,20,0.03425510584737035,0.12287435786296061,0.0056198139052863715,0.3,0.7,-0.014454264518455329,0.011034773569411656,13294336620.0,16253967335.0,-0.18208666561221432
2025-05-20,3,SSE,2025-05-20,2025-04-18,2025-05-20,20,0.030526399541999316,0.07479365680020018,0.0036558333930930857,0.45,0.55,-0.010718730133362553,0.0070801523979163155,41713034675.0,47071388653.333336,-0.11383462718289461
2025-06-18,3,CSI300,2025-06-18,2025-05-21,2025-06-18,20,-0.005951509053860771,0.07202653627148414,0.0037227184300209154,0.55,0.45,-0.02046379042284152,0.0075902373381823655,12275619215.0,14039571090.0,-0.1256414361729622
2025-06-18,3,CSI500,2025-06-18,2025-05-21,2025-06-18,20,-0.0002602931046503665,0.10886858667243902,0.0056296129223562955,0.5,0.5,-0.020959814849902836,0.009310405030439705,11847019815.0,13694203293.333334,-0.1348879842635743
2025-06-18,3,SSE,2025-06-18,2025-05-21,2025-06-18,20,0.002464444377392905,0.0680234241537815,0.00325093428412026,0.45,0.55,-0.01406375181767261,0.0066422900513775866,40082943605.0,43263866203.333336,-0.07352377116237141
2025-07-16,3,CSI300,2025-07-16,2025-06-19,2025-07-16,20,0.0341243844147483,0.08999167848546025,0.004385743280623916,0.3,0.7,-0.009673576147468,0.009124100219100897,16475107295.0,13918277001.666666,0.1837030756771949
2025-07-16,3,CSI500,2025-07-16,2025-06-19,2025-07-16,20,0.04722069117110461,0.12259167907288072,0.0062603610123620704,0.5,0.5,-0.007029708475787322,0.01062441648602341,16101038050.0,13747464828.333334,0.17120052686485043
2025-07-16,3,SSE,2025-07-16,2025-06-19,2025-07-16,20,0.03392578336518781,0.08177894379589293,0.004119112454248895,0.4,0.6,-0.009186122349300052,0.008379997417547145,48880552950.0,43558843743.333336,0.12217287580047742
2025-08-13,3,CSI300,2025-08-13,2025-07-17,2025-08-13,20,0.042267896652078196,0.10042254688558494,0.005202325707860131,0.25,0.75,-0.02338521564778595,0.00901270867376656,21800363730.0,16850363413.333334,0.2937622290537565
2025-08-13,3,CSI500,2025-08-13,2025-07-17,2025-08-13,20,0.08158336234740649,0.11778228710844094,0.007018798635374371,0.3,0.7,-0.022487257582557985,0.010844035932768116,19548573915.0,15832210593.333334,0.23473432846020637
2025-08-13,3,SSE,2025-08-13,2025-07-17,2025-08-13,20,0.051284085716642336,0.07658976532224336,0.004520987852428285,0.2,0.8,-0.015422943775743492,0.007674726229063985,58970227890.0,49311241481.666664,0.19587798072219353
2025-09-10,3,CSI300,2025-09-10,2025-08-14,2025-09-10,20,0.06435579558193294,0.18846995727235888,0.00975120317587544,0.4,0.6,-0.03503804730231441,0.016693837350731038,27850428725.0,22041966583.333332,0.26351832626670624
2025-09-10,3,CSI500,2025-09-10,2025-08-14,2025-09-10,20,0.06515129305059708,0.24968637489716058,0.013293690546560825,0.4,0.6,-0.05792184507856746,0.020794301219181154,26577915545.0,20742509170.0,0.2813259633718652
2025-09-10,3,SSE,2025-09-10,2025-08-14,2025-09-10,20,0.034955130563207426,0.14759363746048157,0.007757367866176604,0.4,0.6,-0.03030362332312375,0.013061462175305367,70808877925.0,59553219588.333336,0.18900167639083754
2025-10-16,3,CSI300,2025-10-16,2025-09-11,2025-10-16,20,0.03892976167311346,0.17011107816782176,0.008581323841951939,0.4,0.6,-0.0361861453127964,0.016285091963360632,26447834485.0,25366208980.0,0.04264040818447912
2025-10-16,3,CSI500,2025-10-16,2025-09-11,2025-10-16,20,0.04319392554271717,0.21574838180869593,0.01117967179921425,0.45,0.55,-0.046903644400664746,0.019870066592296308,25089188325.0,23738559261.666668,0.05689599981387006
2025-10-16,3,SSE,2025-10-16,2025-09-11,2025-10-16,20,0.027282521134005755,0.11982237179578539,0.005805845322836831,0.5,0.5,-0.017474196562659694,0.012605202645594959,66221507840.0,65333537885.0,0.013591334309233316
2025-11-13,4,CSI300,2025-11-13,2025-10-17,2025-11-13,20,0.01811268004526201,0.16394975287092772,0.008420517427931146,0.45,0.55,-0.027199537979181287,0.01238343929478138,22610469215.0,25636244141.666668,-0.11802723167817186
2025-11-13,4,CSI500,2025-11-13,2025-10-17,2025-11-13,20,0.01711351975943165,0.2092802477118226,0.01053090153210093,0.45,0.55,-0.036110572336437,0.016018073641683332,20285583775.0,23984229215.0,-0.15421156155757665
2025-11-13,4,SSE,2025-11-13,2025-10-17,2025-11-13,20,0.028924005446057777,0.12517285384788027,0.00635605409149793,0.45,0.55,-0.015322691282167566,0.00979165338575099,60626231715.0,65885539160.0,-0.07982491320634133
2025-12-11,4,CSI300,2025-12-11,2025-11-14,2025-12-11,20,-0.031877209929063954,0.13999714682534942,0.006919243874601855,0.6,0.4,-0.038912392451394884,0.01109805176782384,17689339815.0,22249214505.0,-0.20494542353282952
2025-12-11,4,CSI500,2025-12-11,2025-11-14,2025-12-11,20,-0.0370342927288666,0.18677582134807152,0.00911056572242475,0.55,0.45,-0.0577782040732161,0.013831001960628054,16949884630.0,20774885576.666668,-0.18411658309987133
2025-12-11,4,SSE,2025-12-11,2025-11-14,2025-12-11,20,-0.03875988614967385,0.11811395220596585,0.005565883906150705,0.6,0.4,-0.03899293620936939,0.00898321774931033,51799538060.0,59549092538.333336,-0.1301372388394456
2026-01-12,4,CSI300,2026-01-12,2025-12-12,2026-01-12,20,0.05222349267439719,0.13460556299239596,0.006953903335263635,0.35,0.65,-0.01820473919165211,0.010697098389652325,19818424530.0,20039411186.666668,-0.011027602288719018
2026-01-12,4,CSI500,2026-01-12,2025-12-12,2026-01-12,20,0.16465517691711629,0.17681315664034591,0.01096775289697404,0.2,0.8,-0.023497477123112676,0.014180132174752485,21654116465.0,19629861623.333332,0.10312119771952477
2026-01-12,4,SSE,2026-01-12,2025-12-12,2026-01-12,20,0.0753795583011776,0.10164585796901512,0.005397594724324317,0.2,0.8,-0.01659250681219926,0.009046655052180153,57083808980.0,56503192918.333336,0.010275809767172905
2026-02-09,4,CSI300,2026-02-09,2026-01-13,2026-02-09,20,-0.014793578843553257,0.12904329030531145,0.005815530838623126,0.5,0.5,-0.03256688885938985,0.014192321653721179,29581339670.0,22363034671.666668,0.3227784200271675
2026-02-09,4,CSI500,2026-02-09,2026-01-13,2026-02-09,20,0.0075347357926809355,0.25573927567600413,0.011817395867954206,0.4,0.6,-0.06558623925784879,0.020696817477727607,29577875595.0,22727292230.0,0.30142540940082774
2026-02-09,4,SSE,2026-02-09,2026-01-13,2026-02-09,20,-0.010130634455680743,0.13103375995920033,0.005486976893835078,0.5,0.5,-0.034208637116295404,0.011969807786595132,73967536365.0,60950294468.333336,0.21357143571192694
2026-03-17,5,CSI300,2026-03-17,2026-02-10,2026-03-17,20,-0.01729519632740084,0.12463018988698144,0.00629817932440557,0.5,0.5,-0.02813855738926163,0.010213280515437817,26485283220.0,25295015806.666668,0.047055412909432937
2026-03-17,5,CSI500,2026-03-17,2026-02-10,2026-03-17,20,-0.03552484014802515,0.22698561273856538,0.010301332776830987,0.55,0.45,-0.0741961898492225,0.017799820700023773,25738757140.0,25656916400.0,0.003189812007182491
2026-03-17,5,SSE,2026-03-17,2026-02-10,2026-03-17,20,-0.017749551913734285,0.10963655814331466,0.005509369679830225,0.45,0.55,-0.03172292007513944,0.009697746400795376,68671965855.0,66574437066.666664,0.03150651933012827
2026-04-15,5,CSI300,2026-04-15,2026-03-18,2026-04-15,20,0.010308922661840025,0.23417129256082633,0.01121090526235902,0.55,0.45,-0.051592501350268605,0.013565386821503142,22107075050.0,26057899313.333332,-0.15161714364717693
2026-04-15,5,CSI500,2026-04-15,2026-03-18,2026-04-15,20,0.0034993648972703184,0.32572233154769026,0.016008921937909593,0.5,0.5,-0.08098423156483303,0.020182841873043346,20318568355.0,25211733696.666668,-0.1940828584237192
2026-04-15,5,SSE,2026-04-15,2026-03-18,2026-04-15,20,-0.00560432622279905,0.2203432617854688,0.01041965912772097,0.4,0.6,-0.061457539581745824,0.012787508107799304,60020007385.0,67553169868.333336,-0.11151456694062001
2026-05-18,5,CSI300,2026-05-18,2026-04-16,2026-05-18,20,0.0316478579780024,0.13537311656865983,0.00671396395612114,0.5,0.5,-0.032974534355591945,0.011660934797163375,23777797765.0,24123385345.0,-0.014325832591801979
2026-05-18,5,CSI500,2026-05-18,2026-04-16,2026-05-18,20,0.0634205764067155,0.2147557122398881,0.011050364964084066,0.4,0.6,-0.04282179475118353,0.016945944551627616,24122717710.0,23393347735.0,0.031178520631690132
2026-05-18,5,SSE,2026-05-18,2026-04-16,2026-05-18,20,0.025903292850385506,0.10571062247810906,0.005121633464822623,0.45,0.55,-0.026173745548690674,0.008937104032300794,64882981655.0,64524984965.0,0.00554818711223537
2026-06-15,5,CSI300,2026-06-15,2026-05-19,2026-06-15,20,0.012038628545135488,0.20288426982785054,0.010628687729518315,0.5,0.5,-0.04733632736164761,0.016957827014776918,28380908035.0,24755260283.333332,0.14645969018987293
2026-06-15,5,CSI500,2026-06-15,2026-05-19,2026-06-15,20,-0.017241631252441936,0.2847860817014583,0.013945976321196586,0.5,0.5,-0.08506966425356921,0.023961967821797193,24265042505.0,22902109523.333332,0.059511241978738694
2026-06-15,5,SSE,2026-06-15,2026-05-19,2026-06-15,20,-0.008484996350018092,0.15733629470028523,0.007910607479630112,0.55,0.45,-0.050413259214809214,0.013674470815738384,64691870250.0,63198286430.0,0.02363329615992571
2026-07-14,5,CSI300,2026-07-14,2026-06-16,2026-07-14,20,-0.019463733869913957,0.2766879112503545,0.014024693148241068,0.5,0.5,-0.07199597285033887,0.020628705403321082,30797760805.0,27652155535.0,0.11375624102860749
2026-07-14,5,CSI500,2026-07-14,2026-06-16,2026-07-14,20,-0.015560000133225449,0.3369316859792881,0.017960428126073145,0.45,0.55,-0.0989035007832133,0.028444863372020124,23878594785.0,24088785000.0,-0.008725646187634606
2026-07-14,5,SSE,2026-07-14,2026-06-16,2026-07-14,20,-0.031574974758767804,0.19197469017897878,0.0095305318049366,0.5,0.5,-0.05988402384090474,0.016010390586362028,62251496235.0,63942116046.666664,-0.026439847727791843
