date,index_key,index_code,index_name,open,high,low,close,volume,simple_return,log_return,high_low_range,simple_return_from_log,return_consistency_error
2023-01-20,CSI300,000300,沪深300,4166.844,4189.831,4161.67,4181.527,12355380900,0.006140267294961976,0.006121492668688333,0.006766754692226984,0.0061402672949630865,1.1102230246251565e-15
2023-01-30,CSI300,000300,沪深300,4267.625,4268.152,4197.86,4201.345,16460706400,0.004739416964185672,0.004728221287654932,0.016744722310891857,0.004739416964184784,8.881784197001252e-16
2023-01-31,CSI300,000300,沪深300,4200.581,4212.735,4153.048,4156.858,12455083500,-0.010588751935392104,-0.010645211681683975,0.014371854117746663,-0.010588751935390994,1.1102230246251565e-15
2023-02-01,CSI300,000300,沪深300,4170.132,4195.933,4137.766,4195.933,14100895400,0.009400128654863726,0.00935622238078615,0.014057585663374894,0.00940012865486306,6.661338147750939e-16
2023-02-02,CSI300,000300,沪深300,4207.412,4207.412,4170.557,4181.149,13382373600,-0.003523411837128898,-0.003529633671638166,0.008836949117348336,-0.003523411837128343,5.551115123125783e-16
2023-02-03,CSI300,000300,沪深300,4162.026,4162.026,4103.165,4141.632,11704122100,-0.009451229793532967,-0.009496176088525488,0.014345267616583834,-0.009451229793533078,1.1102230246251565e-16
2023-02-06,CSI300,000300,沪深300,4103.831,4105.945,4065.222,4086.878,11019271700,-0.013220392347750742,-0.01330855966789457,0.010017411103255824,-0.01322039234775041,3.3306690738754696e-16
2023-02-07,CSI300,000300,沪深300,4098.312,4107.344,4077.962,4094.234,9136007200,0.0017999069216159125,0.0017982890302299381,0.0072050695911340945,0.0017999069216148023,1.1102230246251565e-15
2023-02-08,CSI300,000300,沪深300,4099.857,4111.475,4072.647,4076.141,8478609900,-0.004419141651405334,-0.0044289349204174044,0.009533848624739827,-0.004419141651404335,9.992007221626409e-16
2023-02-09,CSI300,000300,沪深300,4067.563,4130.857,4064.749,4130.857,10228996100,0.01342348068921062,0.013334183999663907,0.016263734857921097,0.01342348068920951,1.1102230246251565e-15
2023-02-10,CSI300,000300,沪深300,4124.099,4125.289,4092.347,4106.31,9671673300,-0.005942350461417445,-0.005960076483628285,0.008049659523007069,-0.005942350461416224,1.2212453270876722e-15
2023-02-13,CSI300,000300,沪深300,4098.88,4146.45,4092.273,4143.574,12889257700,0.009074814127525421,0.009033885429001742,0.013238852833131975,0.009074814127524755,6.661338147750939e-16
2023-02-14,CSI300,000300,沪深300,4151.247,4152.049,4125.258,4145.29,10249989000,0.00041413523687539033,0.0004140495065456662,0.006494381684733375,0.00041413523687450216,8.881784197001252e-16
2023-02-15,CSI300,000300,沪深300,4146.855,4153.716,4115.967,4123.689,12166450800,-0.005210974382974354,-0.005224598861801155,0.009171356330116565,-0.005210974382973577,7.771561172376096e-16
2023-02-16,CSI300,000300,沪深300,4125.409,4167.9,4068.859,4093.488,15931058500,-0.007323782176590021,-0.007350732736586707,0.024341221949445657,-0.007323782176589799,2.220446049250313e-16
2023-02-17,CSI300,000300,沪深300,4086.224,4104.64,4032.929,4034.507,11614258900,-0.0144084946627423,-0.014513305013098332,0.017781369322395824,-0.014408494662742521,2.220446049250313e-16
2023-02-20,CSI300,000300,沪深300,4039.962,4134.862,4035.476,4133.49,16179448100,0.02453410044895188,0.02423797311013942,0.02462807361510766,0.02453410044895188,0.0
2023-02-21,CSI300,000300,沪深300,4130.063,4151.799,4116.272,4144.354,14577617300,0.002628287476200697,0.002624839568744264,0.008630867930982111,0.0026282874761998087,8.881784197001252e-16
2023-02-22,CSI300,000300,沪深300,4118.967,4134.876,4101.86,4106.951,10429029500,-0.009025049501080296,-0.009066021965644211,0.008049031415016783,-0.009025049501080296,0.0
2023-02-23,CSI300,000300,沪深300,4106.214,4132.39,4088.207,4103.646,10356490600,-0.0008047332437129961,-0.0008050572153273095,0.010807427314712958,-0.0008047332437117749,1.2212453270876722e-15
2023-02-24,CSI300,000300,沪深300,4100.99,4102.609,4048.237,4061.046,10098942500,-0.010381012397268186,-0.010435270938847552,0.0134310318294113,-0.010381012397268075,1.1102230246251565e-16
2023-02-27,CSI300,000300,沪深300,4040.457,4067.03,4034.524,4043.844,9378763000,-0.00423585450644981,-0.004244851152794382,0.008056960375003364,-0.004235854506449588,2.220446049250313e-16
2023-02-28,CSI300,000300,沪深300,4058.13,4074.264,4026.448,4069.459,11032359100,0.006334319523700671,0.006314342039914322,0.011875479330665684,0.006334319523699783,8.881784197001252e-16
2023-03-01,CSI300,000300,沪深300,4068.733,4135.481,4061.217,4126.942,15601579400,0.014125464834514823,0.014026630093164627,0.018286144276457028,0.014125464834515045,2.220446049250313e-16
2023-03-02,CSI300,000300,沪深300,4119.992,4137.253,4113.826,4117.738,14821763700,-0.002230222765427725,-0.002232713416045584,0.005694698803498266,-0.002230222765427725,0.0
2023-03-03,CSI300,000300,沪深300,4126.018,4135.212,4100.383,4130.551,16033174100,0.003111659848198167,0.003106828654120264,0.008494084576977423,0.0031116598481983893,2.220446049250313e-16
2023-03-06,CSI300,000300,沪深300,4131.153,4132.837,4088.448,4109.01,16297180700,-0.005215042738850095,-0.005228688537190607,0.010857176121599421,-0.005215042738850206,1.1102230246251565e-16
2023-03-07,CSI300,000300,沪深300,4103.642,4124.961,4046.568,4048.852,19591206800,-0.01464050951445739,-0.01474873943361743,0.019372712876689624,-0.014640509514457278,1.1102230246251565e-16
2023-03-08,CSI300,000300,沪深300,4030.739,4037.287,4011.523,4034.108,11793649300,-0.0036415260424436102,-0.0036481725389023723,0.006422498387769426,-0.0036415260424441653,5.551115123125783e-16
2023-03-09,CSI300,000300,沪深300,4035.843,4043.849,4000.89,4019.851,11653962900,-0.0035341146047651595,-0.0035403743405524324,0.010737360937191465,-0.0035341146047650485,1.1102230246251565e-16
2023-03-10,CSI300,000300,沪深300,3991.796,4004.361,3966.428,3967.135,12385540900,-0.013113918898984056,-0.013200665560521685,0.009563516594780053,-0.01311391889898339,6.661338147750939e-16
2023-03-13,CSI300,000300,沪深300,3962.643,4008.686,3962.643,4008.686,14356137000,0.010473805403647729,0.010419335114510986,0.011619265222731379,0.010473805403647951,2.220446049250313e-16
2023-03-14,CSI300,000300,沪深300,3999.88,4001.942,3946.941,3984.696,15054417400,-0.0059845046481565856,-0.006002483561914573,0.013935095558813781,-0.00598450464815703,4.440892098500626e-16
2023-03-15,CSI300,000300,沪深300,4011.844,4018.75,3986.902,3986.902,14202600700,0.0005536181430152443,0.0005534649530272162,0.00798815722081958,0.0005536181430148002,4.440892098500626e-16
2023-03-16,CSI300,000300,沪深300,3958.196,3981.321,3936.476,3939.151,15251564400,-0.011976968583627179,-0.01204927035579395,0.011392169036468003,-0.01197696858362618,9.992007221626409e-16
2023-03-17,CSI300,000300,沪深300,3971.159,4004.215,3945.25,3958.819,17743381800,0.004992954065482724,0.004980530606344402,0.014945820923895958,0.00499295406548117,1.5543122344752192e-15
2023-03-20,CSI300,000300,沪深300,3962.663,3979.549,3935.016,3939.077,20526497000,-0.004986840772462586,-0.004999316556688171,0.011317107732217613,-0.004986840772461254,1.3322676295501878e-15
2023-03-21,CSI300,000300,沪深300,3948.157,3982.705,3948.157,3982.378,14509067900,0.010992676710813276,0.01093269640261596,0.008750411901046418,0.010992676710812388,8.881784197001252e-16
2023-03-22,CSI300,000300,沪深300,3993.785,4016.45,3986.709,3999.443,14922897000,0.0042851281319855605,0.00427597311472816,0.007460037840735234,0.0042851281319853385,2.220446049250313e-16
2023-03-23,CSI300,000300,沪深300,3985.993,4039.09,3983.999,4039.09,15888742100,0.009913130403408577,0.009864317652564125,0.013828065719896143,0.009913130403409687,1.1102230246251565e-15
2023-03-24,CSI300,000300,沪深300,4035.156,4037.842,4017.003,4027.046,15944233000,-0.0029818597753454856,-0.0029863143767414613,0.005187698391064144,-0.002981859775346485,9.992007221626409e-16
2023-03-27,CSI300,000300,沪深300,4023.303,4023.303,3987.03,4012.477,16848227900,-0.003617788324245641,-0.0036243483470528304,0.00909774945259989,-0.003617788324244753,8.881784197001252e-16
2023-03-28,CSI300,000300,沪深300,4015.697,4023.783,3994.6,3999.515,13189511700,-0.0032304235014929406,-0.003235652583963855,0.007305612576978815,-0.0032304235014936067,6.661338147750939e-16
2023-03-29,CSI300,000300,沪深300,4013.593,4017.757,3992.666,4006.144,13374351000,0.0016574509659295078,0.0016560789099457907,0.006284272213102682,0.001657450965930174,6.661338147750939e-16
2023-03-30,CSI300,000300,沪深300,4009.557,4040.502,3983.896,4038.526,14990103700,0.008083084382388694,0.00805059123495333,0.014208704243283465,0.008083084382388916,2.220446049250313e-16
2023-03-31,CSI300,000300,沪深300,4045.454,4063.568,4039.959,4050.926,13884254600,0.0030704271806099026,0.003065723045748925,0.005843871187801719,0.0030704271806087924,1.1102230246251565e-15
2023-04-03,CSI300,000300,沪深300,4059.623,4094.938,4059.061,4090.568,18212431300,0.00978591067820056,0.009738338758888077,0.008838743739007615,0.009785910678200782,2.220446049250313e-16
2023-04-04,CSI300,000300,沪深300,4089.293,4103.158,4080.068,4103.105,19714663100,0.0030648555408441247,0.0030601684455060507,0.005659219405166782,0.0030648555408443467,2.220446049250313e-16
2023-04-06,CSI300,000300,沪深300,4084.132,4098.833,4078.405,4096.64,15070337400,-0.001575636012239312,-0.0015768786321093131,0.005008820850307849,-0.0015756360122385349,7.771561172376096e-16
2023-04-07,CSI300,000300,沪深300,4096.901,4131.313,4092.185,4123.28,12867673800,0.006502890173410325,0.006481837602189344,0.009561640052930143,0.006502890173408993,1.3322676295501878e-15
2023-04-10,CSI300,000300,沪深300,4132.01,4132.295,4099.052,4104.812,15245300200,-0.004478958499058994,-0.004489019085548662,0.008109923953148357,-0.0044789584990582165,7.771561172376096e-16
2023-04-11,CSI300,000300,沪深300,4108.506,4116.125,4083.495,4100.148,15390133300,-0.0011362274325839028,-0.0011368734283525583,0.007990704041513474,-0.001136227432584791,8.881784197001252e-16
2023-04-12,CSI300,000300,沪深300,4102.397,4108.245,4090.278,4097.288,16596527800,-0.0006975357962689666,-0.0006977791875506512,0.004392610966785115,-0.0006975357962677453,1.2212453270876722e-15
2023-04-13,CSI300,000300,沪深300,4081.387,4088.881,4059.574,4068.979,15644429500,-0.006909204332231411,-0.006933183399162601,0.00721923039215433,-0.006909204332232188,7.771561172376096e-16
2023-04-14,CSI300,000300,沪深300,4078.97,4098.215,4075.205,4091.999,15069568200,0.0056574388808592335,0.005641495677050301,0.005646341717778558,0.0056574388808590115,2.220446049250313e-16
2023-04-17,CSI300,000300,沪深300,4090.072,4149.384,4089.509,4149.384,18877309500,0.014023708216937436,0.01392628578021693,0.014641121953760328,0.01402370821693788,4.440892098500626e-16
2023-04-18,CSI300,000300,沪深300,4139.309,4169.668,4138.462,4162.032,17018413000,0.003048163293635886,0.0030435270628395017,0.007540482430429263,0.003048163293635442,4.440892098500626e-16
2023-04-19,CSI300,000300,沪深300,4159.394,4159.394,4118.626,4124.559,16255459200,-0.009003534811841907,-0.009044311572578678,0.009898446714996734,-0.009003534811841574,3.3306690738754696e-16
2023-04-20,CSI300,000300,沪深300,4122.946,4125.823,4094.002,4113.019,16270667700,-0.00279787487583516,-0.0028017962437836275,0.0077725902429945926,-0.00279787487583405,1.1102230246251565e-15
2023-04-21,CSI300,000300,沪深300,4114.264,4114.264,4031.912,4032.567,18080243500,-0.01956032782732109,-0.019754162854468404,0.020425048959402003,-0.0195603278273222,1.1102230246251565e-15
2023-04-24,CSI300,000300,沪深300,4031.303,4033.637,3967.907,3982.643,17009921700,-0.012380203478330354,-0.01245747663134189,0.016565408413049987,-0.012380203478329688,6.661338147750939e-16
2023-04-25,CSI300,000300,沪深300,3985.106,3991.687,3925.436,3962.666,17255540900,-0.0050160157463272625,-0.0050286381805548785,0.016877360884243187,-0.005016015746327596,3.3306690738754696e-16
2023-04-26,CSI300,000300,沪深300,3950.255,3975.656,3934.663,3959.232,16270200600,-0.0008665883019159937,-0.0008669640066276685,0.010418427194400115,-0.0008665883019153275,6.661338147750939e-16
2023-04-27,CSI300,000300,沪深300,3948.031,3999.13,3942.815,3988.419,15382819500,0.007371884244216975,0.007344844712443788,0.014282942516958164,0.007371884244216975,0.0
2023-04-28,CSI300,000300,沪深300,3993.256,4030.447,3993.256,4029.086,17950848800,0.010196270752897307,0.010144639452144943,0.009313452480882889,0.010196270752896641,6.661338147750939e-16
2023-05-04,CSI300,000300,沪深300,4013.471,4035.783,4001.126,4030.247,22758284600,0.0002881546832209647,0.0002881131746335086,0.00866181170000635,0.0002881546832205206,4.440892098500626e-16
2023-05-05,CSI300,000300,沪深300,4031.095,4047.602,3998.392,4016.877,20662692400,-0.0033174145405976407,-0.0033229293602197174,0.012307447593932874,-0.0033174145405963085,1.3322676295501878e-15
2023-05-08,CSI300,000300,沪深300,4028.106,4070.772,4018.961,4062.662,25558308500,0.011398158320506058,0.011333688741093084,0.012891640401586413,0.011398158320506058,0.0
2023-05-09,CSI300,000300,沪深300,4065.439,4092.85,4026.389,4027.875,27930604800,-0.008562612395517921,-0.008599482179686646,0.016506353459638357,-0.00856261239551892,9.992007221626409e-16
2023-05-10,CSI300,000300,沪深300,4017.936,4019.059,3984.629,3996.87,20755270900,-0.007697607299134157,-0.007727386797220959,0.008640704065548066,-0.00769760729913338,7.771561172376096e-16
2023-05-11,CSI300,000300,沪深300,4005.782,4018.058,3988.482,3990.664,14480461900,-0.0015527149994870593,-0.0015539217107036762,0.007415352507545547,-0.0015527149994880585,9.992007221626409e-16
2023-05-12,CSI300,000300,沪深300,3987.769,3999.383,3937.527,3937.762,14442172800,-0.013256440532202207,-0.013345091475633453,0.015709352596185333,-0.013256440532201097,1.1102230246251565e-15
2023-05-15,CSI300,000300,沪深300,3938.83,3998.887,3923.032,3998.887,17625736200,0.015522776643179581,0.015403530780551122,0.019335809649271285,0.01552277664317847,1.1102230246251565e-15
2023-05-16,CSI300,000300,沪深300,4002.524,4005.015,3966.992,3978.205,13683327100,-0.00517193909205238,-0.005185359863311589,0.009584844133792014,-0.005171939092052158,2.220446049250313e-16
2023-05-17,CSI300,000300,沪深300,3971.702,3982.604,3945.714,3960.165,11844818500,-0.004534708492900719,-0.00454502147283975,0.009349385180983605,-0.0045347084928998305,8.881784197001252e-16
2023-05-18,CSI300,000300,沪深300,3965.516,3982.718,3939.553,3956.07,13653394700,-0.0010340478237648165,-0.0010345828200559737,0.010956826827815291,-0.0010340478237653716,5.551115123125783e-16
2023-05-19,CSI300,000300,沪深300,3946.222,3967.282,3928.316,3944.54,12021247900,-0.0029145085905962764,-0.00291876404113367,0.009919263114270827,-0.0029145085905952772,9.992007221626409e-16
2023-05-22,CSI300,000300,沪深300,3941.002,3985.403,3935.802,3969.328,10911660500,0.006284129454892096,0.006264466646150879,0.012602514049233182,0.006284129454890985,1.1102230246251565e-15
2023-05-23,CSI300,000300,沪深300,3968.235,3971.939,3913.188,3913.188,11868507700,-0.014143451989858224,-0.014244423797556749,0.015013589942522554,-0.01414345198985878,5.551115123125783e-16
2023-05-24,CSI300,000300,沪深300,3903.782,3903.782,3859.094,3859.094,13725826500,-0.013823511673857758,-0.013919946151478513,0.011579920053774284,-0.013823511673856426,1.3322676295501878e-15
2023-05-25,CSI300,000300,沪深300,3851.405,3861.382,3817.837,3850.5,12415077000,-0.002226947568522597,-0.0022294309037835802,0.01140567289803096,-0.0022269475685238183,1.2212453270876722e-15
2023-05-26,CSI300,000300,沪深300,3848.417,3859.629,3815.57,3850.951,10032643900,0.00011712764576032875,0.00011712078685377492,0.011547160712554128,0.00011712764576099488,6.661338147750939e-16
2023-05-29,CSI300,000300,沪深300,3862.084,3866.724,3819.182,3833.942,13185996700,-0.004416831063288051,-0.00442661407885403,0.01244821535082652,-0.004416831063287274,7.771561172376096e-16
2023-05-30,CSI300,000300,沪深300,3827.792,3844.005,3789.274,3837.753,13761962900,0.0009940160805772535,0.000993522373732958,0.014443663878621615,0.0009940160805759213,1.3322676295501878e-15
2023-05-31,CSI300,000300,沪深300,3827.163,3827.163,3781.403,3798.543,12638736800,-0.01021691599224861,-0.010269466923837456,0.012101328528062227,-0.010216915992247833,7.771561172376096e-16
2023-06-01,CSI300,000300,沪深300,3788.59,3832.205,3786.734,3806.868,13456188100,0.0021916297906854343,0.0021892316733325146,0.01200797309766144,0.002191629790684546,8.881784197001252e-16
2023-06-02,CSI300,000300,沪深300,3821.62,3865.284,3821.62,3861.834,12501511000,0.014438640898502442,0.014335396343726714,0.01142552111408257,0.014438640898503108,6.661338147750939e-16
2023-06-05,CSI300,000300,沪深300,3860.556,3860.556,3832.458,3844.249,11616398900,-0.004553535962446897,-0.004563934887254817,0.007331587195475997,-0.0045535359624474525,5.551115123125783e-16
2023-06-06,CSI300,000300,沪深300,3840.459,3867.845,3802.845,3808.163,12578125800,-0.00938700901008227,-0.009431344649991402,0.017092466298258335,-0.009387009010082048,2.220446049250313e-16
2023-06-07,CSI300,000300,沪深300,3815.482,3823.112,3780.102,3789.342,9886243200,-0.004942277943459805,-0.004954531389055106,0.01137799985291399,-0.004942277943458695,1.1102230246251565e-15
2023-06-08,CSI300,000300,沪深300,3791.083,3834.389,3777.775,3820.187,11870093400,0.008139935640541163,0.008106985054091354,0.014986069842698457,0.008139935640540497,6.661338147750939e-16
2023-06-09,CSI300,000300,沪深300,3822.409,3836.703,3811.219,3836.703,13431986300,0.004323348569062135,0.004314029746993242,0.0066865745579038904,0.004323348569061913,2.220446049250313e-16
2023-06-12,CSI300,000300,沪深300,3827.325,3859.716,3813.858,3844.432,12675854300,0.0020144900452288006,0.0020124636810958663,0.012024044943466539,0.002014490045229911,1.1102230246251565e-15
2023-06-13,CSI300,000300,沪深300,3838.129,3867.303,3833.46,3864.907,11092494600,0.005325884291879968,0.005311751926157626,0.00882831697735198,0.005325884291880412,4.440892098500626e-16
2023-06-14,CSI300,000300,沪深300,3872.716,3891.666,3862.061,3864.025,12495575900,-0.0002282073022714659,-0.00022823334552057872,0.007665596167435007,-0.00022820730227191,4.440892098500626e-16
2023-06-15,CSI300,000300,沪深300,3871.775,3925.499,3871.775,3925.499,12836993800,0.015909317356901154,0.015784090602885215,0.013875806316224315,0.015909317356901598,4.440892098500626e-16
2023-06-16,CSI300,000300,沪深300,3932.211,3968.013,3928.542,3963.351,13976007600,0.009642595756615968,0.009596402640456247,0.010047238899316913,0.009642595756614414,1.5543122344752192e-15
2023-06-19,CSI300,000300,沪深300,3957.033,3957.033,3922.474,3930.908,13490584800,-0.00818574988690135,-0.008219437100194682,0.008810510917344416,-0.008185749886900462,8.881784197001252e-16
2023-06-20,CSI300,000300,沪深300,3926.094,3937.495,3918.473,3924.238,12252031800,-0.0016968089815381227,-0.001698250192434969,0.004854442023716876,-0.0016968089815379006,2.220446049250313e-16
2023-06-21,CSI300,000300,沪深300,3909.104,3920.128,3864.032,3864.032,11834657500,-0.015342086794939425,-0.015460994369870917,0.01451747811612325,-0.015342086794939647,2.220446049250313e-16
2023-06-26,CSI300,000300,沪深300,3833.444,3841.286,3801.054,3809.696,13399041900,-0.014061995345794331,-0.01416180196051009,0.010584432633685248,-0.01406199534579522,8.881784197001252e-16
2023-06-27,CSI300,000300,沪深300,3811.687,3851.896,3806.324,3845.433,11699268100,0.009380538499659918,0.009336814472318267,0.01197270647480364,0.009380538499661029,1.1102230246251565e-15
2023-06-28,CSI300,000300,沪深300,3836.609,3846.852,3808.161,3840.799,10702154100,-0.0012050658534422665,-0.0012057925291522054,0.010160022120913492,-0.0012050658534432657,9.992007221626409e-16
2023-06-29,CSI300,000300,沪深300,3836.731,3840.713,3817.376,3821.844,9828927400,-0.004935171041233866,-0.004947389213592501,0.006113361638989678,-0.0049351710412329775,8.881784197001252e-16
2023-06-30,CSI300,000300,沪深300,3816.335,3860.031,3813.552,3842.452,10126842900,0.005392161480165081,0.005377675826773398,0.01218785006733869,0.005392161480164193,8.881784197001252e-16
2023-07-03,CSI300,000300,沪深300,3853.292,3897.327,3853.292,3892.882,13315805100,0.01312443200331459,0.013039052869338263,0.011427890749001302,0.013124432003314146,4.440892098500626e-16
2023-07-04,CSI300,000300,沪深300,3888.033,3899.976,3878.398,3899.013,10949452700,0.0015749257234101144,0.0015736868285021188,0.0055636373574863285,0.0015749257234114467,1.3322676295501878e-15
2023-07-05,CSI300,000300,沪深300,3895.195,3899.519,3864.13,3868.805,9763638400,-0.007747601764856893,-0.0077777703552488475,0.009158335770276693,-0.007747601764857115,2.220446049250313e-16
2023-07-06,CSI300,000300,沪深300,3857.03,3876.89,3836.457,3842.755,10012184200,-0.006733345309468897,-0.0067561165543299495,0.010539151096962573,-0.006733345309469341,4.440892098500626e-16
2023-07-07,CSI300,000300,沪深300,3831.596,3844.844,3819.077,3825.699,10090692000,-0.004438482286796885,-0.004448361592890748,0.0067469181689712165,-0.0044384822867974405,5.551115123125783e-16
2023-07-10,CSI300,000300,沪深300,3841.559,3865.457,3831.92,3844.327,9203344100,0.004869175541515558,0.004857359447191456,0.008752009436522545,0.00486917554151689,1.3322676295501878e-15
2023-07-11,CSI300,000300,沪深300,3853.796,3870.655,3844.524,3869.486,8651071600,0.006544448482139975,0.006523126555446623,0.006796940271409424,0.006544448482138199,1.7763568394002505e-15
2023-07-12,CSI300,000300,沪深300,3864.601,3874.04,3838.563,3843.437,11152202400,-0.006731901859833522,-0.006754663320617027,0.009242260710583539,-0.006731901859831968,1.5543122344752192e-15
2023-07-13,CSI300,000300,沪深300,3855.662,3901.102,3855.662,3898.423,12030023200,0.014306465801312784,0.014205094023399312,0.011785265409675505,0.014306465801312118,6.661338147750939e-16
2023-07-14,CSI300,000300,沪深300,3904.603,3908.487,3893.786,3899.103,12236484600,0.00017442950649537714,0.00017441429543829656,0.003775502813970766,0.00017442950649582123,4.440892098500626e-16
2023-07-17,CSI300,000300,沪深300,3881.623,3881.623,3852.263,3867.175,9834014400,-0.008188550033174313,-0.008222260360927436,0.007621494171088594,-0.008188550033174202,1.1102230246251565e-16
2023-07-18,CSI300,000300,沪深300,3871.044,3871.044,3844.513,3854.939,9143861500,-0.003164066792943232,-0.0031690830362265388,0.006901004106371955,-0.003164066792944231,9.992007221626409e-16
2023-07-19,CSI300,000300,沪深300,3848.483,3860.009,3830.407,3850.866,7958570000,-0.0010565666538432383,-0.0010571252138618092,0.007728160480074298,-0.0010565666538429053,3.3306690738754696e-16
2023-07-20,CSI300,000300,沪深300,3857.773,3875.624,3818.713,3823.695,9204207600,-0.00705581549708556,-0.007080825476551311,0.014903188587358951,-0.007055815497085449,1.1102230246251565e-16
2023-07-21,CSI300,000300,沪深300,3816.984,3849.511,3808.803,3821.91,7950756300,-0.00046682593669222783,-0.00046693493384353246,0.010687872279033561,-0.00046682593669278294,5.551115123125783e-16
2023-07-24,CSI300,000300,沪深300,3803.349,3828.785,3798.805,3805.221,7548354500,-0.004366664835121714,-0.004376226561401353,0.0078919554965311,-0.004366664835121714,0.0
2023-07-25,CSI300,000300,沪深300,3866.645,3915.815,3866.645,3915.115,16306632000,0.02887979436673982,0.02847063211440748,0.01271645056631776,0.02887979436673982,0.0
2023-07-26,CSI300,000300,沪深300,3908.174,3912.983,3893.399,3907.013,10788171700,-0.0020694155854936724,-0.0020715597845963885,0.005030052147237063,-0.0020694155854935614,1.1102230246251565e-16
2023-07-27,CSI300,000300,沪深300,3914.23,3935.358,3894.692,3902.346,11066710900,-0.001194518677055778,-0.0011952326831430327,0.010441390487360813,-0.001194518677055778,0.0
2023-07-28,CSI300,000300,沪深300,3889.793,4000.919,3886.554,3992.738,17973548100,0.023163502159982752,0.022899300356991503,0.029425810113534956,0.02316350215998364,8.881784197001252e-16
2023-07-31,CSI300,000300,沪深300,4018.89,4064.362,4002.078,4014.63,19960683000,0.005482954303538179,0.005467977628931919,0.01556291506562335,0.005482954303538179,0.0
2023-08-01,CSI300,000300,沪深300,4009.183,4031.701,3983.027,3998.001,14228685900,-0.004142100268268778,-0.004150702528084693,0.012220354017183466,-0.004142100268269111,3.3306690738754696e-16
2023-08-02,CSI300,000300,沪深300,3985.695,4008.334,3958.513,3969.895,12585569000,-0.007030013249121336,-0.00705484021662528,0.012585786632505647,-0.007030013249121447,1.1102230246251565e-16
2023-08-03,CSI300,000300,沪深300,3962.13,4005.0,3962.13,4004.984,12900664000,0.00883877281389056,0.008799939519485989,0.010819937760749854,0.008838772813890783,2.220446049250313e-16
2023-08-04,CSI300,000300,沪深300,4033.724,4058.243,4011.62,4020.579,17826718900,0.003893898202839363,0.0038863366042729552,0.011621988124498328,0.003893898202839585,2.220446049250313e-16
2023-08-07,CSI300,000300,沪深300,4002.968,4002.968,3977.017,3990.153,12131066200,-0.007567566760906974,-0.007596346079123961,0.006525242411586474,-0.007567566760907751,7.771561172376096e-16
2023-08-08,CSI300,000300,沪深300,3980.042,4002.29,3963.463,3979.732,10987169900,-0.0026116793015205086,-0.002615095685536417,0.009796231225067453,-0.0026116793015200646,4.440892098500626e-16
2023-08-09,CSI300,000300,沪深300,3967.357,3982.109,3961.843,3967.565,9464026900,-0.0030572410403514327,-0.003061923948695977,0.005115296088209487,-0.0030572410403512107,2.220446049250313e-16
2023-08-10,CSI300,000300,沪深300,3962.857,3976.464,3945.387,3975.717,9717684900,0.0020546607301958897,0.0020525528017287797,0.007876793835433604,0.0020546607301954456,4.440892098500626e-16
