date,CSI300_close,CSI500_close,SSE_close,CSI300_simple_return,CSI500_simple_return,SSE_simple_return,CSI300_log_return,CSI500_log_return,SSE_log_return,CSI300_volume,CSI500_volume,SSE_volume,main_indices_complete
2024-04-30,3604.394,5441.141,3104.825,-0.005385892372662515,-0.006817570750777935,-0.0026398607407608354,-0.005400448579957029,-0.006840916554530452,-0.0026433513175696532,19129689900,16279734400,44021321300,True
2024-05-06,3657.877,5528.604,3140.72,0.014838277946306766,0.01607438586869936,0.011561038061726592,0.014729267726442785,0.015946560913940644,0.011494719909554973,20801800700,16579162600,45065689900,True
2024-05-07,3659.008,5527.085,3147.738,0.00030919574386989446,-0.000274752903264619,0.002234519473241825,0.0003091479527164154,-0.00027479065475866093,0.002232026647424945,16483428600,13653540200,37910256400,True
2024-05-08,3630.223,5458.756,3128.48,-0.007866886325473943,-0.012362574485465627,-0.006118044132008338,-0.00789799352765641,-0.012439626811412197,-0.006136836049735805,13003533600,12395562100,33400032000,True
2024-05-09,3664.561,5556.771,3154.32,0.009458923046876233,0.017955556174336973,0.008259602107093533,0.009414467548502614,0.01779625919330563,0.008225678263897862,14655901700,13112123000,36088146200,True
2024-05-10,3666.277,5535.395,3154.547,0.00046826891406626103,-0.003846838388697149,7.196479748405871e-05,0.00046815931039212444,-0.0038542565017909425,7.196220814265075e-05,15072053600,12868803000,38428749500,True
2024-05-13,3664.691,5505.26,3148.021,-0.00043259142721630006,-0.005444055934581082,-0.00206875979340293,-0.00043268502188098523,-0.005458928810829988,-0.002070902632802074,15726745500,13162758800,39703056500,True
2024-05-14,3657.045,5500.738,3145.774,-0.0020863969158654294,-0.0008213962646632655,-0.0007137817695626048,-0.0020885764740530277,-0.0008217337954192772,-0.0007140366330542491,13340649000,11899439900,34352619400,True
2024-05-15,3626.056,5446.656,3119.902,-0.008473781427354554,-0.009831771664093103,-0.008224367039717406,-0.00850988803086139,-0.00988042267753464,-0.008258373730344104,12352276400,11012498900,32102796200,True
2024-05-16,3640.359,5424.665,3122.401,0.003944506096982492,-0.004037523206899762,0.0008009866976590452,0.003936746930168766,-0.004045696009727706,0.0008006660790105258,15463050300,12210811900,36741736100,True
2024-05-17,3677.97,5491.894,3154.026,0.010331673332218072,0.012393207691166142,0.010128423607345782,0.010278666382998125,0.012317040550527736,0.010077474856508672,16457041700,12691616800,38391524400,True
2024-05-20,3690.962,5523.501,3171.145,0.003532383352773394,0.005755209404988415,0.0054276661004062365,0.0035261591399287084,0.005738711456507062,0.005412989403613011,18460942300,14497144800,42686728000,True
2024-05-21,3676.161,5478.913,3157.966,-0.004010065668516805,-0.008072416389532822,-0.004155912138990803,-0.00401812754149411,-0.008105174754597044,-0.004164571943096718,13067828300,10869119200,33578357200,True
2024-05-22,3684.451,5468.607,3158.54,0.002255069894925743,-0.001881030051033794,0.00018176256489144116,0.0022525310409555743,-0.0018828014097280743,0.00018174604807796868,15191460500,11305778200,35409808200,True
2024-05-23,3641.792,5362.305,3116.387,-0.011578115708419046,-0.019438588291314396,-0.013345723023928668,-0.011645663984118926,-0.019630002253880008,-0.013435577529827825,14257299000,12665756900,35394372700,True
2024-05-24,3601.475,5313.455,3088.871,-0.011070648735567512,-0.009109888378225461,-0.0088294553917726,-0.01113238442622766,-0.009151637155920156,-0.008868666009258064,12479117700,10656417500,30653227900,True
2024-05-27,3635.708,5371.369,3124.043,0.009505272145440502,0.01089949947821145,0.011386684649504542,0.009460381288510789,0.010840528052826315,0.011322344310626065,13127264400,11564322900,31939676500,True
2024-05-28,3609.172,5316.129,3109.572,-0.007298715958487301,-0.010284156608864503,-0.004632138546108333,-0.007325481903352582,-0.010337403931240274,-0.004642900145537254,12353223800,11096537300,31006697400,True
2024-05-29,3613.522,5328.306,3111.018,0.0012052625920848659,0.002290576470209693,0.00046501576422741664,0.001204536846211468,0.0022879570990763654,0.0004649076779035255,11590632100,10436126700,28997034600,True
2024-05-30,3594.312,5308.66,3091.678,-0.0053161430869937965,-0.0036871005531589063,-0.006216614625823458,-0.005330324056693314,-0.003693914663099207,-0.006236018232822715,12260299500,10735018700,30238076200,True
2024-05-31,3579.925,5308.54,3086.813,-0.0040027131757064405,-2.2604574412388168e-05,-0.0015735791372839536,-0.004010745473243205,-2.2604829899464107e-05,-0.0015748185132764547,11246201900,10415114700,27607281600,True
2024-06-03,3588.748,5274.069,3078.489,0.002464576771859628,-0.00649349915419295,-0.002696632416670508,0.00246154468338311,-0.0065146736339105615,-0.0027002748795954545,14105459100,12696851500,35756336200,True
2024-06-04,3615.671,5341.95,3091.199,0.007502059213965406,0.012870707607351983,0.004128648827395498,0.0074740587214403575,0.012788583959194355,0.004120149343052049,12454509600,10808314400,30928759800,True
2024-06-05,3594.794,5277.941,3065.403,-0.005774031984657868,-0.011982328550435684,-0.008344981995659362,-0.005790766154181171,-0.012054695311668695,-0.008379996289752611,11090676600,10579275700,29054234400,True
2024-06-06,3592.245,5228.8,3048.794,-0.0007090809654183294,-0.009310638372046931,-0.005418210917129018,-0.0007093324822307068,-0.009354253298464954,-0.005432942659119533,13789351700,13336823100,36986710400,True
2024-06-07,3574.114,5208.98,3051.279,-0.005047261531437863,-0.0037905446756426597,0.0008150763875813816,-0.0050600419782291794,-0.003797746996351492,0.000814744393210276,13110302600,11352747800,31634248400,True
2024-06-11,3542.877,5217.47,3028.045,-0.008739788378322566,0.00162987763439304,-0.0076145118161924374,-0.008778204324046968,0.0016285508253357506,-0.0076436502220254,13452230600,11643711600,31048194200,True
2024-06-12,3544.123,5232.953,3037.468,0.00035169157721259836,0.0029675302397522696,0.003111908838871136,0.00035162974822711135,0.0029631358134736274,0.0031070768723928666,12281372900,10306556900,27945210600,True
2024-06-13,3526.131,5194.59,3028.919,-0.00507657324534172,-0.007331042338809546,-0.002814515247568039,-0.005089502820485592,-0.007358046489692072,-0.002818483443055797,12324546200,11823276400,29786246300,True
2024-06-14,3541.533,5213.093,3032.633,0.004367960237438684,0.0035619750548165907,0.0012261800332065143,0.004358448387318248,0.0035556462459247484,0.0012254288884339104,17151694200,13399862000,34874675300,True
2024-06-17,3536.199,5207.128,3015.891,-0.0015061274312564432,-0.0011442343345879902,-0.005520615254137162,-0.001507262781307972,-0.0011448894704937373,-0.005535910168060099,13743343800,10797066400,29576344800,True
2024-06-18,3545.59,5230.891,3030.246,0.0026556763349574464,0.004563552115484759,0.004759787406109828,0.00265215625730697,0.0045531706836836605,0.004748495435444866,12367183800,9409090300,27362599900,True
2024-06-19,3528.749,5168.82,3018.049,-0.0047498441726201435,-0.011866238466830992,-0.0040250857521139105,-0.004761160530630804,-0.011937204230973109,-0.004033208212831596,10664279700,8784959000,26129624800,True
2024-06-20,3503.282,5094.565,3005.437,-0.007217005233299267,-0.014365948127425643,-0.004178858593747226,-0.007243173797357727,-0.014470137415999673,-0.004187614424752795,11161739600,9560900300,29551590700,True
2024-06-21,3495.62,5102.329,2998.138,-0.0021870919897399865,0.0015239770225721205,-0.0024285985698585533,-0.0021894871683798556,0.0015228169480590026,-0.002431552398777015,10918661500,8383890700,25500125100,True
2024-06-24,3476.81,4992.91,2963.099,-0.005381019676051757,-0.02144491270555071,-0.01168692034856289,-0.005395549509415787,-0.021678196035772146,-0.011755749192546183,11799018400,10018664600,29865388400,True
2024-06-25,3457.902,4948.634,2949.996,-0.005438318458586999,-0.008867774504247028,-0.004422059472194539,-0.005453159945359332,-0.008907327219903394,-0.004431865696999715,11844811800,9163677900,27320993800,True
2024-06-26,3480.265,5020.432,2972.525,0.006467216248465135,0.014508650265911749,0.007636959507741681,0.0064463935339098555,0.01440440687716027,0.007607945557758455,10589886100,9339462100,28238840900,True
2024-06-27,3454.118,4928.051,2945.852,-0.00751293364154737,-0.018401006128556108,-0.00897317936770936,-0.007541297882575293,-0.018572410574302367,-0.009013680808195978,11491810100,8853718700,27054851900,True
2024-06-28,3461.657,4942.782,2967.403,0.0021826121748012017,0.00298921419441478,0.00731571036155243,0.002180233737025361,0.0029847553770281365,0.0072890803519252145,13540915300,10630834200,31520143200,True
2024-07-01,3478.183,5003.161,2994.73,0.004774014294310458,0.012215590329494486,0.00920906260457377,0.004762654827228374,0.012141582099195247,0.009166917733123725,12182977000,9731279300,29778223500,True
2024-07-02,3471.786,4949.477,2997.011,-0.0018391786746125849,-0.010730016483579075,0.0007616713359801519,-0.00184087204029737,-0.010787998246970076,0.0007613814115767781,12165012100,9620933400,28136468300,True
2024-07-03,3463.414,4910.925,2982.376,-0.0024114389538986147,-0.007789105798450935,-0.004883198626898566,-0.002414351155486827,-0.007819599331131855,-0.004895160398337595,10385710800,8452833100,24628464200,True
2024-07-04,3445.813,4834.498,2957.567,-0.005081979803742809,-0.0155626485845336,-0.008318535288642459,-0.005094936980487574,-0.01568501785362919,-0.008353327383847642,10442990900,9100846600,27426878900,True
2024-07-05,3431.061,4866.265,2949.933,-0.004281137716991568,0.006570899398448571,-0.002581175675817282,-0.0042903280264336985,0.006549405145333864,-0.002584512653205806,11660965900,8313327900,27232455600,True
