analysis_date,window,factor_order,factor_name,method,sort_status,turnover_status,gross_spread_status,gross_q5_minus_q1,q1_sort_n,q5_sort_n,q1_return_n,q5_return_n,q1_future_excess_return,q5_future_excess_return,gross_q5_minus_q1_bps,q1_target_turnover,q5_target_turnover,q1_drift_turnover,q5_drift_turnover,q1_drift_return_weight_coverage,q5_drift_return_weight_coverage,long_short_half_l1_turnover_sum,roundtrip_traded_notional_ratio
2016-06-30,120,1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.0022343546253615404,434.0,434.0,434.0,434.0,-0.0062085640785129615,-0.003974209453151421,22.343546253615404,0.39631336405529954,0.30875576036866365,0.41138761147165653,0.32114762041649614,1.0000000000000013,0.9999999999999957,0.7325352318881526,1.4650704637763052
2016-06-30,120,2,delta_degree_percentile,RAW_COMMON,PASS,PASS,PASS,0.0030703118894296246,514.0,434.0,514.0,434.0,0.0013275757515594283,0.004397887640989053,30.703118894296246,0.3560311284046693,0.2995391705069124,0.35614597993882946,0.3084713951355956,1.0000000000000013,0.999999999999996,0.6646173750744251,1.3292347501488502
2016-06-30,120,2,delta_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.01189754798746849,434.0,434.0,434.0,434.0,0.003465358148323027,-0.008432189839145463,-118.97547987468491,0.29723502304147464,0.33870967741935487,0.311132231303458,0.3501606246053863,1.0000000000000013,0.9999999999999957,0.6612928559088442,1.3225857118176885
2016-06-30,120,2,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.006486144826913946,434.0,434.0,434.0,434.0,-0.003936270503278835,0.002549874323635111,64.86144826913946,0.3248847926267281,0.33179723502304154,0.3381253904171423,0.34300829068606836,1.0000000000000013,0.9999999999999957,0.6811336811032107,1.3622673622064214
2016-06-30,120,3,cross_industry_degree_percentile,RAW_COMMON,PASS,PASS,PASS,0.033928095855825464,547.0,424.0,547.0,424.0,-0.011116087865914032,0.022812007989911433,339.28095855825467,0.3573825503355705,0.19339622641509438,0.3626971096057483,0.20423178526971866,1.0000000000000109,1.0000000000000075,0.5669288948754669,1.1338577897509339
2016-06-30,120,3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.01774654563699088,434.0,434.0,434.0,434.0,-0.011243170082756559,0.00650337555423432,177.4654563699088,0.3986175115207373,0.30184331797235026,0.41176531568442853,0.3142063783548277,1.0000000000000013,0.9999999999999957,0.7259716940392562,1.4519433880785124
2016-06-30,120,3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.002697116232320054,434.0,434.0,434.0,434.0,-0.007095613492342768,-0.004398497260022714,26.97116232320054,0.41244239631336405,0.32258064516129037,0.4259680189572337,0.33437557797403283,1.0000000000000013,0.9999999999999957,0.7603435969312665,1.520687193862533
2016-06-30,120,4,cross_industry_degree_ratio,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,120,4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.004727605575179905,409.0,409.0,409.0,409.0,-0.014117642286609564,-0.00939003671142966,47.27605575179905,0.4009779951100244,0.43520782396088015,0.4096701038339496,0.4430383528893422,0.9999999999999915,0.9999999999999915,0.8527084567232918,1.7054169134465835
2016-06-30,120,4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.005321355050521684,409.0,409.0,409.0,409.0,-0.013034898013607257,-0.01835625306412894,-53.21355050521684,0.40831295843520776,0.42542787286063566,0.41640451655623817,0.43394944291104687,0.9999999999999915,0.9999999999999915,0.8503539594672851,1.7007079189345702
2016-06-30,120,5,delta_residual_degree_percentile_1m,RAW_COMMON,PASS,PASS,PASS,0.018186809559842858,422.0,411.0,422.0,411.0,-0.018809067351291633,-0.0006222577914487758,181.86809559842857,0.7819905213270143,0.7931873479318735,0.7870828366616894,0.7976389592257404,1.0000000000000075,1.0000000000000067,1.5847217958874298,3.1694435917748596
2016-06-30,120,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.01698622490639743,413.0,413.0,413.0,413.0,-0.019372458149933863,-0.0023862332435364317,169.8622490639743,0.7966101694915254,0.8038740920096853,0.8023028111624861,0.8074733472732257,1.0000000000000067,1.0000000000000067,1.6097761584357118,3.2195523168714235
2016-06-30,120,5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.007108972622866045,413.0,413.0,413.0,413.0,-0.015274616881946885,-0.00816564425908084,71.08972622866045,0.7917675544794189,0.8111380145278451,0.7980448547893466,0.8145309880025839,1.0000000000000067,1.0000000000000067,1.6125758427919306,3.225151685583861
2016-06-30,120,6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,PASS,PASS,PASS,0.01503085737588874,422.0,404.0,422.0,404.0,-0.01610874048648371,-0.00107788311059497,150.3085737588874,0.7843601895734598,0.8094059405940593,0.7880555842092177,0.8101387107954727,0.9999999999999926,1.0000000000000062,1.5981942950046903,3.1963885900093807
2016-06-30,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.010330508327820679,413.0,413.0,413.0,413.0,-0.015524701970691251,-0.005194193642870573,103.3050832782068,0.7966101694915254,0.7893462469733656,0.8013208624093823,0.7931734664758022,1.0000000000000067,1.0000000000000067,1.5944943288851845,3.188988657770369
2016-06-30,120,6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.0006479537133730392,413.0,413.0,413.0,413.0,-0.010256402590800288,-0.010904356304173328,-6.479537133730392,0.8087167070217918,0.8135593220338984,0.8129880130910501,0.8169192320840717,1.0000000000000067,1.0000000000000067,1.6299072451751218,3.2598144903502435
2016-06-30,120,7,neighbor_jaccard_1m,RAW_COMMON,PASS,NO_PREVIOUS_FORMATION,PASS,0.032347554685914805,403.0,399.0,403.0,399.0,-0.011916573972450108,0.020430980713464695,323.47554685914804,,,,,,,,
2016-06-30,120,7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.02162413035436557,402.0,402.0,402.0,402.0,-0.013887202867027338,0.007736927487338231,216.2413035436557,0.6393034825870646,0.5845771144278606,0.6446312157869708,0.5917599150816465,1.000000000000007,1.000000000000007,1.2363911308686173,2.4727822617372346
2016-06-30,120,7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.006491566278538413,402.0,402.0,402.0,402.0,-0.006933351964422186,-0.00044178568588377343,64.91566278538413,0.6318407960199005,0.6044776119402985,0.6375489897918533,0.6113063065368611,1.000000000000007,1.000000000000007,1.2488552963287143,2.4977105926574286
2016-06-30,120,8,neighbor_retention_1m,RAW_COMMON,PASS,PASS,PASS,0.03860885315273042,427.0,382.0,427.0,382.0,-0.017871622656310898,0.02073723049641952,386.08853152730416,0.7377049180327868,0.8193717277486912,0.7378908738262812,0.8195414888827065,1.0000000000000067,0.9999999999999963,1.5574323627089877,3.1148647254179753
2016-06-30,120,8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.021712551534789633,383.0,383.0,383.0,383.0,-0.014988328481380335,0.006724223053409298,217.12551534789634,0.7545691906005222,0.762402088772846,0.7552181779082866,0.7630111608788535,1.0000000000000067,1.0000000000000067,1.51822933878714,3.03645867757428
2016-06-30,120,8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.007439819145074017,383.0,383.0,383.0,383.0,-0.009848670029617925,-0.002408850884543908,74.39819145074017,0.7571801566579635,0.7780678851174935,0.7584319014286437,0.7785040160433431,1.0000000000000067,1.0000000000000067,1.5369359174719868,3.0738718349439735
2016-06-30,120,9,outside_community_degree_percentile,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,120,9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.032566898475309844,434.0,434.0,434.0,434.0,-0.017231122862396753,0.015335775612913088,325.6689847530984,0.4631336405529954,0.3294930875576037,0.4747069056909722,0.33950271730217985,1.0000000000000013,0.9999999999999957,0.814209622993152,1.628419245986304
2016-06-30,120,9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.00033343605216594317,434.0,434.0,434.0,434.0,-0.0006285250738874211,-0.000295089021721478,3.334360521659432,0.49078341013824883,0.435483870967742,0.5016159746493497,0.4456203045681681,1.0000000000000013,0.9999999999999957,0.9472362792175177,1.8944725584350355
2016-06-30,252,1,residual_degree_percentile,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.015969205053587017,344.0,344.0,344.0,344.0,-0.007046438959051681,0.008922766094535337,159.69205053587018,0.3226744186046512,0.20348837209302326,0.33582882488639765,0.21418094303441224,1.0000000000000058,1.0000000000000058,0.5500097679208099,1.1000195358416198
2016-06-30,252,1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.001318648538975247,344.0,344.0,344.0,344.0,0.00027691347422029037,-0.0010417350647549566,-13.18648538975247,0.3691860465116279,0.24709302325581395,0.3798984606674177,0.25788870321115154,1.0000000000000058,1.0000000000000058,0.6377871638785693,1.2755743277571385
2016-06-30,252,2,delta_degree_percentile,RAW_COMMON,PASS,PASS,PASS,0.0019250614269114676,353.0,344.0,353.0,344.0,0.005641561802726643,0.00756662322963811,19.250614269114674,0.22946175637393765,0.27906976744186046,0.23418582169524377,0.2899193109230086,1.0000000000000058,1.0000000000000058,0.5241051326182524,1.0482102652365048
2016-06-30,252,2,delta_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.00924886678996455,344.0,344.0,344.0,344.0,0.0015714426926451246,-0.007677424097319426,-92.4886678996455,0.23546511627906977,0.313953488372093,0.2447976670344443,0.3260637916724122,1.0000000000000058,1.0000000000000058,0.5708614587068565,1.141722917413713
2016-06-30,252,2,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.011559483647959454,344.0,344.0,344.0,344.0,-0.005896864847212296,0.005662618800747158,115.59483647959453,0.24709302325581395,0.32558139534883723,0.2584721894184548,0.3356606812335103,1.0000000000000058,1.0000000000000058,0.5941328706519651,1.1882657413039301
2016-06-30,252,3,cross_industry_degree_percentile,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.01672813686903304,344.0,344.0,344.0,344.0,-0.007352869826390919,0.009375267042642122,167.28136869033042,0.3023255813953488,0.19476744186046513,0.31561492363138105,0.20649084688166827,1.0000000000000058,1.0000000000000058,0.5221057705130493,1.0442115410260986
2016-06-30,252,3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.0010957060539354582,344.0,344.0,344.0,344.0,0.001403509696897238,0.00030780364296177995,-10.957060539354583,0.39244186046511625,0.2558139534883721,0.4046485430131988,0.2661994287370894,1.0000000000000058,1.0000000000000058,0.6708479717502882,1.3416959435005764
2016-06-30,252,4,cross_industry_degree_ratio,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.0012244670049495086,224.0,224.0,224.0,224.0,-0.00481971902872592,-0.006044186033675429,-12.244670049495086,0.35267857142857145,0.41517857142857145,0.3630761501964214,0.42595073400843547,0.9999999999999969,0.9999999999999969,0.7890268842048569,1.5780537684097138
2016-06-30,252,4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.005640764163906956,224.0,224.0,224.0,224.0,-0.005659210281146834,-0.01129997444505379,-56.40764163906956,0.35714285714285715,0.42410714285714285,0.3675312588590775,0.4351646275102952,0.9999999999999969,0.9999999999999969,0.8026958863693727,1.6053917727387454
2016-06-30,252,5,delta_residual_degree_percentile_1m,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.014673335774233217,327.0,327.0,327.0,327.0,-0.013484884743500146,0.0011884510307330711,146.73335774233217,0.8012232415902141,0.8012232415902141,0.8033506137084154,0.802719305072052,0.9999999999999966,0.9999999999999934,1.6060699187804675,3.212139837560935
2016-06-30,252,5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.002611631707259648,327.0,327.0,327.0,327.0,-0.011370484773665306,-0.013982116480924954,-26.11631707259648,0.8012232415902141,0.8134556574923547,0.8036480495198437,0.8147315596001804,0.9999999999999966,0.9999999999999934,1.6183796091200242,3.2367592182400484
2016-06-30,252,6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.014299853713720133,327.0,327.0,327.0,327.0,-0.013147930332419165,0.0011519233813009665,142.99853713720134,0.8073394495412844,0.8042813455657493,0.8099160246018349,0.805465903285631,0.9999999999999966,0.9999999999999934,1.6153819278874657,3.2307638557749314
2016-06-30,252,6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.011590062412287917,327.0,327.0,327.0,327.0,-0.00743126399708558,-0.0190213264093735,-115.90062412287918,0.8134556574923547,0.8165137614678899,0.8160125692515576,0.8177468099751486,0.9999999999999966,0.9999999999999934,1.6337593792267062,3.2675187584534124
2016-06-30,252,7,neighbor_jaccard_1m,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.018636718758218304,232.0,231.0,232.0,231.0,-0.010666773029779338,0.007969945728438966,186.36718758218305,0.6637931034482759,0.5887445887445888,0.6639129587107961,0.5894730179631553,0.9999999999999976,0.9999999999999976,1.2533859766739515,2.506771953347903
2016-06-30,252,7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.001745831792879683,232.0,231.0,232.0,231.0,-0.0011329723988654226,-0.0028788041917451055,-17.45831792879683,0.6681034482758621,0.6147186147186148,0.6686783425467627,0.6153484775177986,0.9999999999999976,0.9999999999999976,1.2840268200645615,2.568053640129123
2016-06-30,252,8,neighbor_retention_1m,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.019545361726706935,214.0,214.0,214.0,214.0,-0.019881928244233352,-0.0003365665175264177,195.45361726706935,0.7616822429906541,0.6448598130841121,0.7623470648581374,0.6451539769977619,1.000000000000002,1.000000000000005,1.4075010418558993,2.8150020837117986
2016-06-30,252,8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.0047727269921586275,214.0,214.0,214.0,214.0,-0.01759937556698879,-0.012826648574830162,47.72726992158628,0.7803738317757009,0.6728971962616822,0.7809841871206226,0.673519424266128,1.000000000000002,1.000000000000005,1.4545036113867504,2.909007222773501
2016-06-30,252,9,outside_community_degree_percentile,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-06-30,252,9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.03217795777515731,344.0,344.0,344.0,344.0,0.0010725578933239869,0.0332505156684813,321.77957775157313,0.2441860465116279,0.25872093023255816,0.25581068951651287,0.2656263361960662,1.0000000000000058,1.0000000000000058,0.5214370257125791,1.0428740514251582
2016-06-30,252,9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.011824665338011804,344.0,344.0,344.0,344.0,0.018379508214248854,0.030204173552260658,118.24665338011805,0.33430232558139533,0.29069767441860467,0.3450145289774741,0.2974099598507045,1.0000000000000058,1.0000000000000058,0.6424244888281786,1.2848489776563572
2016-07-29,60,1,residual_degree_percentile,RAW_COMMON,PASS,PASS,PASS,-0.025553353324761663,502.0,443.0,502.0,443.0,-0.005185706309993268,-0.030739059634754932,-255.53353324761662,0.5107212475633528,0.4243792325056433,0.5266745570619492,0.4389451760285725,1.0000000000000142,0.9999999999999946,0.9656197330905217,1.9312394661810435
2016-07-29,60,1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.013843765047623406,459.0,459.0,459.0,459.0,-0.007468299146433923,-0.021312064194057328,-138.43765047623407,0.5315904139433552,0.49673202614379086,0.5458918125270072,0.511598388085017,0.9999999999999889,0.9999999999999889,1.0574902006120244,2.1149804012240487
2016-07-29,60,1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.015250023362667928,459.0,459.0,459.0,459.0,-0.0067520955520666524,-0.02200211891473458,-152.5002336266793,0.5642701525054467,0.5315904139433552,0.5760269811781761,0.5480381087284687,0.9999999999999889,0.9999999999999889,1.1240650899066447,2.2481301798132893
2016-07-29,60,2,delta_degree_percentile,RAW_COMMON,PASS,PASS,PASS,-0.035264861597500245,459.0,456.0,459.0,456.0,-0.00020768300552587862,-0.035472544603026124,-352.64861597500243,0.4880174291938998,0.5109649122807017,0.5023743870635106,0.5276882361824314,0.9999999999999889,1.000000000000004,1.030062623245942,2.060125246491884
2016-07-29,60,2,delta_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.017911377300891825,459.0,459.0,459.0,459.0,-0.004885152184794248,-0.022796529485686074,-179.11377300891826,0.5403050108932462,0.5620915032679739,0.5539559763519161,0.5791513592968783,0.9999999999999889,0.9999999999999889,1.1331073356487944,2.266214671297589
2016-07-29,60,2,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.014258415041496945,459.0,459.0,459.0,459.0,-0.004923124196132246,-0.01918153923762919,-142.58415041496946,0.5446623093681917,0.5816993464052288,0.5559873776717819,0.5959544206690089,0.9999999999999889,0.9999999999999889,1.1519417983407907,2.3038835966815814
2016-07-29,60,3,cross_industry_degree_percentile,RAW_COMMON,PASS,PASS,PASS,-0.021555795546076534,537.0,456.0,537.0,456.0,-0.005774696347724681,-0.027330491893801215,-215.55795546076533,0.5605214152700186,0.49780701754385964,0.5614709568141497,0.5053170603375032,1.0000000000000038,0.9999999999999927,1.0667880171516528,2.1335760343033057
2016-07-29,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.015577143852269739,459.0,459.0,459.0,459.0,-0.006260055361752468,-0.021837199214022208,-155.7714385226974,0.5403050108932462,0.5403050108932462,0.5536322615876249,0.5531135797100285,0.9999999999999889,0.9999999999999889,1.1067458412976534,2.213491682595307
2016-07-29,60,3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.013123635292651403,459.0,459.0,459.0,459.0,-0.00791455660145878,-0.021038191894110183,-131.23635292651403,0.5860566448801743,0.5533769063180828,0.5970379768311177,0.5690898107758401,0.9999999999999889,0.9999999999999889,1.1661277876069578,2.3322555752139156
2016-07-29,60,4,cross_industry_degree_ratio,RAW_COMMON,FEWER_THAN_5_PORTFOLIOS,SORT_FAILURE,SORT_FAILURE,,,,,,,,,,,,,,,,
2016-07-29,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,0.005016202829352107,457.0,457.0,457.0,457.0,-0.020166102610559025,-0.015149899781206918,50.16202829352107,0.4814004376367615,0.4726477024070022,0.4994874058538959,0.48881871838398533,0.9999999999999889,0.9999999999999943,0.9883061242378812,1.9766122484757624
2016-07-29,60,4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,0.004286148055759036,457.0,457.0,457.0,457.0,-0.01932684777758944,-0.015040699721830402,42.86148055759036,0.47921225382932164,0.4638949671772429,0.4965958871185742,0.482498806050494,0.9999999999999889,0.9999999999999943,0.9790946931690683,1.9581893863381366
2016-07-29,60,5,delta_residual_degree_percentile_1m,RAW_COMMON,PASS,PASS,PASS,-0.018291046550468395,440.0,437.0,440.0,437.0,-0.003929204661872907,-0.0222202512123413,-182.91046550468394,0.8727272727272727,0.8627002288329519,0.8760128713438395,0.8656267566392748,1.0000000000000067,0.9999999999999951,1.7416396279831143,3.4832792559662287
2016-07-29,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.013488631314632024,438.0,437.0,438.0,437.0,-0.005888294330720132,-0.019376925645352157,-134.88631314632025,0.867579908675799,0.8741418764302059,0.8708366580933875,0.8773688402185889,1.0000000000000082,1.0000000000000082,1.7482054983119764,3.4964109966239527
2016-07-29,60,5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.010832424741354523,438.0,437.0,438.0,437.0,-0.008528376601664132,-0.019360801343018656,-108.32424741354524,0.865296803652968,0.8764302059496567,0.8680844696804451,0.8808633837747604,1.0000000000000082,1.0000000000000082,1.7489478534552054,3.497895706910411
2016-07-29,60,6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,PASS,PASS,PASS,-0.015405345385877515,439.0,432.0,439.0,432.0,-0.00621811623536997,-0.021623461621247484,-154.05345385877516,0.8792710706150342,0.8755760368663594,0.8830229571066921,0.8786632447838931,0.9999999999999974,1.0000000000000082,1.7616862018905852,3.5233724037811704
2016-07-29,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.011814208010314842,438.0,437.0,438.0,437.0,-0.008328093883957291,-0.020142301894272133,-118.14208010314843,0.8881278538812785,0.8924485125858124,0.8910941237223616,0.8952901320600868,1.0000000000000082,1.0000000000000082,1.7863842557824485,3.572768511564897
2016-07-29,60,6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.011265798090406398,438.0,437.0,438.0,437.0,-0.008740007375376467,-0.020005805465782865,-112.65798090406398,0.8926940639269406,0.8741418764302059,0.8944996396585996,0.8788621323718959,1.0000000000000082,1.0000000000000082,1.7733617720304955,3.546723544060991
2016-07-29,60,7,neighbor_jaccard_1m,RAW_COMMON,PASS,PASS,PASS,-0.01561347230151067,440.0,435.0,440.0,435.0,-0.007442850631121257,-0.023056322932631927,-156.13472301510672,0.7863636363636364,0.6850574712643678,0.7896716952892967,0.6977164751094362,0.9999999999999909,1.0000000000000082,1.487388170398733,2.974776340797466
2016-07-29,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.014313689817802884,438.0,437.0,438.0,437.0,-0.0086923979104943,-0.023006087728297184,-143.13689817802884,0.7694063926940639,0.7482837528604119,0.7737909286840882,0.7582874523383762,1.0000000000000082,1.0000000000000082,1.5320783810224645,3.064156762044929
2016-07-29,60,7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.01785390182100087,438.0,437.0,438.0,437.0,-0.0040343687318316335,-0.021888270552832503,-178.5390182100087,0.7557077625570776,0.7665903890160183,0.7647418110812803,0.7717694260838319,1.0000000000000082,1.0000000000000082,1.5365112371651122,3.0730224743302244
2016-07-29,60,8,neighbor_retention_1m,RAW_COMMON,PASS,PASS,PASS,-0.02382862925194897,446.0,430.0,446.0,430.0,-0.004336219714198789,-0.02816484896614776,-238.28629251948968,0.804932735426009,0.7046511627906976,0.8072881026712495,0.7145433361065955,1.0000000000000069,1.000000000000009,1.5218314387778449,3.0436628775556898
2016-07-29,60,8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.01956845293136248,437.0,437.0,437.0,437.0,-0.005410900630527797,-0.024979353561890277,-195.6845293136248,0.7803203661327232,0.7597254004576659,0.7856650370036216,0.769683799805313,1.0000000000000082,0.9999999999999951,1.5553488368089345,3.110697673617869
2016-07-29,60,8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.016444735837829676,437.0,437.0,437.0,437.0,-0.005309336703314048,-0.021754072541143723,-164.44735837829677,0.782608695652174,0.7528604118993135,0.7893690374508487,0.7585540400648288,1.0000000000000082,0.9999999999999951,1.5479230775156776,3.095846155031355
2016-07-29,60,9,outside_community_degree_percentile,RAW_COMMON,PASS,PASS,PASS,-0.0183150468394796,687.0,408.0,687.0,408.0,-0.008812494776637068,-0.027127541616116666,-183.15046839479598,0.5705967976710334,0.625,0.577114546348061,0.6271059073698475,0.9999999999999885,1.000000000000007,1.2042204537179084,2.408440907435817
2016-07-29,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.013638795976998581,459.0,459.0,459.0,459.0,-0.008156414934336904,-0.021795210911335485,-136.38795976998583,0.6557734204793029,0.6056644880174292,0.6677992743225336,0.612462456914571,0.9999999999999889,0.9999999999999889,1.2802617312371045,2.560523462474209
2016-07-29,60,9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.010448890083836739,459.0,459.0,459.0,459.0,-0.010301563277042337,-0.020750453360879075,-104.48890083836739,0.6623093681917211,0.6492374727668846,0.6712811665672109,0.6574411821202982,0.9999999999999889,0.9999999999999889,1.328722348687509,2.657444697375018
2016-07-29,120,1,residual_degree_percentile,RAW_COMMON,PASS,PASS,PASS,-0.016338485545175304,471.0,430.0,471.0,430.0,-0.004211391519854772,-0.020549877065030076,-163.38485545175303,0.4352441613588111,0.2767441860465117,0.44313193249507415,0.28790463103425795,0.999999999999995,0.9999999999999957,0.7310365635293321,1.4620731270586642
2016-07-29,120,1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,PASS,PASS,PASS,-0.014589783692184922,439.0,439.0,439.0,439.0,-0.00498386470228716,-0.019573648394472083,-145.89783692184923,0.44874715261959,0.38496583143507973,0.46522216951871526,0.39999238401417414,1.0000000000000082,1.0000000000000082,0.8652145535328895,1.730429107065779
2016-07-29,120,1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,PASS,-0.014359597745230114,439.0,439.0,439.0,439.0,-0.006622109461733047,-0.02098170720696316,-143.59597745230113,0.46697038724373574,0.42596810933940776,0.4816303599620913,0.44262032720104144,1.0000000000000082,1.0000000000000082,0.9242506871631327,1.8485013743262655
