target,regime_type,sample_scope,factor_name,method,window,total_date_n,estimate_type,regime,estimate,hac_se,hac_t,regime_date_n,min_component_n,small_sample,p_nominal,q_bh
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,RAW_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.031365133868237735,0.0117459929324898,-2.6702837340792835,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,RAW_COMMON,60,100,REGIME_MEAN,HIGH,-0.01881780886669731,0.007741992482476207,-2.4306157503111656,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,RAW_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,0.017568815884982956,0.015159594559444307,1.1589238627782248,65,32,False,0.24648722109854182,0.47536821211861635
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,LOW,0.02419434403837056,0.006593994621766782,3.669148282060317,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,MEDIUM,0.013491865827283941,0.006322461641599418,2.133957719650293,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,HIGH,0.0033982036212450097,0.007771275382061016,0.4372774678773221,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.02079614041712555,0.010089019810901989,-2.061264702310691,65,32,False,0.03927779374403184,0.21210008621777193
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,LOW,0.01638230260443267,0.008444786328922527,1.9399309782800498,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,MEDIUM,0.0014841714597142745,0.00741704616586801,0.20010276685942446,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,HIGH,0.005753904862245715,0.005977717623391248,0.962558826755259,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.010628397742186954,0.010265494100539332,-1.0353517948667035,65,32,False,0.3005046492620411,0.5071015956296944
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,RAW_COMMON,60,100,REGIME_MEAN,LOW,-0.0050821654419369,0.009515196142774499,-0.5341104235456161,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,RAW_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.023642222492030164,0.007875123990911849,-3.0021397147923086,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,RAW_COMMON,60,100,REGIME_MEAN,HIGH,-0.02856893581695394,0.0075545825086720045,-3.7816697063218627,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,RAW_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.02348677037501704,0.011886416336933462,-1.9759336800309582,65,32,False,0.04816228901843731,0.33944900512433285
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,LOW,-0.012782654871866625,0.0067782101310127066,-1.8858451751711653,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.026330674392168178,0.006804710627687878,-3.8694774594867503,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,HIGH,-0.026572146595599477,0.006451773849606205,-4.118579977384259,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.013789491723732852,0.009019427213188425,-1.528865569597316,65,32,False,0.12629777324074282,0.4091986152789617
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,LOW,-0.003877212262099483,0.006005520437736466,-0.6456080371880041,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,MEDIUM,-0.01465583066146096,0.006069445698932644,-2.414690136207709,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,HIGH,-0.008468239292642434,0.006277783732224885,-1.3489217937173565,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.004591027030542951,0.008442825797635715,-0.5437784860879871,65,32,False,0.5865939151665427,0.7919017854748327
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,100,REGIME_MEAN,LOW,-0.012115556791601215,0.00990267300357467,-1.2234632797859464,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.024083503720793764,0.007917022339628139,-3.04199011795702,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,100,REGIME_MEAN,HIGH,-0.03126889307544959,0.0082960146537343,-3.7691463167045476,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.019153336283848375,0.012403546965004706,-1.5441821873926453,65,32,False,0.1225442027994027,0.4297604244417743
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,LOW,-0.013193488558587688,0.006886994043511156,-1.9157107549727643,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.022205853030552808,0.006522271713407913,-3.4046194341925324,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,HIGH,-0.025858161654591885,0.006310247375794804,-4.097804747525438,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.012664673096004197,0.008908813280762444,-1.4215892394278933,65,32,False,0.1551455304066954,0.4091986152789617
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,LOW,-0.008180829321938298,0.006510203015910865,-1.2566166219309045,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,MEDIUM,-0.015627004753007302,0.006013981523770867,-2.598445753655876,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,HIGH,-0.009380109287232166,0.006253768517782524,-1.4999130940903753,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.0011992799652938684,0.008767641520957336,-0.13678478555803447,65,32,False,0.8912009099649421,0.9254778680405167
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,RAW_COMMON,60,100,REGIME_MEAN,LOW,-0.06156361688951035,0.010176306645781712,-6.049701432201803,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,RAW_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.05462581179985147,0.010830380980542759,-5.043757176962572,35,35,False,,
