analysis_date,window,factor_order,factor_name,factor_orientation,target_name,target_role,factor_universe_n,label_valid_n,factor_nonmissing_n,pair_n,label_valid_share,factor_nonmissing_share,pair_share_of_factor_universe,pair_share_of_label_valid,factor_unique_n,target_unique_n,rank_ic,ic_status
2015-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1993,1993,1993,1993,1.0,1.0,1.0,1.0,108,1958,-0.27754749665289596,PASS
2015-05-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1914,1914,1914,1914,1.0,1.0,1.0,1.0,115,1862,0.13475351667507782,PASS
2015-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1802,1802,1802,1802,1.0,1.0,1.0,1.0,106,1763,-0.0031062658063164515,PASS
2015-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1572,1572,1572,1572,1.0,1.0,1.0,1.0,114,1553,-0.016578795008965346,PASS
2015-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1645,1645,1645,1645,1.0,1.0,1.0,1.0,121,1633,-0.03321992185818025,PASS
2015-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1769,1769,1769,1769,1.0,1.0,1.0,1.0,137,1754,-0.17682008671858948,PASS
2015-10-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1962,1962,1962,1962,1.0,1.0,1.0,1.0,155,1956,-0.11709982786072964,PASS
2015-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2037,2037,2037,2037,1.0,1.0,1.0,1.0,136,2019,-0.15259342975623857,PASS
2015-12-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2119,2119,2119,2119,1.0,1.0,1.0,1.0,152,2098,0.23101283307690826,PASS
2016-01-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2199,2199,2199,2199,1.0,1.0,1.0,1.0,156,2181,0.060070418039360717,PASS
2016-02-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2241,2241,2241,2241,1.0,1.0,1.0,1.0,170,2220,-0.18707996453109246,PASS
2016-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2290,2290,2290,2290,1.0,1.0,1.0,1.0,147,2264,-0.07058315596181207,PASS
2016-04-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2246,2246,2246,2246,1.0,1.0,1.0,1.0,152,2232,0.035227512605326514,PASS
2016-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2265,2265,2265,2265,1.0,1.0,1.0,1.0,104,2251,-0.12702733686736595,PASS
2016-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2284,2284,2284,2284,1.0,1.0,1.0,1.0,98,2275,0.11021353222003241,PASS
2016-07-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2332,2332,2332,2332,1.0,1.0,1.0,1.0,128,2326,-0.12536291169764313,PASS
2016-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2409,2409,2409,2409,1.0,1.0,1.0,1.0,99,2398,-0.17084072977644812,PASS
2016-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2429,2429,2429,2429,1.0,1.0,1.0,1.0,106,2409,0.037383450387372175,PASS
2016-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2451,2451,2451,2451,1.0,1.0,1.0,1.0,97,2439,0.09951669737920285,PASS
2016-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2460,2460,2460,2460,1.0,1.0,1.0,1.0,117,2449,-0.20735715131672022,PASS
2016-12-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2499,2499,2499,2499,1.0,1.0,1.0,1.0,112,2490,0.07053172382066054,PASS
2017-01-26,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2537,2537,2537,2537,1.0,1.0,1.0,1.0,126,2523,0.061117138833745845,PASS
2017-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2579,2579,2579,2579,1.0,1.0,1.0,1.0,131,2570,0.02300055064519537,PASS
2017-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2663,2663,2663,2663,1.0,1.0,1.0,1.0,118,2651,-0.009055399705505947,PASS
2017-04-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2696,2696,2696,2696,1.0,1.0,1.0,1.0,137,2664,-0.013290443417568248,PASS
2017-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2699,2699,2699,2699,1.0,1.0,1.0,1.0,153,2687,-0.0789548891994261,PASS
2017-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2750,2750,2750,2750,1.0,1.0,1.0,1.0,176,2738,-0.034329298026524416,PASS
2017-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2783,2783,2783,2783,1.0,1.0,1.0,1.0,148,2771,0.06592485655834701,PASS
2017-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2834,2834,2834,2834,1.0,1.0,1.0,1.0,170,2832,-0.08652231812674298,PASS
2017-09-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2897,2897,2897,2897,1.0,1.0,1.0,1.0,174,2882,-0.150084981903638,PASS
2017-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2941,2941,2941,2941,1.0,1.0,1.0,1.0,143,2924,-0.0331796905274226,PASS
2017-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2959,2959,2959,2959,1.0,1.0,1.0,1.0,129,2944,-0.030858763817560676,PASS
2017-12-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2995,2995,2995,2995,1.0,1.0,1.0,1.0,134,2981,0.03709873202562668,PASS
2018-01-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3026,3026,3026,3026,1.0,1.0,1.0,1.0,114,3011,-0.09829683100903724,PASS
2018-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,2961,2961,2961,2961,1.0,1.0,1.0,1.0,157,2951,-0.05506733471416928,PASS
2018-03-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3008,3008,3008,3008,1.0,1.0,1.0,1.0,161,2993,-0.0037654099801606665,PASS
2018-04-27,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3025,3025,3025,3025,1.0,1.0,1.0,1.0,200,3013,-0.07876542430188456,PASS
2018-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3097,3097,3097,3097,1.0,1.0,1.0,1.0,162,3083,0.12209513589647372,PASS
2018-06-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3080,3080,3080,3080,1.0,1.0,1.0,1.0,156,3080,0.07807014824331386,PASS
2018-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3166,3166,3166,3166,1.0,1.0,1.0,1.0,153,3166,0.09570154838095503,PASS
2018-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3263,3263,3263,3263,1.0,1.0,1.0,1.0,149,3263,0.0882522245381505,PASS
2018-09-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3334,3334,3334,3334,1.0,1.0,1.0,1.0,137,3334,0.03745787025194878,PASS
2018-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3359,3359,3359,3359,1.0,1.0,1.0,1.0,136,3359,-0.04197295617471496,PASS
2018-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3374,3374,3374,3374,1.0,1.0,1.0,1.0,131,3374,0.008551729495323145,PASS
2018-12-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3426,3426,3426,3426,1.0,1.0,1.0,1.0,129,3426,0.03560110683656406,PASS
2019-01-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3492,3492,3492,3492,1.0,1.0,1.0,1.0,159,3492,0.03366990851827291,PASS
2019-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3522,3522,3522,3522,1.0,1.0,1.0,1.0,163,3522,-0.06386776195680904,PASS
2019-03-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3517,3517,3517,3517,1.0,1.0,1.0,1.0,176,3517,-0.020865078767440922,PASS
2019-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3515,3515,3515,3515,1.0,1.0,1.0,1.0,163,3507,0.05068237490497912,PASS
2019-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3512,3512,3512,3512,1.0,1.0,1.0,1.0,171,3512,0.08076882957241112,PASS
2019-06-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3528,3528,3528,3528,1.0,1.0,1.0,1.0,153,3528,0.045806948651948905,PASS
2019-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3548,3548,3548,3548,1.0,1.0,1.0,1.0,132,3548,-0.050374646625171285,PASS
2019-08-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3566,3566,3566,3566,1.0,1.0,1.0,1.0,122,3566,-0.14092518408659813,PASS
2019-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3588,3588,3588,3588,1.0,1.0,1.0,1.0,154,3588,-0.02513527661489378,PASS
2019-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3628,3628,3628,3628,1.0,1.0,1.0,1.0,160,3628,-0.003279841028420011,PASS
2019-11-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3638,3638,3638,3638,1.0,1.0,1.0,1.0,225,3638,-0.011713194940819795,PASS
2019-12-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3641,3641,3641,3641,1.0,1.0,1.0,1.0,212,3641,-0.10745989664817873,PASS
2020-01-23,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3663,3663,3663,3663,1.0,1.0,1.0,1.0,223,3663,-0.027764656202635955,PASS
2020-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3697,3697,3697,3697,1.0,1.0,1.0,1.0,252,3697,0.15317931624598816,PASS
2020-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3718,3718,3718,3718,1.0,1.0,1.0,1.0,217,3718,-0.01993393124362733,PASS
2020-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3744,3744,3744,3744,1.0,1.0,1.0,1.0,208,3738,-0.07307986108151435,PASS
2020-05-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3738,3738,3738,3738,1.0,1.0,1.0,1.0,179,3738,0.05200299287462828,PASS
2020-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3749,3749,3749,3749,1.0,1.0,1.0,1.0,146,3747,0.03531594416405579,PASS
2020-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3765,3765,3765,3765,1.0,1.0,1.0,1.0,249,3765,-0.0410566443186512,PASS
2020-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3791,3791,3791,3791,1.0,1.0,1.0,1.0,231,3791,0.12117608795888898,PASS
2020-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3821,3821,3821,3821,1.0,1.0,1.0,1.0,234,3821,0.04484698707080288,PASS
2020-10-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3864,3864,3864,3864,1.0,1.0,1.0,1.0,215,3864,0.05121934830614147,PASS
2020-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,3936,3936,3936,3936,1.0,1.0,1.0,1.0,223,3936,0.075997739369659,PASS
2020-12-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4004,4004,4004,4004,1.0,1.0,1.0,1.0,180,4004,-0.06732841730578716,PASS
2021-01-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4030,4030,4030,4030,1.0,1.0,1.0,1.0,189,4030,-0.058079467814442,PASS
2021-02-26,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4045,4043,4045,4043,0.9995055624227441,1.0,0.9995055624227441,1.0,197,4043,-0.0733650230317134,PASS
2021-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4099,4099,4099,4099,1.0,1.0,1.0,1.0,208,4099,-0.05306313992983121,PASS
2021-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4136,4136,4136,4136,1.0,1.0,1.0,1.0,201,4136,0.07059626481633749,PASS
2021-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4160,4160,4160,4160,1.0,1.0,1.0,1.0,192,4160,-0.029312334932535652,PASS
2021-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4199,4199,4199,4199,1.0,1.0,1.0,1.0,179,4199,0.071200021975219,PASS
2021-07-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4256,4256,4256,4256,1.0,1.0,1.0,1.0,187,4256,0.005085665929084179,PASS
2021-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4309,4308,4309,4308,0.9997679275934092,1.0,0.9997679275934092,1.0,215,4308,0.13368747305593456,PASS
2021-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4360,4360,4360,4360,1.0,1.0,1.0,1.0,232,4360,-0.0796300140303642,PASS
2021-10-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4398,4398,4398,4398,1.0,1.0,1.0,1.0,230,4398,-0.3010461218347613,PASS
2021-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4432,4432,4432,4432,1.0,1.0,1.0,1.0,227,4432,0.23682947130923993,PASS
2021-12-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4472,4472,4472,4472,1.0,1.0,1.0,1.0,248,4472,0.15356427920873325,PASS
2022-01-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4502,4502,4502,4502,1.0,1.0,1.0,1.0,282,4502,0.11967479980646514,PASS
2022-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4532,4532,4532,4532,1.0,1.0,1.0,1.0,298,4532,0.22712849773605842,PASS
2022-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4578,4578,4578,4578,1.0,1.0,1.0,1.0,294,4578,0.1255065698958285,PASS
2022-04-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4602,4602,4602,4602,1.0,1.0,1.0,1.0,260,4575,-0.0749314648910833,PASS
2022-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4568,4568,4568,4568,1.0,1.0,1.0,1.0,228,4568,0.03674462125780751,PASS
2022-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4602,4602,4602,4602,1.0,1.0,1.0,1.0,214,4602,-0.1434081345599962,PASS
2022-07-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4643,4643,4643,4643,1.0,1.0,1.0,1.0,236,4643,0.06132231771286146,PASS
2022-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4671,4671,4671,4671,1.0,1.0,1.0,1.0,322,4671,0.09852300167297737,PASS
2022-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4709,4709,4709,4709,1.0,1.0,1.0,1.0,352,4709,-0.07893346927105009,PASS
2022-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4734,4734,4734,4734,1.0,1.0,1.0,1.0,317,4734,0.09950352403165803,PASS
2022-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4774,4774,4774,4774,1.0,1.0,1.0,1.0,298,4774,0.08221790580565003,PASS
2022-12-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4812,4812,4812,4812,1.0,1.0,1.0,1.0,316,4812,-0.044103078348168956,PASS
2023-01-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4838,4837,4838,4837,0.9997933030177759,1.0,0.9997933030177759,1.0,303,4837,0.018173621812070228,PASS
2023-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4853,4851,4853,4851,0.9995878837832268,1.0,0.9995878837832268,1.0,283,4851,0.06620978122925048,PASS
2023-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4884,4884,4884,4884,1.0,1.0,1.0,1.0,231,4884,0.12323625927825933,PASS
2023-04-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4896,4896,4896,4896,1.0,1.0,1.0,1.0,234,4878,-0.004320584402167401,PASS
2023-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4888,4887,4888,4887,0.9997954173486089,1.0,0.9997954173486089,1.0,241,4886,-0.12615082246147352,PASS
2023-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4899,4899,4899,4899,1.0,1.0,1.0,1.0,237,4899,0.12964163687767785,PASS
2023-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4920,4920,4920,4920,1.0,1.0,1.0,1.0,268,4920,-0.13618290717516224,PASS
2023-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4955,4955,4955,4955,1.0,1.0,1.0,1.0,318,4955,-0.025392165941722594,PASS
2023-09-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,4998,4998,4998,4998,1.0,1.0,1.0,1.0,292,4998,0.0374240642727938,PASS
2023-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5021,5021,5021,5021,1.0,1.0,1.0,1.0,286,5021,-0.04086644566307932,PASS
2023-11-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5044,5044,5044,5044,1.0,1.0,1.0,1.0,256,5044,0.0018114861004227844,PASS
2023-12-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5056,5055,5056,5055,0.9998022151898734,1.0,0.9998022151898734,1.0,259,5055,0.0865827077021248,PASS
2024-01-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5061,5061,5061,5061,1.0,1.0,1.0,1.0,298,5061,-0.14286060575630355,PASS
2024-02-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5068,5068,5068,5068,1.0,1.0,1.0,1.0,416,5068,-0.040715989672724884,PASS
2024-03-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5078,5078,5078,5078,1.0,1.0,1.0,1.0,422,5078,0.12769501347872242,PASS
2024-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5091,5091,5091,5091,1.0,1.0,1.0,1.0,411,5075,0.009885702563285461,PASS
2024-05-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5075,5075,5075,5075,1.0,1.0,1.0,1.0,231,5074,0.025469615018145028,PASS
2024-06-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5074,5074,5074,5074,1.0,1.0,1.0,1.0,251,5070,0.10253126666375385,PASS
2024-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5068,5068,5068,5068,1.0,1.0,1.0,1.0,263,5068,0.027747251950755347,PASS
2024-08-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5068,5068,5068,5068,1.0,1.0,1.0,1.0,272,5068,0.11668997132115883,PASS
2024-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5067,5067,5067,5067,1.0,1.0,1.0,1.0,238,5067,-0.13423715479902074,PASS
2024-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5062,5062,5062,5062,1.0,1.0,1.0,1.0,300,5062,-0.013918943213651528,PASS
2024-11-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5054,5054,5054,5054,1.0,1.0,1.0,1.0,325,5054,0.0882173520878653,PASS
2024-12-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5053,5053,5053,5053,1.0,1.0,1.0,1.0,345,5053,-0.052666043661491725,PASS
2025-01-27,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5059,5059,5059,5059,1.0,1.0,1.0,1.0,331,5059,-0.10829923074785773,PASS
2025-02-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5071,5071,5071,5071,1.0,1.0,1.0,1.0,309,5071,0.06129039471975576,PASS
2025-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5068,5068,5068,5068,1.0,1.0,1.0,1.0,272,5068,0.09728141041447168,PASS
2025-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5078,5078,5078,5078,1.0,1.0,1.0,1.0,309,5067,-0.001510929589035558,PASS
2025-05-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5066,5066,5066,5066,1.0,1.0,1.0,1.0,296,5066,0.0086776857096685,PASS
2025-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5084,5084,5084,5084,1.0,1.0,1.0,1.0,328,5084,0.0846369254296409,PASS
2025-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5093,5093,5093,5093,1.0,1.0,1.0,1.0,287,5093,-0.07948391097165589,PASS
2025-08-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5108,5108,5108,5108,1.0,1.0,1.0,1.0,294,5108,0.04372283387719909,PASS
2025-09-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5119,5119,5119,5119,1.0,1.0,1.0,1.0,320,5119,0.11514661973145017,PASS
2025-10-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5118,5118,5118,5118,1.0,1.0,1.0,1.0,338,5118,0.1304278422740955,PASS
2025-11-28,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5119,5119,5119,5119,1.0,1.0,1.0,1.0,290,5119,-0.03147304788818046,PASS
2025-12-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5119,5119,5119,5119,1.0,1.0,1.0,1.0,284,5119,0.0977140430869014,PASS
2026-01-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5126,5126,5126,5126,1.0,1.0,1.0,1.0,257,5125,-0.09781724038142812,PASS
2026-02-27,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5126,5126,5126,5126,1.0,1.0,1.0,1.0,287,5126,0.017262122184209673,PASS
2026-03-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5145,5145,5145,5145,1.0,1.0,1.0,1.0,290,5145,-0.13919917453284217,PASS
2026-04-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5150,5150,5150,5150,1.0,1.0,1.0,1.0,275,5139,-0.10488012524523609,PASS
2026-05-29,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5149,5149,5149,5149,1.0,1.0,1.0,1.0,319,5149,-0.04343506819851456,PASS
2026-06-30,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5156,5156,5156,5156,1.0,1.0,1.0,1.0,382,5156,0.3426435951444433,PASS
2026-07-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5172,5172,5172,5172,1.0,1.0,1.0,1.0,448,5172,-0.15041262292438531,PASS
2026-08-31,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5175,0,5175,0,0.0,1.0,0.0,,0,0,,INSUFFICIENT_OBS
2026-09-03,60,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,5176,0,5176,0,0.0,1.0,0.0,,0,0,,INSUFFICIENT_OBS
2015-07-31,120,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1534,1534,1534,1534,1.0,1.0,1.0,1.0,118,1507,0.07301782219206353,PASS
2015-08-31,120,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1506,1506,1506,1506,1.0,1.0,1.0,1.0,127,1486,-0.11380855849326943,PASS
2015-09-30,120,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1562,1562,1562,1562,1.0,1.0,1.0,1.0,128,1542,-0.3072166779213615,PASS
2015-10-30,120,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1618,1618,1618,1618,1.0,1.0,1.0,1.0,133,1606,-0.1484260356587276,PASS
2015-11-30,120,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1723,1723,1723,1723,1.0,1.0,1.0,1.0,140,1705,-0.11405142575312846,PASS
2015-12-31,120,1,residual_degree_percentile,ORIGINAL,future_excess_return,PRIMARY_ALPHA,1836,1836,1836,1836,1.0,1.0,1.0,1.0,157,1817,0.2818181460802371,PASS
