analysis,alpha,bootstrap_id,D_star,success,convergence_warning
equal_length_R3late_vs_R4,0.04439426559183951,342,0.003139490300784485,True,False
equal_length_R3late_vs_R4,0.04439426559183951,343,0.0041516774476107205,True,False
equal_length_R3late_vs_R4,0.04439426559183951,344,0.004644997858693461,True,False
equal_length_R3late_vs_R4,0.04439426559183951,345,0.003425865718148011,True,False
equal_length_R3late_vs_R4,0.04439426559183951,346,0.0030449225442551724,True,False
equal_length_R3late_vs_R4,0.04439426559183951,347,0.003816757551796171,True,False
equal_length_R3late_vs_R4,0.04439426559183951,348,0.0032951555776234718,True,False
equal_length_R3late_vs_R4,0.04439426559183951,349,0.0035473312056183287,True,False
equal_length_R3late_vs_R4,0.04439426559183951,350,0.004010569091677452,True,False
equal_length_R3late_vs_R4,0.04439426559183951,351,0.0038717476973403543,True,False
equal_length_R3late_vs_R4,0.04439426559183951,352,0.002983548524450921,True,False
