analysis_date,market_return_sum,market_valid_stock_count,unresolved_open_stock_count,suspension_zero_stock_count,panel_stock_count,market_holding_return_ew,market_trailing_return_60d,market_trailing_vol_60d,market_vol_threshold_pit,market_trend_regime,market_vol_regime,joint_market_regime,time_subsample
2024-06-28,23.410156373803595,5113,0,26,5113,0.004578555911168315,-0.10105553884950043,0.29351584661049346,0.16899845091128457,BEAR,HIGH_VOL,BEAR_HIGH_VOL,P3_2023_2026
2024-07-31,171.5905561100083,5105,1,23,5106,0.03361225389030525,-0.1149632708240181,0.23349936085564502,0.17997233121832507,BEAR,HIGH_VOL,BEAR_HIGH_VOL,P3_2023_2026
2024-08-30,98.93066934067488,5097,0,11,5097,0.019409587863581497,-0.034471313786323295,0.22482128370866847,0.23279829601733992,BEAR,LOW_VOL,BEAR_LOW_VOL,P3_2023_2026
2024-09-30,562.555114162661,5099,1,10,5100,0.11032655700385585,0.22835800686339455,0.3295564709899199,0.23293453569650993,BULL,HIGH_VOL,BULL_HIGH_VOL,P3_2023_2026
2024-10-31,76.88488583647816,5105,1,15,5106,0.015060702416548121,0.31080338883829167,0.42343668687482366,0.23708908977677845,BULL,HIGH_VOL,BULL_HIGH_VOL,P3_2023_2026
2024-11-29,77.83243164584468,5111,1,8,5112,0.01522841550495885,0.42462830291752846,0.4433659699977415,0.29285689974447326,BULL,HIGH_VOL,BULL_HIGH_VOL,P3_2023_2026
2024-12-31,-126.09120352757861,5120,0,14,5120,-0.024627188188980197,-0.008368869007643751,0.3474732348176628,0.3270948751235453,BEAR,HIGH_VOL,BEAR_HIGH_VOL,P3_2023_2026
2025-01-27,-51.20154477974057,5129,2,14,5131,-0.009982753905194106,0.019593841279021595,0.2835630913919033,0.32897434235366585,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-02-28,-158.01305323743046,5131,0,12,5131,-0.03079576169117725,0.03108225570845079,0.2560219820841862,0.32897434235366585,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-03-31,-54.46419324003719,5140,0,12,5140,-0.010596146544754317,0.032205361213161324,0.22534545582484602,0.29517403238766193,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-04-30,44.75752851716866,5146,0,49,5146,0.008697537605357299,0.05364367283089492,0.309389866078791,0.2944600816791376,BULL,HIGH_VOL,BULL_HIGH_VOL,P3_2023_2026
2025-05-30,-63.89850360568692,5147,0,28,5147,-0.012414708297199713,0.02622065707050344,0.29878664774735264,0.2944600816791376,BULL,HIGH_VOL,BULL_HIGH_VOL,P3_2023_2026
2025-06-30,67.86246826135203,5152,0,14,5152,0.013172062938927025,0.09116296895213312,0.29842848684368045,0.2968186912054091,BULL,HIGH_VOL,BULL_HIGH_VOL,P3_2023_2026
2025-07-31,-53.32577902764612,5150,0,10,5150,-0.010354520199542937,0.13543030515866344,0.1351616458191585,0.2968186912054091,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-08-29,-11.920498382368285,5153,0,12,5153,-0.0023133123194970474,0.18605622713913839,0.14191270580842724,0.2968186912054091,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-09-30,23.638362112110006,5157,2,12,5159,0.0045837428955032,0.13785904979086674,0.153328679404683,0.2968186912054091,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-10-31,44.02513366791644,5164,0,11,5164,0.008525393816405198,0.1159967388612997,0.1674201927330991,0.29013156817431085,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
2025-11-28,62.2147131645481,5169,0,20,5169,0.012036121718813717,0.023196740273327673,0.17491430284685336,0.25607409045095664,BULL,LOW_VOL,BULL_LOW_VOL,P3_2023_2026
