signal_type,factor_order,factor_name,neutralization,window,target_name,regime_type,regime_value,month_count,sufficient_regime_months,first_date,last_date,mean_q5_minus_q1,median_q5_minus_q1,std_q5_minus_q1,positive_share,negative_share,naive_se,naive_t_stat,calendar_hac_lag,calendar_hac_se,calendar_hac_t_stat,mean_portfolio_spearman,full_sample_q5_minus_q1,same_sign_as_full_sample,abs_retention_vs_full,mean_q5_minus_q1_bps
ALPHA_SPREAD,9,outside_community_degree_percentile,RAW,60,future_excess_return,ALL_SAMPLE,ALL,116,True,2015-04-30,2026-05-29,-0.00205571755958893,0.0006049683082964,0.03831820219474379,0.5086206896551724,0.49137931034482757,0.0035577557574448,-0.577813009026049,4,0.003528668468749386,-0.5825759993591882,-0.002586206896551737,-0.00205571755958893,True,1.0,-20.5571755958893
ALPHA_SPREAD,9,outside_community_degree_percentile,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,37,True,2015-04-30,2018-12-28,0.0004250960994945649,0.001749837165282,0.04359873212331692,0.5405405405405406,0.4594594594594595,0.007167587408870852,0.059308115164169666,3,0.005120703730602038,0.08301517171441329,0.07837837837837834,-0.00205571755958893,False,0.20678721038875053,4.250960994945649
ALPHA_SPREAD,9,outside_community_degree_percentile,RAW,60,future_excess_return,MARKET_TREND,BULL,67,True,2015-04-30,2026-03-31,-0.002644422277026635,-0.0007128905211664,0.04239387806706527,0.4925373134328358,0.5074626865671642,0.005179236527562319,-0.5105814849261712,3,0.00366204379291977,-0.7221165083113933,-0.04328358208955227,-0.00205571755958893,True,1.2863743196100463,-26.44422277026635
ALPHA_SPREAD,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.0012037130769163209,0.0010766360885365,0.023174082903136186,0.5441176470588235,0.45588235294117646,0.0019871612149315295,0.6057450537337488,4,0.001579509105809071,0.7620804922803808,0.052205882352941164,0.0012037130769163209,True,1.0,12.037130769163209
ALPHA_SPREAD,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.001585868566220099,0.0015619126461662,0.02173976762368063,0.5555555555555556,0.4444444444444444,0.0032407732147732636,0.48934882545647435,3,0.0023472946362040528,0.6756154688721565,0.04666666666666666,0.0012037130769163209,True,1.317480549669516,15.85868566220099
ALPHA_SPREAD,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,3.463570259923996e-05,0.0009138855070037,0.021705823118808254,0.5342465753424658,0.4657534246575342,0.002540474438661611,0.013633556816059508,3,0.0018872226752239616,0.018352737625479013,0.02465753424657532,0.0012037130769163209,True,0.028774051942652232,0.3463570259923996
ALPHA_SPREAD,5,delta_residual_degree_percentile_1m,RAW,60,future_excess_return,ALL_SAMPLE,ALL,135,True,2015-05-29,2026-07-31,0.002132714298083756,0.0022723222955814,0.015292336091783425,0.5333333333333333,0.4666666666666667,0.0013161547335129738,1.6204130439825166,4,0.0013517534897674504,1.5777390731579755,0.07555555555555553,0.002132714298083756,True,1.0,21.32714298083756
ALPHA_SPREAD,5,delta_residual_degree_percentile_1m,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,44,True,2015-05-29,2018-12-28,-0.0013976189728627892,-0.0026408152442449,0.01180854102960375,0.4090909090909091,0.5909090909090909,0.001780204541668758,-0.7850889828382673,3,0.001343138392551565,-1.0405621495248358,-0.11363636363636367,0.002132714298083756,False,0.6553240507266023,-13.976189728627892
ALPHA_SPREAD,5,delta_residual_degree_percentile_1m,RAW,60,future_excess_return,MARKET_TREND,BULL,72,True,2015-05-29,2026-03-31,0.0004591082502045934,0.0014581178601182502,0.015501048663867,0.5277777777777778,0.4722222222222222,0.0018268161042871713,0.2513160734280579,3,0.0017472075255561001,0.26276686855413395,0.044444444444444425,0.002132714298083756,True,0.21526945761891417,4.591082502045934
ALPHA_SPREAD,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,135,True,2015-05-29,2026-07-31,0.0016813565716216165,0.0015653452931793,0.0109787137689114,0.5703703703703704,0.42962962962962964,0.0009448972353282648,1.7794068061142119,4,0.0010086728848093744,1.6668997421690088,0.07555555555555554,0.0016813565716216165,True,1.0,16.813565716216164
ALPHA_SPREAD,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,44,True,2015-05-29,2018-12-28,-0.0012077881645479432,-0.00192182047018565,0.010552443508344977,0.4318181818181818,0.5681818181818182,0.0015908407153909937,-0.7592137621717178,3,0.0012335937099347853,-0.9790810011602553,-0.10909090909090907,0.0016813565716216165,False,0.7183414779073715,-12.077881645479431
ALPHA_SPREAD,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,72,True,2015-05-29,2026-03-31,0.000688717050153985,0.0011887593739992,0.010796794394462106,0.5277777777777778,0.4722222222222222,0.0012724144219001766,0.5412678749156902,3,0.0013351105707302324,0.5158501964202818,0.02361111111111113,0.0016813565716216165,True,0.409619863970757,6.88717050153985
ALPHA_SPREAD,6,delta_cross_industry_degree_percentile_1m,RAW,60,future_excess_return,ALL_SAMPLE,ALL,135,True,2015-05-29,2026-07-31,0.0019739158416049313,0.0022297857177632,0.013465698151281565,0.5777777777777777,0.4222222222222222,0.0011589427707771002,1.7032038952893,4,0.0011582829216238866,1.7041741743351837,0.06370370370370369,0.0019739158416049313,True,1.0,19.739158416049314
ALPHA_SPREAD,6,delta_cross_industry_degree_percentile_1m,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,44,True,2015-05-29,2018-12-28,-0.001483623976765141,-0.0020850289989088,0.011075393291840496,0.4318181818181818,0.5681818181818182,0.0016696783615751858,-0.8885687273119358,3,0.0014323927955070962,-1.0357661539619152,-0.1954545454545454,0.0019739158416049313,False,0.751614605594761,-14.836239767651412
ALPHA_SPREAD,6,delta_cross_industry_degree_percentile_1m,RAW,60,future_excess_return,MARKET_TREND,BULL,72,True,2015-05-29,2026-03-31,0.0006690828179990317,0.00223281464692795,0.013669793437169274,0.5694444444444444,0.4305555555555556,0.0016110006061402931,0.4153212701775762,3,0.001586473276046992,0.4217422556692428,0.030555555555555565,0.0019739158416049313,True,0.33896218060392114,6.690828179990317
ALPHA_SPREAD,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,135,True,2015-05-29,2026-07-31,0.0021402266003796903,0.001515080742775,0.010040430587119547,0.562962962962963,0.43703703703703706,0.0008641426767259014,2.4767051298619656,4,0.0009068298197995596,2.3601193450528055,0.05629629629629629,0.0021402266003796903,True,1.0,21.402266003796903
ALPHA_SPREAD,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,44,True,2015-05-29,2018-12-28,4.265070027170909e-05,-0.0018209224301714002,0.010711155238866956,0.4318181818181818,0.5681818181818182,0.0016147674090259663,0.026412906300503147,3,0.0015311402942408542,0.027855514241335727,-0.10227272727272728,0.0021402266003796903,True,0.01992812362211673,0.4265070027170909
ALPHA_SPREAD,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,72,True,2015-05-29,2026-03-31,0.0013178111834138443,0.0019530445300866,0.01002022774367639,0.5277777777777778,0.4722222222222222,0.0011808951644311924,1.115942568914321,3,0.0011869965435172987,1.1102064202385262,-0.0041666666666666735,0.0021402266003796903,True,0.6157344195142963,13.178111834138443
ALPHA_SPREAD,7,neighbor_jaccard_1m,RAW,60,future_excess_return,ALL_SAMPLE,ALL,117,True,2015-05-29,2026-06-30,0.00015529996592301642,-0.0001906215755071,0.02587935333445192,0.49572649572649574,0.5042735042735043,0.0023925470621337526,0.06490988970746296,4,0.0021113586142555295,0.07355451834399794,0.03675213675213675,0.00015529996592301642,True,,1.5529996592301643
ALPHA_SPREAD,7,neighbor_jaccard_1m,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,33,True,2015-05-29,2018-12-28,0.0037919220626937214,0.0036234722593798,0.023361213603788955,0.5454545454545454,0.45454545454545453,0.004066665304427942,0.9324401638278249,3,0.003708520431829157,1.0224891927650586,0.1484848484848485,0.00015529996592301642,True,,37.91922062693721
ALPHA_SPREAD,7,neighbor_jaccard_1m,RAW,60,future_excess_return,MARKET_TREND,BULL,65,True,2015-05-29,2026-03-31,-0.0027669681909345146,-0.0009489331664196,0.025136725249126652,0.46153846153846156,0.5384615384615384,0.0031178270447172795,-0.8874668643415464,3,0.002702272184511149,-1.0239413360335015,-0.04769230769230768,0.00015529996592301642,False,,-27.669681909345147
ALPHA_SPREAD,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,135,True,2015-05-29,2026-07-31,0.0024030154932916993,0.0008979312876882,0.016891163289508578,0.5185185185185185,0.48148148148148145,0.0014537598692963736,1.6529659017584313,4,0.0015317911917495425,1.5687617909247042,0.040000000000000015,0.0024030154932916993,True,1.0,24.030154932916993
ALPHA_SPREAD,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,44,True,2015-05-29,2018-12-28,0.0028974004932151294,0.00140121457509735,0.016343896123840313,0.5227272727272727,0.4772727272727273,0.002463935047969196,1.1759240551422818,3,0.0025612242955556537,1.1312560552556148,0.027272727272727282,0.0024030154932916993,True,1.205735252770348,28.974004932151296
ALPHA_SPREAD,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,72,True,2015-05-29,2026-03-31,0.0018321611142289125,0.0008838811346239,0.015967062606625133,0.5138888888888888,0.4861111111111111,0.0018817363741291306,0.9736545136811943,3,0.001932080256486013,0.9482841657733052,0.015277777777777782,0.0024030154932916993,True,0.7624424891739592,18.321611142289125
ALPHA_SPREAD,8,neighbor_retention_1m,RAW,60,future_excess_return,ALL_SAMPLE,ALL,121,True,2015-05-29,2026-06-30,0.0012477590233718674,-0.0005088320607599,0.02547131253255048,0.48760330578512395,0.512396694214876,0.002315573866595498,0.5388552018884204,4,0.001856100783960021,0.6722474523768872,0.010743801652892557,0.0012477590233718674,True,1.0,12.477590233718674
ALPHA_SPREAD,8,neighbor_retention_1m,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,33,True,2015-05-29,2018-12-28,0.002206471561225046,-0.0013480896426411,0.023393065476340544,0.45454545454545453,0.5454545454545454,0.004072210003739522,0.5418363883981515,3,0.003819554508416107,0.5776777255994772,0.009090909090909085,0.0012477590233718674,True,1.7683475093310987,22.06471561225046
ALPHA_SPREAD,8,neighbor_retention_1m,RAW,60,future_excess_return,MARKET_TREND,BULL,66,True,2015-05-29,2026-03-31,-0.0022639018917639613,-0.0030256725033570497,0.025877687400779954,0.45454545454545453,0.5454545454545454,0.0031853231252590977,-0.7107291168709338,3,0.0027067602037856913,-0.8363880511460359,-0.07272727272727274,0.0012477590233718674,False,1.8143742897135153,-22.639018917639614
ALPHA_SPREAD,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,135,True,2015-05-29,2026-07-31,0.003162896032221478,0.0021054769575404,0.017013838419615155,0.5851851851851851,0.4148148148148148,0.0014643180634274092,2.1599788401287263,4,0.001472518066599581,2.1479505779683983,0.08296296296296296,0.003162896032221478,True,1.0,31.62896032221478
ALPHA_SPREAD,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,44,True,2015-05-29,2018-12-28,0.002936270154058264,0.00111326244733825,0.016364660873118622,0.5454545454545454,0.45454545454545453,0.0024670654517065576,1.190187375056118,3,0.0028866321313023727,1.0171958256189353,0.07954545454545453,0.003162896032221478,True,0.9283486159979649,29.362701540582638
ALPHA_SPREAD,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,72,True,2015-05-29,2026-03-31,0.002610872568878235,0.0020531472753337002,0.016832956343228653,0.5694444444444444,0.4305555555555556,0.0019837829296190154,1.3161079924100627,3,0.0020583033288845516,1.2684586048321338,0.08194444444444443,0.003162896032221478,True,0.8254689823125403,26.10872568878235
ALPHA_SPREAD,1,residual_degree_percentile,RAW,120,future_excess_return,ALL_SAMPLE,ALL,128,True,2015-07-31,2026-07-31,-0.000784392763458592,-0.0007107158063344001,0.03156139669275759,0.4921875,0.5078125,0.002789659703145946,-0.2811786550789758,4,0.0021995873880140114,-0.35660904755723916,-0.03828125,-0.000784392763458592,True,,-7.84392763458592
ALPHA_SPREAD,1,residual_degree_percentile,RAW,120,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,37,True,2015-07-31,2018-12-28,0.0004361892115615474,0.0073133116979067,0.023454298327014525,0.5945945945945946,0.40540540540540543,0.003855862892918924,0.11312363112355069,3,0.0038180512093348292,0.11424393955091533,0.048648648648648644,-0.000784392763458592,False,,4.361892115615474
ALPHA_SPREAD,1,residual_degree_percentile,RAW,120,future_excess_return,MARKET_TREND,BULL,68,True,2015-07-31,2026-03-31,-0.002792870931675299,-0.0011978550158033,0.028688614359868338,0.47058823529411764,0.5294117647058824,0.0034790055075984926,-0.8027785312714775,3,0.0028239435244543434,-0.9889967371833158,-0.04411764705882352,-0.000784392763458592,True,,-27.92870931675299
ALPHA_SPREAD,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,ALL_SAMPLE,ALL,133,True,2015-07-31,2026-07-31,0.002860979361970756,0.0022120605982137,0.020434919850465246,0.556390977443609,0.44360902255639095,0.0017719322728764753,1.6146098842290233,4,0.0015834788875247342,1.8067682395456421,0.041353383458646614,0.002860979361970756,True,1.0,28.60979361970756
ALPHA_SPREAD,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,42,True,2015-07-31,2018-12-28,0.00161828670409054,0.00179507222730705,0.015755859369909832,0.5238095238095238,0.47619047619047616,0.002431181882308702,0.6656378594569735,3,0.0018741011893794895,0.8635001745163776,0.016666666666666666,0.002860979361970756,True,0.5656408171276706,16.1828670409054
ALPHA_SPREAD,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,MARKET_TREND,BULL,70,True,2015-07-31,2026-03-31,0.002436766574250824,0.004390755497308951,0.017596316251799887,0.5571428571428572,0.44285714285714284,0.002103162060304697,1.158620450721613,3,0.001882530051672238,1.2944104515549495,0.048571428571428564,0.002860979361970756,True,0.8517246250152195,24.36766574250824
ALPHA_SPREAD,2,delta_degree_percentile,RAW,120,future_excess_return,ALL_SAMPLE,ALL,133,True,2015-07-31,2026-07-31,-0.011493570029100997,-0.0120104009607745,0.02914993944284693,0.3233082706766917,0.6766917293233082,0.0025276203101916943,-4.547190091311352,4,0.0025477548253273106,-4.511254346314275,-0.24887218045112783,-0.011493570029100997,True,1.0,-114.93570029100998
ALPHA_SPREAD,2,delta_degree_percentile,RAW,120,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,42,True,2015-07-31,2018-12-28,-0.006585700384844479,-0.00533427608473535,0.028312270183692693,0.42857142857142855,0.5714285714285714,0.004368678134375634,-1.507481252286328,3,0.00498737068274941,-1.3204754175628974,-0.12380952380952379,-0.011493570029100997,True,0.5729899733650988,-65.85700384844479
ALPHA_SPREAD,2,delta_degree_percentile,RAW,120,future_excess_return,MARKET_TREND,BULL,70,True,2015-07-31,2026-03-31,-0.012682803711682797,-0.01234619736235455,0.03000190747453568,0.2857142857142857,0.7142857142857143,0.003585913814816843,-3.536840082234546,3,0.003281555758087182,-3.8648752746092607,-0.31857142857142856,-0.011493570029100997,True,1.103469477244297,-126.82803711682797
ALPHA_SPREAD,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,ALL_SAMPLE,ALL,133,True,2015-07-31,2026-07-31,-0.007049387596580681,-0.0069724339500259,0.015406202618901577,0.3157894736842105,0.6842105263157895,0.0013358871883358164,-5.276933305545409,4,0.0012186728471639304,-5.784479085577287,-0.22105263157894736,-0.007049387596580681,True,1.0,-70.49387596580681
ALPHA_SPREAD,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,42,True,2015-07-31,2018-12-28,-0.004755906959629373,-0.0034900739121508503,0.01482912191568063,0.3333333333333333,0.6666666666666666,0.002288183188585795,-2.0784642520552508,3,0.0017471505046411334,-2.7220934584603755,-0.1833333333333333,-0.007049387596580681,True,0.6746553362927915,-47.55906959629373
ALPHA_SPREAD,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,MARKET_TREND,BULL,70,True,2015-07-31,2026-03-31,-0.008744262695613412,-0.0075078096767638,0.015591146536000867,0.2857142857142857,0.7142857142857143,0.0018634984392153064,-4.692390673155327,3,0.0017491201846375117,-4.999234913880761,-0.27999999999999986,-0.007049387596580681,True,1.240428700480994,-87.44262695613412
ALPHA_SPREAD,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,ALL_SAMPLE,ALL,133,True,2015-07-31,2026-07-31,0.0020926856413408116,0.0013356129878403,0.018684803111883082,0.518796992481203,0.48120300751879697,0.001620177905690912,1.291639414406409,4,0.0014927140205385789,1.401933399530715,0.014285714285714275,0.0020926856413408116,True,1.0,20.926856413408117
ALPHA_SPREAD,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,120,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,42,True,2015-07-31,2018-12-28,0.0015164613522350118,-0.00156172860875225,0.015240411908720003,0.4523809523809524,0.5476190476190477,0.0023516466123176556,0.6448508650457773,3,0.001856205339302042,0.816968532589838,-0.014285714285714301,0.0020926856413408116,True,0.7246484241481175,15.164613522350118
