signal_type,factor_order,factor_name,neutralization,window,target_name,regime_type,regime_value,month_count,sufficient_regime_months,first_date,last_date,mean_alpha_ic,median_alpha_ic,std_alpha_ic,positive_share,negative_share,naive_se,naive_t_stat,calendar_hac_lag,calendar_hac_se,calendar_hac_t_stat,mean_pair_n,full_sample_alpha_ic,same_sign_as_full_sample,abs_retention_vs_full
ALPHA_IC,3,cross_industry_degree_percentile,RAW,60,future_excess_return,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.008545946679141837,0.0094811278531253,0.11015967414296908,0.547945205479452,0.4520547945205479,0.012893214636445023,0.6628251309014247,3,0.011254043778596156,0.7593667527218264,3936.8082191780823,0.006189659816330623,True,1.3806811574029405
ALPHA_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.010895633136833865,0.01368885067483235,0.06449334174137011,0.5808823529411765,0.41911764705882354,0.00553025842987864,1.970185168556936,4,0.006106698600880588,1.7842100697851226,3885.051470588235,0.010895633136833865,True,1.0
ALPHA_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.009094610790311613,-0.0067267703847002,0.06354753708275657,0.4666666666666667,0.5333333333333333,0.009473107514648823,-0.9600451357960501,3,0.008736204915290353,-1.0410253512247598,2586.0,0.010895633136833865,False,0.8347023689303835
ALPHA_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.01080074576132871,0.0158756834334885,0.06896299913508072,0.5753424657534246,0.4246575342465753,0.008071508532855608,1.3381322360452896,3,0.008058737324859656,1.3402528616996219,3936.8082191780823,0.010895633136833865,True,0.9912912472076195
ALPHA_IC,4,cross_industry_degree_ratio,RAW,60,future_excess_return,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.009637533096226194,0.010356975498498,0.07282588216372851,0.5441176470588235,0.45588235294117646,0.006244767876417255,1.5432972509068559,4,0.005780188554329804,1.6673388775539066,3813.176470588235,0.009637533096226194,True,1.0
ALPHA_IC,4,cross_industry_degree_ratio,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.006359652534140941,-0.0091022725128249,0.08046796259587168,0.4666666666666667,0.5333333333333333,0.011995455625018633,0.5301718194744323,3,0.012062930839585106,0.5272062501818734,2553.822222222222,0.009637533096226194,True,0.6598838593489463
ALPHA_IC,4,cross_industry_degree_ratio,RAW,60,future_excess_return,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.018603815479942647,0.0203065790834108,0.06978445844077007,0.6301369863013698,0.3698630136986301,0.008167653072368426,2.277743106263937,3,0.007756658921658112,2.3984315499547297,3904.178082191781,0.009637533096226194,True,1.9303503598060188
ALPHA_IC,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.0006697582336243495,-0.0004912554887832,0.03778965454817586,0.49264705882352944,0.5073529411764706,0.0032404361440181665,-0.2066876814902589,4,0.0027908374654517245,-0.2399846791206605,3813.176470588235,-0.0006697582336243495,True,
ALPHA_IC,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.000840256987652564,-0.0006862868176388,0.04189392263868524,0.4888888888888889,0.5111111111111111,0.006245177257614503,-0.13454493811653964,3,0.005246522786274498,-0.16015502493399478,2553.822222222222,-0.0006697582336243495,True,
ALPHA_IC,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,60,future_excess_return,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.0014792148464038112,0.0020699313512971,0.037800397193860094,0.5205479452054794,0.4794520547945205,0.004424201852038781,0.33434614781921684,3,0.004287572432525206,0.34500054977091404,3904.178082191781,-0.0006697582336243495,False,
ALPHA_IC,9,outside_community_degree_percentile,RAW,60,future_excess_return,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.012553241272110226,0.0137012206081726,0.12073905764016908,0.5514705882352942,0.4485294117647059,0.01035328877836441,1.2124882769949512,4,0.008675565033220018,1.4469652667050519,3885.051470588235,0.012553241272110226,True,1.0
ALPHA_IC,9,outside_community_degree_percentile,RAW,60,future_excess_return,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.00024113194453509085,0.0023267412519718,0.11185760663995511,0.5111111111111111,0.4888888888888889,0.016674747483158097,0.014460905316775562,3,0.016726010924195216,0.014416584183039035,2586.0,0.012553241272110226,True,0.019208739743640416
