signal_type,factor_order,factor_name,neutralization,window,target_name,regime_type,regime_value,month_count,sufficient_regime_months,first_date,last_date,mean_risk_ic,median_risk_ic,std_risk_ic,positive_share,negative_share,naive_se,naive_t_stat,calendar_hac_lag,calendar_hac_se,calendar_hac_t_stat,mean_pair_n,full_sample_risk_ic,same_sign_as_full_sample,abs_retention_vs_full
RISK_IC,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.10753000315029641,-0.10816325337479415,0.066973304790187,0.07352941176470588,0.9264705882352942,0.00574291350691754,-18.723946133051243,4,0.009918076253506498,-10.841820571028538,3885.051470588235,-0.10753000315029641,True,1.0
RISK_IC,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.06753418494458531,-0.0771112821214056,0.06470541110872957,0.15555555555555556,0.8444444444444444,0.009645713183412624,-7.001471395678792,3,0.015228119786907825,-4.434834102280107,2586.0,-0.10753000315029641,True,0.6280496881432404
RISK_IC,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.1185500923436655,-0.1212092356744128,0.061925080001967996,0.0410958904109589,0.958904109589041,0.007247782403642498,-16.356739998718243,3,0.00977312995748915,-12.130207298923775,3936.8082191780823,-0.10753000315029641,True,1.1024838544640059
RISK_IC,2,delta_degree_percentile,RAW,60,future_realized_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.0271662088756594,0.02975927324295445,0.11289997762870818,0.625,0.375,0.009681093212972176,2.8061096281211353,4,0.016661999492669978,1.630429102318151,3885.051470588235,0.0271662088756594,True,1.0
RISK_IC,2,delta_degree_percentile,RAW,60,future_realized_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.02644879026398006,0.0299704759834359,0.09502647688885357,0.6444444444444445,0.35555555555555557,0.01416571079905262,1.867099409212061,3,0.021308868869660574,1.241210428660419,2586.0,0.0271662088756594,True,0.9735915079294654
RISK_IC,2,delta_degree_percentile,RAW,60,future_realized_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.015734121817345542,0.0247342196330436,0.09835081976017081,0.6301369863013698,0.3698630136986301,0.01151109277241026,1.366866042037036,3,0.014313966836714256,1.0992146339887203,3936.8082191780823,0.0271662088756594,True,0.5791798881235551
RISK_IC,2,delta_degree_percentile,RAW,60,future_downside_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.04012088482395676,0.043711496028982805,0.1173756485641436,0.6691176470588235,0.33088235294117646,0.010064878829467489,3.9862263126797592,4,0.015835620798779437,2.533584589689667,3885.051470588235,0.04012088482395676,True,1.0
RISK_IC,2,delta_degree_percentile,RAW,60,future_downside_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.03366272978033547,0.0234143859546855,0.09516722319899609,0.6666666666666666,0.3333333333333333,0.014186692020190017,2.3728385540778514,3,0.01728693826260699,1.9472927634126287,2586.0,0.04012088482395676,True,0.8390325868445196
RISK_IC,2,delta_degree_percentile,RAW,60,future_downside_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.035445593659639715,0.0396350088530944,0.10526332035610339,0.7123287671232876,0.2876712328767123,0.012320139772152145,2.8770447669562356,3,0.014679064312501346,2.4147038874577764,3936.8082191780823,0.04012088482395676,True,0.8834698889410993
RISK_IC,2,delta_degree_percentile,RAW,60,future_max_drawdown,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.046901662477356325,0.057361001826288754,0.11482209317418508,0.7132352941176471,0.2867647058823529,0.009845913261237032,4.763566490272294,4,0.013149566244288074,3.566783999261537,3885.051470588235,0.046901662477356325,True,1.0
RISK_IC,2,delta_degree_percentile,RAW,60,future_max_drawdown,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.03997992875149651,0.0443532597210924,0.1003871898670529,0.7111111111111111,0.28888888888888886,0.014964838707527224,2.6715910229882294,3,0.015100727925849256,2.6475497703034114,2586.0,0.046901662477356325,True,0.8524202904491591
RISK_IC,2,delta_degree_percentile,RAW,60,future_max_drawdown,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.046016079551259886,0.0437701996365742,0.10630544426075332,0.726027397260274,0.273972602739726,0.012442111149472884,3.6984141194727536,3,0.013608873697192565,3.381329019223152,3936.8082191780823,0.046901662477356325,True,0.9811183041427585
RISK_IC,2,delta_degree_percentile,RAW,60,future_idio_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.12279187777181079,0.12626877692814337,0.08493190614763085,0.9191176470588235,0.08088235294117647,0.00728285086888752,16.860413591108955,4,0.010306786178810737,11.913692167617986,3885.051470588235,0.12279187777181079,True,1.0
RISK_IC,2,delta_degree_percentile,RAW,60,future_idio_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.12900436517006122,0.1522438290610417,0.0812781366289288,0.9333333333333333,0.06666666666666667,0.012116229239120025,10.647237075503742,3,0.014708115631749459,8.770964846889552,2586.0,0.12279187777181079,True,1.050593634619672
RISK_IC,2,delta_degree_percentile,RAW,60,future_idio_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.10764258681942114,0.1067765150574465,0.07665242124488834,0.9178082191780822,0.0821917808219178,0.008971487317862783,11.998298944824692,3,0.010099316395455625,10.658403262606656,3936.8082191780823,0.12279187777181079,True,0.8766262783232113
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_realized_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.10026289438292721,0.09779430983060045,0.06711566593418498,0.9338235294117647,0.0661764705882353,0.0057551208743050015,17.421509742840133,4,0.009519638418047337,10.532216664117069,3885.051470588235,0.10026289438292721,True,1.0
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_realized_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.09985853247405549,0.0980655851770414,0.066456318678099,0.9333333333333333,0.06666666666666667,0.009906723073241221,10.079875225722281,3,0.015261998554030105,6.542952557657444,2586.0,0.10026289438292721,True,0.9959669834851629
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_realized_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.09426968869428341,0.0949271192112115,0.06157927210953183,0.9452054794520548,0.0547945205479452,0.007207308651202293,13.079735204424432,3,0.00868403228394182,10.855520294253548,3936.8082191780823,0.10026289438292721,True,0.9402250879996108
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_downside_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.11375917934320037,0.11625027221598785,0.06383174015920245,0.9632352941176471,0.03676470588235294,0.005473526562243741,20.783525584384396,4,0.00878783612905334,12.94507290220203,3885.051470588235,0.11375917934320037,True,1.0
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_downside_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.1100851029681977,0.1102206284130122,0.06429170672672341,0.9333333333333333,0.06666666666666667,0.009584041775362269,11.486292062206353,3,0.013131771335248439,8.383111475045725,2586.0,0.11375917934320037,True,0.9677030337576686
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_downside_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.11196243625986384,0.111331177374547,0.05655955147768269,0.958904109589041,0.0410958904109589,0.006619794789846585,16.913279008526274,3,0.008040562794903873,13.924701431450282,3936.8082191780823,0.11375917934320037,True,0.984205730968611
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_max_drawdown,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.09930055735183009,0.1018600132460455,0.06084796457031815,0.9338235294117647,0.0661764705882353,0.005217669916305534,19.031590526934224,4,0.007232961447261178,13.728893493470933,3885.051470588235,0.09930055735183009,True,1.0
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_max_drawdown,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.094382343815023,0.1078461576778154,0.06455555860098983,0.8888888888888888,0.1111111111111111,0.009623374490485632,9.807614149105,3,0.011490833690317222,8.213707234711308,2586.0,0.09930055735183009,True,0.9504714407656197
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_max_drawdown,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.09769997829674466,0.1014994944182197,0.057531989401040325,0.9315068493150684,0.0684931506849315,0.006733610039973385,14.509301506436929,3,0.007475953146565732,13.068564821279761,3936.8082191780823,0.09930055735183009,True,0.9838814695730816
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,0.13595233488456515,0.13398336775988207,0.05995891080922718,0.9926470588235294,0.007352941176470588,0.00514143418523417,26.442492500440927,4,0.007657533722980139,17.754062835737088,3885.051470588235,0.13595233488456515,True,1.0
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.14582024863577514,0.1517135717405457,0.0564945006352011,0.9777777777777777,0.022222222222222223,0.008421702918347648,17.314817448391462,3,0.01070990803747988,13.615452917566575,2586.0,0.13595233488456515,True,1.0725836283693742
RISK_IC,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,0.12933598348571923,0.124155710533844,0.054267686804031066,1.0,0.0,0.006351552319224113,20.362893507821806,3,0.007255561744279338,17.825771186868398,3936.8082191780823,0.13595233488456515,True,0.9513333007155503
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_realized_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.12140306539249816,-0.13836171046706444,0.10778403371066328,0.1323529411764706,0.8676470588235294,0.009242404641165615,-13.13544149016909,4,0.01697388349023798,-7.152344686607487,3885.051470588235,-0.12140306539249816,True,1.0
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_realized_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.058609829191769526,-0.0562286604434698,0.12122406286246366,0.3333333333333333,0.6666666666666666,0.018071016337945098,-3.2433056390249604,3,0.031311964769929646,-1.87180298721003,2586.0,-0.12140306539249816,True,0.4827705874005978
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_realized_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.1342990546095429,-0.1530066889216934,0.0948774878687929,0.1095890410958904,0.8904109589041096,0.011104570023250483,-12.094034647748696,3,0.014504420008296512,-9.259181306989454,3936.8082191780823,-0.12140306539249816,True,1.1062245765817509
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_downside_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.11306432963221978,-0.12690436156539842,0.11664518676393759,0.15441176470588236,0.8455882352941176,0.010002242246849497,-11.303898350175706,4,0.018406978863317894,-6.142470770015309,3885.051470588235,-0.11306432963221978,True,1.0
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_downside_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.03622528867927256,-0.046837465509545,0.13399843703165298,0.4,0.6,0.019975307605433413,-1.8135034210646674,3,0.0342438988740639,-1.0578611043238817,2586.0,-0.11306432963221978,True,0.3203953784284367
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_downside_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.12522915884508842,-0.1452838486458219,0.11062961640042071,0.136986301369863,0.863013698630137,0.012948217217373102,-9.671536763923285,3,0.017520972341579125,-7.147386366674773,3936.8082191780823,-0.11306432963221978,True,1.107592104887889
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_max_drawdown,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.09752251293503267,-0.1122732266434518,0.10871521955726976,0.16911764705882354,0.8308823529411765,0.009322253168764484,-10.461259865994148,4,0.015350913525435765,-6.35288009234384,3885.051470588235,-0.09752251293503267,True,1.0
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_max_drawdown,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.03607272686465268,-0.0354965118347965,0.12048372514842787,0.37777777777777777,0.6222222222222222,0.01796065330761904,-2.0084306648996093,3,0.027904515610776358,-1.2927200517582849,2586.0,-0.09752251293503267,True,0.3698912771934367
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_max_drawdown,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.11160696711965824,-0.1319470372103377,0.1105029377021014,0.136986301369863,0.863013698630137,0.012933390597196497,-8.629366466659617,3,0.0169465349400595,-6.5858281657233215,3936.8082191780823,-0.09752251293503267,True,1.1444225929043514
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_idio_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.12169462408798731,-0.1217797829071186,0.08213127490844052,0.07352941176470588,0.9264705882352942,0.007042698721373993,-17.279544234748315,4,0.0116908157736212,-10.409421074154238,3885.051470588235,-0.12169462408798731,True,1.0
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_idio_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.07797203106486297,-0.0785693681134253,0.08363800712375946,0.2,0.8,0.012468017962089187,-6.253763132355777,3,0.019542446453132495,-3.9898807578600115,2586.0,-0.12169462408798731,True,0.640718779890292
RISK_IC,3,cross_industry_degree_percentile,RAW,60,future_idio_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.13112639634597423,-0.1359143391779205,0.07649604331573528,0.0547945205479452,0.9452054794520548,0.008953184665638554,-14.645782617354525,3,0.011260936939429367,-11.644359350494586,3936.8082191780823,-0.12169462408798731,True,1.0775036064959418
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_realized_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.07459948946142661,-0.08466338419504515,0.0833960512783004,0.19117647058823528,0.8088235294117647,0.007151152400350316,-10.431813683312381,4,0.013017584925534623,-5.730670465233232,3885.051470588235,-0.07459948946142661,True,1.0
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_realized_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.016575067622335175,-0.0119798663804974,0.08509785799121763,0.4222222222222222,0.5777777777777777,0.012685639680532422,-1.3066008525980388,3,0.020390725764899545,-0.8128728625671275,2586.0,-0.07459948946142661,True,0.2221874136404874
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_realized_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.08514473314365621,-0.0877699110434749,0.0762829127467414,0.1643835616438356,0.8356164383561644,0.008928239619340946,-9.536564515944447,3,0.012145764915007644,-7.01024050271622,3936.8082191780823,-0.07459948946142661,True,1.1413581213271207
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_downside_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.06736444873011904,-0.0763398982971427,0.0923965532695954,0.21323529411764705,0.7867647058823529,0.007922939078890029,-8.502456987155899,4,0.014557426391307698,-4.627497122042303,3885.051470588235,-0.06736444873011904,True,1.0
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_downside_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,0.0023576930651967765,0.008891096586212,0.09392621023568792,0.5555555555555556,0.4444444444444444,0.014001692730395648,0.16838628804348535,3,0.023071781913860986,0.1021894656424578,2586.0,-0.06736444873011904,False,0.03499907012736583
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_downside_vol_annualized,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.07637986391397618,-0.0868160929313182,0.0895155517083043,0.1780821917808219,0.821917808219178,0.010477002863834482,-7.290239862168166,3,0.014683818171762914,-5.201635093851489,3936.8082191780823,-0.06736444873011904,True,1.1338304603363627
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_max_drawdown,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.0643625199002693,-0.06446412920993069,0.08441840879566552,0.22058823529411764,0.7794117647058824,0.00723881883421928,-8.89130138138219,4,0.012174823283709963,-5.286526005382518,3885.051470588235,-0.0643625199002693,True,1.0
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_max_drawdown,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.011819355570393727,-0.0090430130671385,0.08779240667454297,0.4888888888888889,0.5111111111111111,0.013087319282172287,-0.9031150929812038,3,0.020047153067611588,-0.5895777585241874,2586.0,-0.0643625199002693,True,0.1836372408772683
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_max_drawdown,MARKET_TREND,BULL,73,True,2015-04-30,2026-03-31,-0.0749131334515779,-0.0796654116461319,0.08627424371087197,0.2054794520547945,0.7945205479452054,0.01009763645739901,-7.418878048108531,3,0.013658340676091176,-5.484790226583877,3936.8082191780823,-0.0643625199002693,True,1.163924805424911
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,ALL_SAMPLE,ALL,136,True,2015-04-30,2026-07-31,-0.10523913293194793,-0.1114280748686915,0.0656854997498101,0.08088235294117647,0.9191176470588235,0.005632485135735525,-18.68431614035767,4,0.009585041595307653,-10.979517604124707,3885.051470588235,-0.10523913293194793,True,1.0
RISK_IC,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,60,future_idio_vol_annualized,TIME_SUBSAMPLE,P1_2015_2018,45,True,2015-04-30,2018-12-28,-0.06653574507766191,-0.0719652775380961,0.06400764167351415,0.2,0.8,0.009541695857428402,-6.9731571904864795,3,0.014945423500736974,-4.451914331794009,2586.0,-0.10523913293194793,True,0.6322338774939046
