industry_relation,n_possible_pairs,mean_persistence,mean_transition_rate,mean_n_episodes,mean_longest_run,persistent_core_edges,regime_dependent_edges,intermittent_edges,two_episode_edges,rare_edges,persistent_core_rate,regime_dependent_rate,intermittent_rate,two_episode_rate,rare_rate
Cross industry,86,0.373218304576144,0.0573643410852713,1.186046511627907,10.511627906976743,22,16,3,14,31,0.2558139534883721,0.18604651162790697,0.03488372093023256,0.16279069767441862,0.36046511627906974
Same industry,19,0.967741935483871,0.0175438596491228,1.2105263157894737,29.210526315789473,18,0,0,1,0,0.9473684210526315,0.0,0.0,0.05263157894736842,0.0
