window_size,stock_1,name_1,industry_1,stock_2,name_2,industry_2,same_industry,windows_selected,total_windows,mean_partial_all_windows,mean_abs_partial_all_windows,persistence,mean_partial_when_selected,mean_abs_partial_when_selected
252,600519,贵州茅台,食品饮料,601318,中国平安,非银金融,False,18,18,0.10057440562529035,0.10057440562529035,1.0,0.10057440562529035,0.10057440562529035
252,600519,贵州茅台,食品饮料,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
252,600519,贵州茅台,食品饮料,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
252,600887,伊利股份,食品饮料,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
252,600887,伊利股份,食品饮料,601318,中国平安,非银金融,False,17,18,0.03813246974258896,0.03813246974258896,0.9444444444444444,0.040375556198035366,0.040375556198035366
252,600887,伊利股份,食品饮料,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
252,600887,伊利股份,食品饮料,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
252,601288,农业银行,银行,601318,中国平安,非银金融,False,0,18,0.0,0.0,0.0,,
252,601288,农业银行,银行,601398,工商银行,银行,True,18,18,0.5518729489526771,0.5518729489526771,1.0,0.5518729489526771,0.5518729489526771
252,601288,农业银行,银行,603501,韦尔股份,电子,False,4,18,-0.010141042636500504,0.010141042636500504,0.2222222222222222,-0.04563469186425227,0.04563469186425227
252,601318,中国平安,非银金融,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
252,601318,中国平安,非银金融,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
252,601398,工商银行,银行,603501,韦尔股份,电子,False,5,18,-0.010697062911550625,0.010697062911550625,0.2777777777777778,-0.038509426481582246,0.038509426481582246
504,000001,平安银行,银行,000568,泸州老窖,食品饮料,False,18,18,0.03969005407355818,0.03969005407355818,1.0,0.03969005407355818,0.03969005407355818
504,000001,平安银行,银行,000725,京东方A,电子,False,17,18,0.040498450035673664,0.040498450035673664,0.9444444444444444,0.042880711802477996,0.042880711802477996
504,000001,平安银行,银行,000858,五粮液,食品饮料,False,18,18,0.05562738701378072,0.05562738701378072,1.0,0.05562738701378072,0.05562738701378072
504,000001,平安银行,银行,002415,海康威视,电子,False,1,18,0.0006556878064526902,0.0006556878064526902,0.05555555555555555,0.011802380516148424,0.011802380516148424
504,000001,平安银行,银行,002460,赣锋锂业,新能源,False,0,18,0.0,0.0,0.0,,
504,000001,平安银行,银行,002475,立讯精密,电子,False,0,18,0.0,0.0,0.0,,
504,000001,平安银行,银行,600030,中信证券,非银金融,False,4,18,0.005692134394939666,0.005692134394939666,0.2222222222222222,0.025614604777228496,0.025614604777228496
504,000001,平安银行,银行,600036,招商银行,银行,True,18,18,0.36060303817695366,0.36060303817695366,1.0,0.36060303817695366,0.36060303817695366
504,000001,平安银行,银行,600519,贵州茅台,食品饮料,False,0,18,0.0,0.0,0.0,,
504,000001,平安银行,银行,600887,伊利股份,食品饮料,False,18,18,0.05442033462658549,0.05442033462658549,1.0,0.05442033462658549,0.05442033462658549
504,000001,平安银行,银行,601288,农业银行,银行,True,18,18,0.015698466184270163,0.015698466184270163,1.0,0.015698466184270163,0.015698466184270163
504,000001,平安银行,银行,601318,中国平安,非银金融,False,18,18,0.2559112130000298,0.2559112130000298,1.0,0.2559112130000298,0.2559112130000298
504,000001,平安银行,银行,601398,工商银行,银行,True,18,18,0.050126396811639246,0.050126396811639246,1.0,0.050126396811639246,0.050126396811639246
504,000001,平安银行,银行,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,000568,泸州老窖,食品饮料,000725,京东方A,电子,False,3,18,0.00040963495068488967,0.00040963495068488967,0.16666666666666666,0.002457809704109338,0.002457809704109338
504,000568,泸州老窖,食品饮料,000858,五粮液,食品饮料,True,18,18,0.4120445332952982,0.4120445332952982,1.0,0.4120445332952982,0.4120445332952982
504,000568,泸州老窖,食品饮料,002415,海康威视,电子,False,15,18,0.012115756363573234,0.012115756363573234,0.8333333333333334,0.01453890763628788,0.01453890763628788
504,000568,泸州老窖,食品饮料,002460,赣锋锂业,新能源,False,18,18,0.03983755682671249,0.03983755682671249,1.0,0.03983755682671249,0.03983755682671249
504,000568,泸州老窖,食品饮料,002475,立讯精密,电子,False,0,18,0.0,0.0,0.0,,
504,000568,泸州老窖,食品饮料,600030,中信证券,非银金融,False,18,18,0.055213304895184445,0.055213304895184445,1.0,0.055213304895184445,0.055213304895184445
504,000568,泸州老窖,食品饮料,600036,招商银行,银行,False,8,18,0.0024114430925981823,0.0024114430925981823,0.4444444444444444,0.00542574695834591,0.00542574695834591
504,000568,泸州老窖,食品饮料,600519,贵州茅台,食品饮料,True,18,18,0.22775110750047226,0.22775110750047226,1.0,0.22775110750047226,0.22775110750047226
504,000568,泸州老窖,食品饮料,600887,伊利股份,食品饮料,True,18,18,0.08379825001172582,0.08379825001172582,1.0,0.08379825001172582,0.08379825001172582
504,000568,泸州老窖,食品饮料,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,000568,泸州老窖,食品饮料,601318,中国平安,非银金融,False,18,18,0.0633009688410208,0.0633009688410208,1.0,0.0633009688410208,0.0633009688410208
504,000568,泸州老窖,食品饮料,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,000568,泸州老窖,食品饮料,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,000725,京东方A,电子,000858,五粮液,食品饮料,False,15,18,0.018514890446638753,0.018514890446638753,0.8333333333333334,0.022217868535966506,0.022217868535966506
504,000725,京东方A,电子,002415,海康威视,电子,True,18,18,0.17036840813626014,0.17036840813626014,1.0,0.17036840813626014,0.17036840813626014
504,000725,京东方A,电子,002460,赣锋锂业,新能源,False,18,18,0.10172143249213196,0.10172143249213196,1.0,0.10172143249213196,0.10172143249213196
504,000725,京东方A,电子,002475,立讯精密,电子,True,18,18,0.147570761446021,0.147570761446021,1.0,0.147570761446021,0.147570761446021
504,000725,京东方A,电子,600030,中信证券,非银金融,False,18,18,0.07909718667498276,0.07909718667498276,1.0,0.07909718667498276,0.07909718667498276
504,000725,京东方A,电子,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
504,000725,京东方A,电子,600519,贵州茅台,食品饮料,False,0,18,0.0,0.0,0.0,,
504,000725,京东方A,电子,600887,伊利股份,食品饮料,False,16,18,0.014070808853427041,0.014070808853427041,0.8888888888888888,0.01582965996010542,0.01582965996010542
504,000725,京东方A,电子,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,000725,京东方A,电子,601318,中国平安,非银金融,False,17,18,0.052560381868651,0.052560381868651,0.9444444444444444,0.05565216903739517,0.05565216903739517
504,000725,京东方A,电子,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,000725,京东方A,电子,603501,韦尔股份,电子,True,18,18,0.10974199291757433,0.10974199291757433,1.0,0.10974199291757433,0.10974199291757433
504,000858,五粮液,食品饮料,002415,海康威视,电子,False,18,18,0.04951965098842334,0.04951965098842334,1.0,0.04951965098842334,0.04951965098842334
504,000858,五粮液,食品饮料,002460,赣锋锂业,新能源,False,18,18,0.04606297367517517,0.04606297367517517,1.0,0.04606297367517517,0.04606297367517517
504,000858,五粮液,食品饮料,002475,立讯精密,电子,False,7,18,0.003907924275236627,0.003907924275236627,0.3888888888888889,0.010048948136322755,0.010048948136322755
504,000858,五粮液,食品饮料,600030,中信证券,非银金融,False,18,18,0.032140149802899566,0.032140149802899566,1.0,0.032140149802899566,0.032140149802899566
504,000858,五粮液,食品饮料,600036,招商银行,银行,False,4,18,0.0021848950126605923,0.0021848950126605923,0.2222222222222222,0.009832027556972664,0.009832027556972664
504,000858,五粮液,食品饮料,600519,贵州茅台,食品饮料,True,18,18,0.31414370064012537,0.31414370064012537,1.0,0.31414370064012537,0.31414370064012537
504,000858,五粮液,食品饮料,600887,伊利股份,食品饮料,True,18,18,0.16530131351840371,0.16530131351840371,1.0,0.16530131351840371,0.16530131351840371
504,000858,五粮液,食品饮料,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,000858,五粮液,食品饮料,601318,中国平安,非银金融,False,18,18,0.06570255786543266,0.06570255786543266,1.0,0.06570255786543266,0.06570255786543266
504,000858,五粮液,食品饮料,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,000858,五粮液,食品饮料,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,002415,海康威视,电子,002460,赣锋锂业,新能源,False,18,18,0.0982000093290197,0.0982000093290197,1.0,0.0982000093290197,0.0982000093290197
504,002415,海康威视,电子,002475,立讯精密,电子,True,18,18,0.07771941310155067,0.07771941310155067,1.0,0.07771941310155067,0.07771941310155067
504,002415,海康威视,电子,600030,中信证券,非银金融,False,18,18,0.08953295758891186,0.08953295758891186,1.0,0.08953295758891186,0.08953295758891186
504,002415,海康威视,电子,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
504,002415,海康威视,电子,600519,贵州茅台,食品饮料,False,4,18,0.001673119534914347,0.001673119534914347,0.2222222222222222,0.007529037907114562,0.007529037907114562
504,002415,海康威视,电子,600887,伊利股份,食品饮料,False,17,18,0.023494848810794968,0.023494848810794968,0.9444444444444444,0.02487689874084173,0.02487689874084173
504,002415,海康威视,电子,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,002415,海康威视,电子,601318,中国平安,非银金融,False,18,18,0.0963690039214068,0.0963690039214068,1.0,0.0963690039214068,0.0963690039214068
504,002415,海康威视,电子,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,002415,海康威视,电子,603501,韦尔股份,电子,True,18,18,0.16608550832292251,0.16608550832292251,1.0,0.16608550832292251,0.16608550832292251
504,002460,赣锋锂业,新能源,002475,立讯精密,电子,False,18,18,0.050145701229137515,0.050145701229137515,1.0,0.050145701229137515,0.050145701229137515
504,002460,赣锋锂业,新能源,600030,中信证券,非银金融,False,18,18,0.10112327787227673,0.10112327787227673,1.0,0.10112327787227673,0.10112327787227673
504,002460,赣锋锂业,新能源,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
504,002460,赣锋锂业,新能源,600519,贵州茅台,食品饮料,False,0,18,0.0,0.0,0.0,,
504,002460,赣锋锂业,新能源,600887,伊利股份,食品饮料,False,13,18,0.010481517657855322,0.010481517657855322,0.7222222222222222,0.014512870603184291,0.014512870603184291
504,002460,赣锋锂业,新能源,601288,农业银行,银行,False,1,18,-0.00041363897903087446,0.00041363897903087446,0.05555555555555555,-0.007445501622555741,0.007445501622555741
504,002460,赣锋锂业,新能源,601318,中国平安,非银金融,False,4,18,0.0039390479339181245,0.0039390479339181245,0.2222222222222222,0.01772571570263156,0.01772571570263156
504,002460,赣锋锂业,新能源,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,002460,赣锋锂业,新能源,603501,韦尔股份,电子,False,18,18,0.07183948879129227,0.07183948879129227,1.0,0.07183948879129227,0.07183948879129227
504,002475,立讯精密,电子,600030,中信证券,非银金融,False,11,18,0.006155043025602641,0.006155043025602641,0.6111111111111112,0.010071888587349778,0.010071888587349778
504,002475,立讯精密,电子,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
504,002475,立讯精密,电子,600519,贵州茅台,食品饮料,False,0,18,0.0,0.0,0.0,,
504,002475,立讯精密,电子,600887,伊利股份,食品饮料,False,1,18,0.0003298702933698071,0.0003298702933698071,0.05555555555555555,0.0059376652806565275,0.0059376652806565275
504,002475,立讯精密,电子,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,002475,立讯精密,电子,601318,中国平安,非银金融,False,6,18,0.0025143891591792493,0.0025143891591792493,0.3333333333333333,0.007543167477537748,0.007543167477537748
504,002475,立讯精密,电子,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,002475,立讯精密,电子,603501,韦尔股份,电子,True,18,18,0.22224000713630987,0.22224000713630987,1.0,0.22224000713630987,0.22224000713630987
504,600030,中信证券,非银金融,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
504,600030,中信证券,非银金融,600519,贵州茅台,食品饮料,False,18,18,0.024167167911602935,0.024167167911602935,1.0,0.024167167911602935,0.024167167911602935
504,600030,中信证券,非银金融,600887,伊利股份,食品饮料,False,18,18,0.04481801327165795,0.04481801327165795,1.0,0.04481801327165795,0.04481801327165795
504,600030,中信证券,非银金融,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,600030,中信证券,非银金融,601318,中国平安,非银金融,True,18,18,0.19523046283222684,0.19523046283222684,1.0,0.19523046283222684,0.19523046283222684
504,600030,中信证券,非银金融,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,600030,中信证券,非银金融,603501,韦尔股份,电子,False,18,18,0.1567851451189926,0.1567851451189926,1.0,0.1567851451189926,0.1567851451189926
504,600036,招商银行,银行,600519,贵州茅台,食品饮料,False,18,18,0.06177442130136633,0.06177442130136633,1.0,0.06177442130136633,0.06177442130136633
504,600036,招商银行,银行,600887,伊利股份,食品饮料,False,4,18,0.0049833447060680216,0.0049833447060680216,0.2222222222222222,0.0224250511773061,0.0224250511773061
504,600036,招商银行,银行,601288,农业银行,银行,True,18,18,0.028759194050139714,0.028759194050139714,1.0,0.028759194050139714,0.028759194050139714
504,600036,招商银行,银行,601318,中国平安,非银金融,False,18,18,0.20670460762293386,0.20670460762293386,1.0,0.20670460762293386,0.20670460762293386
504,600036,招商银行,银行,601398,工商银行,银行,True,18,18,0.1675108998205677,0.1675108998205677,1.0,0.1675108998205677,0.1675108998205677
504,600036,招商银行,银行,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,600519,贵州茅台,食品饮料,600887,伊利股份,食品饮料,True,18,18,0.19358118362618784,0.19358118362618784,1.0,0.19358118362618784,0.19358118362618784
504,600519,贵州茅台,食品饮料,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,600519,贵州茅台,食品饮料,601318,中国平安,非银金融,False,18,18,0.07679325546085908,0.07679325546085908,1.0,0.07679325546085908,0.07679325546085908
504,600519,贵州茅台,食品饮料,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,600519,贵州茅台,食品饮料,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,600887,伊利股份,食品饮料,601288,农业银行,银行,False,0,18,0.0,0.0,0.0,,
504,600887,伊利股份,食品饮料,601318,中国平安,非银金融,False,18,18,0.0514907599163046,0.0514907599163046,1.0,0.0514907599163046,0.0514907599163046
504,600887,伊利股份,食品饮料,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,600887,伊利股份,食品饮料,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,601288,农业银行,银行,601318,中国平安,非银金融,False,0,18,0.0,0.0,0.0,,
504,601288,农业银行,银行,601398,工商银行,银行,True,18,18,0.609867530969964,0.609867530969964,1.0,0.609867530969964,0.609867530969964
504,601288,农业银行,银行,603501,韦尔股份,电子,False,7,18,-0.003996443210972272,0.003996443210972272,0.3888888888888889,-0.010276568256785842,0.010276568256785842
504,601318,中国平安,非银金融,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
504,601318,中国平安,非银金融,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
504,601398,工商银行,银行,603501,韦尔股份,电子,False,0,18,0.0,0.0,0.0,,
