window_size,stock_1,name_1,industry_1,stock_2,name_2,industry_2,same_industry,windows_selected,total_windows,mean_partial_all_windows,mean_abs_partial_all_windows,persistence,mean_partial_when_selected,mean_abs_partial_when_selected
126,002415,海康威视,电子,603501,韦尔股份,电子,True,18,18,0.12315858829110218,0.12315858829110218,1.0,0.12315858829110218,0.12315858829110218
126,002460,赣锋锂业,新能源,002475,立讯精密,电子,False,15,18,0.05863615140968394,0.05863615140968394,0.8333333333333334,0.07036338169162072,0.07036338169162072
126,002460,赣锋锂业,新能源,600030,中信证券,非银金融,False,15,18,0.0607253955718651,0.0607253955718651,0.8333333333333334,0.07287047468623811,0.07287047468623811
126,002460,赣锋锂业,新能源,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
126,002460,赣锋锂业,新能源,600519,贵州茅台,食品饮料,False,6,18,0.008983159109738464,0.008983159109738464,0.3333333333333333,0.02694947732921539,0.02694947732921539
126,002460,赣锋锂业,新能源,600887,伊利股份,食品饮料,False,2,18,0.006362024597801014,0.006362024597801014,0.1111111111111111,0.05725822138020913,0.05725822138020913
126,002460,赣锋锂业,新能源,601288,农业银行,银行,False,2,18,-0.0018237884035945976,0.0018237884035945976,0.1111111111111111,-0.01641409563235138,0.01641409563235138
126,002460,赣锋锂业,新能源,601318,中国平安,非银金融,False,1,18,0.002280514274771675,0.002280514274771675,0.05555555555555555,0.04104925694589015,0.04104925694589015
126,002460,赣锋锂业,新能源,601398,工商银行,银行,False,8,18,-0.008601958864011843,0.008601958864011843,0.4444444444444444,-0.019354407444026646,0.019354407444026646
126,002460,赣锋锂业,新能源,603501,韦尔股份,电子,False,8,18,0.04301029698136656,0.04301029698136656,0.4444444444444444,0.09677316820807476,0.09677316820807476
126,002475,立讯精密,电子,600030,中信证券,非银金融,False,12,18,0.05172218825401617,0.05172218825401617,0.6666666666666666,0.07758328238102426,0.07758328238102426
126,002475,立讯精密,电子,600036,招商银行,银行,False,0,18,0.0,0.0,0.0,,
126,002475,立讯精密,电子,600519,贵州茅台,食品饮料,False,0,18,0.0,0.0,0.0,,
126,002475,立讯精密,电子,600887,伊利股份,食品饮料,False,0,18,0.0,0.0,0.0,,
126,002475,立讯精密,电子,601288,农业银行,银行,False,1,18,-0.00025826544564370454,0.00025826544564370454,0.05555555555555555,-0.004648778021586681,0.004648778021586681
126,002475,立讯精密,电子,601318,中国平安,非银金融,False,3,18,0.013662257924378116,0.013662257924378116,0.16666666666666666,0.08197354754626869,0.08197354754626869
126,002475,立讯精密,电子,601398,工商银行,银行,False,0,18,0.0,0.0,0.0,,
126,002475,立讯精密,电子,603501,韦尔股份,电子,True,18,18,0.2346406367132109,0.2346406367132109,1.0,0.2346406367132109,0.2346406367132109
126,600030,中信证券,非银金融,600036,招商银行,银行,False,2,18,0.001188558764251693,0.001188558764251693,0.1111111111111111,0.010697028878265236,0.010697028878265236
