total_pairs,multi_scale_persistent_edges,multi_scale_always_persistent_edges,scale_dependent_persistent_edges,same_industry_multi_scale_edges,cross_industry_multi_scale_edges,mean_min_persistence_all_pairs,median_min_persistence_all_pairs,mean_persistence_range,max_persistence_range
105,28,20,23,17,11,0.3846560846560847,0.1666666666666666,0.16931216931216933,0.7222222222222223
