analysis_date,window,window_start,required_stock_days,required_pair_days,pit_stock_count,raw_eligible_stock_count,common_node_count,total_possible_common_node_pairs,common_valid_pair_count,common_valid_pair_ratio,raw_positive_pair_count,residual_positive_pair_count,market_beta_mean,market_beta_median,market_r2_mean,market_r2_median,common_industry_pair_count,common_same_industry_pair_count,common_same_industry_pair_share,raw_edge_master_path,residual_edge_master_path,node_path
2023-09-28,60,2023-07-07,54,54,5065,4998,4998,12487503,12487240,0.9999789389439987,10957784,6053022,0.9947772837574862,0.9831800994720702,0.24797883190933812,0.22509989845557116,12487240,669461,0.053611606728148097,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2023-09-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2023-09-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2023-09-28.parquet
2023-10-31,60,2023-08-01,54,54,5072,5021,5021,12602710,12602537,0.9999862727937087,11466554,6127632,0.9966493413133424,1.0043282621813363,0.28126173892656475,0.26570628415890135,12602537,677420,0.053752669006248505,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2023-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2023-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2023-10-31.parquet
2023-11-30,60,2023-08-31,54,54,5081,5044,5044,12718446,12718180,0.9999790854951933,11444941,6239571,0.9978170151086527,0.9965460745929697,0.2747888704424802,0.2558803894621776,12718180,685881,0.053929178545986924,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2023-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2023-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2023-11-30.parquet
2023-12-29,60,2023-10-09,54,54,5096,5056,5056,12779040,12778587,0.9999645513277993,11650537,6276674,0.9991124625007324,0.9935899367222037,0.28448495727268885,0.2673448680389744,12778587,689969,0.053994154439767086,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2023-12-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2023-12-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2023-12-29.parquet
2024-01-31,60,2023-11-08,54,54,5104,5061,5061,12804330,12804052,0.9999782885945614,12549378,6265718,0.99984817087022,1.0346985541808718,0.443965912662231,0.4451475608804877,12804052,692224,0.05406288571773998,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-01-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-01-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-01-31.parquet
2024-02-29,60,2023-11-29,54,54,5108,5068,5068,12839778,12839513,0.9999793610138742,12487116,6354708,0.9995633827337806,1.0503029199089293,0.5301085138501261,0.5603258922165225,12839513,695432,0.05416342504579418,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-02-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-02-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-02-29.parquet
2024-03-29,60,2023-12-28,54,54,5112,5078,5078,12890503,12890381,0.999990535668003,12510227,6359732,1.0002756489906202,1.0466457389975876,0.5233918123333167,0.5521383356063017,12890381,698503,0.05418792508925842,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-03-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-03-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-03-29.parquet
2024-04-30,60,2024-01-26,54,54,5113,5091,5091,12956595,12956069,0.9999594029141144,12356103,6378872,1.0002492956299067,1.0430975979843802,0.5032265716614537,0.5389233452378351,12956069,702835,0.05424754993200484,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-04-30.parquet
2024-05-31,60,2024-03-04,54,54,5115,5075,5075,12875275,12874529,0.9999420594899915,12062611,6244165,1.0006315793686178,1.026721680174202,0.38976513881975633,0.3840852489482856,12874529,700843,0.05443639918788486,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-05-31.parquet
2024-06-28,60,2024-03-29,54,54,5114,5074,5074,12870201,12869455,0.9999420366472909,12188815,6265100,1.0012240978366582,1.020812752312434,0.4045325424567439,0.39850062611797,12869455,702459,0.054583430300661526,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-06-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-06-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-06-28.parquet
2024-07-31,60,2024-05-08,54,54,5107,5068,5068,12839778,12839406,0.9999710275364574,12126968,6273131,1.0019074705478137,1.0314184939592281,0.3722076170273325,0.36313976461930597,12839406,697320,0.05431092372964918,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-07-31.parquet
2024-08-30,60,2024-06-07,54,54,5098,5068,5068,12839778,12839649,0.9999899530973199,12170245,6290776,1.0021421872056087,1.034397071092108,0.367986260526275,0.3651301349000758,12839649,698776,0.05442329459317774,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-08-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-08-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-08-30.parquet
2024-09-30,60,2024-07-05,54,54,5101,5067,5067,12834711,12834527,0.9999856638766544,12693642,6252442,0.9977470352883692,0.9823716368607437,0.5254706590859762,0.5512936737283639,12834527,699727,0.054519110832833964,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-09-30.parquet
2024-10-31,60,2024-07-31,54,54,5107,5062,5062,12809391,12808977,0.9999676799623026,12698326,6319741,0.9984114117428373,0.9393475844583652,0.576633267358826,0.6091649680124295,12808977,698717,0.05454900887088797,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-10-31.parquet
2024-11-29,60,2024-08-29,54,54,5113,5054,5054,12768931,12768120,0.9999364864607695,12687460,6287418,0.998679180480061,0.9409622493215177,0.5519259365156317,0.5714791072959531,12768120,696110,0.05451938108351112,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-11-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-11-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-11-29.parquet
2024-12-31,60,2024-10-09,54,54,5121,5053,5053,12763878,12763162,0.9999439041958879,12550615,6258824,1.00027187276481,0.9942456502948224,0.4365056086882472,0.4355841963977851,12763162,696012,0.05453288142859896,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2024-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2024-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2024-12-31.parquet
2025-01-27,60,2024-11-04,54,54,5132,5059,5059,12794211,12793578,0.9999505244989316,12420405,6272016,0.999325004037748,1.0141957191669182,0.37614119863528245,0.3707995128616557,12793578,699442,0.054671335884300704,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-01-27.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-01-27.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-01-27.parquet
2025-02-28,60,2024-11-28,54,54,5131,5071,5071,12854985,12854401,0.9999545701531352,12219926,6323670,0.9992356582520115,1.011048086109827,0.35281316747859987,0.34269184663124036,12854401,702883,0.054680338663777486,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-02-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-02-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-02-28.parquet
2025-03-31,60,2024-12-27,54,54,5140,5068,5068,12839778,12839049,0.9999432233174125,11942259,6300230,0.9997921492062821,0.989080103233805,0.31043919911328877,0.29332585668380984,12839049,701142,0.05461011948782188,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-03-31.parquet
2025-04-30,60,2025-02-05,54,54,5146,5078,5078,12890503,12888501,0.9998446918634595,12431051,6314643,0.9991525133121729,0.9250591723365608,0.43350281836374405,0.4303146964150554,12888501,705495,0.05473832837503756,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-04-30.parquet
2025-05-30,60,2025-03-04,54,54,5147,5066,5066,12829645,12826318,0.999740678717143,12368653,6307354,0.9996996913037488,0.9224804445215934,0.4468692748868861,0.44200217941857123,12826318,702415,0.05476357283516595,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-05-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-05-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-05-30.parquet
2025-06-30,60,2025-04-01,54,54,5152,5084,5084,12920986,12917182,0.999705595223151,12468298,6345683,0.9999364803387467,0.9195026073792334,0.4623300298123883,0.462504844103116,12917182,708629,0.054859411286455516,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-06-30.parquet
2025-07-31,60,2025-05-08,54,54,5150,5093,5093,12966778,12965019,0.9998643456377521,10764225,6254071,0.9991410863550255,1.023147182282162,0.2049714909688087,0.16964501793796588,12965019,711679,0.05489224504800186,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-07-31.parquet
2025-08-29,60,2025-06-09,54,54,5153,5108,5108,13043278,13041467,0.999861154534926,11068816,6342854,0.9991851567953518,1.0133577847416682,0.20521772679957534,0.17531011477587638,13041467,718306,0.055078619606214546,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-08-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-08-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-08-29.parquet
2025-09-30,60,2025-07-09,54,54,5159,5119,5119,13099521,13097795,0.999868239457,11252488,6472783,0.9993647644094098,0.983512107620816,0.20327926574590124,0.17941781088078665,13097795,722009,0.055124469424051914,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-09-30.parquet
2025-10-31,60,2025-08-01,54,54,5164,5118,5118,13094403,13093141,0.9999036229448567,11376728,6557185,0.999137975495863,0.9780660518641185,0.2130207084394089,0.1904903633748587,13093141,722459,0.05517843273817948,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-10-31.parquet
2025-11-28,60,2025-08-29,54,54,5169,5119,5119,13099521,13097949,0.9998799956120533,11576484,6500804,0.9993341698372038,0.9905146823517758,0.23316888060635996,0.21376810478212785,13097949,722398,0.055153520600820787,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-11-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-11-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-11-28.parquet
2025-12-31,60,2025-10-09,54,54,5182,5119,5119,13099521,13096908,0.9998005270574397,11438031,6468281,1.00049702419486,1.0024093864865813,0.2230840053252109,0.20116528591526228,13096908,723341,0.05522990617327388,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2025-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2025-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2025-12-31.parquet
2026-01-30,60,2025-11-06,54,54,5185,5126,5126,13135375,13132440,0.9997765575782952,11155455,6418053,0.9995336998687524,0.9778385445800264,0.20040949556557944,0.1772088040745697,13132440,727263,0.05537912223471038,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-01-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-01-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-01-30.parquet
2026-02-27,60,2025-11-26,54,54,5190,5126,5126,13135375,13132703,0.9997965798464071,10797483,6402990,0.9981516411069037,0.9445283606132354,0.1772205169413899,0.15541639576885638,13132703,727202,0.05537336830049381,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-02-27.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-02-27.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-02-27.parquet
2026-03-31,60,2025-12-26,54,54,5193,5145,5145,13232940,13231226,0.9998704747395515,12283860,6453276,0.9986438694664042,1.0232331150232015,0.3108518356161458,0.2945151677482004,13231226,733552,0.05544096971815008,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-03-31.parquet
2026-04-30,60,2026-01-28,54,54,5201,5150,5150,13258675,13255454,0.9997570647142343,12454328,6513112,0.9995322188588532,1.0345733931425722,0.34787869725245507,0.34031839209254466,13255454,734655,0.055422847078644005,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-04-30.parquet
2026-05-29,60,2026-03-03,54,54,5208,5149,5149,13253526,13250232,0.9997514623655622,12365510,6533287,0.9996156954558066,1.0292286401492627,0.33510292292645166,0.3176244425252733,13250232,735168,0.055483405875459385,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-05-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-05-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-05-29.parquet
2026-06-30,60,2026-04-01,54,54,5205,5156,5156,13289590,13285441,0.9996878007523182,11310675,6705408,0.9984006675702377,1.0035962327565784,0.2205905923483892,0.18717174112868304,13285441,737677,0.05552521741656901,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-06-30.parquet
2026-07-31,60,2026-05-08,54,54,5203,5172,5172,13372206,13369845,0.9998234397525734,11503542,6977548,0.998791920921287,0.9917943135003862,0.24243926757947165,0.22676939762579254,13369845,745694,0.05577431899921054,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-07-31.parquet
2026-08-31,60,2026-06-08,54,54,5212,5175,5175,13387725,13385801,0.999856286262229,11712414,6978238,0.9994854823393232,0.9620323636267943,0.26796463887126637,0.26054208158147046,13385801,747360,0.05583229572888466,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-08-31.parquet
2026-09-03,60,2026-06-11,54,54,5215,5176,5176,13392900,13390845,0.9998465604910064,11597247,6987698,0.9993033682867342,0.965142450621344,0.26095525779267376,0.25351490668572857,13390845,747472,0.055819629007728785,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W60\2026-09-03.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W60\2026-09-03.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W60\2026-09-03.parquet
2015-07-31,120,2015-02-04,108,108,2783,1534,1534,1175811,1089993,0.9270137802759116,1089429,538776,1.0091737168415043,1.047691922935801,0.5752619737763983,0.5937194402886954,1089993,51496,0.047244340101266706,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2015-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2015-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2015-07-31.parquet
2015-08-31,120,2015-03-12,108,108,2783,1506,1506,1133265,1045765,0.9227894623058155,1045703,518982,1.0057669490546213,1.0495098012917898,0.6255690063488246,0.6477061880725719,1045765,49670,0.047496330437526595,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2015-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2015-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2015-08-31.parquet
2015-09-30,120,2015-04-10,108,108,2783,1562,1562,1219141,1122935,0.9210870604794688,1122430,551341,1.001856353396834,1.0476029012154058,0.6500274451357498,0.6772746837289076,1122935,54187,0.04825479658217083,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2015-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2015-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2015-09-30.parquet
2015-10-30,120,2015-05-06,108,108,2783,1618,1618,1308153,1207222,0.9228446519634935,1206421,585742,1.0053110730117505,1.05105459501966,0.662433968157176,0.687337010407288,1207222,59633,0.04939687977853286,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2015-10-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2015-10-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2015-10-30.parquet
2015-11-30,120,2015-06-04,108,108,2783,1723,1723,1483503,1373368,0.9257601770943503,1372241,657364,1.0036990383683277,1.0466142425564935,0.6641458921907757,0.6929737907881444,1373368,68129,0.049607242923965025,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2015-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2015-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2015-11-30.parquet
2015-12-31,120,2015-07-08,108,108,2811,1836,1836,1684530,1599124,0.9492998046932972,1598222,765023,1.000084144636605,1.0348662863976967,0.6391275261452661,0.6607097528248955,1599124,80199,0.050151833128637927,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2015-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2015-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2015-12-31.parquet
2016-01-29,120,2015-08-05,108,108,2812,1972,1972,1943406,1896454,0.9758403545116152,1896356,918667,0.9996672542036833,1.033376716719596,0.6567136757768549,0.6770758171120193,1896454,94854,0.05001650448679483,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2016-01-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2016-01-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2016-01-29.parquet
2016-02-29,120,2015-08-27,108,108,2819,2013,2013,2025078,1979415,0.9774512389152418,1978551,965519,0.9989124144991977,1.0331740372403355,0.6418337171284106,0.66286166969605,1979415,99872,0.05045531129146743,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2016-02-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2016-02-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2016-02-29.parquet
2016-03-31,120,2015-10-08,108,108,2835,2061,2061,2122830,2071238,0.9756965936980352,2071226,1018147,0.9978822386350762,1.0207287298563172,0.6168402190381682,0.6309087701441166,2071238,105004,0.05069625026192065,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2016-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2016-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2016-03-31.parquet
2016-04-29,120,2015-11-05,108,108,2846,2077,2077,2155926,2107308,0.9774491332262796,2107284,1041230,0.9941710796666698,1.0109920442007658,0.6023980675485276,0.6189171658974263,2107308,105637,0.050128884814179986,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2016-04-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2016-04-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2016-04-29.parquet
