analysis_date,window,window_start,required_stock_days,required_pair_days,pit_stock_count,raw_eligible_stock_count,common_node_count,total_possible_common_node_pairs,common_valid_pair_count,common_valid_pair_ratio,raw_positive_pair_count,residual_positive_pair_count,market_beta_mean,market_beta_median,market_r2_mean,market_r2_median,common_industry_pair_count,common_same_industry_pair_count,common_same_industry_pair_share,raw_edge_master_path,residual_edge_master_path,node_path
2020-05-29,120,2019-11-29,108,108,3851,3715,3715,6898755,6889784,0.9986996204387604,6687174,3362718,0.998326964985986,0.9967352623570142,0.3771018389704704,0.38001892523952335,6889784,354623,0.05147084436899618,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-05-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-05-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-05-29.parquet
2020-06-30,120,2019-12-27,108,108,3876,3729,3729,6950856,6940529,0.9985142837083663,6719975,3379940,0.9996394429872736,0.9970050992500468,0.36401979416413854,0.3627749231126985,6940529,358281,0.05162156947979037,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-06-30.parquet
2020-07-31,120,2020-02-07,108,108,3922,3752,3752,7036876,7025324,0.9983583624324203,6943883,3388735,0.9989559890906299,0.9642040224580728,0.3292562848219507,0.3240482879417725,7025324,363115,0.05168658413476731,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-07-31.parquet
2020-08-31,120,2020-03-09,108,108,3975,3761,3761,7070680,7059036,0.998353199409392,6952298,3417321,0.9981760585450901,0.965289717266176,0.3002610779757966,0.2913562033492135,7059036,364942,0.051698560539994415,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-08-31.parquet
2020-09-30,120,2020-04-09,108,108,4041,3780,3780,7142310,7127969,0.9979921061953345,6962394,3442115,0.9983995259754419,0.9711070599761684,0.2692814897572642,0.2604586098688557,7127969,368670,0.05172160541102241,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-09-30.parquet
2020-10-30,120,2020-05-06,108,108,4067,3802,3802,7225701,7213243,0.9982758766242887,7062588,3497169,0.9976907148724087,0.9737892910541872,0.27688087635906283,0.269370900618944,7213243,373830,0.05182551038416424,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-10-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-10-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-10-30.parquet
2020-11-30,120,2020-06-04,108,108,4087,3828,3828,7324878,7314404,0.9985700785733224,7150332,3551600,0.9972762272831017,0.9775997051271652,0.27470019079543895,0.266080142289721,7314404,379941,0.0519442185583405,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-11-30.parquet
2020-12-31,120,2020-07-09,108,108,4140,3879,3879,7521381,7510720,0.9985825741310007,7333694,3657930,0.9957531467697109,0.9772481831830067,0.2716174080298305,0.2589461060071101,7510720,393673,0.05241481509096332,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2020-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2020-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2020-12-31.parquet
2021-01-29,120,2020-08-06,108,108,4172,3922,3922,7689081,7678859,0.998670582349178,7211127,3774384,0.9925972971463928,0.944194851584915,0.2147814837123917,0.19598119569784236,7678859,404028,0.05261562948349488,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-01-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-01-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-01-29.parquet
2021-02-26,120,2020-08-27,108,108,4200,3971,3971,7882435,7872877,0.9987874305338389,7340695,3879633,0.9970648010964142,0.9531760578032066,0.22326932072444153,0.20694271661139232,7872877,416238,0.05286987209377207,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-02-26.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-02-26.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-02-26.parquet
2021-03-31,120,2020-09-29,108,108,4234,4028,4028,8110378,8103319,0.9991296336619575,7507666,4005987,0.9976415844814095,0.9724097669525097,0.21158968031043177,0.1979939630981683,8103319,428736,0.052908690870987554,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-03-31.parquet
2021-04-30,120,2020-11-05,108,108,4287,4055,4055,8219485,8212024,0.9990922788958189,7403240,4053387,0.9961463430138365,0.9780655514236002,0.1870164599650745,0.16935648991377436,8212024,435495,0.05303138422391362,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-04-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-04-30.parquet
2021-05-31,120,2020-12-01,108,108,4325,4085,4085,8341570,8328648,0.998450891139198,7395644,4110289,0.995208045753582,0.9833277774455952,0.17876277293602694,0.15726301197947892,8328648,442645,0.05314728152756606,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-05-31.parquet
2021-06-30,120,2020-12-30,108,108,4373,4120,4120,8485140,8474173,0.9987075051207169,7364427,4162052,0.9937808545084722,0.9783986223369607,0.15834262385301584,0.1401722056379238,8474173,450923,0.053211446119875064,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-06-30.parquet
2021-07-30,120,2021-02-01,108,108,4416,4163,4163,8663203,8652415,0.9987547330935221,7545162,4231325,0.9935099633158194,0.9612058416777158,0.14976616709804488,0.13601281720833916,8652415,421959,0.048767771772389557,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-07-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-07-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-07-30.parquet
2021-08-31,120,2021-03-10,108,108,4455,4196,4196,8801110,8791372,0.9988935486546583,7356336,4304645,0.992315063071685,0.9552361887092546,0.12394973040707219,0.1102459919613514,8791372,429480,0.04885244305439469,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-08-31.parquet
2021-09-30,120,2021-04-08,108,108,4494,4249,4249,9024876,9015389,0.998948794421109,7665113,4425910,0.9973392540019029,0.9617879602430589,0.13904763853949414,0.1273475706932894,9015389,441903,0.04901652052950793,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-09-30.parquet
2021-10-29,120,2021-04-30,108,108,4525,4289,4289,9195616,9187180,0.9990826063202292,7861897,4525684,0.9973239910309443,0.9621528637202814,0.14637031330006434,0.13275440578341377,9187180,451424,0.04913629644787628,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-10-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-10-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-10-29.parquet
2021-11-30,120,2021-06-04,108,108,4558,4340,4340,9415630,9409104,0.9993068971486773,8107272,4655765,0.995007590587289,0.9623924079731841,0.15285854226021908,0.13846385467770417,9409104,463222,0.04923125517583821,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-11-30.parquet
2021-12-31,120,2021-07-08,108,108,4603,4390,4390,9633855,9628726,0.9994676066849667,8291675,4749568,0.9926680606201094,0.9745460649261178,0.15532179456729203,0.13754742865582117,9628726,477070,0.049546533985908414,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2021-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2021-12-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2021-12-31.parquet
2022-01-28,120,2021-08-04,108,108,4632,4433,4433,9823528,9818237,0.9994613951321766,8729652,4805712,0.9936498715628254,0.9963671045017866,0.17926830154218015,0.16132042250351214,9818237,488805,0.049785414631975174,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-01-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-01-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-01-28.parquet
2022-02-28,120,2021-08-26,108,108,4647,4458,4458,9934653,9929248,0.9994559447622378,8888228,4842328,0.9927101961473398,1.005783467540511,0.18937144832713332,0.16970417200268828,9929248,494635,0.049815957865087065,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-02-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-02-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-02-28.parquet
2022-03-31,120,2021-09-30,108,108,4681,4501,4501,10127250,10122161,0.9994974943839641,9680384,4910558,0.9973529268316704,1.0041021644911508,0.24240025716640232,0.22595713793014224,10122161,506593,0.050047909729947986,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-03-31.parquet
2022-04-29,120,2021-11-03,108,108,4714,4532,4532,10267246,10260515,0.9993444201103198,10086491,4937514,0.9986031797801147,1.0200707625563414,0.3212542482601132,0.3146802002514266,10260515,516334,0.05032242533635008,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-04-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-04-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-04-29.parquet
2022-05-31,120,2021-11-30,108,108,4724,4521,4521,10217460,10208276,0.9991011464688876,10076231,4911279,1.0012120145162915,1.026048334343524,0.3430686928281727,0.33513946727668487,10208276,515563,0.05050441426152663,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-05-31.parquet
2022-06-30,120,2021-12-29,108,108,4719,4555,4555,10371735,10363177,0.9991748728636047,10223091,4981011,0.9999560892099746,1.019882715119727,0.3518832941510909,0.3426364869532272,10363177,526049,0.05076136401028372,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-06-30.parquet
2022-07-29,120,2022-01-28,108,108,4740,4585,4585,10508820,10501454,0.9992990649758965,10333737,5047822,1.0005024658592119,1.025434853486433,0.33822151377096,0.3289171144958055,10501454,536161,0.0510558823568622,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-07-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-07-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-07-29.parquet
2022-08-31,120,2022-03-09,108,108,4787,4615,4615,10646805,10638896,0.9992571480364297,10474686,5112710,1.0009956533865434,1.0267733467695281,0.33368096878339965,0.32786917647017566,10638896,545274,0.05125287435839208,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-08-31.parquet
2022-09-30,120,2022-04-11,108,108,4829,4652,4652,10818226,10810634,0.9992982213534826,10576596,5237451,1.0001860742303488,1.031003962489291,0.3285571040495019,0.3172446734309623,10810634,556996,0.05152297265821783,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-09-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-09-30.parquet
2022-10-31,120,2022-05-06,108,108,4853,4667,4667,10888111,10883508,0.9995772453091266,10464820,5288238,0.9980046346869964,1.007598136746932,0.26718892576802206,0.24948478904052368,10883508,561471,0.051589156731450925,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-10-31.parquet
2022-11-30,120,2022-06-08,108,108,4877,4692,4692,11005086,11001480,0.9996723333193398,10489051,5334465,0.9978127147698563,0.9986519652343211,0.25617982688059987,0.23950374198433366,11001480,568348,0.05166104924064762,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-11-30.parquet
2022-12-30,120,2022-07-08,108,108,4905,4729,4729,11179356,11175484,0.9996536473120634,10607881,5396232,0.996118755570029,1.0012111117092926,0.25674511485054485,0.24048363101502637,11175484,577744,0.05169744773470214,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2022-12-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2022-12-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2022-12-30.parquet
2023-01-31,120,2022-08-01,108,108,4911,4754,4754,11297881,11294067,0.9996624145713696,10703574,5439033,0.996166631407508,1.0002190665958854,0.2616574273123955,0.24245144966190288,11294067,585837,0.051871216984988665,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-01-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-01-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-01-31.parquet
2023-02-28,120,2022-08-29,108,108,4925,4794,4794,11488821,11484282,0.999604920295999,10863947,5510438,0.9965497408704749,1.000275537641257,0.2589170459479016,0.2368031536348275,11484282,598011,0.052072127800414515,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-02-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-02-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-02-28.parquet
2023-03-31,120,2022-09-30,108,108,4947,4833,4833,11676528,11672987,0.9996967420452381,10875902,5560692,0.9975726950381899,0.9943347657654702,0.22475420196538526,0.20386943236850968,11672987,611074,0.0523494115088109,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-03-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-03-31.parquet
2023-04-28,120,2022-11-03,108,108,4973,4862,4862,11817091,11812949,0.9996494907249169,10466629,5637603,0.9967829828444185,0.9721303125450836,0.18899721904012465,0.16763837373458262,11812949,620620,0.05253726228734248,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-04-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-04-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-04-28.parquet
2023-05-31,120,2022-12-01,108,108,4995,4856,4856,11787940,11782889,0.9995715112224867,10338465,5663817,0.9993463139176031,0.9790893819257993,0.18328858726344432,0.15781538536984302,11782889,620656,0.05267434837076035,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-05-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-05-31.parquet
2023-06-30,120,2022-12-29,108,108,5019,4858,4858,11797653,11794049,0.9996945155108393,10461327,5763795,1.0007583216970184,0.9733685331039249,0.18484980102445273,0.16296129304707074,11794049,624924,0.05298638321750232,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-06-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-06-30.parquet
2023-07-31,120,2023-02-06,108,108,5030,4876,4876,11885250,11881802,0.9997098925138301,10456305,5836591,1.0006424065957855,0.9641569133772026,0.1781063075242884,0.15683634952206815,11881802,631636,0.053159949980651086,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-07-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-07-31.parquet
2023-08-31,120,2023-03-09,108,108,5050,4897,4897,11987856,11985084,0.999768765991183,10609658,5855039,0.9937749984066903,0.9570955472084944,0.1820447508095956,0.16102232032327676,11985084,637752,0.05321214269336785,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-08-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-08-31.parquet
2023-09-28,120,2023-04-07,108,108,5065,4929,4929,12145056,12141889,0.9997392354551514,10827750,5899638,0.9937144369748694,0.9635543304597101,0.1895544739543453,0.17186903389416763,12141889,647235,0.05330595593486318,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-09-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-09-28.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-09-28.parquet
2023-10-31,120,2023-05-05,108,108,5072,4946,4946,12228985,12227098,0.9998456944709638,11164027,5886491,0.993834419522303,0.982548877605276,0.20442881752664335,0.1862637201073642,12227098,652747,0.053385275884760226,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-10-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-10-31.parquet
2023-11-30,120,2023-06-06,108,108,5081,4976,4976,12377800,12376121,0.9998643539239607,11458433,5971395,0.9932632237083772,0.9788035204334025,0.22315723787448394,0.2066503463717873,12376121,662039,0.053493255277643134,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-11-30.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-11-30.parquet
2023-12-29,120,2023-07-07,108,108,5096,5014,5014,12567591,12566249,0.999893217403399,11731735,6027931,0.9957303707790084,0.987130223362749,0.23705209970375488,0.22097811736425993,12566249,674885,0.05370616163980198,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2023-12-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2023-12-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2023-12-29.parquet
2024-01-31,120,2023-08-08,108,108,5104,5041,5041,12703320,12701774,0.9998782995311462,12462170,6102373,0.9992546835849071,1.0245667054351697,0.3499725111808549,0.33811283559469485,12701774,684529,0.05389239329876284,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2024-01-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2024-01-31.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2024-01-31.parquet
2024-02-29,120,2023-08-29,108,108,5108,5047,5047,12733581,12732518,0.9999165199483162,12440157,6218162,0.9980537493109133,1.0405432782238977,0.44254322354076026,0.44875997415864144,12732518,687545,0.0539991382694295,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2024-02-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2024-02-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2024-02-29.parquet
2024-03-29,120,2023-09-27,108,108,5112,5057,5057,12784096,12783201,0.9999299911389902,12461723,6242710,0.9986163857711966,1.0386837389820298,0.4399970412780931,0.44877831440746335,12783201,691226,0.05407299783520575,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\B0_RAW_POSITIVE\W120\2024-03-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\edge_master\M1_RESIDUAL_POSITIVE\W120\2024-03-29.parquet,D:\M1_StockNetwork\output\M1_day4\02_step2_matched_networks\node_universe\W120\2024-03-29.parquet
