analysis_date,window,density_fraction,density_percent,common_node_count,common_valid_pair_count,edge_budget_k,raw_positive_pair_count,residual_positive_pair_count,raw_edge_threshold,residual_edge_threshold,raw_residual_overlap_count,raw_residual_overlap_fraction,raw_residual_jaccard,common_industry_labeled_pair_count,common_same_industry_pair_share,raw_same_industry_edge_share,residual_same_industry_edge_share,raw_industry_enrichment,residual_industry_enrichment
2018-01-31,60,0.002,0.2,3026,4568086,9136,4179553,2256930,0.742067277431488,0.497293084859848,2495,0.27309544658493873,0.15814159852950496,4568086,0.050231541175012905,0.1972416812609457,0.37390542907180385,3.9266500021118462,7.443638405779171
2018-02-28,60,0.002,0.2,2961,4372523,8745,4226368,2152518,0.8222806453704834,0.5307981371879578,1602,0.18319039451114924,0.10083081570996978,4372523,0.05000476841402549,0.1602058319039451,0.3385934819897084,3.2038110961235864,6.771223879815802
2018-03-30,60,0.002,0.2,3008,4512431,9024,4402867,2203076,0.826883852481842,0.5368104577064514,1557,0.17253989361702127,0.09441513552847007,4512431,0.05005284291327668,0.1713209219858156,0.33311170212765956,3.4228010241626494,6.6552004389604935
2018-04-27,60,0.002,0.2,3025,4563774,9127,4475347,2232833,0.8080558180809021,0.5380428433418274,1758,0.1926153171907527,0.10657129000969932,4563774,0.05002657887967283,0.16927796647310178,0.2848690697929221,3.3837605981464396,5.69435440464773
2018-05-31,60,0.002,0.2,3097,4783211,9566,4583186,2357973,0.7577860355377197,0.5040817856788635,2747,0.2871628684925779,0.1676533414708575,4783211,0.05045209170157871,0.1988291867029061,0.362952122099101,3.9409503153797782,7.193995528390427
2018-06-29,60,0.002,0.2,3080,4734395,9468,4635212,2343491,0.8082407116889954,0.49818187952041626,1598,0.16877904520490072,0.09216749336717038,4734395,0.05023302871855855,0.1561047739754964,0.3629066328686101,3.1076122216342417,7.224462512540768
2018-07-31,60,0.002,0.2,3166,5006518,10013,4917591,2470987,0.8338088989257812,0.5043548345565796,1502,0.15000499350843902,0.08108399913625566,5006518,0.05031121430103717,0.15789473684210525,0.39538599820233694,3.138360682319096,7.8588045169521195
2018-08-31,60,0.002,0.2,3263,5320405,10640,5240648,2639011,0.8491019606590271,0.5002811551094055,1527,0.14351503759398496,0.07730471320812028,5320405,0.050478112098609036,0.1394736842105263,0.36531954887218043,2.763052705657144,7.237187241839163
2018-09-28,60,0.002,0.2,3334,5554938,11109,5414338,2751488,0.7795330882072449,0.49555784463882446,2328,0.20955981636510937,0.11704374057315234,5554938,0.05051271499339867,0.20019803762714916,0.38059231253938247,3.963319684030295,7.534584363345362
2018-10-31,60,0.002,0.2,3359,5637927,11275,5594195,2812352,0.8627728819847107,0.500438392162323,1667,0.14784922394678493,0.07982569554182828,5637927,0.05034705131868504,0.13170731707317074,0.34323725055432375,2.6159886949385434,6.817425083779233
2018-11-30,60,0.002,0.2,3374,5688931,11377,5660758,2793384,0.8532289266586304,0.5014606714248657,1525,0.13404236617737542,0.07183569645296528,5688931,0.050018360215653875,0.14845741408104068,0.30289179924408893,2.9680583977756845,6.055612337912971
2018-12-28,60,0.002,0.2,3426,5865583,11731,5833364,2879647,0.8531672358512878,0.4960092008113861,1426,0.12155826442758504,0.06471228898166637,5865583,0.04980527937291144,0.14525615889523485,0.30722018583240984,2.916481158707005,6.168426112664346
2019-01-31,60,0.002,0.2,3492,6093700,12187,5965904,3001731,0.7652687430381775,0.48931071162223816,3072,0.25207187987199475,0.14421181109754952,6093700,0.04996077916536751,0.1982440305243292,0.3484860917370969,3.9679931705658964,6.975193292795265
