analysis_date,window,density_fraction,density_percent,common_node_count,common_valid_pair_count,edge_budget_k,raw_positive_pair_count,residual_positive_pair_count,raw_edge_threshold,residual_edge_threshold,raw_residual_overlap_count,raw_residual_overlap_fraction,raw_residual_jaccard,common_industry_labeled_pair_count,common_same_industry_pair_share,raw_same_industry_edge_share,residual_same_industry_edge_share,raw_industry_enrichment,residual_industry_enrichment
2022-10-31,60,0.005,0.5,4734,11202109,56010,10569042,5539556,0.746311366558075,0.5200486779212952,20176,0.36022138903767187,0.21967684334305998,11202109,0.051899691388469796,0.3244956257811105,0.44431351544367076,6.252361374410822,8.561004960857646
2022-11-30,60,0.005,0.5,4774,11392136,56960,10724732,5564564,0.7476547956466675,0.5253510475158691,16305,0.28625351123595505,0.16703375505813656,11392136,0.052076011030767186,0.31288623595505616,0.46797752808988763,6.008260420910482,8.986431925698003
2022-12-30,60,0.005,0.5,4812,11574193,57870,10480641,5602367,0.7066839933395386,0.5295422673225403,19904,0.3439433212372559,0.20768813389540464,11574193,0.05233341106373464,0.35156385000864004,0.49440124416796266,6.71777059554718,9.447143500083577
2023-01-31,60,0.005,0.5,4838,11699398,58496,9885069,5648822,0.6685048341751099,0.529579222202301,24983,0.4270890317286652,0.2715277853253486,11699398,0.05248449535608584,0.3877359135667396,0.48302448030634576,7.387627735317068,9.2031842362058
2023-02-28,60,0.005,0.5,4853,11772783,58863,10050738,5693449,0.667676568031311,0.5091512203216553,24547,0.41701918013013267,0.2634391869412636,11772783,0.05255443848748423,0.37016461954028845,0.5040347926541291,7.0434511374037925,9.590717875792057
2023-03-31,60,0.005,0.5,4884,11923855,59619,10388101,5816604,0.6400747895240784,0.4682972729206085,25462,0.42707861587748874,0.27151936529602455,11923855,0.05274049374132778,0.3175162280481055,0.4668310437947634,6.020349934632822,8.851472761790845
2023-04-28,60,0.005,0.5,4896,11982100,59910,10273676,6001079,0.653544008731842,0.47777339816093445,23462,0.3916207644800534,0.24348782664646423,11982100,0.05284390883067242,0.3156234351527291,0.5098647971957937,5.972749596629582,9.648506487844264
2023-05-31,60,0.005,0.5,4888,11942554,59712,9831365,5958956,0.64105623960495,0.48556292057037354,24453,0.40951567524115756,0.2574785987301387,11942554,0.053035556715925254,0.3266177652733119,0.5223238210075026,6.158467743117641,9.848559218586685
2023-06-30,60,0.005,0.5,4899,11995594,59977,9863447,5969949,0.6343700885772705,0.4930006265640259,28479,0.4748320189405939,0.3113309647444657,11995594,0.05318144311986551,0.3883655401237141,0.5253513846974673,7.302651401323918,9.878471772820818
2023-07-31,60,0.005,0.5,4920,12100018,60500,9748914,5959430,0.6100061535835266,0.49618661403656006,35285,0.5832231404958678,0.41165490287580936,12100018,0.05333405289149157,0.4305950413223141,0.4744793388429752,8.073548098779632,8.89636757604576
2023-08-31,60,0.005,0.5,4955,12273194,61365,10520344,5988972,0.6548598408699036,0.5154187083244324,29913,0.4874602786604742,0.32227932383076374,12273194,0.05344688595324086,0.4440805019147723,0.4610282734457753,8.308819007776908,8.62591459208897
2023-09-28,60,0.005,0.5,4998,12487240,62436,10957784,6053022,0.6805608868598938,0.5181988477706909,24779,0.3968703952847716,0.24755976941444457,12487240,0.053611606728148097,0.4512140431802165,0.5379748862835544,8.416349942060444,10.034671951010516
2023-10-31,60,0.005,0.5,5021,12602537,63012,11466554,6127632,0.7047803997993469,0.5185225605964661,24953,0.39600393575826826,0.24688585251951597,12602537,0.053752669006248505,0.4100012695994414,0.5564178251761569,7.62755184401691,10.351445527504426
2023-11-30,60,0.005,0.5,5044,12718180,63590,11444941,6239571,0.7084463238716125,0.5051219463348389,25176,0.39591130680924674,0.24681385043723775,12718180,0.053929178545986924,0.38729359962258214,0.5647586098443151,7.181522323621637,10.472227188899783
2023-12-29,60,0.005,0.5,5056,12778587,63892,11650537,6276674,0.7220796346664429,0.5051897168159485,26938,0.42161772991923874,0.26712016341748807,12778587,0.053994154439767086,0.3610780692418456,0.512317661053027,6.687354825505129,9.488391222507992
2024-01-31,60,0.005,0.5,5061,12804052,64020,12549378,6265718,0.8437784314155579,0.5237294435501099,19762,0.30868478600437366,0.18251168289033784,12804052,0.05406288571773998,0.23748828491096532,0.3839425179631365,4.392815547266225,7.101776253078388
2024-02-29,60,0.005,0.5,5068,12839513,64197,12487116,6354708,0.9160463809967041,0.6976792812347412,17784,0.2770222907612505,0.16078112286411717,12839513,0.05416342504579418,0.14709410097045034,0.17175257410782435,2.7157459271839803,3.1710065226231667
2024-03-29,60,0.005,0.5,5078,12890381,64451,12510227,6359732,0.9003496766090393,0.6662183403968811,14720,0.22839056027059315,0.12891699217039462,12890381,0.05418792508925842,0.14646785930396736,0.19928317636654203,2.702961205152353,3.6776306905695786
2024-04-30,60,0.005,0.5,5091,12956069,64780,12356103,6378872,0.890997588634491,0.6089800596237183,12947,0.19986106823093547,0.11102535737867991,12956069,0.05424754993200484,0.13656992899042913,0.21639394874961407,2.5175317440439082,3.989008702159772
2024-05-31,60,0.005,0.5,5075,12874529,64372,12062611,6244165,0.8114968538284302,0.48257607221603394,12485,0.1939507860560492,0.10738953543381588,12874529,0.05443639918788486,0.19350027962468153,0.4084073820915926,3.5546120337023717,7.502468719174322
2024-06-28,60,0.005,0.5,5074,12869455,64347,12188815,6265100,0.8324037790298462,0.4946879744529724,13739,0.2135142275475158,0.11951633247792615,12869455,0.054583430300661526,0.1824482881874835,0.3971280712387524,3.3425581203399064,7.275615860917033
2024-07-31,60,0.005,0.5,5068,12839406,64197,12126968,6273131,0.8011050224304199,0.5131551623344421,20320,0.3165256943470879,0.18801932009549013,12839406,0.05431092372964918,0.233017119180024,0.43835381715656496,4.290428208143628,8.071190601334973
2024-08-30,60,0.005,0.5,5068,12839649,64198,12170245,6290776,0.7791340947151184,0.5057543516159058,23452,0.3653073304464314,0.2234715657874676,12839649,0.05442329459317774,0.254151219664164,0.44431290694414155,4.669897726037762,8.16402076106283
2024-09-30,60,0.005,0.5,5067,12834527,64172,12693642,6252442,0.8543713688850403,0.4834951162338257,15388,0.2397930561615658,0.1362300364743794,12834527,0.054519110832833964,0.25497101539612294,0.4320264289721374,4.676727325541183,7.9243117206517395
2024-10-31,60,0.005,0.5,5062,12808977,64044,12698326,6319741,0.8835671544075012,0.525097131729126,12199,0.19047842108550372,0.10526452035999966,12808977,0.05454900887088797,0.22150396602335895,0.36952720004996564,4.060641441673791,6.77422390798336
2024-11-29,60,0.005,0.5,5054,12768120,63840,12687460,6287418,0.8797785043716431,0.5298629999160767,9153,0.14337406015037593,0.07722291123541472,12768120,0.05451938108351112,0.2169329573934837,0.3112938596491228,3.979006237455125,5.709783446959759
2024-12-31,60,0.005,0.5,5053,12763162,63815,12550615,6258824,0.81258225440979,0.5163277387619019,13901,0.2178327979315208,0.12222915878975459,12763162,0.05453288142859896,0.22137428504270157,0.28320927681579566,4.059464294630232,5.1933671831848365
2025-01-27,60,0.005,0.5,5059,12793578,63967,12420405,6272016,0.7741519212722778,0.5028889179229736,16698,0.26104084918786247,0.15011327268150598,12793578,0.054671335884300704,0.23133803367361297,0.3026560570294058,4.231431881657084,5.53591845039067
2025-02-28,60,0.005,0.5,5071,12854401,64272,12219926,6323670,0.7632483839988708,0.48895537853240967,18517,0.2881036843415484,0.16829505485017313,12854401,0.054680338663777486,0.20889345282549165,0.3212129698780184,3.8202662589555487,5.874377842703508
2025-03-31,60,0.005,0.5,5068,12839049,64195,11942259,6300230,0.7297044396400452,0.4759659171104431,20589,0.32072591323311783,0.1909908071353698,12839049,0.05461011948782188,0.2587584702858478,0.39353532206558145,4.73828793477647,7.2062710310190825
2025-04-30,60,0.005,0.5,5078,12888501,64442,12431051,6314643,0.8301317095756531,0.5016545057296753,11924,0.18503460476087025,0.10194938440492476,12888501,0.05473832837503756,0.21953074082120355,0.34465100400360016,4.01054886654735,6.296337762494993
