trade_date,window,min_valid_ratio,required_valid_days,current_universe_count,eligible_stock_count,eligible_stock_ratio,p_over_w,possible_pair_count,dense_matrix_memory_mb_float64,covariance_dimensionally_singular,covariance_rank_upper_bound,minimum_rank_deficiency,eligible_jaccard_vs_previous_day,entered_count,exited_count
2015-04-13,60,0.95,57,2663,1893,0.7108524220803605,31.55,1790778,27.33954620361328,True,59,1834,0.9916010498687664,4.0,12.0
2015-04-14,60,0.8,48,2663,2184,0.8201276755538865,36.4,2383836,36.39111328125,True,59,2125,0.9867941712204007,17.0,12.0
2015-04-14,60,0.9,54,2663,2017,0.7574164476154712,33.61666666666667,2033136,31.03858184814453,True,59,1958,0.9965346534653465,4.0,3.0
2015-04-14,60,0.95,57,2663,1878,0.7052196770559519,31.3,1762503,26.907989501953125,True,59,1819,0.9868282402528978,5.0,20.0
2015-04-15,60,0.8,48,2663,2183,0.819752159218926,36.38333333333333,2381653,36.35779571533203,True,59,2124,0.9958866544789763,4.0,5.0
2015-04-15,60,0.9,54,2663,2011,0.7551633496057079,33.516666666666666,2021055,30.85419464111328,True,59,1952,0.9891358024691358,8.0,14.0
2015-04-15,60,0.95,57,2663,1882,0.7067217423957942,31.366666666666667,1770021,27.022735595703125,True,59,1823,0.9925808161102279,9.0,5.0
2015-04-16,60,0.8,48,2663,2183,0.819752159218926,36.38333333333333,2381653,36.35779571533203,True,59,2124,0.993607305936073,7.0,7.0
2015-04-16,60,0.9,54,2663,2012,0.7555388659406684,33.53333333333333,2023066,30.8848876953125,True,59,1953,0.9896142433234422,11.0,10.0
2015-04-16,60,0.95,57,2663,1880,0.7059707097258731,31.333333333333332,1766260,26.96533203125,True,59,1821,0.9925847457627118,6.0,8.0
2015-04-17,60,0.8,48,2663,2185,0.8205031918888471,36.416666666666664,2386020,36.42444610595703,True,59,2126,0.9963436928702011,5.0,3.0
2015-04-17,60,0.9,54,2663,2000,0.7510326699211416,33.333333333333336,1999000,30.517578125,True,59,1941,0.9881070366699702,6.0,18.0
2015-04-17,60,0.95,57,2663,1875,0.7040931280510703,31.25,1756875,26.82209014892578,True,59,1816,0.9920424403183024,5.0,10.0
2015-04-20,60,0.8,48,2663,2188,0.8216297408937289,36.46666666666667,2392578,36.5245361328125,True,59,2129,0.9958922866271109,6.0,3.0
2015-04-20,60,0.9,54,2663,2001,0.7514081862561022,33.35,2001000,30.54810333251953,True,59,1942,0.9925298804780877,8.0,7.0
2015-04-20,60,0.95,57,2663,1869,0.7018400300413068,31.15,1745646,26.65070343017578,True,59,1810,0.9872611464968153,9.0,15.0
2015-04-21,60,0.8,48,2663,2189,0.8220052572286894,36.483333333333334,2394766,36.55792999267578,True,59,2130,0.9958960328317373,5.0,4.0
2015-04-21,60,0.9,54,2663,2003,0.7521592189260233,33.38333333333333,2005003,30.60919952392578,True,59,1944,0.9950174389636273,6.0,4.0
2015-04-21,60,0.95,57,2663,1878,0.7052196770559519,31.3,1762503,26.907989501953125,True,59,1819,0.986744432661718,17.0,8.0
2015-04-22,60,0.8,48,2673,2187,0.8181818181818182,36.45,2390391,36.49115753173828,True,59,2128,0.9981735159817352,1.0,3.0
2015-04-22,60,0.9,54,2673,2012,0.7527123082678638,33.53333333333333,2023066,30.8848876953125,True,59,1953,0.9856577645895154,19.0,10.0
2015-04-22,60,0.95,57,2673,1881,0.7037037037037037,31.35,1768140,26.99402618408203,True,59,1822,0.9952229299363057,6.0,3.0
2015-04-23,60,0.8,48,2681,2177,0.8120104438642297,36.28333333333333,2368576,36.15821075439453,True,59,2118,0.9945155393053017,1.0,11.0
2015-04-23,60,0.9,54,2681,2003,0.7471092875792614,33.38333333333333,2005003,30.60919952392578,True,59,1944,0.9895936570862239,6.0,15.0
2015-04-23,60,0.95,57,2681,1879,0.7008578888474449,31.316666666666666,1764381,26.93665313720703,True,59,1820,0.9883659439450027,10.0,12.0
2015-04-24,60,0.8,48,2691,2171,0.8067632850241546,36.18333333333333,2355535,35.95917510986328,True,59,2112,0.9944954128440368,3.0,9.0
2015-04-24,60,0.9,54,2691,2003,0.7443329617242661,33.38333333333333,2005003,30.60919952392578,True,59,1944,0.9930348258706467,7.0,7.0
2015-04-24,60,0.95,57,2691,1878,0.6978818283166109,31.3,1762503,26.907989501953125,True,59,1819,0.990990990990991,8.0,9.0
2015-04-27,60,0.8,48,2692,2167,0.8049777117384844,36.11666666666667,2346861,35.82678985595703,True,59,2108,0.9944827586206897,4.0,8.0
2015-04-27,60,0.9,54,2692,2007,0.7455423476968797,33.45,2013021,30.73157501220703,True,59,1948,0.9970119521912351,5.0,1.0
2015-04-27,60,0.95,57,2692,1884,0.6998514115898959,31.4,1773786,27.0802001953125,True,59,1825,0.986272439281943,16.0,10.0
2015-04-28,60,0.8,48,2693,2166,0.8043074637950242,36.1,2344695,35.793731689453125,True,59,2107,0.9949355432780848,5.0,6.0
2015-04-28,60,0.9,54,2693,2004,0.7441515038989974,33.4,2007006,30.6397705078125,True,59,1945,0.9905707196029777,8.0,11.0
2015-04-28,60,0.95,57,2693,1881,0.6984775343483104,31.35,1768140,26.99402618408203,True,59,1822,0.9889064976228209,9.0,12.0
2015-04-29,60,0.8,48,2693,2164,0.8035647976234682,36.06666666666667,2340366,35.7276611328125,True,59,2105,0.9972324723247232,2.0,4.0
2015-04-29,60,0.9,54,2693,1999,0.7422948384701077,33.31666666666667,1997001,30.48706817626953,True,59,1940,0.9935258964143426,4.0,9.0
2015-04-29,60,0.95,57,2693,1883,0.6992202005198663,31.383333333333333,1771903,27.05146026611328,True,59,1824,0.9925886712546321,8.0,6.0
2015-04-30,60,0.8,48,2693,2160,0.8020794652803565,36.0,2331720,35.595703125,True,59,2101,0.9944649446494465,4.0,8.0
2015-04-30,60,0.9,54,2693,1993,0.74006683995544,33.21666666666667,1985028,30.30432891845703,True,59,1934,0.996,1.0,7.0
2015-04-30,60,0.95,57,2693,1878,0.6973635350909766,31.3,1762503,26.907989501953125,True,59,1819,0.9910005293806247,6.0,11.0
2015-05-04,60,0.8,48,2693,2157,0.8009654660230227,35.95,2325246,35.49689483642578,True,59,2098,0.9903181189488244,9.0,12.0
2015-05-04,60,0.9,54,2693,1983,0.7363535090976606,33.05,1965153,30.00098419189453,True,59,1924,0.9919839679358717,3.0,13.0
2015-05-04,60,0.95,57,2693,1884,0.6995915336056443,31.4,1773786,27.0802001953125,True,59,1825,0.9936406995230525,9.0,3.0
2015-05-05,60,0.8,48,2693,2174,0.8072781284812477,36.233333333333334,2362051,36.058624267578125,True,59,2115,0.9894350022967386,20.0,3.0
2015-05-05,60,0.9,54,2693,1986,0.7374675083549944,33.1,1971105,30.091827392578125,True,59,1927,0.9944723618090452,7.0,4.0
2015-05-05,60,0.95,57,2693,1879,0.6977348681767546,31.316666666666666,1764381,26.93665313720703,True,59,1820,0.993114406779661,4.0,9.0
2015-05-06,60,0.8,48,2693,2179,0.8091347939101374,36.31666666666667,2372931,36.22467803955078,True,59,2120,0.9967889908256881,6.0,1.0
2015-05-06,60,0.9,54,2693,1982,0.7359821760118826,33.03333333333333,1963171,29.970733642578125,True,59,1923,0.9919678714859438,6.0,10.0
2015-05-06,60,0.95,57,2693,1868,0.6936502042331972,31.133333333333333,1743778,26.6221923828125,True,59,1809,0.9909670563230606,3.0,14.0
2015-05-07,60,0.8,48,2693,2171,0.8061641292239139,36.18333333333333,2355535,35.95917510986328,True,59,2112,0.9944979367262724,2.0,10.0
2015-05-07,60,0.9,54,2693,1986,0.7374675083549944,33.1,1971105,30.091827392578125,True,59,1927,0.9959758551307847,6.0,2.0
2015-05-07,60,0.95,57,2693,1854,0.688451541032306,30.9,1717731,26.224639892578125,True,59,1795,0.9893105291288081,3.0,17.0
2015-05-08,60,0.8,48,2693,2170,0.8057927961381359,36.166666666666664,2353365,35.926055908203125,True,59,2111,0.9958620689655172,4.0,5.0
2015-05-08,60,0.9,54,2693,1980,0.7352395098403268,33.0,1959210,29.9102783203125,True,59,1921,0.9939668174962293,3.0,9.0
2015-05-08,60,0.95,57,2693,1846,0.6854808763460825,30.766666666666666,1702935,25.998809814453125,True,59,1787,0.9881783987103707,7.0,15.0
2015-05-11,60,0.8,48,2693,2168,0.80505012996658,36.13333333333333,2349028,35.85986328125,True,59,2109,0.9944827586206897,5.0,7.0
2015-05-11,60,0.9,54,2693,1973,0.7326401782398811,32.88333333333333,1945378,29.69916534423828,True,59,1914,0.9904330312185297,6.0,13.0
2015-05-11,60,0.95,57,2693,1848,0.6862235425176383,30.8,1706628,26.05517578125,True,59,1789,0.9946004319654428,6.0,4.0
2015-05-12,60,0.8,48,2693,2159,0.8017081321945785,35.983333333333334,2329561,35.56275177001953,True,59,2100,0.9949285384970032,1.0,10.0
2015-05-12,60,0.9,54,2693,1967,0.7304121797252136,32.78333333333333,1933561,29.51880645751953,True,59,1908,0.9868885526979324,10.0,16.0
2015-05-12,60,0.95,57,2693,1850,0.6869662086891942,30.833333333333332,1710325,26.111602783203125,True,59,1791,0.9935309973045822,7.0,5.0
2015-05-13,60,0.8,48,2696,2156,0.7997032640949555,35.93333333333333,2323090,35.4639892578125,True,59,2097,0.996760758907913,2.0,5.0
2015-05-13,60,0.9,54,2696,1977,0.7333086053412463,32.95,1953276,29.81970977783203,True,59,1918,0.9849018621036739,20.0,10.0
2015-05-13,60,0.95,57,2696,1847,0.6850890207715133,30.783333333333335,1704781,26.02698516845703,True,59,1788,0.9929919137466308,5.0,8.0
2015-05-14,60,0.8,48,2699,2147,0.7954798073360504,35.78333333333333,2303731,35.16852569580078,True,59,2088,0.9949003245248029,1.0,10.0
2015-05-14,60,0.9,54,2699,1980,0.7336050389032975,33.0,1959210,29.9102783203125,True,59,1921,0.9944556451612904,7.0,4.0
2015-05-14,60,0.95,57,2699,1846,0.683957021118933,30.766666666666666,1702935,25.998809814453125,True,59,1787,0.9908355795148248,8.0,9.0
2015-05-15,60,0.8,48,2710,2151,0.7937269372693727,35.85,2312325,35.29969024658203,True,59,2092,0.9972118959107806,5.0,1.0
2015-05-15,60,0.9,54,2710,1978,0.7298892988929889,32.96666666666667,1955253,29.849884033203125,True,59,1919,0.9959657085224407,3.0,5.0
2015-05-15,60,0.95,57,2710,1847,0.681549815498155,30.783333333333335,1704781,26.02698516845703,True,59,1788,0.9886914378029079,11.0,10.0
2015-05-18,60,0.8,48,2715,2150,0.7918968692449355,35.833333333333336,2310175,35.266876220703125,True,59,2091,0.9958236658932714,4.0,5.0
2015-05-18,60,0.9,54,2715,1975,0.7274401473296501,32.916666666666664,1949325,29.75940704345703,True,59,1916,0.9944500504540867,4.0,7.0
2015-05-18,60,0.95,57,2715,1845,0.6795580110497238,30.75,1701090,25.97064971923828,True,59,1786,0.9775040171397965,20.0,22.0
2015-05-19,60,0.8,48,2717,2147,0.7902097902097902,35.78333333333333,2303731,35.16852569580078,True,59,2088,0.9967472118959108,2.0,5.0
2015-05-19,60,0.9,54,2717,1973,0.7261685682738315,32.88333333333333,1945378,29.69916534423828,True,59,1914,0.9939393939393939,5.0,7.0
2015-05-19,60,0.95,57,2717,1843,0.6783216783216783,30.716666666666665,1697403,25.91437530517578,True,59,1784,0.9924365207995678,6.0,8.0
2015-05-20,60,0.8,48,2715,2136,0.7867403314917127,35.6,2280180,34.80908203125,True,59,2077,0.9930200093066542,2.0,13.0
2015-05-20,60,0.9,54,2715,1965,0.7237569060773481,32.75,1929630,29.45880889892578,True,59,1906,0.9939240506329113,2.0,10.0
2015-05-20,60,0.95,57,2715,1842,0.6784530386740332,30.7,1695561,25.886260986328125,True,59,1783,0.9962080173347779,3.0,4.0
2015-05-21,60,0.8,48,2714,2129,0.7844509948415622,35.483333333333334,2265256,34.58130645751953,True,59,2070,0.9948550046772685,2.0,9.0
2015-05-21,60,0.9,54,2714,1947,0.717391304347826,32.45,1894431,28.92157745361328,True,59,1888,0.9888154550076258,2.0,20.0
