transition,before_regime,after_regime,before_n,after_n,boundary_before_date,boundary_after_date,before_ew_cumulative_return_20,after_ew_cumulative_return_20,delta_ew_cumulative_return_20,standardized_delta_ew_cumulative_return_20,before_ew_annualized_volatility_20,after_ew_annualized_volatility_20,delta_ew_annualized_volatility_20,standardized_delta_ew_annualized_volatility_20,before_ew_mean_abs_return_20,after_ew_mean_abs_return_20,delta_ew_mean_abs_return_20,standardized_delta_ew_mean_abs_return_20,before_negative_day_share_20,after_negative_day_share_20,delta_negative_day_share_20,standardized_delta_negative_day_share_20,before_mean_positive_stock_share_20,after_mean_positive_stock_share_20,delta_mean_positive_stock_share_20,standardized_delta_mean_positive_stock_share_20,before_cross_sectional_dispersion_20,after_cross_sectional_dispersion_20,delta_cross_sectional_dispersion_20,standardized_delta_cross_sectional_dispersion_20,before_max_drawdown_20,after_max_drawdown_20,delta_max_drawdown_20,standardized_delta_max_drawdown_20,before_dispersion_stock_cumulative_return_20,after_dispersion_stock_cumulative_return_20,delta_dispersion_stock_cumulative_return_20,standardized_delta_dispersion_stock_cumulative_return_20,V1_volatility_increases,V2_cumulative_return_decreases,V3_drawdown_worsens,V4_dispersion_increases,V5_negative_day_share_increases,V6_market_breadth_decreases,n_stress_direction_signals
3->4,3,4,10,4,2025-10-16,2025-11-13,0.016663775588424544,-0.007386475456251013,-0.024050251044675557,-0.39669412659590364,0.14746525451264114,0.12626731674721384,-0.021197937765427305,-0.2459592692489386,0.006721469896239321,0.005883765424343494,-0.000837704471895827,-0.2062979981937548,0.41999999999999993,0.5125,0.09250000000000003,0.8167008078578973,0.485,0.4458333333333333,-0.03916666666666668,-0.6863768410128016,0.013703922413419278,0.014747779899389628,0.0010438574859703495,0.27480846176229085,-0.035393349806186115,-0.02942010215021859,0.005973247655967524,0.2515733159551561,0.07433092700646825,0.05364238163806933,-0.020688545368398918,-0.8005745165588584,False,True,False,True,True,True,4
