window_id,window_start,network_date,window_size,step,stock_1,name_1,industry_1,stock_2,name_2,industry_2,same_industry,partial_correlation,abs_partial_correlation,selected_threshold_020,abs_partial_rank
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,600036,招商银行,银行,True,0.5965040553384098,0.5965040553384098,True,3
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,601398,工商银行,银行,True,0.11625028703741198,0.11625028703741198,False,27
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,601288,农业银行,银行,True,-0.10374638411018279,0.10374638411018279,False,34
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,600519,贵州茅台,食品饮料,False,0.014984630820680366,0.014984630820680366,False,91
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,000858,五粮液,食品饮料,False,0.09019843077394712,0.09019843077394712,False,43
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,000568,泸州老窖,食品饮料,False,-0.0550511894355429,0.0550511894355429,False,67
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,600887,伊利股份,食品饮料,False,-0.0021452983478823075,0.0021452983478823075,False,103
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,002460,赣锋锂业,新能源,False,-0.10387191070646254,0.10387191070646254,False,33
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,002415,海康威视,电子,False,-0.04938658062557652,0.04938658062557652,False,70
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,000725,京东方A,电子,False,-0.011459946463881012,0.011459946463881012,False,96
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,603501,韦尔股份,电子,False,0.012283298975852742,0.012283298975852742,False,94
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,002475,立讯精密,电子,False,-0.033203097013876845,0.033203097013876845,False,77
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,601318,中国平安,非银金融,False,0.45564745481210267,0.45564745481210267,True,4
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,600030,中信证券,非银金融,False,0.13373542517941478,0.13373542517941478,False,21
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,601398,工商银行,银行,True,0.03219860853373344,0.03219860853373344,False,79
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,601288,农业银行,银行,True,0.08306079929893681,0.08306079929893681,False,48
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,600519,贵州茅台,食品饮料,False,0.024961492477627835,0.024961492477627835,False,84
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,000858,五粮液,食品饮料,False,0.06713186175485204,0.06713186175485204,False,60
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,000568,泸州老窖,食品饮料,False,-0.029033333507640775,0.029033333507640775,False,81
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,600887,伊利股份,食品饮料,False,0.21387904637987784,0.21387904637987784,True,10
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,002460,赣锋锂业,新能源,False,0.13181073331302315,0.13181073331302315,False,23
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,002415,海康威视,电子,False,0.0687611156691028,0.0687611156691028,False,59
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,000725,京东方A,电子,False,0.03378607234656555,0.03378607234656555,False,76
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,603501,韦尔股份,电子,False,-0.09995520162309268,0.09995520162309268,False,36
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,002475,立讯精密,电子,False,-0.02242797840086758,0.02242797840086758,False,85
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,601318,中国平安,非银金融,False,-0.1029073628780871,0.1029073628780871,False,35
1,2023-01-04,2024-01-16,252,20,600036,招商银行,银行,600030,中信证券,非银金融,False,0.10438586709404972,0.10438586709404972,False,31
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,601288,农业银行,银行,True,0.8383835226327634,0.8383835226327634,True,1
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,600519,贵州茅台,食品饮料,False,-0.012265973268551321,0.012265973268551321,False,95
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,000858,五粮液,食品饮料,False,0.04396164073244504,0.04396164073244504,False,73
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,000568,泸州老窖,食品饮料,False,-0.11476367653844848,0.11476367653844848,False,28
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,600887,伊利股份,食品饮料,False,-0.016190609460336253,0.016190609460336253,False,89
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,002460,赣锋锂业,新能源,False,0.01623845662051064,0.01623845662051064,False,88
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,002415,海康威视,电子,False,0.073103648155894,0.073103648155894,False,56
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,000725,京东方A,电子,False,-0.05519532144618154,0.05519532144618154,False,66
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,603501,韦尔股份,电子,False,-0.061926190016355645,0.061926190016355645,False,64
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,002475,立讯精密,电子,False,0.028300052862231365,0.028300052862231365,False,83
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,601318,中国平安,非银金融,False,-0.015505352119584082,0.015505352119584082,False,90
1,2023-01-04,2024-01-16,252,20,601398,工商银行,银行,600030,中信证券,非银金融,False,0.06628445208175994,0.06628445208175994,False,61
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,600519,贵州茅台,食品饮料,False,0.006694951288197795,0.006694951288197795,False,100
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,000858,五粮液,食品饮料,False,-0.048584745369268795,0.048584745369268795,False,71
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,000568,泸州老窖,食品饮料,False,0.05699370353888976,0.05699370353888976,False,65
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,600887,伊利股份,食品饮料,False,-0.012441675925268436,0.012441675925268436,False,93
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,002460,赣锋锂业,新能源,False,-0.15245337775128817,0.15245337775128817,False,16
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,002415,海康威视,电子,False,-0.11118434611168487,0.11118434611168487,False,29
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,000725,京东方A,电子,False,0.10388285022683282,0.10388285022683282,False,32
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,603501,韦尔股份,电子,False,-0.010339893158928708,0.010339893158928708,False,97
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,002475,立讯精密,电子,False,-0.06290849163969364,0.06290849163969364,False,63
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,601318,中国平安,非银金融,False,0.08444040267685694,0.08444040267685694,False,47
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,600030,中信证券,非银金融,False,0.04833898177387727,0.04833898177387727,False,72
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,000858,五粮液,食品饮料,True,0.30928769588220784,0.30928769588220784,True,6
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,000568,泸州老窖,食品饮料,True,0.3121453697391885,0.3121453697391885,True,5
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,600887,伊利股份,食品饮料,True,0.09573789220176689,0.09573789220176689,False,40
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,002460,赣锋锂业,新能源,False,0.032619167751406046,0.032619167751406046,False,78
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,002415,海康威视,电子,False,0.013386565960793635,0.013386565960793635,False,92
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,000725,京东方A,电子,False,-0.13179679006658554,0.13179679006658554,False,24
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,603501,韦尔股份,电子,False,-0.08474156514444536,0.08474156514444536,False,46
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,002475,立讯精密,电子,False,0.06298886291804652,0.06298886291804652,False,62
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,601318,中国平安,非银金融,False,0.0182105230227552,0.0182105230227552,False,87
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,600030,中信证券,非银金融,False,0.09865390605105138,0.09865390605105138,False,39
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,000568,泸州老窖,食品饮料,True,0.6042272483469235,0.6042272483469235,True,2
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,600887,伊利股份,食品饮料,True,0.006355269963813413,0.006355269963813413,False,101
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,002460,赣锋锂业,新能源,False,0.18518907277689248,0.18518907277689248,False,15
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,002415,海康威视,电子,False,-0.009604265113417899,0.009604265113417899,False,99
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,000725,京东方A,电子,False,0.08951249607234228,0.08951249607234228,False,44
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,603501,韦尔股份,电子,False,0.09970211823012384,0.09970211823012384,False,37
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,002475,立讯精密,电子,False,-0.0012508918850908345,0.0012508918850908345,False,104
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,601318,中国平安,非银金融,False,-0.036766292921199005,0.036766292921199005,False,75
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,600030,中信证券,非银金融,False,-0.09240119548543513,0.09240119548543513,False,41
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,600887,伊利股份,食品饮料,True,0.14513866420893348,0.14513866420893348,False,17
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,002460,赣锋锂业,新能源,False,-0.18819710246616494,0.18819710246616494,False,14
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,002415,海康威视,电子,False,0.07669805464077593,0.07669805464077593,False,52
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,000725,京东方A,电子,False,-0.010307328177148805,0.010307328177148805,False,98
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,603501,韦尔股份,电子,False,-0.06978836079701242,0.06978836079701242,False,58
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,002475,立讯精密,电子,False,-0.020602863156341716,0.020602863156341716,False,86
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,601318,中国平安,非银金融,False,0.08218537841393901,0.08218537841393901,False,50
