window_id,window_start,network_date,window_size,step,stock_1,name_1,industry_1,stock_2,name_2,industry_2,same_industry,partial_correlation,abs_partial_correlation,selected_threshold_020,abs_partial_rank,density_match_rank,selected_density_matched,glasso_edge_count_target
1,2023-01-04,2024-01-16,252,20,002415,海康威视,电子,600519,贵州茅台,食品饮料,False,0.0133865659607936,0.0133865659607936,False,92,92,False,52
1,2023-01-04,2024-01-16,252,20,600887,伊利股份,食品饮料,601288,农业银行,银行,False,-0.0124416759252684,0.0124416759252684,False,93,93,False,52
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,603501,韦尔股份,电子,False,0.0122832989758527,0.0122832989758527,False,94,94,False,52
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,601398,工商银行,银行,False,-0.0122659732685513,0.0122659732685513,False,95,95,False,52
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,000725,京东方A,电子,False,-0.011459946463881,0.011459946463881,False,96,96,False,52
1,2023-01-04,2024-01-16,252,20,601288,农业银行,银行,603501,韦尔股份,电子,False,-0.0103398931589287,0.0103398931589287,False,97,97,False,52
1,2023-01-04,2024-01-16,252,20,000568,泸州老窖,食品饮料,000725,京东方A,电子,False,-0.0103073281771488,0.0103073281771488,False,98,98,False,52
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,002415,海康威视,电子,False,-0.0096042651134178,0.0096042651134178,False,99,99,False,52
1,2023-01-04,2024-01-16,252,20,600519,贵州茅台,食品饮料,601288,农业银行,银行,False,0.0066949512881977,0.0066949512881977,False,100,100,False,52
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,600887,伊利股份,食品饮料,True,0.0063552699638134,0.0063552699638134,False,101,101,False,52
1,2023-01-04,2024-01-16,252,20,002415,海康威视,电子,002460,赣锋锂业,新能源,False,-0.0046470448305347,0.0046470448305347,False,102,102,False,52
1,2023-01-04,2024-01-16,252,20,000001,平安银行,银行,600887,伊利股份,食品饮料,False,-0.0021452983478823,0.0021452983478823,False,103,103,False,52
1,2023-01-04,2024-01-16,252,20,000858,五粮液,食品饮料,002475,立讯精密,电子,False,-0.0012508918850908,0.0012508918850908,False,104,104,False,52
1,2023-01-04,2024-01-16,252,20,002460,赣锋锂业,新能源,600887,伊利股份,食品饮料,False,0.001079156751043,0.001079156751043,False,105,105,False,52
2,2023-02-08,2024-02-21,252,20,601288,农业银行,银行,601398,工商银行,银行,True,0.847760450494019,0.847760450494019,True,1,1,True,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,000858,五粮液,食品饮料,True,0.6456540745802615,0.6456540745802615,True,2,2,True,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,600036,招商银行,银行,True,0.5619521658514496,0.5619521658514496,True,3,3,True,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,600519,贵州茅台,食品饮料,True,0.3239902965914078,0.3239902965914078,True,4,4,True,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,603501,韦尔股份,电子,True,0.2727607596727125,0.2727607596727125,True,5,5,True,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,601318,中国平安,非银金融,False,0.2718061552984349,0.2718061552984349,True,6,6,True,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,600519,贵州茅台,食品饮料,True,0.254402231342294,0.254402231342294,True,7,7,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,603501,韦尔股份,电子,True,0.2442764304972003,0.2442764304972003,True,8,8,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,002475,立讯精密,电子,True,0.2430364295918322,0.2430364295918322,True,9,9,True,51
2,2023-02-08,2024-02-21,252,20,600030,中信证券,非银金融,601318,中国平安,非银金融,True,0.228716435323739,0.228716435323739,True,10,10,True,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,002475,立讯精密,电子,True,0.1888868853378464,0.1888868853378464,False,11,11,True,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,600030,中信证券,非银金融,False,0.1768302607086081,0.1768302607086081,False,12,12,True,51
2,2023-02-08,2024-02-21,252,20,600036,招商银行,银行,600887,伊利股份,食品饮料,False,0.175043641764684,0.175043641764684,False,13,13,True,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,601318,中国平安,非银金融,False,0.1693196668189824,0.1693196668189824,False,14,14,True,51
2,2023-02-08,2024-02-21,252,20,600887,伊利股份,食品饮料,601318,中国平安,非银金融,False,0.1674168399023476,0.1674168399023476,False,15,15,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,601288,农业银行,银行,False,0.1626527980999589,0.1626527980999589,False,16,16,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,002460,赣锋锂业,新能源,False,0.1624849335901513,0.1624849335901513,False,17,17,True,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,002460,赣锋锂业,新能源,False,0.1569572639776957,0.1569572639776957,False,18,18,True,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,601398,工商银行,银行,False,-0.1532250371694553,0.1532250371694553,False,19,19,True,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,603501,韦尔股份,电子,True,0.1424575699157448,0.1424575699157448,False,20,20,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,600519,贵州茅台,食品饮料,False,-0.1358218245218649,0.1358218245218649,False,21,21,True,51
2,2023-02-08,2024-02-21,252,20,002460,赣锋锂业,新能源,601318,中国平安,非银金融,False,0.1339056216984639,0.1339056216984639,False,22,22,True,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,601288,农业银行,银行,False,-0.1318127335670001,0.1318127335670001,False,23,23,True,51
2,2023-02-08,2024-02-21,252,20,002460,赣锋锂业,新能源,601288,农业银行,银行,False,-0.1204395422681038,0.1204395422681038,False,24,24,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,000858,五粮液,食品饮料,False,0.1203712726724748,0.1203712726724748,False,25,25,True,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,601318,中国平安,非银金融,False,-0.1163096584474148,0.1163096584474148,False,26,26,True,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,601288,农业银行,银行,False,-0.1160966620121037,0.1160966620121037,False,27,27,True,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,600887,伊利股份,食品饮料,True,0.1152813622218685,0.1152813622218685,False,28,28,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,002415,海康威视,电子,True,0.1133383436583906,0.1133383436583906,False,29,29,True,51
2,2023-02-08,2024-02-21,252,20,600519,贵州茅台,食品饮料,601318,中国平安,非银金融,False,0.112887622611103,0.112887622611103,False,30,30,True,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,600519,贵州茅台,食品饮料,False,0.1113852124462911,0.1113852124462911,False,31,31,True,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,002460,赣锋锂业,新能源,False,-0.1093528447843693,0.1093528447843693,False,32,32,True,51
2,2023-02-08,2024-02-21,252,20,002460,赣锋锂业,新能源,600036,招商银行,银行,False,0.1037304150843804,0.1037304150843804,False,33,33,True,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,601398,工商银行,银行,True,0.101566109092027,0.101566109092027,False,34,34,True,51
2,2023-02-08,2024-02-21,252,20,002460,赣锋锂业,新能源,600030,中信证券,非银金融,False,0.1000116266080095,0.1000116266080095,False,35,35,True,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,000858,五粮液,食品饮料,False,0.098360958498397,0.098360958498397,False,36,36,True,51
2,2023-02-08,2024-02-21,252,20,600036,招商银行,银行,600519,贵州茅台,食品饮料,False,0.0977831630554911,0.0977831630554911,False,37,37,True,51
2,2023-02-08,2024-02-21,252,20,601398,工商银行,银行,603501,韦尔股份,电子,False,-0.0962815915477771,0.0962815915477771,False,38,38,True,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,601288,农业银行,银行,False,0.09412823800889,0.09412823800889,False,39,39,True,51
2,2023-02-08,2024-02-21,252,20,600030,中信证券,非银金融,600519,贵州茅台,食品饮料,False,0.089637234572379,0.089637234572379,False,40,40,True,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,600519,贵州茅台,食品饮料,False,-0.0878577489122886,0.0878577489122886,False,41,41,True,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,603501,韦尔股份,电子,False,0.0860576539603596,0.0860576539603596,False,42,42,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,601398,工商银行,银行,False,-0.0860547614174747,0.0860547614174747,False,43,43,True,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,600030,中信证券,非银金融,False,0.0835460380395087,0.0835460380395087,False,44,44,True,51
2,2023-02-08,2024-02-21,252,20,600519,贵州茅台,食品饮料,603501,韦尔股份,电子,False,-0.0826408010190878,0.0826408010190878,False,45,45,True,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,601398,工商银行,银行,False,0.0813665721735899,0.0813665721735899,False,46,46,True,51
2,2023-02-08,2024-02-21,252,20,600887,伊利股份,食品饮料,603501,韦尔股份,电子,False,0.0782576326318193,0.0782576326318193,False,47,47,True,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,600887,伊利股份,食品饮料,False,0.0730596943725605,0.0730596943725605,False,48,48,True,51
2,2023-02-08,2024-02-21,252,20,600036,招商银行,银行,601288,农业银行,银行,True,0.0706317341190341,0.0706317341190341,False,49,49,True,51
2,2023-02-08,2024-02-21,252,20,600036,招商银行,银行,603501,韦尔股份,电子,False,-0.0700911843303192,0.0700911843303192,False,50,50,True,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,600030,中信证券,非银金融,False,-0.0690565920133237,0.0690565920133237,False,51,51,True,51
2,2023-02-08,2024-02-21,252,20,601318,中国平安,非银金融,603501,韦尔股份,电子,False,0.0690063577315752,0.0690063577315752,False,52,52,False,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,600036,招商银行,银行,False,0.0688506594767728,0.0688506594767728,False,53,53,False,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,601398,工商银行,银行,False,0.0685017666732729,0.0685017666732729,False,54,54,False,51
2,2023-02-08,2024-02-21,252,20,600519,贵州茅台,食品饮料,600887,伊利股份,食品饮料,True,0.0683918466301658,0.0683918466301658,False,55,55,False,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,601398,工商银行,银行,False,0.068312802980923,0.068312802980923,False,56,56,False,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,600030,中信证券,非银金融,False,0.0674824690178364,0.0674824690178364,False,57,57,False,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,002415,海康威视,电子,False,-0.0640562628097132,0.0640562628097132,False,58,58,False,51
2,2023-02-08,2024-02-21,252,20,000001,平安银行,银行,601288,农业银行,银行,True,-0.0623190516679276,0.0623190516679276,False,59,59,False,51
2,2023-02-08,2024-02-21,252,20,000725,京东方A,电子,601318,中国平安,非银金融,False,0.061462590263671,0.061462590263671,False,60,60,False,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,603501,韦尔股份,电子,False,-0.0613341258273313,0.0613341258273313,False,61,61,False,51
2,2023-02-08,2024-02-21,252,20,600030,中信证券,非银金融,603501,韦尔股份,电子,False,0.0605208766661993,0.0605208766661993,False,62,62,False,51
2,2023-02-08,2024-02-21,252,20,600030,中信证券,非银金融,601288,农业银行,银行,False,0.0603187221448622,0.0603187221448622,False,63,63,False,51
2,2023-02-08,2024-02-21,252,20,002415,海康威视,电子,600887,伊利股份,食品饮料,False,-0.0585504707443458,0.0585504707443458,False,64,64,False,51
2,2023-02-08,2024-02-21,252,20,002475,立讯精密,电子,600030,中信证券,非银金融,False,0.0578689931836115,0.0578689931836115,False,65,65,False,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,601288,农业银行,银行,False,-0.0552775358812896,0.0552775358812896,False,66,66,False,51
2,2023-02-08,2024-02-21,252,20,000568,泸州老窖,食品饮料,600036,招商银行,银行,False,-0.054860035570016,0.054860035570016,False,67,67,False,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,002475,立讯精密,电子,False,-0.0540372203087976,0.0540372203087976,False,68,68,False,51
2,2023-02-08,2024-02-21,252,20,600030,中信证券,非银金融,600036,招商银行,银行,False,0.0515811178514535,0.0515811178514535,False,69,69,False,51
2,2023-02-08,2024-02-21,252,20,601288,农业银行,银行,601318,中国平安,非银金融,False,0.047788508371185,0.047788508371185,False,70,70,False,51
2,2023-02-08,2024-02-21,252,20,000858,五粮液,食品饮料,600036,招商银行,银行,False,0.0470000259131332,0.0470000259131332,False,71,71,False,51
2,2023-02-08,2024-02-21,252,20,600030,中信证券,非银金融,601398,工商银行,银行,False,0.0461035974370155,0.0461035974370155,False,72,72,False,51
