method,n_windows,mean_edge_count,same_mean_persistence,cross_mean_persistence,same_persistent_rate_08,cross_persistent_rate_08,same_always_rate,cross_always_rate,mean_turnover,mean_gross_edge_changes,same_state_change_rate,cross_state_change_rate
Graphical Lasso,31,50.483870967741936,0.967741935483871,0.3732183045761441,0.9473684210526315,0.2558139534883721,0.7894736842105263,0.09302325581395349,0.09944258280319265,5.266666666666667,0.017543859649122806,0.05736434108527132
Density-matched Partial,31,50.483870967741936,0.8047538200339558,0.4092273068267067,0.5789473684210527,0.046511627906976744,0.3157894736842105,0.011627906976744186,0.25766764463482783,15.133333333333333,0.10350877192982456,0.15310077519379844
