design,window_size,step,overlap_ratio,stock_1,name_1,industry_1,stock_2,name_2,industry_2,same_industry,n_windows,windows_selected,persistence,persistent_08,always_selected,mean_abs_partial_when_selected
fixed_overlap,252,20,0.9206349206349207,600036,招商银行,银行,600519,贵州茅台,食品饮料,False,19,19,1.0,True,True,0.06382650376354768
fixed_overlap,252,20,0.9206349206349207,600036,招商银行,银行,600887,伊利股份,食品饮料,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,600036,招商银行,银行,601288,农业银行,银行,True,19,19,1.0,True,True,0.04083249131298787
fixed_overlap,252,20,0.9206349206349207,600036,招商银行,银行,601318,中国平安,非银金融,False,19,19,1.0,True,True,0.15547912266321348
fixed_overlap,252,20,0.9206349206349207,600036,招商银行,银行,601398,工商银行,银行,True,19,19,1.0,True,True,0.23023015041354075
fixed_overlap,252,20,0.9206349206349207,600036,招商银行,银行,603501,韦尔股份,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,000568,泸州老窖,食品饮料,True,19,19,1.0,True,True,0.21751905498265123
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,000725,京东方A,电子,False,19,1,0.05263157894736842,False,False,0.005042455027165174
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,000858,五粮液,食品饮料,True,19,19,1.0,True,True,0.3225798047458599
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,002415,海康威视,电子,False,19,8,0.42105263157894735,False,False,0.04648972877955951
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,002460,赣锋锂业,新能源,False,19,2,0.10526315789473684,False,False,0.006866774913356229
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,002475,立讯精密,电子,False,19,1,0.05263157894736842,False,False,0.008852124144624347
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,600030,中信证券,非银金融,False,19,15,0.7894736842105263,False,False,0.03022007253769304
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,600887,伊利股份,食品饮料,True,19,19,1.0,True,True,0.18044324109781823
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,601318,中国平安,非银金融,False,19,19,1.0,True,True,0.09880823841194318
fixed_overlap,252,20,0.9206349206349207,600519,贵州茅台,食品饮料,603501,韦尔股份,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,000725,京东方A,电子,False,19,8,0.42105263157894735,False,False,0.01067113275862031
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,002415,海康威视,电子,False,19,7,0.3684210526315789,False,False,0.0325911283001763
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,002460,赣锋锂业,新能源,False,19,8,0.42105263157894735,False,False,0.043754832446590654
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,002475,立讯精密,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,600030,中信证券,非银金融,False,19,12,0.631578947368421,False,False,0.01838315979199748
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,601318,中国平安,非银金融,False,19,18,0.9473684210526315,True,False,0.043364415478200365
fixed_overlap,252,20,0.9206349206349207,600887,伊利股份,食品饮料,603501,韦尔股份,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,000568,泸州老窖,食品饮料,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,000725,京东方A,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,000858,五粮液,食品饮料,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,002415,海康威视,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,002460,赣锋锂业,新能源,False,19,5,0.2631578947368421,False,False,0.017139071017102485
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,002475,立讯精密,电子,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,600030,中信证券,非银金融,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,600519,贵州茅台,食品饮料,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,600887,伊利股份,食品饮料,False,19,0,0.0,False,False,
fixed_overlap,252,20,0.9206349206349207,601288,农业银行,银行,601318,中国平安,非银金融,False,19,1,0.05263157894736842,False,False,0.005504640354484774
