setting,method,window_size,step,overlap_ratio,same_mean_persistence,cross_mean_persistence,persistence_gap_same_minus_cross,persistence_ratio_same_to_cross,same_persistent_rate_08,cross_persistent_rate_08,persistent_rate_gap_same_minus_cross,persistent_rate_ratio_same_to_cross,same_state_change_rate,cross_state_change_rate,state_change_gap_cross_minus_same,state_change_ratio_cross_to_same,same_persistence_higher,same_persistent_rate_higher,cross_state_change_higher
GLasso_W126,Graphical Lasso,126,10,0.9206349206349208,0.9473684210526316,0.3048397234443746,0.642528697608257,3.107759088442757,0.8947368421052632,0.1511627906976744,0.7435740514075888,5.919028340080972,0.0292397660818713,0.0662144702842377,0.0369747042023664,2.264534883720933,True,True,True
GLasso_W252,Graphical Lasso,252,20,0.9206349206349208,0.9889196675900278,0.3390452876376989,0.6498743799523289,2.9167775033251,1.0,0.1976744186046511,0.8023255813953489,5.058823529411766,0.0175438596491228,0.0516795865633074,0.0341357269141846,2.945736434108523,True,True,True
GLasso_W504,Graphical Lasso,504,40,0.9206349206349208,0.994736842105263,0.4127906976744186,0.5819461444308445,2.409785025945144,1.0,0.3604651162790697,0.6395348837209303,2.7741935483870974,0.0058479532163742,0.0439276485788113,0.0380796953624371,7.511627906976821,True,True,True
Partial_W252,Density-matched Partial,252,20,0.9206349206349207,0.8047538200339558,0.4092273068267067,0.3955265132072491,1.9665203338318296,0.5789473684210527,0.0465116279069767,0.5324357405140759,12.447368421052643,0.1035087719298245,0.1531007751937984,0.049592003263973894,1.4791091840756803,True,True,True
