regime,n_network_dates,start_date,end_date,mean_ew_cumulative_return_20,median_ew_cumulative_return_20,sd_ew_cumulative_return_20,mean_ew_annualized_volatility_20,median_ew_annualized_volatility_20,sd_ew_annualized_volatility_20,mean_ew_mean_abs_return_20,median_ew_mean_abs_return_20,sd_ew_mean_abs_return_20,mean_negative_day_share_20,median_negative_day_share_20,sd_negative_day_share_20,mean_mean_positive_stock_share_20,median_mean_positive_stock_share_20,sd_mean_positive_stock_share_20,mean_cross_sectional_dispersion_20,median_cross_sectional_dispersion_20,sd_cross_sectional_dispersion_20,mean_max_drawdown_20,median_max_drawdown_20,sd_max_drawdown_20,mean_dispersion_stock_cumulative_return_20,median_dispersion_stock_cumulative_return_20,sd_dispersion_stock_cumulative_return_20
1,7,2024-01-16,2024-07-18,0.01172929678370652,0.02445150826935305,0.049631097794128,0.165789068703779,0.16110210747401296,0.04537567005540115,0.008173576785035292,0.007325199984258608,0.0019975422644869204,0.5214285714285714,0.5,0.11126972805283736,0.49619047619047624,0.5033333333333333,0.06090151647532848,0.014368266324396478,0.014545196550490918,0.0017768222984984208,-0.04036173844825651,-0.04932481940435862,0.01594170304749949,0.08008489699046283,0.08198735384116436,0.012437166482492776
2,5,2024-08-15,2024-12-16,0.02909513238846384,-0.012293449280787239,0.12880951204876923,0.25668096586707667,0.21338410629787935,0.17551275836762817,0.012518704645212203,0.009888087363085099,0.008510956700476411,0.5000000000000001,0.5,0.11180339887498951,0.4633333333333334,0.4499999999999999,0.07325753658611972,0.01679364102731417,0.016635062726684406,0.004318247837527497,-0.0674022969367436,-0.06326009734409843,0.02737252630642713,0.06883357386683628,0.05530781815938533,0.02833951707529767
3,10,2025-01-14,2025-10-16,0.016663775588424544,0.029995255892043993,0.045776285803232945,0.14746525451264114,0.13487643887358378,0.05346309650512964,0.006721469896239321,0.006501774170582262,0.0016218288012307548,0.41999999999999993,0.42500000000000004,0.11832159566199234,0.485,0.4666666666666667,0.05396043360705815,0.013703922413419278,0.013264769557571065,0.0030031880962580366,-0.035393349806186115,-0.02673513473084388,0.028578384642083732,0.07433092700646825,0.06355453782052461,0.0293892962850468
4,4,2025-11-13,2026-02-09,-0.007386475456251013,-0.0032053914006411333,0.033142361774586605,0.12626731674721384,0.12434101251856344,0.007057127630361341,0.005883765424343494,0.005827131911474369,0.00017630665889839872,0.5125,0.5,0.13149778198382917,0.4458333333333333,0.445,0.04984234403857085,0.014747779899389628,0.015159890906639608,0.001415444920018501,-0.02942010215021859,-0.03212132880107926,0.010439595396756424,0.05364238163806933,0.05215383604258822,0.004781854716302036
5,5,2026-03-17,2026-07-14,-0.012756719036294984,-0.018713214899866437,0.014852813244333437,0.14570923155919693,0.11585990922671693,0.04600168851053024,0.007097324786596812,0.005734015078435082,0.002043207681464375,0.54,0.55,0.054772255750516606,0.4406666666666667,0.44666666666666666,0.040304397333844874,0.019111752708566708,0.017073494612368283,0.005824021338361302,-0.04035406898043614,-0.04249978864882309,0.009846736016531812,0.09478907513879972,0.09948865374417448,0.031216106040827876
