analysis_date,window,factor_order,factor_name,raw_nonmissing_n,industry_neutral_n,industry_size_neutral_n,industry_count,size_beta,industry_residual_max_abs_mean,industry_size_residual_max_abs_mean,industry_size_residual_logsize_corr
2015-06-30,60,3,cross_industry_degree_percentile,1802,1802,1802,28,0.06846120593686345,1.0177044392397268e-16,2.0877019919581747e-16,-3.8908409235983705e-17
2015-06-30,60,4,cross_industry_degree_ratio,1780,1780,1780,28,-0.02810627424870817,1.0034708107188915e-16,1.6246924440719925e-16,7.810780320408418e-17
2015-06-30,60,5,delta_residual_degree_percentile_1m,1663,1663,1663,28,0.0032302430729389325,1.4411548877345783e-17,1.4044990070559208e-17,-3.0494294542319976e-19
2015-06-30,60,6,delta_cross_industry_degree_percentile_1m,1663,1663,1663,28,0.001023355010712806,1.1379786002407854e-17,1.3061447348531253e-17,4.196340852341515e-18
2015-06-30,60,7,neighbor_jaccard_1m,1662,1662,1662,28,0.04572428153239618,3.515706244646329e-17,1.3877787807814457e-16,7.613854468008195e-17
2015-06-30,60,8,neighbor_retention_1m,1646,1646,1646,28,0.053493522385191894,6.999232111767292e-17,1.3033052897773578e-16,6.177764704903285e-18
2015-06-30,60,9,outside_community_degree_percentile,1802,1802,1802,28,0.06832605010280873,8.609892844031826e-17,1.9790932178100616e-16,-2.907962996319434e-17
2015-07-31,60,1,residual_degree_percentile,1572,1572,1572,28,0.09781897063282718,5.196788625904988e-17,2.964449673391477e-16,1.0640015288579008e-17
2015-07-31,60,2,delta_degree_percentile,1572,1572,1572,28,0.15026982883333034,1.8897413185109047e-17,4.194175870806147e-16,-2.3850996130893736e-17
2015-07-31,60,3,cross_industry_degree_percentile,1572,1572,1572,28,0.09221257951001989,6.661338147750939e-17,3.0241149551356876e-16,-8.80229617513852e-17
2015-07-31,60,4,cross_industry_degree_ratio,1374,1374,1374,28,-0.02369144178561073,8.551717892382963e-17,1.2902591907805872e-16,8.534134010220764e-17
2015-07-31,60,5,delta_residual_degree_percentile_1m,1423,1423,1423,28,0.02894236220472378,9.773090005503138e-18,7.904305229668235e-17,2.6059497191648403e-17
2015-07-31,60,6,delta_cross_industry_degree_percentile_1m,1423,1423,1423,28,0.03201088441022096,1.850371707708594e-17,7.993605777301127e-17,5.732730863932093e-17
2015-07-31,60,7,neighbor_jaccard_1m,1412,1412,1412,28,0.023593135407239875,4.344350965924526e-17,1.0860877414811314e-16,7.34824868257198e-17
2015-07-31,60,8,neighbor_retention_1m,1393,1393,1393,28,0.050961208745019866,8.326672684688674e-17,1.9308226515220113e-16,7.858681801008856e-17
2015-07-31,60,9,outside_community_degree_percentile,1572,1572,1572,28,0.0857310769498832,9.62193288008469e-17,2.618137878966787e-16,6.982921125308032e-18
2015-07-31,120,1,residual_degree_percentile,1534,1534,1534,28,0.1034788818312101,4.6557739742345276e-17,4.018524643480186e-16,8.17784663736011e-17
2015-07-31,120,2,delta_degree_percentile,1534,1534,1534,28,0.14149591743876663,3.2138034923359796e-17,5.237356442253456e-16,2.556340372671998e-16
2015-07-31,120,3,cross_industry_degree_percentile,1534,1534,1534,28,0.09746013256920216,8.326672684688674e-17,3.2703308660154067e-16,1.331193807743729e-16
2015-07-31,120,4,cross_industry_degree_ratio,1277,1277,1277,28,-0.011362147396554135,1.0225738384705389e-16,1.1253624295064087e-16,5.820517720281064e-17
2015-07-31,120,5,delta_residual_degree_percentile_1m,0,0,0,0,,,,
2015-07-31,120,6,delta_cross_industry_degree_percentile_1m,0,0,0,0,,,,
2015-07-31,120,7,neighbor_jaccard_1m,0,0,0,0,,,,
2015-07-31,120,8,neighbor_retention_1m,0,0,0,0,,,,
2015-07-31,120,9,outside_community_degree_percentile,1534,1534,1534,28,0.10498563057040346,7.533656238527848e-17,3.662529217105815e-16,1.6477261751156227e-16
2015-08-31,60,1,residual_degree_percentile,1645,1645,1645,28,0.0915369055728102,5.258951169277057e-17,2.944798876292336e-16,-1.8256454391015072e-17
2015-08-31,60,2,delta_degree_percentile,1645,1645,1645,28,0.15216905943980208,4.4408920985006264e-17,5.063850573429186e-16,4.0752521383279947e-17
2015-08-31,60,3,cross_industry_degree_percentile,1645,1645,1645,28,0.08536568168149952,4.947733044525154e-17,2.504169711098964e-16,-2.9941765917049473e-17
2015-08-31,60,4,cross_industry_degree_ratio,1463,1463,1463,28,-0.017855518940758503,1.0658141036401502e-16,1.4654943925052067e-16,7.247316386583001e-18
2015-08-31,60,5,delta_residual_degree_percentile_1m,1455,1455,1455,28,0.0036456568113938824,1.5139404881252134e-17,1.5139404881252134e-17,-1.675146218938632e-17
2015-08-31,60,6,delta_cross_industry_degree_percentile_1m,1455,1455,1455,28,0.002706697184057264,2.0816681711721685e-17,2.0816681711721685e-17,-1.4498413143890997e-17
2015-08-31,60,7,neighbor_jaccard_1m,1394,1394,1394,28,0.07559442261955557,3.3703198961835107e-17,2.258857783361228e-16,-9.245261739227173e-17
2015-08-31,60,8,neighbor_retention_1m,1269,1269,1269,28,0.09337883000578169,1.0362081563168128e-16,2.3200320265749074e-16,-3.187341085181909e-17
2015-08-31,60,9,outside_community_degree_percentile,1645,1645,1645,28,0.08645309068222198,5.487309202170314e-17,2.519589475329869e-16,-3.500493042043478e-17
2015-08-31,120,1,residual_degree_percentile,1506,1506,1506,28,0.11189982025501649,5.080681638115123e-17,2.418156998841094e-16,9.820090404891232e-17
2015-08-31,120,2,delta_degree_percentile,1506,1506,1506,28,0.15481557964696216,2.3790493384824782e-17,3.4170197535685375e-16,0.0
2015-08-31,120,3,cross_industry_degree_percentile,1506,1506,1506,28,0.1056397298490044,7.832395310711721e-17,2.8619082412559593e-16,4.1111841265641114e-17
2015-08-31,120,4,cross_industry_degree_ratio,1193,1193,1193,28,-0.008745436286764217,1.216520973791395e-16,1.1338447911065428e-16,1.0832313377447365e-17
2015-08-31,120,5,delta_residual_degree_percentile_1m,1437,1437,1437,28,0.01273157090549667,4.562560375171876e-18,4.55984456542475e-17,7.25471127920346e-17
2015-08-31,120,6,delta_cross_industry_degree_percentile_1m,1437,1437,1437,28,0.012084617435499406,9.25185853854297e-18,4.163336342344337e-17,5.60329323264349e-17
2015-08-31,120,7,neighbor_jaccard_1m,1263,1263,1263,28,0.04813222397674946,5.978123978750843e-17,1.576120186744642e-16,7.975429111579543e-17
2015-08-31,120,8,neighbor_retention_1m,1194,1194,1194,28,0.07170316620502143,6.298380620469638e-17,1.9308226515220113e-16,8.725524358402624e-18
2015-08-31,120,9,outside_community_degree_percentile,1506,1506,1506,28,0.11793231948935154,7.90328254817908e-17,2.9428514419858603e-16,-3.005025360495331e-17
2015-09-30,60,1,residual_degree_percentile,1769,1769,1769,28,0.08588783320148162,5.163828021512356e-17,2.1741867565575981e-16,8.720761211072315e-17
2015-09-30,60,2,delta_degree_percentile,1769,1769,1769,28,0.15761673743173096,4.4408920985006264e-17,3.793262000802618e-16,1.2901410208456985e-16
2015-09-30,60,3,cross_industry_degree_percentile,1769,1769,1769,28,0.08063510125925741,7.065055611250996e-17,2.340431089672042e-16,2.9922757228115333e-17
2015-09-30,60,4,cross_industry_degree_ratio,1529,1529,1529,28,-0.008996969486546469,1.1102230246251565e-16,1.2278313958778214e-16,7.634725992457733e-18
2015-09-30,60,5,delta_residual_degree_percentile_1m,1570,1570,1570,28,-5.267271417290305e-05,9.25185853854297e-18,7.93016446160826e-18,2.353626019923581e-17
2015-09-30,60,6,delta_cross_industry_degree_percentile_1m,1570,1570,1570,28,0.000727255267011296,1.3877787807814457e-17,1.8041124150158794e-17,1.3370476842683628e-17
2015-09-30,60,7,neighbor_jaccard_1m,1478,1478,1478,28,0.05959742593276548,7.930164461608261e-17,1.4239817054974833e-16,3.2377307607463764e-18
2015-09-30,60,8,neighbor_retention_1m,1385,1385,1385,28,0.08086588407029714,1.030921380009074e-16,2.0152961425260994e-16,6.419852941150245e-17
2015-09-30,60,9,outside_community_degree_percentile,1769,1769,1769,28,0.05921776806262057,5.551115123125783e-17,1.5041731301373088e-16,3.131411889841302e-17
2015-09-30,120,1,residual_degree_percentile,1562,1562,1562,28,0.11749154652252072,5.181040781584064e-17,3.105623866181181e-16,3.9030367634786535e-17
2015-09-30,120,2,delta_degree_percentile,1562,1562,1562,28,0.18767331757615607,2.0259544244984608e-17,4.860976486196631e-16,2.655444766684621e-17
2015-09-30,120,3,cross_industry_degree_percentile,1562,1562,1562,28,0.11259956848008887,1.08966333898395e-16,3.1806389354126107e-16,-9.021508178409238e-17
2015-09-30,120,4,cross_industry_degree_ratio,1161,1161,1161,28,0.0008997060008118751,8.723180907769087e-17,8.772744435654138e-17,-4.0799595862308035e-18
2015-09-30,120,5,delta_residual_degree_percentile_1m,1455,1455,1455,28,0.006234046232720022,7.569702440626067e-18,1.9230648819400032e-17,3.481096612550539e-17
2015-09-30,120,6,delta_cross_industry_degree_percentile_1m,1455,1455,1455,28,0.008309736884611509,7.304098846218135e-18,2.279922282712375e-17,-1.328787254396283e-17
2015-09-30,120,7,neighbor_jaccard_1m,1214,1214,1214,28,0.07008411874562517,1.0177044392397268e-16,2.353360073325156e-16,-4.468492392183589e-17
2015-09-30,120,8,neighbor_retention_1m,1148,1148,1148,28,0.08182174397361176,7.686159401251084e-17,3.716833604179872e-16,3.0760497989941863e-17
2015-09-30,120,9,outside_community_degree_percentile,1562,1562,1562,28,0.10573566031201867,9.912705577010327e-17,2.5955213954074604e-16,8.397338078529641e-17
2015-10-30,60,1,residual_degree_percentile,1962,1962,1962,28,0.09738884813059169,4.9343245538895844e-17,3.370701154090319e-16,-7.024820773664312e-17
2015-10-30,60,2,delta_degree_percentile,1962,1962,1962,28,0.15917233046653742,3.416070845000482e-17,5.639185699598452e-16,-1.1184261849442934e-16
2015-10-30,60,3,cross_industry_degree_percentile,1962,1962,1962,28,0.09212021333719023,6.230843505549347e-17,3.2012320145141234e-16,-2.5387790813372664e-17
2015-10-30,60,4,cross_industry_degree_ratio,1761,1761,1761,28,-0.0035368427147140897,1.4802973661668753e-16,1.5268194957498898e-16,2.3072708232224218e-17
2015-10-30,60,5,delta_residual_degree_percentile_1m,1680,1680,1680,28,0.01296280579555758,9.25185853854297e-18,4.163336342344337e-17,1.8902604377935474e-17
2015-10-30,60,6,delta_cross_industry_degree_percentile_1m,1680,1680,1680,28,0.012841091260633132,1.1102230246251566e-17,4.336808689942018e-17,-5.6445242607981665e-18
2015-10-30,60,7,neighbor_jaccard_1m,1584,1584,1584,28,0.06457725423481603,4.697097411875662e-17,1.9001894075315178e-16,-8.627966543098366e-17
2015-10-30,60,8,neighbor_retention_1m,1446,1446,1446,28,0.0931625216421083,1.1102230246251565e-16,2.4105527315491413e-16,-4.246535486720282e-17
2015-10-30,60,9,outside_community_degree_percentile,1962,1962,1962,28,0.07908077688060557,9.469549327685158e-17,3.101151813977e-16,-8.811964238527439e-17
2015-10-30,120,1,residual_degree_percentile,1618,1618,1618,28,0.11385948493324685,4.844609562000683e-17,3.2948554279198194e-16,-5.43407181281696e-17
2015-10-30,120,2,delta_degree_percentile,1618,1618,1618,28,0.17655074939596888,1.9329775875170135e-17,5.537685005892414e-16,-4.908052049070667e-17
2015-10-30,120,3,cross_industry_degree_percentile,1618,1618,1618,28,0.10977431071691575,6.560408781875925e-17,3.3306690738754696e-16,-4.0181047693907394e-17
2015-10-30,120,4,cross_industry_degree_ratio,1226,1226,1226,28,0.005480411162585637,1.2560098864446215e-16,1.1775092685418326e-16,-6.192924489926967e-18
2015-10-30,120,5,delta_residual_degree_percentile_1m,1499,1499,1499,28,0.002763619323165839,3.469446951953614e-18,8.200510977344907e-18,-1.673228430664615e-17
2015-10-30,120,6,delta_cross_industry_degree_percentile_1m,1499,1499,1499,28,0.0029553135913164847,3.0839528461809902e-18,1.02798428206033e-17,-1.0003155450050585e-17
2015-10-30,120,7,neighbor_jaccard_1m,1202,1202,1202,28,0.08134356676751672,9.776590813863319e-17,2.668805347656626e-16,-1.6763050854363523e-17
2015-10-30,120,8,neighbor_retention_1m,1114,1114,1114,28,0.07566669426853553,9.394194823751324e-17,3.285353848380565e-16,-1.9660926749207526e-17
2015-10-30,120,9,outside_community_degree_percentile,1618,1618,1618,28,0.1027141059701544,6.41462192005646e-17,3.577385301569949e-16,-5.373289908725777e-18
2015-11-30,60,1,residual_degree_percentile,2037,2037,2037,28,0.09903955325730524,4.7580986769649563e-17,2.5376526277146434e-16,7.442127525644322e-18
2015-11-30,60,2,delta_degree_percentile,2037,2037,2037,28,0.1627546612183164,1.644774851296528e-17,4.886963849466091e-16,4.0799023740675444e-17
2015-11-30,60,3,cross_industry_degree_percentile,2037,2037,2037,28,0.09367761283518188,7.34936368413836e-17,2.8399901478134586e-16,5.3044516131539607e-17
2015-11-30,60,4,cross_industry_degree_ratio,1950,1950,1950,28,-0.006750480485109938,8.570142646229278e-17,9.29142240729332e-17,2.7234834332496466e-17
2015-11-30,60,5,delta_residual_degree_percentile_1m,1888,1888,1888,28,-0.0014524109798048999,1.4593137694815202e-17,1.3233972909513787e-17,-1.6469911079446407e-18
2015-11-30,60,6,delta_cross_industry_degree_percentile_1m,1888,1888,1888,28,-0.0011776205037028254,1.9308226515220113e-17,9.654113257610057e-18,-4.1949805698634584e-18
2015-11-30,60,7,neighbor_jaccard_1m,1852,1852,1852,28,0.07460138861262498,1.9184000793155278e-17,2.136655632297471e-16,3.959002754453241e-17
2015-11-30,60,8,neighbor_retention_1m,1689,1689,1689,28,0.09095553688068285,4.8348422040127785e-17,3.0912391083999893e-16,1.0620377340727321e-17
2015-11-30,60,9,outside_community_degree_percentile,2037,2037,2037,28,0.08957514269034161,1.0775694062538284e-16,2.7755575615628914e-16,3.490699278674257e-17
2015-11-30,120,1,residual_degree_percentile,1723,1723,1723,28,0.11726329628956123,4.9187096027696806e-17,3.843726683740125e-16,2.6602744452042192e-17
2015-11-30,120,2,delta_degree_percentile,1723,1723,1723,28,0.18174951980928225,2.6433881538694202e-17,5.729543823511968e-16,-4.972136302821079e-17
2015-11-30,120,3,cross_industry_degree_percentile,1723,1723,1723,28,0.11512118881862896,7.745742032268534e-17,3.6478756523398e-16,-2.406288481279887e-17
2015-11-30,120,4,cross_industry_degree_ratio,1364,1364,1364,28,0.015130800844414559,1.1102230246251565e-16,1.2985644305883528e-16,-3.5631084149571467e-17
2015-11-30,120,5,delta_residual_degree_percentile_1m,1558,1558,1558,28,0.0015974573448059915,5.077239441883338e-18,7.36199719073084e-18,-3.1136670345995374e-17
2015-11-30,120,6,delta_cross_industry_degree_percentile_1m,1558,1558,1558,28,0.002422286359607762,6.938893903907228e-18,7.93016446160826e-18,-1.0972099304615153e-17
2015-11-30,120,7,neighbor_jaccard_1m,1309,1309,1309,28,0.10828720655365369,5.551115123125783e-17,3.403775277505921e-16,-2.010394587182813e-17
2015-11-30,120,8,neighbor_retention_1m,1175,1175,1175,28,0.10213002066946408,8.039546040389065e-17,4.1831617534983576e-16,3.524315395525937e-17
2015-11-30,120,9,outside_community_degree_percentile,1723,1723,1723,28,0.10928136076831063,9.032322912204664e-17,4.003531513042231e-16,-1.76330291231621e-17
2015-12-31,60,1,residual_degree_percentile,2119,2119,2119,28,0.0758202011416063,5.398332138085624e-17,2.2154896964618078e-16,-5.150066803931324e-17
2015-12-31,60,2,delta_degree_percentile,2119,2119,2119,28,0.057088150825987394,1.586032892321652e-17,1.7666644161693958e-16,5.300121451091499e-18
2015-12-31,60,3,cross_industry_degree_percentile,2119,2119,2119,28,0.06896787925521271,7.465292751789846e-17,2.0271482904986118e-16,2.915199264315208e-17
2015-12-31,60,4,cross_industry_degree_ratio,2030,2030,2030,28,-0.0201982780029612,1.4186183092432555e-16,1.4436754261184762e-16,-2.752609628350094e-17
2015-12-31,60,5,delta_residual_degree_percentile_1m,1955,1955,1955,28,-0.019545151306841948,1.721873672451053e-17,6.511885048282168e-17,1.2228199086217308e-17
2015-12-31,60,6,delta_cross_industry_degree_percentile_1m,1955,1955,1955,28,-0.020264500002390794,1.7543618549501294e-17,6.778765583047831e-17,2.742511620316419e-18
2015-12-31,60,7,neighbor_jaccard_1m,1933,1933,1933,28,0.01692533240721472,2.5850781210634773e-17,6.924586906167214e-17,-3.185359973953689e-17
2015-12-31,60,8,neighbor_retention_1m,1870,1870,1870,28,0.024733081900156616,7.686159401251084e-17,6.840768131528742e-17,7.459904275279476e-18
2015-12-31,60,9,outside_community_degree_percentile,2119,2119,2119,28,0.07516984342034622,1.0804849078941255e-16,3.2563237820478923e-16,-1.2193006639375845e-17
2015-12-31,120,1,residual_degree_percentile,1836,1836,1836,28,0.11001754977978105,5.224578939412501e-17,3.5933024775502376e-16,1.7977463061181808e-16
2015-12-31,120,2,delta_degree_percentile,1836,1836,1836,28,0.1272124645857383,1.850371707708594e-17,4.455814450982147e-16,1.5060744132694072e-16
2015-12-31,120,3,cross_industry_degree_percentile,1836,1836,1836,28,0.1052119315586489,9.62193288008469e-17,3.831357888902501e-16,1.4880401025826447e-16
2015-12-31,120,4,cross_industry_degree_ratio,1356,1356,1356,28,0.013444030142979062,9.057082569310487e-17,1.1836936659606448e-16,-2.5662520449644146e-17
2015-12-31,120,5,delta_residual_degree_percentile_1m,1666,1666,1666,28,0.004694947742707259,7.97234618746788e-18,1.601851039519009e-17,-2.2797000216345192e-17
2015-12-31,120,6,delta_cross_industry_degree_percentile_1m,1666,1666,1666,28,0.002434397465650711,9.063045098980869e-18,1.1234399653945037e-17,-1.506139006919971e-17
2015-12-31,120,7,neighbor_jaccard_1m,1409,1409,1409,28,0.07751737261678926,1.0744093786695064e-16,2.572728355140988e-16,-5.557591832120534e-18
2015-12-31,120,8,neighbor_retention_1m,1309,1309,1309,28,0.09587922834246496,8.326672684688674e-17,3.3306690738754696e-16,1.5051869922335404e-17
2015-12-31,120,9,outside_community_degree_percentile,1836,1836,1836,28,0.09903873717254742,7.065055611250996e-17,3.5022761274129604e-16,2.5301055293955275e-16
2016-01-29,60,1,residual_degree_percentile,2199,2199,2199,28,0.08492795879731595,5.181040781584064e-17,2.6323029777402906e-16,4.591508479646091e-17
2016-01-29,60,2,delta_degree_percentile,2199,2199,2199,28,0.06709217785314657,1.466332296674735e-17,2.0724163126336256e-16,-2.2805031956632355e-17
2016-01-29,60,3,cross_industry_degree_percentile,2199,2199,2199,28,0.0789593285445103,7.713887249018944e-17,2.794699337849532e-16,1.1728783489689289e-17
2016-01-29,60,4,cross_industry_degree_ratio,2069,2069,2069,28,-0.01781563307331088,9.62193288008469e-17,1.3438324527233666e-16,4.6626843564967135e-17
2016-01-29,60,5,delta_residual_degree_percentile_1m,2037,2037,2037,28,0.008151179068537151,9.389945979416747e-18,2.7259940336778396e-17,-8.089845120743278e-18
2016-01-29,60,6,delta_cross_industry_degree_percentile_1m,2037,2037,2037,28,0.009386622969502868,1.3754975526329373e-17,3.8808680949286444e-17,-1.7769666040392593e-17
2016-01-29,60,7,neighbor_jaccard_1m,2008,2008,2008,28,0.028224707954088386,4.710037074167331e-17,1.278739019434332e-16,-5.067101545545085e-17
2016-01-29,60,8,neighbor_retention_1m,1949,1949,1949,28,0.04582587317960125,4.556103921810784e-17,1.523269814378792e-16,-5.764016588103529e-17
2016-01-29,60,9,outside_community_degree_percentile,2199,2199,2199,28,0.07041852610769082,8.881784197001253e-17,2.55351295663786e-16,1.876916304754992e-17
2016-01-29,120,1,residual_degree_percentile,1972,1972,1972,28,0.11393808388782457,4.4408920985006264e-17,3.678649424877384e-16,-7.739987911050611e-17
2016-01-29,120,2,delta_degree_percentile,1972,1972,1972,28,0.13466256477988356,1.8897413185109047e-17,4.300042908809375e-16,-3.582034223379796e-17
2016-01-29,120,3,cross_industry_degree_percentile,1972,1972,1972,28,0.10927303879812719,6.85031227960203e-17,3.802215412291531e-16,1.5202638530532304e-17
2016-01-29,120,4,cross_industry_degree_ratio,1632,1632,1632,28,0.004475929267741817,1.2688263138573217e-16,1.3183898417423734e-16,-1.1357324571651995e-18
2016-01-29,120,5,delta_residual_degree_percentile_1m,1794,1794,1794,28,0.0042851901849497815,9.25185853854297e-18,1.7578531223231644e-17,8.370507909245717e-18
2016-01-29,120,6,delta_cross_industry_degree_percentile_1m,1794,1794,1794,28,0.005864561488665771,9.891614714080517e-18,2.1550603182327258e-17,-5.9648922771841176e-18
2016-01-29,120,7,neighbor_jaccard_1m,1568,1568,1568,28,0.055987147007708675,5.995204332975846e-17,1.6209256159527285e-16,-9.824978209155232e-17
2016-01-29,120,8,neighbor_retention_1m,1333,1333,1333,28,0.035149293458267825,8.242564879792829e-17,1.2529228862142052e-16,-2.998907002401139e-17
2016-01-29,120,9,outside_community_degree_percentile,1972,1972,1972,28,0.11910377552914811,8.881784197001253e-17,4.2586166765472425e-16,-1.4900834493427584e-16
2016-01-29,252,1,residual_degree_percentile,1487,1487,1487,28,0.13323359902892729,5.258951169277057e-17,4.793174404391301e-16,4.087884495478622e-17
2016-01-29,252,2,delta_degree_percentile,1487,1487,1487,28,0.18321180347626062,1.6148698540002276e-17,6.207641238649313e-16,2.4956315284928032e-16
2016-01-29,252,3,cross_industry_degree_percentile,1487,1487,1487,28,0.12893430423402702,8.8441495182004e-17,4.3661655487662404e-16,3.78683066245314e-17
2016-01-29,252,4,cross_industry_degree_ratio,906,906,906,28,0.042953321361933985,8.540177112501205e-17,1.6318364284361137e-16,-5.908571579816866e-17
2016-01-29,252,5,delta_residual_degree_percentile_1m,0,0,0,0,,,,
2016-01-29,252,6,delta_cross_industry_degree_percentile_1m,0,0,0,0,,,,
2016-01-29,252,7,neighbor_jaccard_1m,0,0,0,0,,,,
2016-01-29,252,8,neighbor_retention_1m,0,0,0,0,,,,
2016-01-29,252,9,outside_community_degree_percentile,1487,1487,1487,28,0.11884836434820865,5.0224374923518987e-17,4.103288222022063e-16,7.920058218374006e-17
2016-02-29,60,1,residual_degree_percentile,2241,2241,2241,28,0.08605690909545063,5.224578939412501e-17,2.869728264544489e-16,-5.372543641035198e-17
2016-02-29,60,2,delta_degree_percentile,2241,2241,2241,28,0.08140034815587906,2.590520390792032e-17,2.8609593326879036e-16,-2.2412323149036537e-17
2016-02-29,60,3,cross_industry_degree_percentile,2241,2241,2241,28,0.0800266381986948,1.014146032109518e-16,3.677613769070831e-16,-1.6559705059265596e-17
2016-02-29,60,4,cross_industry_degree_ratio,2159,2159,2159,28,-0.01898714149690242,1.1102230246251565e-16,1.4869058365515488e-16,9.988911912629727e-18
2016-02-29,60,5,delta_residual_degree_percentile_1m,2128,2128,2128,28,-0.0007756989917783508,6.938893903907228e-18,6.297483543041854e-18,1.5112071894434143e-17
2016-02-29,60,6,delta_cross_industry_degree_percentile_1m,2128,2128,2128,28,-0.00020607370672799893,1.131214636435296e-17,9.212985183339009e-18,-1.1881375579705257e-17
2016-02-29,60,7,neighbor_jaccard_1m,2105,2105,2105,28,0.05281373664414545,4.7146457210109385e-17,1.6457093824620375e-16,-8.803965843076194e-17
2016-02-29,60,8,neighbor_retention_1m,1994,1994,1994,28,0.05367791163587454,9.821203679376384e-17,1.9001894075315178e-16,-7.44331530939644e-17
2016-02-29,60,9,outside_community_degree_percentile,2241,2241,2241,28,0.09130628801597133,9.516197353929913e-17,3.4496215407995936e-16,-4.7464218573141764e-17
2016-02-29,120,1,residual_degree_percentile,2013,2013,2013,28,0.1095620391926197,5.3925118338936174e-17,3.8983967569224245e-16,3.0593877363906647e-17
2016-02-29,120,2,delta_degree_percentile,2013,2013,2013,28,0.13480811207966864,2.7165031453594255e-17,5.046468293750712e-16,-1.6437270419293336e-18
2016-02-29,120,3,cross_industry_degree_percentile,2013,2013,2013,28,0.1037414384459794,7.443540733282299e-17,4.592286147313148e-16,6.751130040226379e-17
2016-02-29,120,4,cross_industry_degree_ratio,1698,1698,1698,28,-0.004286548454169878,1.0532885105418151e-16,9.750035536772208e-17,-2.3086562047330497e-18
2016-02-29,120,5,delta_residual_degree_percentile_1m,1931,1931,1931,28,-0.0003046084722259244,5.046468293750712e-18,6.938893903907228e-18,3.772489074222984e-18
2016-02-29,120,6,delta_cross_industry_degree_percentile_1m,1931,1931,1931,28,-0.0011565933350635939,5.882975266356128e-18,6.4051328343759035e-18,-1.121007328738582e-17
2016-02-29,120,7,neighbor_jaccard_1m,1730,1730,1730,28,0.06576623383672264,7.569702440626067e-17,2.0154817985502842e-16,-9.742988328494402e-17
2016-02-29,120,8,neighbor_retention_1m,1599,1599,1599,28,0.06280915459941902,1.0517902338554114e-16,1.7146777824766307e-16,4.532152786745531e-17
2016-02-29,120,9,outside_community_degree_percentile,2013,2013,2013,28,0.11368401939639271,8.357858724706234e-17,3.8731644154536712e-16,1.4877834720115777e-16
2016-02-29,252,1,residual_degree_percentile,1505,1505,1505,28,0.13301137603586638,5.124106267500723e-17,4.989903484304275e-16,-2.67921003972949e-17
