analysis_date,window,factor_order,factor_name,raw_nonmissing_n,industry_neutral_n,industry_size_neutral_n,industry_count,size_beta,industry_residual_max_abs_mean,industry_size_residual_max_abs_mean,industry_size_residual_logsize_corr
2018-07-31,120,2,delta_degree_percentile,3020,3020,3020,28,0.09875767712090634,2.24741502960558e-17,2.570306246085972e-16,-7.537273099844486e-17
2018-07-31,120,3,cross_industry_degree_percentile,3020,3020,3020,28,0.049912895095013815,8.677605249943753e-17,1.5052773842209413e-16,-7.210022217513666e-17
2018-07-31,120,4,cross_industry_degree_ratio,2971,2971,2971,28,-0.028768190276435433,9.560253823161071e-17,1.4648776019359704e-16,-1.0342539467932794e-17
2018-07-31,120,5,delta_residual_degree_percentile_1m,2955,2955,2955,28,0.0023405387544294244,6.422777828409997e-18,8.972707634362796e-18,-8.842390788278286e-18
2018-07-31,120,6,delta_cross_industry_degree_percentile_1m,2955,2955,2955,28,-0.00010293167874077945,5.926971876254091e-18,5.1559836647088435e-18,1.044140754004978e-18
2018-07-31,120,7,neighbor_jaccard_1m,2946,2946,2946,28,0.02846241360071759,5.906128299604757e-17,1.3370946861789928e-16,-3.752633872398103e-17
2018-07-31,120,8,neighbor_retention_1m,2930,2930,2930,28,0.04521369979574429,8.326672684688674e-17,1.670119981009395e-16,-7.345400975292774e-17
2018-07-31,120,9,outside_community_degree_percentile,3020,3020,3020,28,0.008854104546354312,7.848128277522658e-17,7.465292751789846e-17,-3.957325739485753e-18
2018-07-31,252,1,residual_degree_percentile,2695,2695,2695,28,0.0762862630080969,5.401084984662924e-17,2.0102966910176942e-16,-1.9105972338495723e-17
2018-07-31,252,2,delta_degree_percentile,2695,2695,2695,28,0.12074894951590917,3.088120350027181e-17,3.464577552722802e-16,2.3159014740480147e-17
2018-07-31,252,3,cross_industry_degree_percentile,2695,2695,2695,28,0.05953464054605631,7.317379025938531e-17,2.1821624966770317e-16,-1.747801239678079e-17
2018-07-31,252,4,cross_industry_degree_ratio,2553,2553,2553,28,-0.025626831116670513,6.355624561259954e-17,1.1464259493411942e-16,-6.614828050180439e-18
2018-07-31,252,5,delta_residual_degree_percentile_1m,2614,2614,2614,28,0.0009645862191919076,6.583880727428254e-18,5.3574715723190695e-18,2.1080473402046147e-17
2018-07-31,252,6,delta_cross_industry_degree_percentile_1m,2614,2614,2614,28,0.0011829868490761282,4.175617570492846e-18,5.451988067355679e-18,7.920907101783383e-18
2018-07-31,252,7,neighbor_jaccard_1m,2530,2530,2530,28,0.060514374996976955,7.137148015447435e-17,2.6070415667537157e-16,-1.0404043980202708e-16
2018-07-31,252,8,neighbor_retention_1m,2434,2434,2434,28,0.051806962827390904,9.769962616701378e-17,1.7319479184152443e-16,-3.382070646194829e-17
2018-07-31,252,9,outside_community_degree_percentile,2695,2695,2695,28,0.05186385257949518,9.451898723160116e-17,2.0797927944413827e-16,-1.8646411459038286e-17
2018-08-31,60,1,residual_degree_percentile,3263,3263,3263,28,0.037392782237586714,5.3828995133340925e-17,1.57924427081612e-16,4.297755714492692e-17
2018-08-31,60,2,delta_degree_percentile,3263,3263,3263,28,0.060542763392621365,2.1425356615573195e-17,2.0787154503619953e-16,8.141513205634438e-17
2018-08-31,60,3,cross_industry_degree_percentile,3263,3263,3263,28,0.02106109325160126,7.035715679310585e-17,1.1686558153949016e-16,3.515718787137402e-17
2018-08-31,60,4,cross_industry_degree_ratio,3260,3260,3260,28,-0.03239490792404778,9.220496306208927e-17,1.8346905915415723e-16,-1.4296219635839312e-16
2018-08-31,60,5,delta_residual_degree_percentile_1m,3159,3159,3159,28,-0.0003151596499054207,1.0362081563168128e-17,8.953411488912552e-18,-5.846111963940929e-18
2018-08-31,60,6,delta_cross_industry_degree_percentile_1m,3159,3159,3159,28,0.001173979766197005,6.620596018406897e-18,7.569702440626067e-18,-9.591114960894675e-18
2018-08-31,60,7,neighbor_jaccard_1m,3159,3159,3159,28,0.027795215034597125,4.014645758689182e-17,9.685639449260124e-17,-5.625648017182989e-18
2018-08-31,60,8,neighbor_retention_1m,3158,3158,3158,28,0.030299721208347605,4.7005410316790903e-17,1.1926653284339554e-16,1.195406795696853e-18
2018-08-31,60,9,outside_community_degree_percentile,3263,3263,3263,28,-0.023380195557501097,8.034508730839949e-17,1.4462115715511907e-16,-7.640147674054738e-18
2018-08-31,120,1,residual_degree_percentile,3102,3102,3102,28,0.059144981198172915,5.124106267500723e-17,1.2811973704174306e-16,1.914359868336011e-17
2018-08-31,120,2,delta_degree_percentile,3102,3102,3102,28,0.07043485850097608,1.3521947094793573e-17,1.5187850976872143e-16,3.5587685908363546e-17
2018-08-31,120,3,cross_industry_degree_percentile,3102,3102,3102,28,0.043440039133894624,7.930164461608261e-17,1.249000902703301e-16,4.3087712372577886e-17
2018-08-31,120,4,cross_industry_degree_ratio,3082,3082,3082,28,-0.03211070432063293,1.2302471353954437e-16,1.6653345369377348e-16,4.569121279063035e-17
2018-08-31,120,5,delta_residual_degree_percentile_1m,3014,3014,3014,28,-0.008069561085133315,5.471050962696084e-18,2.5189934172167417e-17,-2.223300624376922e-18
2018-08-31,120,6,delta_cross_industry_degree_percentile_1m,3014,3014,3014,28,-0.004418848851557924,6.1679056923619804e-18,1.4810748332709546e-17,-6.4760048985068045e-18
2018-08-31,120,7,neighbor_jaccard_1m,3008,3008,3008,28,0.008148901316073475,4.601582273117425e-17,5.660676605819054e-17,5.5844093848247826e-18
2018-08-31,120,8,neighbor_retention_1m,2966,2966,2966,28,-0.007297570854994453,8.865213704096399e-17,9.072344865407062e-17,-4.507050929112042e-17
2018-08-31,120,9,outside_community_degree_percentile,3102,3102,3102,28,-0.007544284317572946,7.564156871072495e-17,7.808161931429673e-17,6.2113291965015945e-18
2018-08-31,252,1,residual_degree_percentile,2774,2774,2774,28,0.07773046235522502,4.37360585458395e-17,1.7212450489692174e-16,-1.1513478948979016e-17
2018-08-31,252,2,delta_degree_percentile,2774,2774,2774,28,0.11392620772817863,2.883696167857549e-17,2.535636484207455e-16,-1.8352574048224632e-17
2018-08-31,252,3,cross_industry_degree_percentile,2774,2774,2774,28,0.06286975479516933,1.0395724685126466e-16,1.7813747965736976e-16,-8.148567343838935e-17
2018-08-31,252,4,cross_industry_degree_ratio,2647,2647,2647,28,-0.025005865294867455,1.0092936587501423e-16,1.5644051710627207e-16,2.4099687224702407e-17
2018-08-31,252,5,delta_residual_degree_percentile_1m,2693,2693,2693,28,0.0034960994551232515,3.0463436651300027e-18,1.2849803525754127e-17,1.6614883959997809e-18
2018-08-31,252,6,delta_cross_industry_degree_percentile_1m,2693,2693,2693,28,0.005885885222848496,9.189345980850113e-18,2.2615654205327262e-17,6.368941771510496e-18
2018-08-31,252,7,neighbor_jaccard_1m,2611,2611,2611,28,0.028701771237010107,1.1546319456101628e-16,1.0092936587501423e-16,-3.694085944883458e-17
2018-08-31,252,8,neighbor_retention_1m,2552,2552,2552,28,0.02805299620663681,9.703168711154824e-17,1.052240486524014e-16,-1.9822293033240258e-17
2018-08-31,252,9,outside_community_degree_percentile,2774,2774,2774,28,0.056960900773691675,8.679925465251224e-17,1.53749067349605e-16,-5.83488766249713e-17
2018-09-28,60,1,residual_degree_percentile,3334,3334,3334,28,0.01725867186041003,5.181040781584064e-17,8.582720430220306e-17,1.4188956837650064e-18
2018-09-28,60,2,delta_degree_percentile,3334,3334,3334,28,0.023288980326755845,1.8025761285426895e-17,6.984982498102922e-17,6.747306041886361e-18
2018-09-28,60,3,cross_industry_degree_percentile,3334,3334,3334,28,-0.005559548413721863,8.062333869301732e-17,8.380048791641806e-17,9.791766867846727e-18
2018-09-28,60,4,cross_industry_degree_ratio,3333,3333,3333,28,-0.03567436448527368,1.1677103009811518e-16,1.479343566317541e-16,7.876596552231743e-17
2018-09-28,60,5,delta_residual_degree_percentile_1m,3243,3243,3243,28,-0.019458198583491803,1.0408340855860843e-17,6.057489166351393e-17,2.281666482367423e-17
2018-09-28,60,6,delta_cross_industry_degree_percentile_1m,3243,3243,3243,28,-0.02625915768391565,9.451898723160117e-18,8.277935215601707e-17,3.1228587023046943e-17
2018-09-28,60,7,neighbor_jaccard_1m,3243,3243,3243,28,0.01418675670019055,5.551115123125783e-17,6.531611000851804e-17,-3.822724561490814e-17
2018-09-28,60,8,neighbor_retention_1m,3240,3240,3240,28,0.008316173718921722,5.492060706922317e-17,4.890982513889203e-17,5.233237371266264e-18
2018-09-28,60,9,outside_community_degree_percentile,3334,3334,3334,28,-0.027172199080490934,8.511709855459534e-17,1.322929305043995e-16,2.2182514859909404e-17
2018-09-28,120,1,residual_degree_percentile,3146,3146,3146,28,0.05877190602560287,5.0464682937507114e-17,2.0657025745791077e-16,-5.303708031654495e-17
2018-09-28,120,2,delta_degree_percentile,3146,3146,3146,28,0.06943991868101235,1.850371707708594e-17,2.1050025046543343e-16,4.443635022239491e-18
2018-09-28,120,3,cross_industry_degree_percentile,3146,3146,3146,28,0.047315828284703376,8.099167966527782e-17,1.8175425322492483e-16,2.2446083549669417e-17
2018-09-28,120,4,cross_industry_degree_ratio,3124,3124,3124,28,-0.028000431723391957,8.141635513917814e-17,1.1863270222809133e-16,-4.2559753752741757e-17
2018-09-28,120,5,delta_residual_degree_percentile_1m,3093,3093,3093,28,-0.00040585756258032827,6.710139159822375e-18,5.3720468933475315e-18,-1.562073221839457e-17
2018-09-28,120,6,delta_cross_industry_degree_percentile_1m,3093,3093,3093,28,0.0037102700398353207,4.948668520616008e-18,1.343011723336883e-17,8.606605014721697e-18
2018-09-28,120,7,neighbor_jaccard_1m,3090,3090,3090,28,0.03901102663874701,7.785979653215384e-17,1.7806823836520368e-16,-2.1038010280067235e-17
2018-09-28,120,8,neighbor_retention_1m,3073,3073,3073,28,0.035356462109057685,7.325182842887631e-17,1.382541879721893e-16,5.468051803539413e-19
2018-09-28,120,9,outside_community_degree_percentile,3146,3146,3146,28,-0.010958629247126463,7.958235840233423e-17,8.127122794641668e-17,4.217967462349716e-17
2018-09-28,252,1,residual_degree_percentile,2834,2834,2834,28,0.08023550112760447,5.163828021512356e-17,2.4710660147247683e-16,-9.526864241934836e-18
2018-09-28,252,2,delta_degree_percentile,2834,2834,2834,28,0.1118154718190657,2.3718400980628343e-17,3.384973460949526e-16,1.8273408608281697e-16
2018-09-28,252,3,cross_industry_degree_percentile,2834,2834,2834,28,0.06828719884635592,9.769962616701378e-17,2.9309887850104134e-16,2.3815907764489634e-17
2018-09-28,252,4,cross_industry_degree_ratio,2700,2700,2700,28,-0.01809365028530904,9.325873406851315e-17,1.0486305955904745e-16,-3.831051926457918e-17
2018-09-28,252,5,delta_residual_degree_percentile_1m,2772,2772,2772,28,0.004494702298073516,2.50255189976982e-18,1.5488602464078635e-17,-6.069548603628169e-18
2018-09-28,252,6,delta_cross_industry_degree_percentile_1m,2772,2772,2772,28,0.007327947063471957,3.513364001978344e-18,2.4348083073531615e-17,-2.9074050594949584e-17
2018-09-28,252,7,neighbor_jaccard_1m,2683,2683,2683,28,0.03232830360619121,8.590046759873475e-17,1.149315384647169e-16,3.5432258683763864e-17
2018-09-28,252,8,neighbor_retention_1m,2646,2646,2646,28,0.036049123904534616,1.045549838724662e-16,1.4754279669360633e-16,-3.148629160836695e-17
2018-09-28,252,9,outside_community_degree_percentile,2834,2834,2834,28,0.05530645104938812,1.1546319456101628e-16,1.6270509843644535e-16,-1.4077479636397572e-17
2018-10-31,60,1,residual_degree_percentile,3359,3359,3359,28,0.017941000551345683,4.4881356314633985e-17,8.485689003319881e-17,1.0518225261768672e-18
2018-10-31,60,2,delta_degree_percentile,3359,3359,3359,28,0.03635160464925433,1.964240735875277e-17,1.2111523905001707e-16,3.093588642698894e-17
2018-10-31,60,3,cross_industry_degree_percentile,3359,3359,3359,28,0.0006806099099982546,9.469549327685158e-17,9.959353603255081e-17,-2.2883540611219117e-17
2018-10-31,60,4,cross_industry_degree_ratio,3358,3358,3358,28,-0.03235203088698633,1.2393187251629654e-16,1.2255098556327818e-16,5.1718135832843656e-17
2018-10-31,60,5,delta_residual_degree_percentile_1m,3310,3310,3310,28,0.00022364463553193952,1.3207114047585505e-17,1.2401427402727812e-17,0.0
2018-10-31,60,6,delta_cross_industry_degree_percentile_1m,3310,3310,3310,28,0.0061022851427245395,1.3877787807814457e-17,2.0185873175002847e-17,2.864861609828003e-17
2018-10-31,60,7,neighbor_jaccard_1m,3310,3310,3310,28,0.018112955671221127,2.949029909160572e-17,4.86201117680672e-17,3.5626038074772047e-17
2018-10-31,60,8,neighbor_retention_1m,3309,3309,3309,28,0.02545024301072016,3.653297987014404e-17,7.401486830834377e-17,7.273228986442213e-17
2018-10-31,60,9,outside_community_degree_percentile,3359,3359,3359,28,-0.02024431773978927,8.245038638760354e-17,7.986274115817753e-17,5.127682599532715e-19
2018-10-31,120,1,residual_degree_percentile,3207,3207,3207,28,0.05595636138041242,5.124106267500723e-17,1.9833671742001494e-16,-1.3596017566585692e-16
2018-10-31,120,2,delta_degree_percentile,3207,3207,3207,28,0.06414667295172669,1.486905836551549e-17,1.8735013540549517e-16,-1.7297935617908902e-16
2018-10-31,120,3,cross_industry_degree_percentile,3207,3207,3207,28,0.042116912309869,9.111069386869491e-17,1.4988010832439614e-16,-1.271697034792899e-16
2018-10-31,120,4,cross_industry_degree_ratio,3199,3199,3199,28,-0.03279158518422959,1.1540476177024654e-16,1.2051763096259923e-16,1.5768013460891386e-18
2018-10-31,120,5,delta_residual_degree_percentile_1m,3137,3137,3137,28,-0.004042571718520391,6.1001265089294314e-18,1.7868785608754563e-17,6.296215447385785e-18
2018-10-31,120,6,delta_cross_industry_degree_percentile_1m,3137,3137,3137,28,-0.005847595241910152,7.086529944415892e-18,2.0321046432871167e-17,8.735167344726752e-18
2018-10-31,120,7,neighbor_jaccard_1m,3135,3135,3135,28,0.036166385653215984,7.137148015447435e-17,1.154830199721703e-16,-5.294664854188364e-17
2018-10-31,120,8,neighbor_retention_1m,3116,3116,3116,28,0.030719769444693727,7.131047888938506e-17,1.0564021167807479e-16,2.7490090259254705e-17
2018-10-31,120,9,outside_community_degree_percentile,3207,3207,3207,28,-0.011553532361534235,8.008166079263424e-17,7.786348979056554e-17,4.476147046982417e-17
2018-10-31,252,1,residual_degree_percentile,2899,2899,2899,28,0.08175303595990764,5.4858078863831267e-17,3.11972669919669e-16,-2.328267880857813e-16
2018-10-31,252,2,delta_degree_percentile,2899,2899,2899,28,0.10445745926009495,2.3616586269438636e-17,3.5749181392930043e-16,-1.8746303626135803e-16
2018-10-31,252,3,cross_industry_degree_percentile,2899,2899,2899,28,0.07121254058063117,7.96008961051999e-17,2.3845919265470433e-16,-1.305514660755959e-16
2018-10-31,252,4,cross_industry_degree_ratio,2780,2780,2780,28,-0.013979464732363226,9.666597024753518e-17,1.1018484974997512e-16,4.0098920268380444e-17
2018-10-31,252,5,delta_residual_degree_percentile_1m,2830,2830,2830,28,0.0024739884558441466,5.263988478826173e-18,9.660028768184572e-18,-1.97365251944298e-17
2018-10-31,252,6,delta_cross_industry_degree_percentile_1m,2830,2830,2830,28,0.004721210366052629,4.583489551204775e-18,1.714314964494727e-17,-1.307521789036821e-17
2018-10-31,252,7,neighbor_jaccard_1m,2756,2756,2756,28,0.03778527667797203,8.532856960690489e-17,1.554312234475219e-16,-4.251103934164894e-17
2018-10-31,252,8,neighbor_retention_1m,2696,2696,2696,28,0.03522702199131162,8.859355449029027e-17,1.3153729313493702e-16,-6.316937995362776e-17
2018-10-31,252,9,outside_community_degree_percentile,2899,2899,2899,28,0.06783664626198943,8.743006318923108e-17,2.495017334910298e-16,-1.2411976731610558e-16
2018-11-30,60,1,residual_degree_percentile,3374,3374,3374,28,0.02678805097898741,5.4601132358614255e-17,1.102750369651718e-16,1.0138714442108431e-17
2018-11-30,60,2,delta_degree_percentile,3374,3374,3374,28,0.04735182090251488,2.488430917263282e-17,1.4428113876055374e-16,9.231779808730563e-18
2018-11-30,60,3,cross_industry_degree_percentile,3374,3374,3374,28,0.012705994218233081,8.039546040389065e-17,9.283761499020705e-17,7.564386003182735e-18
2018-11-30,60,4,cross_industry_degree_ratio,3372,3372,3372,28,-0.024342750918425273,1.1235992056447367e-16,1.333258900107889e-16,-6.399718635482304e-17
2018-11-30,60,5,delta_residual_degree_percentile_1m,3330,3330,3330,28,0.008251590252584717,8.905532283089491e-18,2.6585159776415647e-17,-1.779559437137744e-17
2018-11-30,60,6,delta_cross_industry_degree_percentile_1m,3330,3330,3330,28,0.010926930243196423,1.3015813409813559e-17,2.878132514924998e-17,6.619006538370473e-19
2018-11-30,60,7,neighbor_jaccard_1m,3330,3330,3330,28,0.03214468703738132,3.766828119263924e-17,8.192910874492872e-17,-6.927433293242722e-17
2018-11-30,60,8,neighbor_retention_1m,3329,3329,3329,28,0.05382063709152983,3.904372837796603e-17,1.6519583559181547e-16,-4.760869579567634e-17
2018-11-30,60,9,outside_community_degree_percentile,3374,3374,3374,28,-0.01411099198276706,6.55213588303371e-17,7.925387254101268e-17,4.075345497764022e-17
2018-11-30,120,1,residual_degree_percentile,3273,3273,3273,28,0.05898841912410762,5.44637710193473e-17,1.8049586215895266e-16,-4.620290428202857e-17
2018-11-30,120,2,delta_degree_percentile,3273,3273,3273,28,0.06706341092141464,2.1912296538654406e-17,1.890425485527896e-16,8.699498906055679e-19
2018-11-30,120,3,cross_industry_degree_percentile,3273,3273,3273,28,0.04711763607463033,8.514846078692937e-17,1.567990341882921e-16,1.0849790265845391e-17
2018-11-30,120,4,cross_industry_degree_ratio,3265,3265,3265,28,-0.02764814270545788,8.949326282149551e-17,1.261137371128386e-16,1.6998640327538108e-17
2018-11-30,120,5,delta_residual_degree_percentile_1m,3198,3198,3198,28,0.0024997626971394425,7.858506349003368e-18,1.129270968675098e-17,1.5945764739867915e-17
2018-11-30,120,6,delta_cross_industry_degree_percentile_1m,3198,3198,3198,28,0.0038756927672629463,7.304098846218135e-18,1.7529837230923523e-17,-2.302429360408934e-17
2018-11-30,120,7,neighbor_jaccard_1m,3197,3197,3197,28,0.058068609894587196,1.001020759907928e-16,1.8795881030934667e-16,3.83262374447803e-18
2018-11-30,120,8,neighbor_retention_1m,3190,3190,3190,28,0.06140405646647916,8.723180907769087e-17,2.1865977863044241e-16,-1.4111496299163597e-17
2018-11-30,120,9,outside_community_degree_percentile,3273,3273,3273,28,0.021038951180765365,8.540177112501205e-17,1.138690281666827e-16,2.59458955474443e-17
2018-11-30,252,1,residual_degree_percentile,2953,2953,2953,28,0.07908960206467898,5.3455182667137164e-17,2.396671926174941e-16,-1.79394603785408e-16
2018-11-30,252,2,delta_degree_percentile,2953,2953,2953,28,0.09519657821279931,2.291096605362823e-17,2.9420910152566647e-16,-1.7291651709316256e-16
2018-11-30,252,3,cross_industry_degree_percentile,2953,2953,2953,28,0.06824810825389815,9.457455394955037e-17,2.34865037471298e-16,-1.1991601685658815e-16
2018-11-30,252,4,cross_industry_degree_ratio,2830,2830,2830,28,-0.014129173842432783,8.031400603671346e-17,8.881784197001253e-17,5.3193606755660197e-17
2018-11-30,252,5,delta_residual_degree_percentile_1m,2894,2894,2894,28,0.0006150624929487947,4.081702296416017e-18,3.165553788278845e-18,1.8505865007273627e-17
2018-11-30,252,6,delta_cross_industry_degree_percentile_1m,2894,2894,2894,28,0.00011173904011776265,4.4898725260576186e-18,3.4191651120702286e-18,3.6163507424643123e-19
2018-11-30,252,7,neighbor_jaccard_1m,2830,2830,2830,28,0.05601823955666455,8.405974329304756e-17,1.8432548934481767e-16,-5.014068282564934e-17
2018-11-30,252,8,neighbor_retention_1m,2775,2775,2775,28,0.04742248729735963,1.1940134415779985e-16,2.0942843419065454e-16,-7.543749658063403e-17
2018-11-30,252,9,outside_community_degree_percentile,2953,2953,2953,28,0.056899830511309715,6.52811138479592e-17,1.5992498330909993e-16,-4.0528908715301024e-17
2018-12-28,60,1,residual_degree_percentile,3426,3426,3426,28,0.03451327180343342,5.3596973602593766e-17,1.3816562273368215e-16,-3.5044790426245125e-17
2018-12-28,60,2,delta_degree_percentile,3426,3426,3426,28,0.052366078147072635,2.6599093298311043e-17,1.6816613461233988e-16,-8.509814205902166e-17
2018-12-28,60,3,cross_industry_degree_percentile,3426,3426,3426,28,0.021018925041457387,7.533656238527848e-17,1.2377762213881572e-16,-2.353888572350052e-17
2018-12-28,60,4,cross_industry_degree_ratio,3425,3425,3425,28,-0.021810757637322615,1.1836409988342395e-16,1.7722158865866283e-16,9.523611721577188e-17
2018-12-28,60,5,delta_residual_degree_percentile_1m,3368,3368,3368,28,0.0074327204479318855,1.1102230246251566e-17,2.4001747765974184e-17,-1.0026900146699765e-17
2018-12-28,60,6,delta_cross_industry_degree_percentile_1m,3368,3368,3368,28,0.007964739467854335,1.0536838891118384e-17,2.7042675557008307e-17,-1.1536174623148986e-18
2018-12-28,60,7,neighbor_jaccard_1m,3368,3368,3368,28,0.013622231876682636,4.104697802311318e-17,6.68980540479261e-17,-8.934978172552534e-18
2018-12-28,60,8,neighbor_retention_1m,3366,3366,3366,28,0.02038377269201478,6.405132834375903e-17,9.7858812556574e-17,-4.223895190384691e-19
2018-12-28,60,9,outside_community_degree_percentile,3426,3426,3426,28,0.02055852729231147,8.723180907769087e-17,1.0122621695111721e-16,-1.4121320411392902e-17
2018-12-28,120,1,residual_degree_percentile,3343,3343,3343,28,0.050023957043378614,5.2867763077388404e-17,1.6612377730092288e-16,6.753255951835242e-17
2018-12-28,120,2,delta_degree_percentile,3343,3343,3343,28,0.04390486131666508,1.8845405034475313e-17,1.4051260155412137e-16,-1.2889379566248846e-17
2018-12-28,120,3,cross_industry_degree_percentile,3343,3343,3343,28,0.03541309728894779,8.540177112501205e-17,1.671116948524324e-16,1.249290718275535e-17
2018-12-28,120,4,cross_industry_degree_ratio,3340,3340,3340,28,-0.028443222721459493,8.967185968126265e-17,1.189816219405269e-16,1.343559830704745e-17
2018-12-28,120,5,delta_residual_degree_percentile_1m,3271,3271,3271,28,-0.00820866970120982,5.843279076974508e-18,2.6020852139652106e-17,-1.1848498445370903e-17
2018-12-28,120,6,delta_cross_industry_degree_percentile_1m,3271,3271,3271,28,-0.01097912499797696,5.843279076974508e-18,3.3248866622888805e-17,-9.718068451400276e-18
2018-12-28,120,7,neighbor_jaccard_1m,3270,3270,3270,28,0.027120544907342847,6.145877457746403e-17,1.1217878477983353e-16,-1.5832755670835046e-17
2018-12-28,120,8,neighbor_retention_1m,3263,3263,3263,28,0.019305555237343727,1.1956247957501685e-16,1.1956247957501685e-16,2.0253468606392553e-17
2018-12-28,120,9,outside_community_degree_percentile,3343,3343,3343,28,0.02456466155631314,7.004978607753964e-17,9.1196891308495e-17,-4.01484873643824e-17
2018-12-28,252,1,residual_degree_percentile,3008,3008,3008,28,0.08191645827696047,5.379431150245604e-17,2.1241511950736413e-16,1.2042488818792273e-17
2018-12-28,252,2,delta_degree_percentile,3008,3008,3008,28,0.0898203799138928,2.3822599313819148e-17,2.4550808121865577e-16,-1.895809472917158e-18
2018-12-28,252,3,cross_industry_degree_percentile,3008,3008,3008,28,0.07031163734514088,9.570888143320314e-17,2.7011611733148136e-16,-7.307372454275989e-17
2018-12-28,252,4,cross_industry_degree_ratio,2875,2875,2875,28,-0.015424860608376917,9.446634507775455e-17,1.2432977022343362e-16,-2.184688822303923e-17
2018-12-28,252,5,delta_residual_degree_percentile_1m,2953,2953,2953,28,0.0032474642590407683,2.757765525911847e-18,1.0444034754543493e-17,-4.382596335066016e-18
2018-12-28,252,6,delta_cross_industry_degree_percentile_1m,2953,2953,2953,28,0.0023950018693641704,6.326638559444826e-18,9.16203466923673e-18,-8.268193939827e-18
2018-12-28,252,7,neighbor_jaccard_1m,2877,2877,2877,28,0.03319851169686103,8.43769498715119e-17,1.4012710744834874e-16,2.4958884276498107e-17
2018-12-28,252,8,neighbor_retention_1m,2830,2830,2830,28,0.03193004505116151,9.31566445949844e-17,1.1397332630670608e-16,-6.57299296488849e-19
2018-12-28,252,9,outside_community_degree_percentile,3008,3008,3008,28,0.045724246497476105,9.560253823161071e-17,1.78551331795386e-16,-2.3232287086879693e-17
2019-01-31,60,1,residual_degree_percentile,3492,3492,3492,28,0.03594423274444098,5.3097622916855314e-17,1.431222290440691e-16,3.2683831770072775e-17
2019-01-31,60,2,delta_degree_percentile,3492,3492,3492,28,0.07607056875051674,1.5784320957130818e-17,2.2089181743939815e-16,-8.771887931221947e-17
2019-01-31,60,3,cross_industry_degree_percentile,3492,3492,3492,28,0.020684769732290553,1.1295312511403765e-16,1.6387857254793072e-16,1.87065578307362e-17
2019-01-31,60,4,cross_industry_degree_ratio,3492,3492,3492,28,-0.02276928832500329,1.2134995850554036e-16,1.7298823872066394e-16,6.563326815637467e-17
2019-01-31,60,5,delta_residual_degree_percentile_1m,3416,3416,3416,28,0.0026348209223461634,1.2123124981539066e-17,1.5313421029312504e-17,3.738384150429505e-18
2019-01-31,60,6,delta_cross_industry_degree_percentile_1m,3416,3416,3416,28,0.0011760037799102433,1.1895246692412391e-17,1.4802973661668754e-17,-8.917603443560551e-19
2019-01-31,60,7,neighbor_jaccard_1m,3416,3416,3416,28,-0.006553120446013944,2.391943914842817e-17,3.429957311850077e-17,5.56883048979604e-18
2019-01-31,60,8,neighbor_retention_1m,3415,3415,3415,28,0.0003220964924671638,4.3615904538845435e-17,4.460717509654647e-17,-1.1110340809676082e-17
2019-01-31,60,9,outside_community_degree_percentile,3492,3492,3492,28,0.02411447327898773,6.52811138479592e-17,1.2148606579364732e-16,1.0858613462695586e-17
2019-01-31,120,1,residual_degree_percentile,3389,3389,3389,28,0.06126642318189593,5.470664179312366e-17,2.2392633886507394e-16,3.5450513301073324e-17
2019-01-31,120,2,delta_degree_percentile,3389,3389,3389,28,0.05788977173116771,2.6914497566670462e-17,1.959355465069397e-16,6.396725575489416e-18
2019-01-31,120,3,cross_industry_degree_percentile,3389,3389,3389,28,0.04851739702717295,8.723180907769087e-17,1.8947428660056882e-16,-4.997450014819772e-17
2019-01-31,120,4,cross_industry_degree_ratio,3384,3384,3384,28,-0.02418631434174313,1.3216940769347102e-16,1.7792035651044176e-16,-2.4650958243261935e-17
2019-01-31,120,5,delta_residual_degree_percentile_1m,3342,3342,3342,28,0.014060179098212944,9.45125204152881e-18,4.972873964466847e-17,1.4711285431059547e-17
2019-01-31,120,6,delta_cross_industry_degree_percentile_1m,3342,3342,3342,28,0.015904277172385902,6.938893903907228e-18,4.7415775010032725e-17,2.214535371776908e-17
2019-01-31,120,7,neighbor_jaccard_1m,3341,3341,3341,28,0.021505704048738986,5.204170427930421e-17,9.645293054467722e-17,5.249276690917177e-17
2019-01-31,120,8,neighbor_retention_1m,3339,3339,3339,28,0.04270897377394807,9.912705577010327e-17,1.477161142933471e-16,-3.1116473807122547e-17
2019-01-31,120,9,outside_community_degree_percentile,3389,3389,3389,28,0.036449890984832645,7.723290606088045e-17,1.681525289380185e-16,-7.619849869927903e-18
2019-01-31,252,1,residual_degree_percentile,3066,3066,3066,28,0.08500635580539394,5.433006290718851e-17,2.909195518230734e-16,1.0279747960175967e-16
2019-01-31,252,2,delta_degree_percentile,3066,3066,3066,28,0.08405055172033186,3.09496696348878e-17,2.734438190280478e-16,6.900710976993207e-17
2019-01-31,252,3,cross_industry_degree_percentile,3066,3066,3066,28,0.07285389540994822,9.588289758126352e-17,2.262499951698236e-16,-3.640077158405367e-17
2019-01-31,252,4,cross_industry_degree_ratio,2940,2940,2940,28,-0.01381137345857918,1.0467817089322904e-16,1.0164541880858697e-16,-4.528053850115045e-17
2019-01-31,252,5,delta_residual_degree_percentile_1m,3008,3008,3008,28,0.005760643132250429,2.6843896124604608e-18,2.0145175850053244e-17,-2.3670878291532177e-17
