factor_order,factor_name,neutralization,target_name,window,month_count,mean_risk_ic,median_risk_ic,positive_ic_share,negative_ic_share,hac_lag,hac_risk_ic_se,hac_risk_ic_t_stat
4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_max_drawdown,60,136,0.010440715711881862,0.006510109483245449,0.5882352941176471,0.4117647058823529,4,0.004172594582016239,2.502211874808313
4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_max_drawdown,120,133,0.002762478520745504,0.0001487817674848531,0.5037593984962406,0.49624060150375937,4,0.004459116901821064,0.6195124688516985
4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_max_drawdown,252,127,-0.010111194472921449,-0.009010641770905077,0.3937007874015748,0.6062992125984252,4,0.0058913115957883655,-1.7162892012280986
4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_realized_vol_annualized,60,136,0.015245570165222504,0.016519104268964774,0.6470588235294118,0.35294117647058826,4,0.005284847727308183,2.884769997524182
4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_realized_vol_annualized,120,133,0.003727511349861459,0.002649942825394534,0.518796992481203,0.48120300751879697,4,0.005395849113406408,0.6908108939888935
4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_realized_vol_annualized,252,127,-0.013714644054138355,-0.011870844652119919,0.4251968503937008,0.5748031496062992,4,0.006276142285437708,-2.185202857169111
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_downside_vol_annualized,60,136,-0.0069300440251431755,-0.007377481493700411,0.41911764705882354,0.5808823529411765,4,0.004653121059314347,-1.4893324151261906
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_downside_vol_annualized,120,133,-0.009800409300449868,-0.009264628928888165,0.39849624060150374,0.6015037593984962,4,0.0050305943977789,-1.9481612957659493
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_downside_vol_annualized,252,127,-0.013956296698953935,-0.008798743573491592,0.41732283464566927,0.5826771653543307,4,0.005946181585614079,-2.347102337526853
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_idio_vol_annualized,60,136,0.014900859496297929,0.013685364320978635,0.6838235294117647,0.3161764705882353,4,0.00407475321698081,3.656874098338335
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_idio_vol_annualized,120,133,0.006007457939851276,0.0072821851722420766,0.5413533834586466,0.45864661654135336,4,0.004799035319621951,1.2518053191416225
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_idio_vol_annualized,252,127,-0.0022368537403393363,0.0016273692461840391,0.5354330708661418,0.4645669291338583,4,0.0059908797851938285,-0.37337650237409414
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_max_drawdown,60,136,-0.0030571579524029534,-0.0011520342571608823,0.47794117647058826,0.5220588235294118,4,0.003613980229659279,-0.8459254777636617
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_max_drawdown,120,133,-0.006946361608367589,-0.006920089511060455,0.41353383458646614,0.5864661654135338,4,0.003834498045464135,-1.811543916832741
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_max_drawdown,252,127,-0.012671393072851748,-0.01293161662506696,0.36220472440944884,0.6377952755905512,4,0.005134837727895811,-2.4677299934937413
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_realized_vol_annualized,60,136,-0.00258562844396333,-0.003085011768243064,0.49264705882352944,0.5073529411764706,4,0.004949081179507712,-0.5224461572118573
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_realized_vol_annualized,120,133,-0.006829551482557275,-0.007072837029671141,0.43609022556390975,0.5639097744360902,4,0.005547780511814457,-1.2310421199997335
4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_realized_vol_annualized,252,127,-0.013574044937585893,-0.011713578086031838,0.3858267716535433,0.6141732283464567,4,0.006036629065258835,-2.2486133885060693
4,cross_industry_degree_ratio,RAW,future_downside_vol_annualized,60,136,-0.01880028442162066,-0.016908903185629983,0.375,0.625,4,0.009087012033879523,-2.068918182514417
4,cross_industry_degree_ratio,RAW,future_downside_vol_annualized,120,133,-0.021595359981734723,-0.02655756306516269,0.3684210526315789,0.631578947368421,4,0.009603446403372094,-2.2487093773076987
4,cross_industry_degree_ratio,RAW,future_downside_vol_annualized,252,127,-0.0336139001177354,-0.029935325135602882,0.2992125984251969,0.7007874015748031,4,0.00955653715167345,-3.5173724105545126
