analysis_date,window,factor_order,factor_name,neutralization,target_name,pair_n,alpha_rank_ic,ic_status
2018-12-28,60,2,delta_degree_percentile,RAW,future_excess_return,3426,-0.09017368084108807,PASS
2018-12-28,60,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3426,-0.095762292034317,PASS
2018-12-28,60,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3426,-0.1294467418820917,PASS
2018-12-28,60,3,cross_industry_degree_percentile,RAW,future_excess_return,3426,0.02022649470549082,PASS
2018-12-28,60,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3426,-0.01226617298923398,PASS
2018-12-28,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3426,-0.02872326703328792,PASS
2018-12-28,60,4,cross_industry_degree_ratio,RAW,future_excess_return,3425,-0.053345302896311404,PASS
2018-12-28,60,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,3425,-0.09042862320451112,PASS
2018-12-28,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3425,-0.05066081738635309,PASS
2018-12-28,60,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3368,-0.06634443152270286,PASS
2018-12-28,60,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3368,-0.059291821841534934,PASS
2018-12-28,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3368,-0.07084353299001457,PASS
2018-12-28,60,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3368,-0.042614546690833005,PASS
2018-12-28,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3368,-0.04903199309395254,PASS
2018-12-28,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3368,-0.06032685802897507,PASS
2018-12-28,60,7,neighbor_jaccard_1m,RAW,future_excess_return,3368,0.028060243468342884,PASS
2018-12-28,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,3368,-0.006732784431593743,PASS
2018-12-28,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3368,-0.023158008329852497,PASS
2018-12-28,60,8,neighbor_retention_1m,RAW,future_excess_return,3366,0.007162167501493659,PASS
2018-12-28,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,3366,-0.03012052121829995,PASS
2018-12-28,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3366,-0.050306822389682274,PASS
2018-12-28,60,9,outside_community_degree_percentile,RAW,future_excess_return,3426,0.07317419819519735,PASS
2018-12-28,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3426,0.055399964772864935,PASS
2018-12-28,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3426,0.03956102314510617,PASS
2018-12-28,120,1,residual_degree_percentile,RAW,future_excess_return,3343,0.07897091661196814,PASS
2018-12-28,120,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3343,0.06029679841816771,PASS
2018-12-28,120,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3343,0.01736184773296454,PASS
2018-12-28,120,2,delta_degree_percentile,RAW,future_excess_return,3343,-0.07961367623786504,PASS
2018-12-28,120,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3343,-0.08528872427655312,PASS
2018-12-28,120,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3343,-0.12145144825241438,PASS
2018-12-28,120,3,cross_industry_degree_percentile,RAW,future_excess_return,3343,0.06640867358373465,PASS
2018-12-28,120,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3343,0.0324451577659605,PASS
2018-12-28,120,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3343,0.003682210056899777,PASS
2018-12-28,120,4,cross_industry_degree_ratio,RAW,future_excess_return,3340,-0.08252183633626216,PASS
2018-12-28,120,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,3340,-0.11802033845036022,PASS
2018-12-28,120,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3340,-0.07277897213251525,PASS
2018-12-28,120,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3271,-0.08991885336369432,PASS
2018-12-28,120,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3271,-0.0646288223028641,PASS
2018-12-28,120,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3271,-0.04794118374565319,PASS
2018-12-28,120,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3271,-0.07921371562624342,PASS
2018-12-28,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3271,-0.07207600837065935,PASS
2018-12-28,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3271,-0.0514171333996656,PASS
2018-12-28,120,7,neighbor_jaccard_1m,RAW,future_excess_return,3270,0.07865414712043095,PASS
2018-12-28,120,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,3270,0.05104876101730842,PASS
2018-12-28,120,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3270,0.01851293576172168,PASS
2018-12-28,120,8,neighbor_retention_1m,RAW,future_excess_return,3263,0.015170816240102794,PASS
2018-12-28,120,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,3263,-0.0011791069539434631,PASS
2018-12-28,120,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3263,-0.020409683940551634,PASS
2018-12-28,120,9,outside_community_degree_percentile,RAW,future_excess_return,3343,0.06305251220642284,PASS
2018-12-28,120,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3343,0.03939748465816935,PASS
2018-12-28,120,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3343,0.020253283358565622,PASS
2018-12-28,252,1,residual_degree_percentile,RAW,future_excess_return,3008,0.11533803376918017,PASS
2018-12-28,252,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3008,0.08468250874812197,PASS
2018-12-28,252,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3008,0.014887267860535451,PASS
2018-12-28,252,2,delta_degree_percentile,RAW,future_excess_return,3008,-0.03754735457448681,PASS
2018-12-28,252,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3008,-0.05855877662100828,PASS
2018-12-28,252,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3008,-0.13557641337392062,PASS
2018-12-28,252,3,cross_industry_degree_percentile,RAW,future_excess_return,3008,0.09820788056525463,PASS
2018-12-28,252,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3008,0.051721616480183086,PASS
2018-12-28,252,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3008,-0.005816941797494537,PASS
2018-12-28,252,4,cross_industry_degree_ratio,RAW,future_excess_return,2875,-0.06126035348477458,PASS
2018-12-28,252,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,2875,-0.08939838518073494,PASS
2018-12-28,252,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2875,-0.06913608466773374,PASS
2018-12-28,252,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,2953,-0.02090837569016226,PASS
2018-12-28,252,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,2953,0.01508917159968342,PASS
2018-12-28,252,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2953,-0.003414136415287302,PASS
2018-12-28,252,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,2953,0.006803912825143478,PASS
2018-12-28,252,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,2953,0.016341325741911158,PASS
2018-12-28,252,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2953,0.0023507092825031644,PASS
2018-12-28,252,7,neighbor_jaccard_1m,RAW,future_excess_return,2877,0.08343737824543546,PASS
2018-12-28,252,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,2877,0.03182605938376287,PASS
2018-12-28,252,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2877,-0.012436407810992305,PASS
2018-12-28,252,8,neighbor_retention_1m,RAW,future_excess_return,2830,0.053383276981464174,PASS
2018-12-28,252,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,2830,0.02623555217202299,PASS
2018-12-28,252,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2830,-0.02272610229577499,PASS
2018-12-28,252,9,outside_community_degree_percentile,RAW,future_excess_return,3008,0.12020967436623108,PASS
2018-12-28,252,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3008,0.08728286103277644,PASS
2018-12-28,252,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3008,0.05008679243916037,PASS
2019-01-31,60,1,residual_degree_percentile,RAW,future_excess_return,3492,0.03366990851827291,PASS
2019-01-31,60,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3492,0.02139022511677443,PASS
2019-01-31,60,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3492,0.05037858414098561,PASS
2019-01-31,60,2,delta_degree_percentile,RAW,future_excess_return,3492,-0.088581191559857,PASS
2019-01-31,60,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3492,-0.09821117394410457,PASS
2019-01-31,60,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3492,-0.0395769293997198,PASS
2019-01-31,60,3,cross_industry_degree_percentile,RAW,future_excess_return,3492,0.021698316005003014,PASS
2019-01-31,60,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3492,0.040237357088701124,PASS
2019-01-31,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3492,0.056535218306294176,PASS
2019-01-31,60,4,cross_industry_degree_ratio,RAW,future_excess_return,3492,-0.05058971153898188,PASS
2019-01-31,60,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,3492,0.03472755783645753,PASS
2019-01-31,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3492,-0.01114807254719548,PASS
2019-01-31,60,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3416,-0.01183668724908771,PASS
2019-01-31,60,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3416,-0.004704367676403564,PASS
2019-01-31,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3416,-0.002089108562486648,PASS
2019-01-31,60,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3416,-0.006131466032913618,PASS
2019-01-31,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3416,-0.002377730161883975,PASS
2019-01-31,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3416,-0.0012769885320207941,PASS
2019-01-31,60,7,neighbor_jaccard_1m,RAW,future_excess_return,3416,0.054394543910284136,PASS
2019-01-31,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,3416,0.027546839792368414,PASS
2019-01-31,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3416,0.01556352797500965,PASS
2019-01-31,60,8,neighbor_retention_1m,RAW,future_excess_return,3415,0.03821840274663469,PASS
2019-01-31,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,3415,0.018554817989136253,PASS
2019-01-31,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3415,0.01901024653965683,PASS
2019-01-31,60,9,outside_community_degree_percentile,RAW,future_excess_return,3492,0.023539029311814917,PASS
2019-01-31,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3492,0.03416607669729426,PASS
2019-01-31,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3492,0.05368084717148054,PASS
2019-01-31,120,1,residual_degree_percentile,RAW,future_excess_return,3389,0.020900777760616104,PASS
2019-01-31,120,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3389,0.0033097785181466512,PASS
2019-01-31,120,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,0.05276875808316912,PASS
2019-01-31,120,2,delta_degree_percentile,RAW,future_excess_return,3389,-0.026805732295635078,PASS
2019-01-31,120,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3389,-0.03917973638055026,PASS
2019-01-31,120,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,0.003841972831441623,PASS
2019-01-31,120,3,cross_industry_degree_percentile,RAW,future_excess_return,3389,0.004906666762450895,PASS
2019-01-31,120,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3389,0.017670038142305635,PASS
2019-01-31,120,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,0.055242859609525984,PASS
2019-01-31,120,4,cross_industry_degree_ratio,RAW,future_excess_return,3384,-0.055975534176822966,PASS
2019-01-31,120,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,3384,0.03824819867371225,PASS
2019-01-31,120,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3384,-0.003043139263999686,PASS
2019-01-31,120,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3342,-0.0759106904196186,PASS
2019-01-31,120,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3342,-0.05822522743126957,PASS
2019-01-31,120,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3342,-0.029304947659158916,PASS
2019-01-31,120,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3342,-0.07016328352659003,PASS
2019-01-31,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3342,-0.053740370277685134,PASS
2019-01-31,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3342,-0.025668432100827473,PASS
2019-01-31,120,7,neighbor_jaccard_1m,RAW,future_excess_return,3341,0.028576093217168575,PASS
2019-01-31,120,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,3341,0.009091053787201323,PASS
2019-01-31,120,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3341,0.03585255755471764,PASS
2019-01-31,120,8,neighbor_retention_1m,RAW,future_excess_return,3339,-0.020017459829387282,PASS
2019-01-31,120,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,3339,-0.029042860214292775,PASS
2019-01-31,120,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3339,0.012395139984775708,PASS
2019-01-31,120,9,outside_community_degree_percentile,RAW,future_excess_return,3389,-0.038272969856631416,PASS
2019-01-31,120,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3389,-0.01892178701202082,PASS
2019-01-31,120,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,0.0097316495214479,PASS
2019-01-31,252,1,residual_degree_percentile,RAW,future_excess_return,3066,-0.014017724017919283,PASS
2019-01-31,252,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3066,-0.04024348261372079,PASS
2019-01-31,252,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3066,0.03592873367782553,PASS
2019-01-31,252,2,delta_degree_percentile,RAW,future_excess_return,3066,-0.03456785051195494,PASS
2019-01-31,252,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3066,-0.048484949844956444,PASS
2019-01-31,252,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3066,0.022886323293192946,PASS
2019-01-31,252,3,cross_industry_degree_percentile,RAW,future_excess_return,3066,-0.021940671149399626,PASS
2019-01-31,252,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3066,-0.021484756919419968,PASS
2019-01-31,252,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3066,0.04054653030284182,PASS
2019-01-31,252,4,cross_industry_degree_ratio,RAW,future_excess_return,2940,-0.06889298737755765,PASS
2019-01-31,252,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,2940,0.00942879743426082,PASS
2019-01-31,252,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2940,-0.008270212442756773,PASS
2019-01-31,252,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3008,-0.057651126285636824,PASS
2019-01-31,252,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3008,-0.03810778521823644,PASS
2019-01-31,252,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3008,-0.010087506568732833,PASS
2019-01-31,252,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3008,-0.05039219853620133,PASS
2019-01-31,252,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3008,-0.04063947648501933,PASS
2019-01-31,252,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3008,-0.015922672409012444,PASS
2019-01-31,252,7,neighbor_jaccard_1m,RAW,future_excess_return,2936,-0.040750948477322135,PASS
2019-01-31,252,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,2936,-0.045108337378199304,PASS
2019-01-31,252,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2936,-0.004521795313985717,PASS
2019-01-31,252,8,neighbor_retention_1m,RAW,future_excess_return,2875,-0.08201635806675779,PASS
2019-01-31,252,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,2875,-0.07926371573115719,PASS
2019-01-31,252,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2875,-0.019678608214918323,PASS
2019-01-31,252,9,outside_community_degree_percentile,RAW,future_excess_return,3066,-0.01512862558787373,PASS
2019-01-31,252,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3066,-0.013194702527101098,PASS
2019-01-31,252,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3066,0.034130657769085936,PASS
2019-02-28,60,1,residual_degree_percentile,RAW,future_excess_return,3522,-0.06386776195680904,PASS
2019-02-28,60,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3522,-0.02787523326082642,PASS
2019-02-28,60,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3522,-0.013941812500360945,PASS
2019-02-28,60,2,delta_degree_percentile,RAW,future_excess_return,3522,-0.08396890709785389,PASS
2019-02-28,60,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3522,-0.06329003833709006,PASS
2019-02-28,60,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3522,-0.0407799046305142,PASS
2019-02-28,60,3,cross_industry_degree_percentile,RAW,future_excess_return,3522,-0.06877663699001792,PASS
2019-02-28,60,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3522,-0.03448677451772172,PASS
2019-02-28,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3522,-0.025582667153122844,PASS
2019-02-28,60,4,cross_industry_degree_ratio,RAW,future_excess_return,3522,0.00980237605669084,PASS
2019-02-28,60,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,3522,-0.007888966622685116,PASS
2019-02-28,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3522,-0.028052685026411856,PASS
2019-02-28,60,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3484,-0.04781271758383488,PASS
2019-02-28,60,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3484,-0.03983005119754702,PASS
2019-02-28,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3484,-0.03408369440688244,PASS
2019-02-28,60,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3484,-0.05009631558698202,PASS
2019-02-28,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3484,-0.035497209039932066,PASS
2019-02-28,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3484,-0.03204606850987408,PASS
2019-02-28,60,7,neighbor_jaccard_1m,RAW,future_excess_return,3484,-0.02924580036059393,PASS
2019-02-28,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,3484,0.004844994303812294,PASS
2019-02-28,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3484,0.010566998368440259,PASS
2019-02-28,60,8,neighbor_retention_1m,RAW,future_excess_return,3484,-0.04191286200369554,PASS
2019-02-28,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,3484,-0.0009212840876566203,PASS
2019-02-28,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3484,0.0055459595265487235,PASS
2019-02-28,60,9,outside_community_degree_percentile,RAW,future_excess_return,3522,-0.04322956816645547,PASS
2019-02-28,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3522,-0.013000921292040396,PASS
2019-02-28,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3522,-0.005904042752584448,PASS
2019-02-28,120,1,residual_degree_percentile,RAW,future_excess_return,3422,-0.02703865897201702,PASS
2019-02-28,120,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3422,0.0032576729913528627,PASS
2019-02-28,120,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3422,0.0254914540955484,PASS
2019-02-28,120,2,delta_degree_percentile,RAW,future_excess_return,3422,-0.049302895387547216,PASS
2019-02-28,120,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3422,-0.03868220297245818,PASS
2019-02-28,120,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3422,-0.020723857829694835,PASS
2019-02-28,120,3,cross_industry_degree_percentile,RAW,future_excess_return,3422,-0.02549834359657012,PASS
2019-02-28,120,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3422,0.004175057466691456,PASS
2019-02-28,120,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3422,0.020788703562962564,PASS
2019-02-28,120,4,cross_industry_degree_ratio,RAW,future_excess_return,3419,0.015442859156645648,PASS
2019-02-28,120,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,3419,0.0045592629582319215,PASS
2019-02-28,120,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3419,-0.010849345573796394,PASS
2019-02-28,120,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3389,-0.043312581806199145,PASS
2019-02-28,120,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3389,-0.036213202107994544,PASS
2019-02-28,120,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,-0.03154973681636181,PASS
2019-02-28,120,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,3389,-0.0428223319035738,PASS
2019-02-28,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3389,-0.031028654240519146,PASS
2019-02-28,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,-0.028775174307796414,PASS
2019-02-28,120,7,neighbor_jaccard_1m,RAW,future_excess_return,3389,0.014687706069876837,PASS
2019-02-28,120,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,3389,0.043093629432932885,PASS
2019-02-28,120,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3389,0.043061565609480434,PASS
2019-02-28,120,8,neighbor_retention_1m,RAW,future_excess_return,3384,-0.016318521062689214,PASS
2019-02-28,120,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,3384,0.02410529352979345,PASS
2019-02-28,120,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3384,0.02533500814296164,PASS
2019-02-28,120,9,outside_community_degree_percentile,RAW,future_excess_return,3422,-0.028569164580180446,PASS
2019-02-28,120,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3422,0.0034867785222206724,PASS
2019-02-28,120,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3422,0.020686306232470416,PASS
2019-02-28,252,1,residual_degree_percentile,RAW,future_excess_return,3099,-0.006552506723167229,PASS
2019-02-28,252,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3099,0.02135307864518725,PASS
2019-02-28,252,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3099,0.05438414493359528,PASS
2019-02-28,252,2,delta_degree_percentile,RAW,future_excess_return,3099,-0.023464879205853707,PASS
2019-02-28,252,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3099,-0.034093552152619236,PASS
2019-02-28,252,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3099,-0.0070734557374201685,PASS
2019-02-28,252,3,cross_industry_degree_percentile,RAW,future_excess_return,3099,-0.012017968566957686,PASS
2019-02-28,252,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,3099,0.01950266187927046,PASS
2019-02-28,252,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,3099,0.04582016149746469,PASS
2019-02-28,252,4,cross_industry_degree_ratio,RAW,future_excess_return,2966,-0.0023933930160722613,PASS
2019-02-28,252,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,2966,0.00024020074934417288,PASS
2019-02-28,252,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,2966,-0.005887667647324157,PASS
2019-02-28,252,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,3066,0.005904698181331911,PASS
2019-02-28,252,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,3066,0.013042259443954233,PASS
