analysis_date,window,factor_order,factor_name,neutralization,target_name,pair_n,risk_rank_ic,ic_status
2015-05-29,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_idio_vol_annualized,1819,0.0027987190495118684,PASS
2015-05-29,60,7,neighbor_jaccard_1m,RAW,future_realized_vol_annualized,1816,-0.08467971439765709,PASS
2015-05-29,60,7,neighbor_jaccard_1m,RAW,future_downside_vol_annualized,1816,-0.19712718722455286,PASS
2015-05-29,60,7,neighbor_jaccard_1m,RAW,future_max_drawdown,1816,-0.1815324887666799,PASS
2015-05-29,60,7,neighbor_jaccard_1m,RAW,future_idio_vol_annualized,1816,-0.04019929617971091,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_realized_vol_annualized,1816,-0.0372885157826105,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_downside_vol_annualized,1816,-0.14331875480630596,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_max_drawdown,1816,-0.13814524692451804,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_idio_vol_annualized,1816,-0.014218867460892464,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_realized_vol_annualized,1816,0.0023973401742290947,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_downside_vol_annualized,1816,-0.10921316576973424,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_max_drawdown,1816,-0.11823856383083158,PASS
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_idio_vol_annualized,1816,-0.0009976692988053247,PASS
2015-05-29,60,8,neighbor_retention_1m,RAW,future_realized_vol_annualized,1812,-0.07004436299345973,PASS
2015-05-29,60,8,neighbor_retention_1m,RAW,future_downside_vol_annualized,1812,-0.1701039994233869,PASS
2015-05-29,60,8,neighbor_retention_1m,RAW,future_max_drawdown,1812,-0.15883260494836546,PASS
2015-05-29,60,8,neighbor_retention_1m,RAW,future_idio_vol_annualized,1812,-0.027128525049327504,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_realized_vol_annualized,1812,-0.03975110735664264,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_downside_vol_annualized,1812,-0.13578177120240115,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_max_drawdown,1812,-0.1314914484578021,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_idio_vol_annualized,1812,-0.013053419028047563,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_realized_vol_annualized,1812,0.002505920038914271,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_downside_vol_annualized,1812,-0.10130271170306056,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_max_drawdown,1812,-0.11056755987864585,PASS
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_idio_vol_annualized,1812,0.0008290599516699963,PASS
2015-05-29,60,9,outside_community_degree_percentile,RAW,future_realized_vol_annualized,1914,-0.13242703939398873,PASS
2015-05-29,60,9,outside_community_degree_percentile,RAW,future_downside_vol_annualized,1914,-0.2661711251615856,PASS
2015-05-29,60,9,outside_community_degree_percentile,RAW,future_max_drawdown,1914,-0.27437403063639343,PASS
2015-05-29,60,9,outside_community_degree_percentile,RAW,future_idio_vol_annualized,1914,-0.12275610872702501,PASS
