analysis_date,window,expected_node_count,actual_node_count,expected_edge_count,node_industry_label_coverage,same_industry_edge_count,cross_industry_edge_count,unknown_industry_edge_count,same_industry_edge_share_all,cross_industry_edge_share_all,unknown_industry_edge_share,same_industry_edge_share_labeled,mean_industry_labeled_degree_share_active,min_industry_labeled_degree_share_active,max_abs_degree_reconstruction_diff,max_abs_strength_reconstruction_diff,max_degree_ratio_identity_diff,node_count_ok,edge_count_ok,key_unique,edge_category_identity_ok,degree_reconstruction_ok,degree_handshake_ok,strength_reconstruction_ok,ratio_valid,invalid_ratio_columns,max_ratio_upper_excess,strength_ratio_atol,degree_ratio_identity_ok,isolated_degree_ok,qa_pass,qa_errors
2022-06-30,252,4338,4338,94028,1.0,42567,51461,0,0.4527055770621517,0.5472944229378482,0.0,0.4527055770621517,1.0,1.0,0,7.569789886474609e-06,0.0,True,True,True,True,True,True,True,True,,5.909517253321894e-08,2.384185791015625e-07,True,True,True,
2022-07-29,252,4389,4389,96247,1.0,44087,52160,0,0.4580610304736771,0.5419389695263229,0.0,0.4580610304736771,1.0,1.0,0,7.420778274536133e-06,0.0,True,True,True,True,True,True,True,True,,5.956722270994419e-08,2.384185791015625e-07,True,True,True,
2022-08-31,252,4429,4429,98015,1.0,43771,54244,0,0.4465745039024639,0.5534254960975361,0.0,0.4465745039024639,1.0,1.0,0,7.4803829193115234e-06,0.0,True,True,True,True,True,True,True,True,,5.949612957856232e-08,2.384185791015625e-07,True,True,True,
2022-09-30,252,4470,4470,99833,1.0,44031,55802,0,0.44104654773471696,0.558953452265283,0.0,0.44104654773471696,1.0,1.0,0,6.9141387939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.914679102048126e-08,2.384185791015625e-07,True,True,True,
2022-10-31,252,4497,4497,101051,1.0,44792,56259,0,0.4432613234901189,0.5567386765098812,0.0,0.4432613234901189,1.0,1.0,0,7.450580596923828e-06,0.0,True,True,True,True,True,True,True,True,,5.9576534816585536e-08,2.384185791015625e-07,True,True,True,
2022-11-30,252,4532,4532,102633,1.0,46351,56282,0,0.45161887502070486,0.5483811249792951,0.0,0.45161887502070486,1.0,1.0,0,7.450580596923828e-06,0.0,True,True,True,True,True,True,True,True,,5.958486992696521e-08,2.384185791015625e-07,True,True,True,
2022-12-30,252,4568,4568,104280,1.0,49148,55132,0,0.4713080168776371,0.5286919831223629,0.0,0.4713080168776371,1.0,1.0,0,7.241964340209961e-06,0.0,True,True,True,True,True,True,True,True,,5.956938009532564e-08,2.384185791015625e-07,True,True,True,
2023-01-31,252,4590,4590,105288,1.0,49098,56190,0,0.4663209482562115,0.5336790517437885,0.0,0.4663209482562115,1.0,1.0,0,7.539987564086914e-06,0.0,True,True,True,True,True,True,True,True,,5.93924109892896e-08,2.384185791015625e-07,True,True,True,
2023-02-28,252,4613,4613,106330,1.0,52028,54302,0,0.4893068748236622,0.5106931251763378,0.0,0.4893068748236622,1.0,1.0,0,7.569789886474609e-06,0.0,True,True,True,True,True,True,True,True,,5.917098144792021e-08,2.384185791015625e-07,True,True,True,
2023-03-31,252,4648,4648,107958,1.0,54289,53669,0,0.5028714870597825,0.4971285129402175,0.0,0.5028714870597825,1.0,1.0,0,7.62939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.942133607383937e-08,2.384185791015625e-07,True,True,True,
2023-04-28,252,4669,4669,108946,1.0,56973,51973,0,0.5229471481284306,0.4770528518715694,0.0,0.5229471481284306,1.0,1.0,0,6.586313247680664e-06,0.0,True,True,True,True,True,True,True,True,,5.92821782774422e-08,2.384185791015625e-07,True,True,True,
2023-05-31,252,4688,4688,109809,1.0,58341,51468,0,0.531295249023304,0.4687047509766959,0.0,0.531295249023304,1.0,1.0,0,7.3909759521484375e-06,0.0,True,True,True,True,True,True,True,True,,5.9082784664710175e-08,2.384185791015625e-07,True,True,True,
2023-06-30,252,4690,4690,109936,1.0,58603,51333,0,0.5330646921845438,0.4669353078154563,0.0,0.5330646921845438,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.940326341935531e-08,2.384185791015625e-07,True,True,True,
2023-07-31,252,4724,4724,111524,1.0,59489,52035,0,0.5334188156809296,0.4665811843190703,0.0,0.5334188156809296,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.915531420264131e-08,2.384185791015625e-07,True,True,True,
2023-08-31,252,4766,4766,113525,1.0,61043,52482,0,0.5377053512442194,0.4622946487557807,0.0,0.5377053512442194,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.950122750064679e-08,2.384185791015625e-07,True,True,True,
2023-09-28,252,4801,4801,115207,1.0,64497,50710,0,0.5598357738679073,0.44016422613209266,0.0,0.5598357738679073,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.949508197211628e-08,2.384185791015625e-07,True,True,True,
2023-10-31,252,4825,4825,116361,1.0,65507,50854,0,0.5629635358926101,0.43703646410738994,0.0,0.5629635358926101,1.0,1.0,0,6.973743438720703e-06,0.0,True,True,True,True,True,True,True,True,,5.9550919306872174e-08,2.384185791015625e-07,True,True,True,
2023-11-30,252,4844,4844,117286,1.0,66022,51264,0,0.5629145848609383,0.4370854151390618,0.0,0.5629145848609383,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.933799673840667e-08,2.384185791015625e-07,True,True,True,
2023-12-29,252,4861,4861,118116,1.0,68310,49806,0,0.5783297775068577,0.42167022249314234,0.0,0.5783297775068577,1.0,1.0,0,3.9637088775634766e-06,0.0,True,True,True,True,True,True,True,True,,5.9514542183336516e-08,2.384185791015625e-07,True,True,True,
2024-01-31,252,4876,4876,118843,1.0,64213,54630,0,0.5403178984037764,0.4596821015962236,0.0,0.5403178984037764,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.9439335009514593e-08,2.384185791015625e-07,True,True,True,
2024-02-29,252,4892,4892,119619,1.0,48595,71024,0,0.40624817127713825,0.5937518287228618,0.0,0.40624817127713825,1.0,1.0,0,7.420778274536133e-06,0.0,True,True,True,True,True,True,True,True,,5.836564076489026e-08,2.384185791015625e-07,True,True,True,
2024-03-29,252,4919,4919,120942,1.0,50288,70654,0,0.4158026161300458,0.5841973838699542,0.0,0.4158026161300458,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.8534356028872025e-08,2.384185791015625e-07,True,True,True,
2024-04-30,252,4942,4942,122075,1.0,48730,73345,0,0.3991808314560721,0.6008191685439279,0.0,0.3991808314560721,1.0,1.0,0,7.62939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.9353789216842756e-08,2.384185791015625e-07,True,True,True,
2024-05-31,252,4964,4964,123150,1.0,48736,74414,0,0.39574502639058057,0.6042549736094194,0.0,0.39574502639058057,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.889445220397249e-08,2.384185791015625e-07,True,True,True,
2024-06-28,252,4980,4980,123959,1.0,48205,75754,0,0.38887858082107796,0.611121419178922,0.0,0.38887858082107796,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.9548280972876455e-08,2.384185791015625e-07,True,True,True,
2024-07-31,252,4999,4999,124907,1.0,48979,75928,0,0.3921237400626066,0.6078762599373935,0.0,0.3921237400626066,1.0,1.0,0,7.4803829193115234e-06,0.0,True,True,True,True,True,True,True,True,,5.9493411308508826e-08,2.384185791015625e-07,True,True,True,
2024-08-30,252,5006,5006,125267,1.0,48261,77006,0,0.38526507380235814,0.6147349261976418,0.0,0.38526507380235814,1.0,1.0,0,7.539987564086914e-06,0.0,True,True,True,True,True,True,True,True,,5.945608627655474e-08,2.384185791015625e-07,True,True,True,
2024-09-30,252,5015,5015,125722,1.0,43593,82129,0,0.3467412226976981,0.6532587773023019,0.0,0.3467412226976981,1.0,1.0,0,7.569789886474609e-06,0.0,True,True,True,True,True,True,True,True,,5.9352788683852964e-08,2.384185791015625e-07,True,True,True,
2024-10-31,252,5023,5023,126123,1.0,43833,82290,0,0.34754168549749054,0.6524583145025095,0.0,0.34754168549749054,1.0,1.0,0,7.569789886474609e-06,0.0,True,True,True,True,True,True,True,True,,5.957704596326607e-08,2.384185791015625e-07,True,True,True,
2024-11-29,252,5034,5034,126670,1.0,43309,83361,0,0.34190416041683114,0.6580958395831689,0.0,0.34190416041683114,1.0,1.0,0,7.569789886474609e-06,0.0,True,True,True,True,True,True,True,True,,5.919799495046618e-08,2.384185791015625e-07,True,True,True,
2024-12-31,252,5042,5042,127075,1.0,42240,84835,0,0.33240212472949043,0.6675978752705095,0.0,0.33240212472949043,1.0,1.0,0,7.450580596923828e-06,0.0,True,True,True,True,True,True,True,True,,5.921518564377948e-08,2.384185791015625e-07,True,True,True,
2025-01-27,252,5049,5049,127430,1.0,42117,85313,0,0.3305108687122342,0.6694891312877659,0.0,0.3305108687122342,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.912512324179886e-08,2.384185791015625e-07,True,True,True,
2025-02-28,252,5052,5052,127577,1.0,45263,82314,0,0.3547896564427757,0.6452103435572243,0.0,0.3547896564427757,1.0,1.0,0,7.62939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.888017917676791e-08,2.384185791015625e-07,True,True,True,
2025-03-31,252,5057,5057,127834,1.0,50582,77252,0,0.3956850290220129,0.604314970977987,0.0,0.3956850290220129,1.0,1.0,0,7.4803829193115234e-06,0.0,True,True,True,True,True,True,True,True,,5.9352563308578965e-08,2.384185791015625e-07,True,True,True,
2025-04-30,252,5054,5054,127682,1.0,52484,75198,0,0.4110524584514654,0.5889475415485347,0.0,0.4110524584514654,1.0,1.0,0,7.420778274536133e-06,0.0,True,True,True,True,True,True,True,True,,5.9570884669568613e-08,2.384185791015625e-07,True,True,True,
2025-05-30,252,5056,5056,127759,1.0,52175,75584,0,0.408386101957592,0.5916138980424079,0.0,0.408386101957592,1.0,1.0,0,7.62939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.958563664698602e-08,2.384185791015625e-07,True,True,True,
2025-06-30,252,5049,5049,127427,1.0,51931,75496,0,0.40753529471775995,0.59246470528224,0.0,0.40753529471775995,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.959143156708535e-08,2.384185791015625e-07,True,True,True,
2025-07-31,252,5055,5055,127725,1.0,48713,79012,0,0.3813897044431396,0.6186102955568604,0.0,0.3813897044431396,1.0,1.0,0,7.3909759521484375e-06,0.0,True,True,True,True,True,True,True,True,,5.953500781252785e-08,2.384185791015625e-07,True,True,True,
2025-08-29,252,5062,5062,128077,1.0,46972,81105,0,0.3667481280792024,0.6332518719207977,0.0,0.3667481280792024,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.959226978546894e-08,2.384185791015625e-07,True,True,True,
2025-09-30,252,5070,5070,128482,1.0,46768,81714,0,0.36400429632166376,0.6359957036783362,0.0,0.36400429632166376,1.0,1.0,0,7.599592208862305e-06,0.0,True,True,True,True,True,True,True,True,,5.9291879406231374e-08,2.384185791015625e-07,True,True,True,
2025-10-31,252,5075,5075,128735,1.0,50166,78569,0,0.38968423505651145,0.6103157649434886,0.0,0.38968423505651145,1.0,1.0,0,7.0035457611083984e-06,0.0,True,True,True,True,True,True,True,True,,5.9600339108456524e-08,2.384185791015625e-07,True,True,True,
2025-11-28,252,5082,5082,129083,1.0,51228,77855,0,0.39686093443753245,0.6031390655624675,0.0,0.39686093443753245,1.0,1.0,0,7.62939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.9243362660055254e-08,2.384185791015625e-07,True,True,True,
2025-12-31,252,5093,5093,129628,1.0,52540,77088,0,0.4053136668003826,0.5946863331996174,0.0,0.4053136668003826,1.0,1.0,0,6.9141387939453125e-06,0.0,True,True,True,True,True,True,True,True,,5.84688915061804e-08,2.384185791015625e-07,True,True,True,
2026-01-30,252,5096,5096,129805,1.0,54221,75584,0,0.4177111821578522,0.5822888178421478,0.0,0.4177111821578522,1.0,1.0,0,6.884336471557617e-06,0.0,True,True,True,True,True,True,True,True,,5.9518892037147e-08,2.384185791015625e-07,True,True,True,
2026-02-27,252,5104,5104,130191,1.0,54789,75402,0,0.4208355416273014,0.5791644583726986,0.0,0.4208355416273014,1.0,1.0,0,7.12275505065918e-06,0.0,True,True,True,True,True,True,True,True,,5.917619172457478e-08,2.384185791015625e-07,True,True,True,
2026-03-31,252,5111,5111,130563,1.0,55672,74891,0,0.4263995159424952,0.5736004840575049,0.0,0.4263995159424952,1.0,1.0,0,7.092952728271484e-06,0.0,True,True,True,True,True,True,True,True,,5.878225728395137e-08,2.384185791015625e-07,True,True,True,
2026-04-30,252,5116,5116,130823,1.0,56438,74385,0,0.43140732134257737,0.5685926786574226,0.0,0.43140732134257737,1.0,1.0,0,7.092952728271484e-06,0.0,True,True,True,True,True,True,True,True,,5.8930158308712066e-08,2.384185791015625e-07,True,True,True,
2026-05-29,252,5123,5123,131148,1.0,56376,74772,0,0.42986549547076586,0.5701345045292342,0.0,0.42986549547076586,1.0,1.0,0,6.3478946685791016e-06,0.0,True,True,True,True,True,True,True,True,,5.9284708697759925e-08,2.384185791015625e-07,True,True,True,
2026-06-30,252,5115,5115,130766,1.0,54215,76551,0,0.4145955370662099,0.5854044629337901,0.0,0.4145955370662099,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.912436806809751e-08,2.384185791015625e-07,True,True,True,
2026-07-31,252,5122,5122,131131,1.0,52976,78155,0,0.40399295361127424,0.5960070463887258,0.0,0.40399295361127424,1.0,1.0,0,7.510185241699219e-06,0.0,True,True,True,True,True,True,True,True,,5.8846791217703753e-08,2.384185791015625e-07,True,True,True,
2026-08-31,252,5124,5124,131236,1.0,53482,77754,0,0.40752537413514583,0.5924746258648541,0.0,0.40752537413514583,1.0,1.0,0,8.07642936706543e-06,0.0,True,True,True,True,True,True,True,True,,5.9283246534036493e-08,2.384185791015625e-07,True,True,True,
2026-09-03,252,5125,5125,131284,1.0,53587,77697,0,0.40817616769751075,0.5918238323024892,0.0,0.40817616769751075,1.0,1.0,0,1.5228986740112305e-05,0.0,True,True,True,True,True,True,True,True,,5.9243180139390006e-08,2.384185791015625e-07,True,True,True,
