stock_1,stock_2,name_1,name_2,industry_1,industry_2,same_industry,industry_relation,persistence_before,core_before,always_before,mean_abs_partial_before,persistence_after,core_after,always_after,mean_abs_partial_after,delta_persistence,abs_delta_persistence,core_transition,regime_before,regime_after
000725,601318,京东方A,中国平安,电子,非银金融,False,Cross industry,1.0,True,True,0.03616527970341342,1.0,True,True,0.042990980045725394,0.0,0.0,Persistent core,2,3
000725,601398,京东方A,工商银行,电子,银行,False,Cross industry,0.0,False,False,,0.0,False,False,,0.0,0.0,Non-core both,2,3
000725,603501,京东方A,韦尔股份,电子,电子,True,Same industry,1.0,True,True,0.09108627737839091,1.0,True,True,0.0716075312411704,0.0,0.0,Persistent core,2,3
000858,002415,五粮液,海康威视,食品饮料,电子,False,Cross industry,1.0,True,True,0.022309278725555277,1.0,True,True,0.04094612731932251,0.0,0.0,Persistent core,2,3
000858,002460,五粮液,赣锋锂业,食品饮料,新能源,False,Cross industry,1.0,True,True,0.06234181654202111,1.0,True,True,0.026344225078937224,0.0,0.0,Persistent core,2,3
000858,002475,五粮液,立讯精密,食品饮料,电子,False,Cross industry,1.0,True,True,0.038122060170626415,0.3,False,False,0.048526588732868164,-0.7,0.7,Lost core,2,3
000858,600030,五粮液,中信证券,食品饮料,非银金融,False,Cross industry,0.8,True,False,0.035124080151283196,1.0,True,True,0.04394567907459963,0.19999999999999996,0.19999999999999996,Persistent core,2,3
000858,600036,五粮液,招商银行,食品饮料,银行,False,Cross industry,0.4,False,False,0.0295044015327492,0.0,False,False,,-0.4,0.4,Non-core both,2,3
000858,600519,五粮液,贵州茅台,食品饮料,食品饮料,True,Same industry,1.0,True,True,0.2982014963342293,1.0,True,True,0.32071216857600826,0.0,0.0,Persistent core,2,3
000858,600887,五粮液,伊利股份,食品饮料,食品饮料,True,Same industry,1.0,True,True,0.1605260821607381,1.0,True,True,0.18537452908827523,0.0,0.0,Persistent core,2,3
000858,601288,五粮液,农业银行,食品饮料,银行,False,Cross industry,0.0,False,False,,0.0,False,False,,0.0,0.0,Non-core both,2,3
000858,601318,五粮液,中国平安,食品饮料,非银金融,False,Cross industry,1.0,True,True,0.05869975435120508,1.0,True,True,0.07911374139811732,0.0,0.0,Persistent core,2,3
000858,601398,五粮液,工商银行,食品饮料,银行,False,Cross industry,0.0,False,False,,0.0,False,False,,0.0,0.0,Non-core both,2,3
000858,603501,五粮液,韦尔股份,食品饮料,电子,False,Cross industry,0.0,False,False,,0.0,False,False,,0.0,0.0,Non-core both,2,3
002415,002460,海康威视,赣锋锂业,电子,新能源,False,Cross industry,1.0,True,True,0.06878245600657168,1.0,True,True,0.12467964902186243,0.0,0.0,Persistent core,2,3
002415,002475,海康威视,立讯精密,电子,电子,True,Same industry,1.0,True,True,0.0802452192521863,1.0,True,True,0.06656510439346877,0.0,0.0,Persistent core,2,3
002415,600030,海康威视,中信证券,电子,非银金融,False,Cross industry,1.0,True,True,0.10863648268755506,1.0,True,True,0.06604878176525646,0.0,0.0,Persistent core,2,3
002415,600036,海康威视,招商银行,电子,银行,False,Cross industry,0.0,False,False,,0.0,False,False,,0.0,0.0,Non-core both,2,3
002415,600519,海康威视,贵州茅台,电子,食品饮料,False,Cross industry,0.0,False,False,,0.9,True,False,0.040545541789730064,0.9,0.9,Gained core,2,3
