metric,mean,sd,median,mad,z1_raw_threshold,z1_5_raw_threshold,z2_raw_threshold
turnover,0.09944258280319263,0.05691724102671324,0.09892787524366464,0.045826371484266146,0.15635982382990588,0.1848184443432625,0.21327706485661913
gross_edge_changes,5.266666666666667,3.150624824000661,5.0,2.5,8.417291490667328,9.992603902667657,11.56791631466799
