network_date,regime,stock_code,stock_name,industry,degree,strength,same_degree,cross_degree,same_strength,cross_strength,degree_rank,strength_rank,degree_top5,strength_top5
2025-01-14,3,600036,招商银行,银行,5,0.8497873381567698,3,2,0.5279802550177823,0.3218070831389874,13.0,8.0,False,False
2025-01-14,3,600519,贵州茅台,食品饮料,6,0.9049160866153197,3,3,0.7752046504904858,0.12971143612483388,11.0,5.0,False,True
2025-01-14,3,600887,伊利股份,食品饮料,9,0.740184542506473,3,6,0.4773075029381099,0.2628770395683631,6.5,10.0,False,False
2025-01-14,3,601288,农业银行,银行,4,0.7089234498045406,3,1,0.6744304807055543,0.0344929690989862,14.0,12.0,False,False
2025-01-14,3,601318,中国平安,非银金融,10,1.084252314488071,1,9,0.10240016005397,0.9818521544341009,2.5,2.0,True,True
2025-01-14,3,601398,工商银行,银行,3,0.848181070697625,3,0,0.848181070697625,0.0,15.0,9.0,False,False
2025-01-14,3,603501,韦尔股份,电子,6,0.8695184392827653,3,3,0.4923914681918738,0.37712697109089144,11.0,7.0,False,False
2025-02-19,3,000001,平安银行,银行,8,0.8886978408181407,3,5,0.42105970875249643,0.4676381320656444,9.0,6.0,False,False
2025-02-19,3,000568,泸州老窖,食品饮料,9,1.0172796792616012,3,6,0.6673355971084057,0.3499440821531954,6.5,3.0,False,True
2025-02-19,3,000725,京东方A,电子,10,0.7401806785016158,3,7,0.41617116634860596,0.3240095121530099,2.5,10.0,True,False
2025-02-19,3,000858,五粮液,食品饮料,10,1.17611419480615,3,7,0.8985026121937638,0.2776115826123862,2.5,1.0,True,True
2025-02-19,3,002415,海康威视,电子,10,0.9275771100410549,3,7,0.4694422417660841,0.45813486827497074,2.5,4.0,True,True
2025-02-19,3,002460,赣锋锂业,新能源,9,0.6834128406544477,0,9,0.0,0.6834128406544477,6.5,14.0,False,False
2025-02-19,3,002475,立讯精密,电子,6,0.5460443216327812,3,3,0.4383978892251752,0.107646432407606,11.0,15.0,False,False
2025-02-19,3,600030,中信证券,非银金融,9,0.7216520190179627,1,8,0.106292315860638,0.6153597031573247,6.5,11.0,False,False
2025-02-19,3,600036,招商银行,银行,5,0.8637559188183215,3,2,0.5503264493354711,0.3134294694828503,12.5,7.0,False,False
2025-02-19,3,600519,贵州茅台,食品饮料,7,0.9220671584318794,3,4,0.7818188760427702,0.1402482823891091,10.0,5.0,False,True
