window,min_valid_ratio,required_valid_days,evaluation_day_count,eligible_stock_count_min,eligible_stock_count_median,eligible_stock_count_mean,eligible_stock_count_max,eligible_ratio_median,p_over_w_min,p_over_w_median,p_over_w_mean,p_over_w_max,share_days_p_ge_w,share_days_p_ge_2w,share_days_p_ge_5w,share_days_p_ge_10w,median_possible_pair_count,median_dense_matrix_memory_mb,median_daily_universe_jaccard,mean_daily_entered_count,mean_daily_exited_count
60,0.9,54,2778,1547,3965.0,3881.835133189345,5176,0.9713014446308008,25.78333333333333,66.08333333333334,64.69725221982242,86.26666666666667,1.0,1.0,1.0,1.0,7858634.5,119.94349670410156,0.999340804218853,2.9909974792942022,1.8397551314368024
120,0.9,108,2718,1503,3915.0,3851.258278145696,5170,0.961598614692813,12.525,32.625,32.09381898454746,43.083333333333336,1.0,1.0,1.0,1.0,7661657.0,116.9374771118164,0.9995645547572392,2.2315053367684947,0.951417004048583
252,0.9,227,2586,1444,3810.0,3761.8855375096673,5125,0.921944277007568,5.73015873015873,15.11904761904762,14.92811721233995,20.33730158730159,1.0,1.0,1.0,0.8093580819798917,7256145.5,110.74906158447266,0.9995745586045522,1.91605415860735,0.4920696324951644
