bootstrap_id,D_star,convergence_warning,success
1,0.0016313153261518784,False,True
2,0.0018097687708253248,False,True
3,0.0031859550978999168,False,True
4,0.0018593985732328151,False,True
5,0.0021466499501151966,False,True
6,0.0019392479838955914,False,True
7,0.002102425059956776,False,True
8,0.001673471928896011,False,True
9,0.0011548252535846545,False,True
10,0.0017159076398771478,False,True
11,0.004050559898774653,False,True
12,0.0013408304980704565,False,True
13,0.0016410149042941137,False,True
14,0.002110188521044142,False,True
15,0.0024081755744880277,False,True
16,0.0020805791333831855,False,True
17,0.0021653276194844545,False,True
18,0.0022601673040097497,False,True
19,0.0013372552963699868,False,True
20,0.002236131577384662,False,True
21,0.00158659843195554,False,True
22,0.0016866030313089815,False,True
23,0.0021955387759832923,False,True
24,0.001735186504366102,False,True
25,0.0015371878693816144,False,True
26,0.0011487737608724877,False,True
27,0.0034335357467148516,False,True
28,0.0019669209870085956,False,True
29,0.0018234473548519765,False,True
30,0.0023344126015780735,False,True
31,0.002178388779420659,False,True
32,0.0031852075473218387,False,True
33,0.0027056112023733946,False,True
34,0.0028140818414748347,False,True
35,0.001954851077477147,False,True
36,0.0018923979024937675,False,True
37,0.001541142443024325,False,True
38,0.0015604367537059188,False,True
39,0.0019416689854447138,False,True
40,0.0019074627522538124,False,True
41,0.003733854862782336,False,True
42,0.002357388672323355,False,True
43,0.003191387451363852,False,True
44,0.001977652183600101,False,True
45,0.0032310764405500776,False,True
46,0.0020599291510955565,False,True
47,0.0022729619510131497,False,True
48,0.0019090178705424277,False,True
49,0.0020050575436784575,False,True
50,0.001330222924755508,False,True
51,0.001806795715247606,False,True
52,0.0029628556165012835,False,True
53,0.001895604585767785,False,True
54,0.00338640105663218,False,True
55,0.0018583584738114934,False,True
56,0.00134866541040062,False,True
57,0.0020552226085444702,False,True
58,0.002734400633100484,False,True
59,0.002371780953205523,False,True
60,0.0021678754801489194,False,True
61,0.002011643806252889,False,True
62,0.002363053252859582,False,True
63,0.0010622766660663503,False,True
64,0.0022523834350291257,False,True
65,0.0015646545206950766,False,True
66,0.002242888946612759,False,True
67,0.0016522292638215686,False,True
68,0.0014817448372217853,False,True
69,0.0018714865035402385,False,True
70,0.0017804264115409644,False,True
71,0.0017045091955649617,False,True
72,0.002232857644524684,False,True
73,0.00195404447177617,False,True
74,0.001354584369489384,False,True
75,0.002837573997944551,False,True
76,0.001625961135096527,False,True
77,0.002028360686679524,False,True
78,0.0016384943246143767,False,True
79,0.001655249722741718,False,True
80,0.0019963335107044877,False,True
81,0.002988899028177215,False,True
82,0.002360879964604152,False,True
83,0.0033329614730829623,False,True
84,0.0017615680813749207,False,True
85,0.0022082930922623133,False,True
86,0.0021498969906898185,False,True
87,0.0015943418763406125,False,True
88,0.002403603846998162,False,True
89,0.0015301594264844546,False,True
90,0.0013282739698963362,False,True
91,0.0016396423715496825,False,True
92,0.001857420313830998,False,True
