stock_i,stock_j,precision,partial_corr,abs_partial_corr,sign
601398,601288,-1.2902018844913792,0.6714510674815446,0.6714510674815446,positive
000858,000568,-1.0496614232814798,0.4843750449694926,0.4843750449694926,positive
000001,600036,-0.5603039216485659,0.35939016720438743,0.35939016720438743,positive
600519,000858,-0.6549770016541765,0.3286975696725035,0.3286975696725035,positive
600036,601318,-0.4147372894021294,0.26188345591127926,0.26188345591127926,positive
600519,000568,-0.3600126888930117,0.1958695553243399,0.1958695553243399,positive
002415,603501,-0.22260559052441564,0.18263176179904456,0.18263176179904456,positive
601318,600030,-0.26290772454006583,0.1821975310157899,0.1821975310157899,positive
002415,600030,-0.23148332288153936,0.17954901735136028,0.17954901735136028,positive
002415,000725,-0.20832362814677857,0.17359329906900695,0.17359329906900695,positive
002460,600030,-0.20506970530798652,0.16184435256303997,0.16184435256303997,positive
603501,002475,-0.1777435834907056,0.15866992936376728,0.15866992936376728,positive
000001,601318,-0.24536208273471524,0.1569855883938606,0.1569855883938606,positive
002460,000725,-0.18349647248062426,0.1555803928054045,0.1555803928054045,positive
002460,603501,-0.18280648272535013,0.15260352022353815,0.15260352022353815,positive
000858,600887,-0.21199276599930578,0.128208291655884,0.128208291655884,positive
000568,002460,-0.1807606177021778,0.11555499312896342,0.11555499312896342,positive
600036,601398,-0.19881427313241679,0.11299682144476061,0.11299682144476061,positive
000001,000858,-0.1936434926867393,0.10184970336174627,0.10184970336174627,positive
600519,601318,-0.1542073943836603,0.09413933273964582,0.09413933273964582,positive
002415,601318,-0.13322561383447912,0.09391970050600529,0.09391970050600529,positive
002475,600030,-0.1050226704417889,0.08863532403983444,0.08863532403983444,positive
600887,002415,-0.106489164135261,0.0876839585630692,0.0876839585630692,positive
600887,601318,-0.1191575068940807,0.08766211698930823,0.08766211698930823,positive
603501,600030,-0.10653467512628818,0.08592141082416724,0.08592141082416724,positive
002460,002415,-0.09785166731820051,0.07855866604944367,0.07855866604944367,positive
000001,601398,-0.12467023204400816,0.07179575921242097,0.07179575921242097,positive
600519,600887,-0.0959627096973466,0.06842490139392347,0.06842490139392347,positive
000858,000725,-0.09977238709179119,0.061063983380991685,0.061063983380991685,positive
000568,601318,-0.10718515289807423,0.06016759189455684,0.06016759189455684,positive
000858,601318,-0.11122242264223785,0.05758928169641857,0.05758928169641857,positive
000001,600887,-0.07623155621532438,0.056968250474015034,0.056968250474015034,positive
000001,600030,-0.06955034067019847,0.04896051223504172,0.04896051223504172,positive
600036,600519,-0.07385212486806671,0.045197988255843126,0.045197988255843126,positive
000725,600030,-0.0544118835886213,0.04457161376517296,0.04457161376517296,positive
002460,002475,-0.04776581960409352,0.04172569310078494,0.04172569310078494,positive
600036,000858,-0.07639618012973366,0.039656204735672065,0.039656204735672065,positive
000725,002475,-0.04192816778416317,0.038015505159883466,0.038015505159883466,positive
000858,600030,-0.06377846676266301,0.036334378939145415,0.036334378939145415,positive
601398,002460,0.039474228324166714,-0.025485844232097203,0.025485844232097203,negative
600887,600030,-0.028390877451329233,0.02298072454213131,0.02298072454213131,positive
000001,000568,-0.039600842154859324,0.022580833580962325,0.022580833580962325,positive
000858,002475,-0.03037041220011974,0.019150699252405413,0.019150699252405413,positive
600519,002475,-0.02452049938329601,0.018229714455638105,0.018229714455638105,positive
000001,000725,-0.01519979969915271,0.011495176864048126,0.011495176864048126,positive
000725,603501,-0.012669363190760303,0.010977319414493336,0.010977319414493336,positive
601288,002475,0.01530390378152629,-0.010776056827438492,0.010776056827438492,negative
000568,603501,-0.009219102152272755,0.006022653779610929,0.006022653779610929,positive
000725,601318,-0.006291606969789912,0.0046841611471531925,0.0046841611471531925,positive
