stock_i,stock_j,precision,partial_corr,abs_partial_corr,sign
601398,601288,-0.7998294798895274,0.49874283086214605,0.49874283086214605,positive
000858,000568,-0.8940065821525075,0.440731516278582,0.440731516278582,positive
601318,600030,-0.5621059585448668,0.34784732474908403,0.34784732474908403,positive
600519,000858,-0.5899642783833828,0.2919301428493033,0.2919301428493033,positive
000725,600030,-0.43133736894853286,0.2761587584959613,0.2761587584959613,positive
002415,000725,-0.35565516673611897,0.2578229568475072,0.2578229568475072,positive
600519,000568,-0.4753085203602624,0.2530000940218926,0.2530000940218926,positive
600036,601398,-0.387731741774351,0.2523680795386456,0.2523680795386456,positive
000001,600036,-0.3215882436280788,0.2381626636748869,0.2381626636748869,positive
000725,002475,-0.3187296498684539,0.23745236304678258,0.23745236304678258,positive
603501,002475,-0.22563932339660667,0.18982958378501014,0.18982958378501014,positive
000001,601318,-0.24703796395817398,0.17098988937414883,0.17098988937414883,positive
600519,600887,-0.25093843491317525,0.16537103630864688,0.16537103630864688,positive
000858,600887,-0.25843246369987455,0.15773484341659935,0.15773484341659935,positive
000858,601318,-0.2727809218964576,0.14441489033819144,0.14441489033819144,positive
002415,603501,-0.17347710632526916,0.1420135253117916,0.1420135253117916,positive
600036,601318,-0.2011166515070621,0.1316040471682775,0.1316040471682775,positive
600519,601318,-0.21405600482381668,0.12235932970301004,0.12235932970301004,positive
002460,000725,-0.15148579615639984,0.11818485451775829,0.11818485451775829,positive
603501,600030,-0.16331966602193093,0.118079715026203,0.118079715026203,positive
000725,603501,-0.14968880687498873,0.11065762679397968,0.11065762679397968,positive
000001,601288,-0.15548122673319142,0.11031324644016754,0.11031324644016754,positive
002460,002415,-0.11542277053558184,0.09971877154552125,0.09971877154552125,positive
600036,601288,-0.14095882074817875,0.094548893036691,0.094548893036691,positive
002415,600030,-0.13201106105415567,0.09359390602140782,0.09359390602140782,positive
600036,600519,-0.13049954496129534,0.07981517206774841,0.07981517206774841,positive
600519,600030,-0.10438111305522615,0.06037367930617415,0.06037367930617415,positive
000001,601398,-0.08767518507714844,0.060362229823565414,0.060362229823565414,positive
002460,002475,-0.061392485433630496,0.05450824616893546,0.05450824616893546,positive
000568,600887,-0.0753780625969423,0.04948999405999662,0.04948999405999662,positive
000858,002460,-0.07418075261654669,0.048423194634795025,0.048423194634795025,positive
000858,600030,-0.0665041081015765,0.03562562577429394,0.03562562577429394,positive
600887,601318,-0.0379771516560196,0.026776845359237907,0.026776845359237907,positive
000001,000568,-0.040868697011737815,0.026341040916497287,0.026341040916497287,positive
000725,601318,-0.04101396633502759,0.02595120098323652,0.02595120098323652,positive
002460,600030,-0.017122289262277223,0.013064612378322484,0.013064612378322484,positive
600519,002460,-0.015546935783433044,0.010957682161089465,0.010957682161089465,positive
000001,600887,-0.012513794762318021,0.009985696198123756,0.009985696198123756,positive
000568,601318,-0.014749094972023515,0.008399534414920785,0.008399534414920785,positive
002415,601318,-0.003464404614927974,0.002427447315556487,0.002427447315556487,positive
000568,600030,-0.0025860880987549862,0.0014902159366758862,0.0014902159366758862,positive
601288,603501,0.0016558630781437367,-0.0012127971417030116,0.0012127971417030116,negative
