stock_i,stock_j,precision,partial_corr,abs_partial_corr,sign
601398,601288,-0.790531508420291,0.5083640525507872,0.5083640525507872,positive
600519,000858,-0.849221920372519,0.4201907098956802,0.4201907098956802,positive
601318,600030,-0.5776398951038387,0.3830871977270647,0.3830871977270647,positive
000858,000568,-0.7290536808316942,0.3806363353536651,0.3806363353536651,positive
000001,600036,-0.4516861308153638,0.32208520821462844,0.32208520821462844,positive
600036,601398,-0.4311240116178606,0.2817412827797694,0.2817412827797694,positive
600519,000568,-0.474933868114316,0.25513896250871093,0.25513896250871093,positive
000001,601318,-0.3468531551961945,0.23758938903891527,0.23758938903891527,positive
603501,002475,-0.21995635368766692,0.19955445109942543,0.19955445109942543,positive
002460,600030,-0.2370301453287879,0.18759391517038726,0.18759391517038726,positive
601398,603501,0.23791506446699262,-0.17296790906361284,0.17296790906361284,negative
600887,600030,-0.19601795408417919,0.1447201181655488,0.1447201181655488,positive
002415,603501,-0.1541534686237228,0.14215165993316278,0.14215165993316278,positive
002475,600030,-0.17775425631534852,0.13911582686166282,0.13911582686166282,positive
000725,600030,-0.17030111653473382,0.13662648357156215,0.13662648357156215,positive
600519,600887,-0.20784483686346214,0.13451519917890167,0.13451519917890167,positive
600519,601318,-0.22718671728501377,0.13207555871156462,0.13207555871156462,positive
002415,600030,-0.14909468831558567,0.11860211414417637,0.11860211414417637,positive
000858,600887,-0.14795029138857826,0.09305828304727569,0.09305828304727569,positive
000568,600887,-0.10482599715351383,0.07158575452288762,0.07158575452288762,positive
000001,000858,-0.11752537000189364,0.06851706459114541,0.06851706459114541,positive
000001,601398,-0.10392501186813594,0.06731877964319503,0.06731877964319503,positive
000001,600030,-0.09823980195734326,0.06722772977103746,0.06722772977103746,positive
600036,601318,-0.07026882942454353,0.04855972676303105,0.04855972676303105,positive
000568,600030,-0.06839514417289207,0.04191503679753138,0.04191503679753138,positive
000001,600887,-0.048381954798614575,0.036894140806384486,0.036894140806384486,positive
002460,002475,-0.03929892540755494,0.03673942357644575,0.03673942357644575,positive
600036,600887,-0.03969964947109811,0.03054167039237642,0.03054167039237642,positive
002415,000725,-0.0181464610483073,0.017479119887281826,0.017479119887281826,positive
000858,601318,-0.025916957669880083,0.014643019195995935,0.014643019195995935,positive
600036,600519,-0.0241778859541953,0.014632228627732662,0.014632228627732662,positive
600036,000568,-0.012020406297509188,0.007676032184894952,0.007676032184894952,positive
000001,600519,-0.00852577314556015,0.005114389527676491,0.005114389527676491,positive
600036,603501,0.0019923971044655073,-0.0015945471603416158,0.0015945471603416158,negative
000001,601288,-0.0006482937506062561,0.0004548971675013696,0.0004548971675013696,positive
