stock,mean_return,std_return
000001,0.0001510548982572679,0.012605180483200454
600036,-0.0005614852432489345,0.010844852089445002
601398,0.0007114705288473604,0.0129289263760588
601288,-0.00028734452289492975,0.015531329196583905
600519,-0.002031339353798816,0.013556108071035208
000858,-0.004499248553384638,0.014218650226420049
000568,-0.004143753123604958,0.015911691680638496
600887,-0.0003181803655511285,0.012659179909398934
002460,-0.003654279592811014,0.034167179408839524
002415,0.0009829743029263914,0.0211078754205803
000725,0.006430212126259381,0.042178914057234465
603501,-0.0004622680070314726,0.03102270556729214
002475,0.0027809700853520026,0.04099131643295526
601318,-0.0020859238988092063,0.018997517056457594
600030,0.0013547549357638662,0.019780105987054267
