analysis_date,window,factor_name,family,tier,row_count,eligible_count,nonmissing_count,eligible_nonmissing_share,mean,std,q01,q25,median,q75,q99,iqr,unique_count,zero_share,varying,range_violation_count
2023-09-28,60,cross_industry_strength_percentile,industry,auxiliary,4998,4998,4998,1.0,0.5001000400160064,0.2886666878177332,0.019507803121248498,0.2501500600240096,0.5001000400160064,0.7500500200080031,0.9900020008003201,0.49989995998399356,4796,0.0,True,0
2023-10-31,60,cross_industry_strength_percentile,industry,auxiliary,5021,5021,5021,1.0,0.5000995817566222,0.2886684789004191,0.018024297948615813,0.25014937263493325,0.5000995817566222,0.7500497908783111,0.9900019916351325,0.4999004182433779,4838,0.0,True,0
2023-11-30,60,cross_industry_strength_percentile,industry,auxiliary,5044,5044,5044,1.0,0.5000991276764473,0.2886742814405772,0.009119746233148296,0.2501486915146709,0.5000991276764473,0.7500495638382236,0.9900019825535289,0.49990087232355274,4953,0.0,True,0
2023-12-29,60,cross_industry_strength_percentile,industry,auxiliary,5056,5056,5056,1.0,0.5000988924050633,0.2886739087383906,0.010284810126582278,0.2501483386075949,0.5000988924050633,0.7500494462025317,0.9900019778481013,0.4999011075949368,4952,0.0,True,0
2024-01-31,60,cross_industry_strength_percentile,industry,auxiliary,5061,5061,5061,1.0,0.5000987947046038,0.28866261439094815,0.02222880853586248,0.25014819205690575,0.5000987947046038,0.7500493973523019,0.990001975894092,0.49990120529539617,4835,0.0,True,0
2024-02-29,60,cross_industry_strength_percentile,industry,auxiliary,5068,5068,5068,1.0,0.5000986582478295,0.27940017228152336,0.19928966061562747,0.19928966061562747,0.5000986582478295,0.7500493291239148,0.9900019731649566,0.5507596685082873,3011,0.0,True,0
2024-03-29,60,cross_industry_strength_percentile,industry,auxiliary,5078,5078,5078,1.0,0.5000984639621898,0.2836250560909638,0.16315478534856243,0.16315478534856243,0.5000984639621898,0.750049231981095,0.9900019692792438,0.5868944466325325,3369,0.0,True,0
2024-04-30,60,cross_industry_strength_percentile,industry,auxiliary,5091,5091,5091,1.0,0.5000982125319191,0.2875458944752601,0.09929286977018267,0.25009821253191905,0.5000982125319191,0.7500491062659596,0.9900019642506385,0.4999508937340405,4043,0.0,True,0
2024-05-31,60,cross_industry_strength_percentile,industry,auxiliary,5075,5075,5075,1.0,0.5000985221674877,0.2886750893433491,0.010195073891625616,0.25014778325123155,0.5000985221674877,0.7500492610837439,0.9900019704433498,0.4999014778325124,5043,0.0,True,0
2024-06-28,60,cross_industry_strength_percentile,industry,auxiliary,5074,5074,5074,1.0,0.5000985415845487,0.2886747967454377,0.006700827749310209,0.25014781237682304,0.5000985415845487,0.7500492707922743,0.9900019708316908,0.4999014584154513,5008,0.0,True,0
2024-07-31,60,cross_industry_strength_percentile,industry,auxiliary,5068,5068,5068,1.0,0.5000986582478295,0.28867167822351614,0.014502762430939226,0.25014798737174426,0.5000986582478295,0.7500493291239148,0.9900019731649566,0.4999013417521705,4919,0.0,True,0
2024-08-30,60,cross_industry_strength_percentile,industry,auxiliary,5068,5068,5068,1.0,0.5000986582478295,0.28867405316162253,0.009865824782951855,0.25014798737174426,0.5000986582478295,0.7500493291239148,0.9900019731649566,0.4999013417521705,4968,0.0,True,0
2024-09-30,60,cross_industry_strength_percentile,industry,auxiliary,5067,5067,5067,1.0,0.5000986777185712,0.28867510194560253,0.010195381882770872,0.25014801657785674,0.5000986777185712,0.7500493388592855,0.9900019735543715,0.49990132228142875,5039,0.0,True,0
2024-10-31,60,cross_industry_strength_percentile,industry,auxiliary,5062,5062,5062,1.0,0.5000987751876729,0.2886735234293604,0.01126037139470565,0.2501481627815093,0.5000987751876729,0.7500493875938364,0.9900019755037536,0.4999012248123271,4948,0.0,True,0
2024-11-29,60,cross_industry_strength_percentile,industry,auxiliary,5054,5054,5054,1.0,0.5000989315393748,0.28867294530809756,0.012465373961218837,0.25014839730906213,0.5000989315393747,0.7500494657696875,0.9900019786307875,0.4999010684606253,4928,0.0,True,0
2024-12-31,60,cross_industry_strength_percentile,industry,auxiliary,5053,5053,5053,1.0,0.5000989511181476,0.28867359902349443,0.011082525232535128,0.2501484266772214,0.5000989511181476,0.7500494755590739,0.9900019790223629,0.49990104888185244,4942,0.0,True,0
2025-01-27,60,cross_industry_strength_percentile,industry,auxiliary,5059,5059,5059,1.0,0.500098833761613,0.28867460001185163,0.0078078671674243925,0.25014825064241947,0.500098833761613,0.7500494168808065,0.9900019766752323,0.49990116623838704,4980,0.0,True,0
2025-02-28,60,cross_industry_strength_percentile,industry,auxiliary,5071,5071,5071,1.0,0.5000985998816802,0.2886750410251258,0.010195227765726683,0.2501478998225202,0.5000985998816802,0.7500492999408401,0.9900019719976337,0.4999014001183199,5029,0.0,True,0
2025-03-31,60,cross_industry_strength_percentile,industry,auxiliary,5068,5068,5068,1.0,0.5000986582478295,0.2886751071798086,0.010195343330702447,0.25014798737174426,0.5000986582478295,0.7500493291239148,0.9900019731649566,0.4999013417521705,5042,0.0,True,0
2025-04-30,60,cross_industry_strength_percentile,industry,auxiliary,5078,5078,5078,1.0,0.5000984639621899,0.28867458559851333,0.007877116975187082,0.25014769594328473,0.5000984639621898,0.750049231981095,0.9900019692792438,0.49990153603781023,4999,0.0,True,0
2025-05-30,60,cross_industry_strength_percentile,industry,auxiliary,5066,5066,5066,1.0,0.5000986971969996,0.288674641723084,0.007599684168969601,0.25014804579549943,0.5000986971969996,0.7500493485984998,0.9900019739439401,0.4999013028030004,4991,0.0,True,0
2025-06-30,60,cross_industry_strength_percentile,industry,auxiliary,5084,5084,5084,1.0,0.5000983477576711,0.2886701046835386,0.01642407553107789,0.25014752163650666,0.5000983477576711,0.7500491738788355,0.9900019669551534,0.49990165224232885,4914,0.0,True,0
2025-07-31,60,cross_industry_strength_percentile,industry,auxiliary,5093,5093,5093,1.0,0.5000981739642647,0.28867510985523204,0.010194384449244061,0.250147260946397,0.5000981739642647,0.7500490869821324,0.9900019634792853,0.49990182603573535,5068,0.0,True,0
2025-08-29,60,cross_industry_strength_percentile,industry,auxiliary,5108,5108,5108,1.0,0.500097885669538,0.28867511905599075,0.0101938136256852,0.250146828504307,0.500097885669538,0.750048942834769,0.9900019577133908,0.499902114330462,5088,0.0,True,0
2025-09-30,60,cross_industry_strength_percentile,industry,auxiliary,5119,5119,5119,1.0,0.5000976753272124,0.2886749946367576,0.010193397147880446,0.2501465129908185,0.5000976753272124,0.7500488376636061,0.9900019535065442,0.49990232467278756,5070,0.0,True,0
2025-10-31,60,cross_industry_strength_percentile,industry,auxiliary,5118,5118,5118,1.0,0.5000976944118796,0.2886750493556363,0.010193434935521689,0.25014654161781946,0.5000976944118796,0.7500488472059399,0.9900019538882376,0.49990230558812043,5076,0.0,True,0
2025-11-28,60,cross_industry_strength_percentile,industry,auxiliary,5119,5119,5119,1.0,0.5000976753272124,0.2886750174206067,0.010193397147880446,0.2501465129908185,0.5000976753272124,0.7500488376636061,0.9900019535065442,0.49990232467278756,5073,0.0,True,0
2025-12-31,60,cross_industry_strength_percentile,industry,auxiliary,5119,5119,5119,1.0,0.5000976753272124,0.28867511601932294,0.010193397147880446,0.2501465129908185,0.5000976753272124,0.7500488376636061,0.9900019535065442,0.49990232467278756,5097,0.0,True,0
2026-01-30,60,cross_industry_strength_percentile,industry,auxiliary,5126,5126,5126,1.0,0.5000975419430356,0.28867487376929923,0.006145142411236832,0.25014631291455325,0.5000975419430356,0.7500487709715178,0.9900019508388607,0.49990245805696454,5065,0.0,True,0
2026-02-27,60,cross_industry_strength_percentile,industry,auxiliary,5126,5126,5126,1.0,0.5000975419430355,0.2886741810704067,0.00946156847444401,0.25014631291455325,0.5000975419430356,0.7500487709715178,0.9900019508388607,0.49990245805696454,5027,0.0,True,0
