analysis_date,window,factor_a,factor_b,n_pair,spearman_rho,abs_spearman_rho
2015-05-29,60,delta_degree_percentile,outside_community_strength_percentile,1914,0.311593027225792,0.311593027225792
2015-05-29,60,delta_degree_percentile,outside_community_degree_ratio,1898,-0.11662327809506952,0.11662327809506952
2015-05-29,60,delta_degree_percentile,participation_coefficient_percentile,1898,-0.08897222963486276,0.08897222963486276
2015-05-29,60,delta_degree_percentile,weighted_participation_coefficient_percentile,1898,-0.09539138675747706,0.09539138675747706
2015-05-29,60,delta_degree_percentile,external_community_count,1914,0.1835802058550647,0.1835802058550647
2015-05-29,60,delta_degree_percentile,community_diversity_count,1914,0.18480171124198064,0.18480171124198064
2015-05-29,60,delta_strength_percentile,same_industry_degree_percentile,1914,0.3780622516267984,0.3780622516267984
2015-05-29,60,delta_strength_percentile,same_industry_strength_percentile,1914,0.3785831851439157,0.3785831851439157
2015-05-29,60,delta_strength_percentile,cross_industry_degree_percentile,1914,0.5373218002759376,0.5373218002759376
2015-05-29,60,delta_strength_percentile,cross_industry_strength_percentile,1914,0.5364975771281656,0.5364975771281656
2015-05-29,60,delta_strength_percentile,cross_industry_degree_ratio,1898,-0.22904815344160948,0.22904815344160948
2015-05-29,60,delta_strength_percentile,cross_industry_strength_ratio,1898,-0.22595855307704754,0.22595855307704754
2015-05-29,60,delta_strength_percentile,delta_residual_degree_percentile_1m,1819,0.21374660193202005,0.21374660193202005
2015-05-29,60,delta_strength_percentile,delta_residual_strength_percentile_1m,1819,0.21085566613176973,0.21085566613176973
