scope,portfolio_scope,factor_family,factor_name,method,window,scenario_order,scenario_id,liquidity_basis,participation_cap,target_executable_share,execution_days,is_primary,rebalance_n,trade_rebalance_n,no_trade_rebalance_n,constant_no_trade_share,baseline_executable_share,capacity_status,solver_used,capacity_cny,capacity_yi_cny,gross_notional_at_capacity_cny,executable_share_at_capacity,step5_primary_capacity_cny,capacity_minus_primary_cny,capacity_ratio_to_primary,mean_coverage_capacity_cny,capacity_abs_difference_cny,capacity_relative_difference
PORTFOLIO_LEG,Q5,STRUCTURAL,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9827742605329717,PASS_EXACT,EXACT_PIECEWISE,827644164.1252334,8.276441641252335,827644164.1252334,0.9499999999999884,827644164.1252334,0.0,1.0,827644164.1184003,0.006833076477050781,8.256055891277041e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,128,128,0,0.0,0.982541344827522,PASS_EXACT,EXACT_PIECEWISE,644200376.5974252,6.442003765974253,644200376.5974252,0.9500000000000192,644200376.5974252,0.0,1.0,644200376.5948248,0.002600431442260742,4.036681033945289e-12
PORTFOLIO_LEG,Q5,DYNAMIC,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9919112373856833,PASS_EXACT,EXACT_PIECEWISE,863272397.7708634,8.632723977708634,863272397.7708634,0.9499999999998161,863272397.7708634,0.0,1.0,863272397.7645199,0.006343483924865723,7.348183425408296e-12
PORTFOLIO_LEG,Q5,DYNAMIC,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,133,133,0,0.0,0.9904559367745649,PASS_EXACT,EXACT_PIECEWISE,818206697.7302314,8.182066977302314,818206697.7302314,0.9499999999999158,818206697.7302314,0.0,1.0,818206697.7282336,0.001997828483581543,2.441716120301327e-12
PORTFOLIO_LEG,Q5,DYNAMIC,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,127,127,0,0.0,0.989991632902335,PASS_EXACT,EXACT_PIECEWISE,701252467.4469249,7.012524674469249,701252467.4469249,0.9499999999999327,701252467.4469249,0.0,1.0,701252467.4452267,0.0016982555389404297,2.421746257988143e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9891551798578591,PASS_EXACT,EXACT_PIECEWISE,885661079.2360696,8.856610792360696,885661079.2360696,0.9499999999999453,885661079.2360696,0.0,1.0,885661079.2323403,0.00372922420501709,4.21066736753234e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9866251024217074,PASS_EXACT,EXACT_PIECEWISE,867851663.9874108,8.678516639874108,867851663.9874108,0.9500000000000189,867851663.9874108,0.0,1.0,867851663.9818884,0.005522370338439941,6.363265253306226e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,128,128,0,0.0,0.9844617549431134,PASS_EXACT,EXACT_PIECEWISE,758850943.2808459,7.588509432808459,758850943.2808459,0.9500000000000322,758850943.2808459,0.0,1.0,758850943.2796545,0.0011913776397705078,1.5699758303277974e-12
PORTFOLIO_LEG,Q5,DYNAMIC,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9918808231043592,PASS_EXACT,EXACT_PIECEWISE,851732908.1032486,8.517329081032486,851732908.1032486,0.9499999999999851,851732908.1032486,0.0,1.0,851732908.1009939,0.0022547245025634766,2.64722013335209e-12
PORTFOLIO_LEG,Q5,DYNAMIC,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,133,133,0,0.0,0.9904650096911538,PASS_EXACT,EXACT_PIECEWISE,809008913.2048959,8.09008913204896,809008913.2048959,0.9499999999998342,809008913.2048959,0.0,1.0,809008913.2014215,0.0034743547439575195,4.29458153953923e-12
PORTFOLIO_LEG,Q5,DYNAMIC,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,127,127,0,0.0,0.9901944573457693,PASS_EXACT,EXACT_PIECEWISE,698299322.2425277,6.982993222425277,698299322.2425277,0.9499999999999309,698299322.2425277,0.0,1.0,698299322.2399805,0.0025472640991210938,3.647811215038943e-12
PORTFOLIO_LEG,Q5,DYNAMIC,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9923374471069717,PASS_EXACT,EXACT_PIECEWISE,847574417.3358011,8.475744173358011,847574417.3358011,0.9499999999997988,847574417.3358011,0.0,1.0,847574417.3294175,0.006383657455444336,7.531677838458484e-12
PORTFOLIO_LEG,Q5,DYNAMIC,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,133,133,0,0.0,0.9909573496421438,PASS_EXACT,EXACT_PIECEWISE,818765136.5658295,8.187651365658295,818765136.5658295,0.9499999999998943,818765136.5658295,0.0,1.0,818765136.5625556,0.0032739639282226562,3.99866064396419e-12
PORTFOLIO_LEG,Q5,DYNAMIC,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,127,127,0,0.0,0.9900085297868806,PASS_EXACT,EXACT_PIECEWISE,675768450.9534533,6.757684509534533,675768450.9534533,0.949999999999986,675768450.9534533,0.0,1.0,675768450.9512656,0.0021877288818359375,3.2373942269076277e-12
PORTFOLIO_LEG,Q5,DYNAMIC,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9923729623376357,PASS_EXACT,EXACT_PIECEWISE,824329927.2298118,8.243299272298119,824329927.2298118,0.9500000000000806,824329927.2298118,0.0,1.0,824329927.2266123,0.003199458122253418,3.88128347228363e-12
PORTFOLIO_LEG,Q5,DYNAMIC,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,133,133,0,0.0,0.9907512591644125,PASS_EXACT,EXACT_PIECEWISE,775853147.9769142,7.758531479769141,775853147.9769142,0.9500000000000111,775853147.9769142,0.0,1.0,775853147.9731834,0.00373077392578125,4.808608350081993e-12
PORTFOLIO_LEG,Q5,DYNAMIC,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,127,127,0,0.0,0.9900195964210206,PASS_EXACT,EXACT_PIECEWISE,629948141.6591713,6.299481416591713,629948141.6591713,0.950000000000042,629948141.6591713,0.0,1.0,629948141.655936,0.003235340118408203,5.135883264777176e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9915167089692505,PASS_EXACT,EXACT_PIECEWISE,918536188.770482,9.18536188770482,918536188.770482,0.95000000000001,918536188.770482,0.0,1.0,918536188.768536,0.0019459724426269531,2.118558273937885e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9905035277858929,PASS_EXACT,EXACT_PIECEWISE,909488420.5618666,9.094884205618666,909488420.5618666,0.9500000000000101,909488420.5618666,0.0,1.0,909488420.5567232,0.005143404006958008,5.655271568833814e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,128,128,0,0.0,0.9912697007279354,PASS_EXACT,EXACT_PIECEWISE,803999027.7971216,8.039990277971217,803999027.7971216,0.9499999999999993,803999027.7971216,0.0,1.0,803999027.7944305,0.0026911497116088867,3.3472051813189134e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9909854848088153,PASS_EXACT,EXACT_PIECEWISE,906830614.1662422,9.068306141662422,906830614.1662422,0.9500000000000154,906830614.1662422,0.0,1.0,906830614.1658376,0.00040459632873535156,4.461652732219741e-13
PORTFOLIO_LEG,Q5,STRUCTURAL,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,134,134,0,0.0,0.9886244431326054,PASS_EXACT,EXACT_PIECEWISE,917240486.8772877,9.172404868772878,917240486.8772877,0.950000000000004,917240486.8772877,0.0,1.0,917240486.873217,0.004070758819580078,4.438049647652271e-12
PORTFOLIO_LEG,Q5,STRUCTURAL,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,1,True,128,128,0,0.0,0.9877197406530868,PASS_EXACT,EXACT_PIECEWISE,872249905.9358659,8.72249905935866,872249905.9358659,0.950000000000035,872249905.9358659,0.0,1.0,872249905.932976,0.002889871597290039,3.313123426707595e-12
