scope,portfolio_scope,factor_family,window,scenario_order,scenario_id,liquidity_basis,participation_cap,target_executable_share,is_primary,factor_n,mean_capacity_yi_cny,median_capacity_yi_cny,mean_capacity_ratio_to_primary
PORTFOLIO_LEG,Q1,DYNAMIC,120,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,4,10.167727177760218,10.146609533481655,1.261218453904112
PORTFOLIO_LEG,Q1,DYNAMIC,120,10,ADV60_P01_E90,ADV60,0.01,0.9,False,4,2.904450099282415,2.9073679438013604,0.3605734540676283
PORTFOLIO_LEG,Q1,DYNAMIC,120,11,ADV60_P01_E95,ADV60,0.01,0.95,False,4,1.8529901786514822,1.84904135413445,0.23003349959419533
PORTFOLIO_LEG,Q1,DYNAMIC,120,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,4,1.188364467893323,1.1850669578191106,0.14741710877255493
PORTFOLIO_LEG,Q1,DYNAMIC,120,13,ADV60_P05_E90,ADV60,0.05,0.9,False,4,14.522250496412074,14.536839719006803,1.8028672703381416
PORTFOLIO_LEG,Q1,DYNAMIC,120,14,ADV60_P05_E95,ADV60,0.05,0.95,False,4,9.26495089325741,9.245206770672251,1.1501674979709766
PORTFOLIO_LEG,Q1,DYNAMIC,120,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,4,5.941822339466615,5.925334789095553,0.7370855438627746
PORTFOLIO_LEG,Q1,DYNAMIC,120,16,ADV60_P10_E90,ADV60,0.1,0.9,False,4,29.044500992824148,29.073679438013606,3.6057345406762833
PORTFOLIO_LEG,Q1,DYNAMIC,120,17,ADV60_P10_E95,ADV60,0.1,0.95,False,4,18.52990178651482,18.490413541344502,2.3003349959419532
PORTFOLIO_LEG,Q1,DYNAMIC,120,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,4,11.88364467893323,11.850669578191106,1.4741710877255492
PORTFOLIO_LEG,Q1,DYNAMIC,252,1,ADV20_P01_E90,ADV20,0.01,0.9,False,4,2.1615892767270557,2.1673451043049345,0.3216481677157713
PORTFOLIO_LEG,Q1,DYNAMIC,252,2,ADV20_P01_E95,ADV20,0.01,0.95,False,4,1.3436310122473443,1.3467684635541302,0.2
PORTFOLIO_LEG,Q1,DYNAMIC,252,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,4,0.8460982046309534,0.8453832945198764,0.12592969652436836
PORTFOLIO_LEG,Q1,DYNAMIC,252,4,ADV20_P05_E90,ADV20,0.05,0.9,False,4,10.80794638363528,10.836725521524674,1.608240838578857
PORTFOLIO_LEG,Q1,DYNAMIC,252,5,ADV20_P05_E95,ADV20,0.05,0.95,True,4,6.718155061236721,6.733842317770652,1.0
PORTFOLIO_LEG,Q1,DYNAMIC,252,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,4,4.230491023154768,4.226916472599382,0.6296484826218418
PORTFOLIO_LEG,Q1,DYNAMIC,252,7,ADV20_P10_E90,ADV20,0.1,0.9,False,4,21.61589276727056,21.673451043049347,3.216481677157714
PORTFOLIO_LEG,Q1,DYNAMIC,252,8,ADV20_P10_E95,ADV20,0.1,0.95,False,4,13.436310122473442,13.467684635541303,2.0
PORTFOLIO_LEG,Q1,DYNAMIC,252,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,4,8.460982046309535,8.453832945198764,1.2592969652436836
PORTFOLIO_LEG,Q1,DYNAMIC,252,10,ADV60_P01_E90,ADV60,0.01,0.9,False,4,2.4334832465797542,2.440526185217083,0.36203911051554505
PORTFOLIO_LEG,Q1,DYNAMIC,252,11,ADV60_P01_E95,ADV60,0.01,0.95,False,4,1.5452616724900707,1.5488500891354966,0.2299945616353845
PORTFOLIO_LEG,Q1,DYNAMIC,252,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,4,0.9949260255794992,0.9960104458484103,0.14810012240070314
PORTFOLIO_LEG,Q1,DYNAMIC,252,13,ADV60_P05_E90,ADV60,0.05,0.9,False,4,12.16741623289877,12.202630926085416,1.8101955525777254
PORTFOLIO_LEG,Q1,DYNAMIC,252,14,ADV60_P05_E95,ADV60,0.05,0.95,False,4,7.726308362450354,7.744250445677483,1.1499728081769225
PORTFOLIO_LEG,Q1,DYNAMIC,252,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,4,4.9746301278974965,4.980052229242052,0.7405006120035157
PORTFOLIO_LEG,Q1,DYNAMIC,252,16,ADV60_P10_E90,ADV60,0.1,0.9,False,4,24.33483246579754,24.40526185217083,3.6203911051554507
PORTFOLIO_LEG,Q1,DYNAMIC,252,17,ADV60_P10_E95,ADV60,0.1,0.95,False,4,15.452616724900707,15.488500891354967,2.299945616353845
PORTFOLIO_LEG,Q1,DYNAMIC,252,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,4,9.949260255794993,9.960104458484103,1.4810012240070314
PORTFOLIO_LEG,Q1,STRUCTURAL,60,1,ADV20_P01_E90,ADV20,0.01,0.9,False,5,2.8776555438630873,2.8291203468583137,0.3259375117315312
PORTFOLIO_LEG,Q1,STRUCTURAL,60,2,ADV20_P01_E95,ADV20,0.01,0.95,False,5,1.7666402994007726,1.7380402052294102,0.2
PORTFOLIO_LEG,Q1,STRUCTURAL,60,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,5,1.087911936800855,1.066147918133788,0.12297617836004107
PORTFOLIO_LEG,Q1,STRUCTURAL,60,4,ADV20_P05_E90,ADV20,0.05,0.9,False,5,14.388277719315436,14.14560173429157,1.6296875586576562
PORTFOLIO_LEG,Q1,STRUCTURAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,True,5,8.833201497003865,8.69020102614705,1.0
PORTFOLIO_LEG,Q1,STRUCTURAL,60,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,5,5.439559684004275,5.33073959066894,0.6148808918002053
PORTFOLIO_LEG,Q1,STRUCTURAL,60,7,ADV20_P10_E90,ADV20,0.1,0.9,False,5,28.776555438630872,28.29120346858314,3.2593751173153125
PORTFOLIO_LEG,Q1,STRUCTURAL,60,8,ADV20_P10_E95,ADV20,0.1,0.95,False,5,17.66640299400773,17.3804020522941,2.0
PORTFOLIO_LEG,Q1,STRUCTURAL,60,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,5,10.87911936800855,10.66147918133788,1.2297617836004107
PORTFOLIO_LEG,Q1,STRUCTURAL,60,10,ADV60_P01_E90,ADV60,0.01,0.9,False,5,3.235035842199527,3.186539834349681,0.3663897136768152
PORTFOLIO_LEG,Q1,STRUCTURAL,60,11,ADV60_P01_E95,ADV60,0.01,0.95,False,5,2.013967880831145,1.9722777803650156,0.2279452947814713
PORTFOLIO_LEG,Q1,STRUCTURAL,60,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,5,1.2585331992818838,1.2391503513111033,0.1422262592248044
PORTFOLIO_LEG,Q1,STRUCTURAL,60,13,ADV60_P05_E90,ADV60,0.05,0.9,False,5,16.175179210997634,15.932699171748407,1.831948568384076
PORTFOLIO_LEG,Q1,STRUCTURAL,60,14,ADV60_P05_E95,ADV60,0.05,0.95,False,5,10.069839404155724,9.861388901825077,1.1397264739073563
PORTFOLIO_LEG,Q1,STRUCTURAL,60,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,5,6.29266599640942,6.195751756555518,0.7111312961240219
PORTFOLIO_LEG,Q1,STRUCTURAL,60,16,ADV60_P10_E90,ADV60,0.1,0.9,False,5,32.35035842199527,31.865398343496814,3.663897136768152
PORTFOLIO_LEG,Q1,STRUCTURAL,60,17,ADV60_P10_E95,ADV60,0.1,0.95,False,5,20.139678808311448,19.722777803650153,2.2794529478147125
PORTFOLIO_LEG,Q1,STRUCTURAL,60,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,5,12.58533199281884,12.391503513111036,1.4222625922480439
PORTFOLIO_LEG,Q1,STRUCTURAL,120,1,ADV20_P01_E90,ADV20,0.01,0.9,False,5,2.8119971618657305,2.8061178522694963,0.33130382525679236
PORTFOLIO_LEG,Q1,STRUCTURAL,120,2,ADV20_P01_E95,ADV20,0.01,0.95,False,5,1.6988320412101099,1.6854274205547861,0.19999999999999998
PORTFOLIO_LEG,Q1,STRUCTURAL,120,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,5,0.9938744192190443,0.9858943749721983,0.11670467571882062
PORTFOLIO_LEG,Q1,STRUCTURAL,120,4,ADV20_P05_E90,ADV20,0.05,0.9,False,5,14.059985809328651,14.030589261347481,1.6565191262839618
PORTFOLIO_LEG,Q1,STRUCTURAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,True,5,8.494160206050552,8.427137102773932,1.0
PORTFOLIO_LEG,Q1,STRUCTURAL,120,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,5,4.969372096095222,4.929471874860992,0.5835233785941031
PORTFOLIO_LEG,Q1,STRUCTURAL,120,7,ADV20_P10_E90,ADV20,0.1,0.9,False,5,28.119971618657303,28.061178522694963,3.3130382525679236
PORTFOLIO_LEG,Q1,STRUCTURAL,120,8,ADV20_P10_E95,ADV20,0.1,0.95,False,5,16.988320412101103,16.854274205547863,2.0
PORTFOLIO_LEG,Q1,STRUCTURAL,120,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,5,9.938744192190445,9.858943749721984,1.1670467571882062
PORTFOLIO_LEG,Q1,STRUCTURAL,120,10,ADV60_P01_E90,ADV60,0.01,0.9,False,5,3.14002573778755,3.0983257269218134,0.3699092142788891
PORTFOLIO_LEG,Q1,STRUCTURAL,120,11,ADV60_P01_E95,ADV60,0.01,0.95,False,5,1.9318669160879671,1.9344176810280946,0.22738864548412657
PORTFOLIO_LEG,Q1,STRUCTURAL,120,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,5,1.152122364154172,1.1429560298001586,0.13525987864560335
PORTFOLIO_LEG,Q1,STRUCTURAL,120,13,ADV60_P05_E90,ADV60,0.05,0.9,False,5,15.700128688937752,15.49162863460907,1.8495460713944456
PORTFOLIO_LEG,Q1,STRUCTURAL,120,14,ADV60_P05_E95,ADV60,0.05,0.95,False,5,9.659334580439836,9.672088405140473,1.1369432274206328
PORTFOLIO_LEG,Q1,STRUCTURAL,120,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,5,5.760611820770861,5.714780149000794,0.6762993932280168
PORTFOLIO_LEG,Q1,STRUCTURAL,120,16,ADV60_P10_E90,ADV60,0.1,0.9,False,5,31.400257377875505,30.98325726921814,3.699092142788891
PORTFOLIO_LEG,Q1,STRUCTURAL,120,17,ADV60_P10_E95,ADV60,0.1,0.95,False,5,19.318669160879672,19.344176810280945,2.2738864548412656
PORTFOLIO_LEG,Q1,STRUCTURAL,120,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,5,11.521223641541722,11.429560298001588,1.3525987864560336
PORTFOLIO_LEG,Q1,STRUCTURAL,252,1,ADV20_P01_E90,ADV20,0.01,0.9,False,5,2.484754677755855,2.4589457952247424,0.3348892013253967
PORTFOLIO_LEG,Q1,STRUCTURAL,252,2,ADV20_P01_E95,ADV20,0.01,0.95,False,5,1.4845894619057103,1.5049259340621604,0.19999999999999998
PORTFOLIO_LEG,Q1,STRUCTURAL,252,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,5,0.8586842155222344,0.8783748509724952,0.11545863665559897
PORTFOLIO_LEG,Q1,STRUCTURAL,252,4,ADV20_P05_E90,ADV20,0.05,0.9,False,5,12.423773388779276,12.294728976123713,1.6744460066269837
PORTFOLIO_LEG,Q1,STRUCTURAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,True,5,7.422947309528551,7.524629670310802,1.0
PORTFOLIO_LEG,Q1,STRUCTURAL,252,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,5,4.293421077611172,4.3918742548624765,0.5772931832779948
PORTFOLIO_LEG,Q1,STRUCTURAL,252,7,ADV20_P10_E90,ADV20,0.1,0.9,False,5,24.847546777558552,24.589457952247425,3.3488920132539675
PORTFOLIO_LEG,Q1,STRUCTURAL,252,8,ADV20_P10_E95,ADV20,0.1,0.95,False,5,14.845894619057102,15.049259340621605,2.0
PORTFOLIO_LEG,Q1,STRUCTURAL,252,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,5,8.586842155222344,8.783748509724953,1.1545863665559897
PORTFOLIO_LEG,Q1,STRUCTURAL,252,10,ADV60_P01_E90,ADV60,0.01,0.9,False,5,2.77599809067684,2.7419141320567832,0.3741572566328158
PORTFOLIO_LEG,Q1,STRUCTURAL,252,11,ADV60_P01_E95,ADV60,0.01,0.95,False,5,1.7019517407294251,1.7290879668880799,0.22926701944371447
PORTFOLIO_LEG,Q1,STRUCTURAL,252,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,5,1.0098982657216706,1.031149713348661,0.13578380864100179
PORTFOLIO_LEG,Q1,STRUCTURAL,252,13,ADV60_P05_E90,ADV60,0.05,0.9,False,5,13.879990453384199,13.709570660283918,1.870786283164079
PORTFOLIO_LEG,Q1,STRUCTURAL,252,14,ADV60_P05_E95,ADV60,0.05,0.95,False,5,8.509758703647126,8.645439834440399,1.1463350972185722
PORTFOLIO_LEG,Q1,STRUCTURAL,252,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,5,5.049491328608353,5.155748566743305,0.678919043205009
PORTFOLIO_LEG,Q1,STRUCTURAL,252,16,ADV60_P10_E90,ADV60,0.1,0.9,False,5,27.759980906768398,27.419141320567835,3.741572566328158
PORTFOLIO_LEG,Q1,STRUCTURAL,252,17,ADV60_P10_E95,ADV60,0.1,0.95,False,5,17.019517407294252,17.290879668880798,2.2926701944371444
PORTFOLIO_LEG,Q1,STRUCTURAL,252,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,5,10.098982657216705,10.31149713348661,1.357838086410018
PORTFOLIO_LEG,Q5,DYNAMIC,60,1,ADV20_P01_E90,ADV20,0.01,0.9,False,4,2.6888179401866434,2.701878398809722,0.3175278499305074
PORTFOLIO_LEG,Q5,DYNAMIC,60,2,ADV20_P01_E95,ADV20,0.01,0.95,False,4,1.6934548252198625,1.6993073254390496,0.2
PORTFOLIO_LEG,Q5,DYNAMIC,60,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,4,1.1085802812895578,1.109669691272293,0.13093770893079482
PORTFOLIO_LEG,Q5,DYNAMIC,60,4,ADV20_P05_E90,ADV20,0.05,0.9,False,4,13.444089700933219,13.50939199404861,1.5876392496525373
PORTFOLIO_LEG,Q5,DYNAMIC,60,5,ADV20_P05_E95,ADV20,0.05,0.95,True,4,8.467274126099312,8.496536627195248,1.0
PORTFOLIO_LEG,Q5,DYNAMIC,60,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,4,5.542901406447789,5.548348456361467,0.6546885446539741
PORTFOLIO_LEG,Q5,DYNAMIC,60,7,ADV20_P10_E90,ADV20,0.1,0.9,False,4,26.888179401866438,27.01878398809722,3.1752784993050747
PORTFOLIO_LEG,Q5,DYNAMIC,60,8,ADV20_P10_E95,ADV20,0.1,0.95,False,4,16.934548252198624,16.993073254390495,2.0
PORTFOLIO_LEG,Q5,DYNAMIC,60,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,4,11.085802812895578,11.096696912722933,1.3093770893079482
PORTFOLIO_LEG,Q5,DYNAMIC,60,10,ADV60_P01_E90,ADV60,0.01,0.9,False,4,3.161159180126017,3.143198002362838,0.37347452302174977
PORTFOLIO_LEG,Q5,DYNAMIC,60,11,ADV60_P01_E95,ADV60,0.01,0.95,False,4,2.0173035024374713,2.0067642624013047,0.23833879261324747
PORTFOLIO_LEG,Q5,DYNAMIC,60,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,4,1.332364281382298,1.3276927772000002,0.15742399828515508
PORTFOLIO_LEG,Q5,DYNAMIC,60,13,ADV60_P05_E90,ADV60,0.05,0.9,False,4,15.805795900630086,15.715990011814192,1.8673726151087489
PORTFOLIO_LEG,Q5,DYNAMIC,60,14,ADV60_P05_E95,ADV60,0.05,0.95,False,4,10.086517512187358,10.033821312006523,1.1916939630662375
PORTFOLIO_LEG,Q5,DYNAMIC,60,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,4,6.66182140691149,6.638463886000002,0.7871199914257754
PORTFOLIO_LEG,Q5,DYNAMIC,60,16,ADV60_P10_E90,ADV60,0.1,0.9,False,4,31.61159180126017,31.431980023628384,3.7347452302174977
PORTFOLIO_LEG,Q5,DYNAMIC,60,17,ADV60_P10_E95,ADV60,0.1,0.95,False,4,20.173035024374716,20.067642624013047,2.383387926132475
PORTFOLIO_LEG,Q5,DYNAMIC,60,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,4,13.32364281382298,13.276927772000004,1.5742399828515508
PORTFOLIO_LEG,Q5,DYNAMIC,120,1,ADV20_P01_E90,ADV20,0.01,0.9,False,4,2.567809293064464,2.5979037872271773,0.31876239184955246
PORTFOLIO_LEG,Q5,DYNAMIC,120,2,ADV20_P01_E95,ADV20,0.01,0.95,False,4,1.6109169477389356,1.6272156109351275,0.2
PORTFOLIO_LEG,Q5,DYNAMIC,120,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,4,1.0360319925144528,1.0383214721385803,0.1286444630336244
PORTFOLIO_LEG,Q5,DYNAMIC,120,4,ADV20_P05_E90,ADV20,0.05,0.9,False,4,12.839046465322319,12.989518936135887,1.5938119592477624
PORTFOLIO_LEG,Q5,DYNAMIC,120,5,ADV20_P05_E95,ADV20,0.05,0.95,True,4,8.054584738694677,8.136078054675636,1.0
PORTFOLIO_LEG,Q5,DYNAMIC,120,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,4,5.180159962572264,5.191607360692902,0.643222315168122
PORTFOLIO_LEG,Q5,DYNAMIC,120,7,ADV20_P10_E90,ADV20,0.1,0.9,False,4,25.678092930644638,25.979037872271775,3.187623918495525
PORTFOLIO_LEG,Q5,DYNAMIC,120,8,ADV20_P10_E95,ADV20,0.1,0.95,False,4,16.109169477389354,16.272156109351272,2.0
PORTFOLIO_LEG,Q5,DYNAMIC,120,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,4,10.360319925144529,10.383214721385803,1.286444630336244
PORTFOLIO_LEG,Q5,DYNAMIC,120,10,ADV60_P01_E90,ADV60,0.01,0.9,False,4,2.998344921717558,2.980040399707744,0.37227328159184486
PORTFOLIO_LEG,Q5,DYNAMIC,120,11,ADV60_P01_E95,ADV60,0.01,0.95,False,4,1.9060408572028928,1.8831953344972274,0.2366804363028795
PORTFOLIO_LEG,Q5,DYNAMIC,120,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,4,1.2393244379185875,1.2254552568775197,0.15391035744908632
PORTFOLIO_LEG,Q5,DYNAMIC,120,13,ADV60_P05_E90,ADV60,0.05,0.9,False,4,14.991724608587791,14.90020199853872,1.8613664079592245
PORTFOLIO_LEG,Q5,DYNAMIC,120,14,ADV60_P05_E95,ADV60,0.05,0.95,False,4,9.530204286014465,9.415976672486138,1.1834021815143976
PORTFOLIO_LEG,Q5,DYNAMIC,120,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,4,6.196622189592937,6.127276284387599,0.7695517872454316
PORTFOLIO_LEG,Q5,DYNAMIC,120,16,ADV60_P10_E90,ADV60,0.1,0.9,False,4,29.983449217175583,29.80040399707744,3.722732815918449
PORTFOLIO_LEG,Q5,DYNAMIC,120,17,ADV60_P10_E95,ADV60,0.1,0.95,False,4,19.06040857202893,18.831953344972277,2.366804363028795
PORTFOLIO_LEG,Q5,DYNAMIC,120,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,4,12.393244379185875,12.254552568775198,1.5391035744908632
PORTFOLIO_LEG,Q5,DYNAMIC,252,1,ADV20_P01_E90,ADV20,0.01,0.9,False,4,2.162938701373486,2.197146296293539,0.31968739381370787
PORTFOLIO_LEG,Q5,DYNAMIC,252,2,ADV20_P01_E95,ADV20,0.01,0.95,False,4,1.3526341911510387,1.3740677731959812,0.2
PORTFOLIO_LEG,Q5,DYNAMIC,252,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,4,0.8694240928346834,0.882821758302083,0.12860468789514523
PORTFOLIO_LEG,Q5,DYNAMIC,252,4,ADV20_P05_E90,ADV20,0.05,0.9,False,4,10.814693506867432,10.985731481467695,1.5984369690685394
PORTFOLIO_LEG,Q5,DYNAMIC,252,5,ADV20_P05_E95,ADV20,0.05,0.95,True,4,6.763170955755193,6.870338865979905,1.0
PORTFOLIO_LEG,Q5,DYNAMIC,252,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,4,4.347120464173417,4.414108791510415,0.6430234394757262
PORTFOLIO_LEG,Q5,DYNAMIC,252,7,ADV20_P10_E90,ADV20,0.1,0.9,False,4,21.629387013734863,21.97146296293539,3.1968739381370788
PORTFOLIO_LEG,Q5,DYNAMIC,252,8,ADV20_P10_E95,ADV20,0.1,0.95,False,4,13.526341911510386,13.74067773195981,2.0
PORTFOLIO_LEG,Q5,DYNAMIC,252,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,4,8.694240928346835,8.82821758302083,1.2860468789514523
PORTFOLIO_LEG,Q5,DYNAMIC,252,10,ADV60_P01_E90,ADV60,0.01,0.9,False,4,2.474399609258259,2.517975403398465,0.3658380167541491
PORTFOLIO_LEG,Q5,DYNAMIC,252,11,ADV60_P01_E95,ADV60,0.01,0.95,False,4,1.5764810934685718,1.6020547725433811,0.23317253820437467
PORTFOLIO_LEG,Q5,DYNAMIC,252,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,4,1.0322125619488143,1.0468787247540425,0.1527395820227973
PORTFOLIO_LEG,Q5,DYNAMIC,252,13,ADV60_P05_E90,ADV60,0.05,0.9,False,4,12.371998046291296,12.589877016992327,1.8291900837707455
PORTFOLIO_LEG,Q5,DYNAMIC,252,14,ADV60_P05_E95,ADV60,0.05,0.95,False,4,7.882405467342859,8.010273862716904,1.1658626910218735
PORTFOLIO_LEG,Q5,DYNAMIC,252,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,4,5.161062809744072,5.234393623770212,0.7636979101139866
PORTFOLIO_LEG,Q5,DYNAMIC,252,16,ADV60_P10_E90,ADV60,0.1,0.9,False,4,24.74399609258259,25.179754033984654,3.658380167541491
PORTFOLIO_LEG,Q5,DYNAMIC,252,17,ADV60_P10_E95,ADV60,0.1,0.95,False,4,15.764810934685718,16.020547725433808,2.331725382043747
PORTFOLIO_LEG,Q5,DYNAMIC,252,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,4,10.322125619488144,10.468787247540424,1.5273958202279732
PORTFOLIO_LEG,Q5,STRUCTURAL,60,1,ADV20_P01_E90,ADV20,0.01,0.9,False,5,2.95047753788539,2.909074192376328,0.32290282395623404
PORTFOLIO_LEG,Q5,STRUCTURAL,60,2,ADV20_P01_E95,ADV20,0.01,0.95,False,5,1.8274327324340363,1.8136612283324844,0.2
PORTFOLIO_LEG,Q5,STRUCTURAL,60,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,5,1.147158346835399,1.1504567260529113,0.12560590174010017
PORTFOLIO_LEG,Q5,STRUCTURAL,60,4,ADV20_P05_E90,ADV20,0.05,0.9,False,5,14.75238768942695,14.54537096188164,1.6145141197811703
PORTFOLIO_LEG,Q5,STRUCTURAL,60,5,ADV20_P05_E95,ADV20,0.05,0.95,True,5,9.137163662170181,9.068306141662422,1.0
PORTFOLIO_LEG,Q5,STRUCTURAL,60,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,5,5.735791734176995,5.752283630264556,0.6280295087005008
PORTFOLIO_LEG,Q5,STRUCTURAL,60,7,ADV20_P10_E90,ADV20,0.1,0.9,False,5,29.5047753788539,29.09074192376328,3.2290282395623406
PORTFOLIO_LEG,Q5,STRUCTURAL,60,8,ADV20_P10_E95,ADV20,0.1,0.95,False,5,18.274327324340362,18.136612283324844,2.0
PORTFOLIO_LEG,Q5,STRUCTURAL,60,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,5,11.47158346835399,11.504567260529113,1.2560590174010016
PORTFOLIO_LEG,Q5,STRUCTURAL,60,10,ADV60_P01_E90,ADV60,0.01,0.9,False,5,3.33468833179234,3.3095356337847646,0.3649232772651369
PORTFOLIO_LEG,Q5,STRUCTURAL,60,11,ADV60_P01_E95,ADV60,0.01,0.95,False,5,2.0956090994847725,2.0493428531472513,0.22932093056787223
PORTFOLIO_LEG,Q5,STRUCTURAL,60,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,5,1.3352010479261651,1.3417304769130851,0.14617530142829174
PORTFOLIO_LEG,Q5,STRUCTURAL,60,13,ADV60_P05_E90,ADV60,0.05,0.9,False,5,16.6734416589617,16.54767816892382,1.8246163863256846
PORTFOLIO_LEG,Q5,STRUCTURAL,60,14,ADV60_P05_E95,ADV60,0.05,0.95,False,5,10.478045497423862,10.246714265736255,1.1466046528393612
PORTFOLIO_LEG,Q5,STRUCTURAL,60,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,5,6.676005239630825,6.7086523845654265,0.7308765071414587
PORTFOLIO_LEG,Q5,STRUCTURAL,60,16,ADV60_P10_E90,ADV60,0.1,0.9,False,5,33.3468833179234,33.09535633784764,3.649232772651369
PORTFOLIO_LEG,Q5,STRUCTURAL,60,17,ADV60_P10_E95,ADV60,0.1,0.95,False,5,20.956090994847724,20.49342853147251,2.2932093056787224
PORTFOLIO_LEG,Q5,STRUCTURAL,60,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,5,13.35201047926165,13.417304769130853,1.4617530142829174
PORTFOLIO_LEG,Q5,STRUCTURAL,120,1,ADV20_P01_E90,ADV20,0.01,0.9,False,5,2.9000809122398743,2.9170520593562026,0.3289055901938651
PORTFOLIO_LEG,Q5,STRUCTURAL,120,2,ADV20_P01_E95,ADV20,0.01,0.95,False,5,1.7640247419372712,1.7756742385827597,0.2
PORTFOLIO_LEG,Q5,STRUCTURAL,120,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,5,1.0521401575641858,1.078386295761277,0.1190477862929203
PORTFOLIO_LEG,Q5,STRUCTURAL,120,4,ADV20_P05_E90,ADV20,0.05,0.9,False,5,14.500404561199371,14.585260296781014,1.6445279509693258
PORTFOLIO_LEG,Q5,STRUCTURAL,120,5,ADV20_P05_E95,ADV20,0.05,0.95,True,5,8.820123709686357,8.8783711929138,1.0
PORTFOLIO_LEG,Q5,STRUCTURAL,120,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,5,5.260700787820928,5.391931478806385,0.5952389314646015
PORTFOLIO_LEG,Q5,STRUCTURAL,120,7,ADV20_P10_E90,ADV20,0.1,0.9,False,5,29.000809122398742,29.170520593562028,3.2890559019386516
PORTFOLIO_LEG,Q5,STRUCTURAL,120,8,ADV20_P10_E95,ADV20,0.1,0.95,False,5,17.640247419372713,17.7567423858276,2.0
PORTFOLIO_LEG,Q5,STRUCTURAL,120,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,5,10.521401575641857,10.78386295761277,1.190477862929203
PORTFOLIO_LEG,Q5,STRUCTURAL,120,10,ADV60_P01_E90,ADV60,0.01,0.9,False,5,3.273230438797939,3.295043031975531,0.3712781785145469
PORTFOLIO_LEG,Q5,STRUCTURAL,120,11,ADV60_P01_E95,ADV60,0.01,0.95,False,5,2.024492423907395,2.0185140791188116,0.22955645670511707
PORTFOLIO_LEG,Q5,STRUCTURAL,120,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,5,1.2300290581164988,1.2529979681540815,0.13919667207953895
PORTFOLIO_LEG,Q5,STRUCTURAL,120,13,ADV60_P05_E90,ADV60,0.05,0.9,False,5,16.366152193989695,16.475215159877653,1.8563908925727346
