regime_type,sample_scope,factor_name,window,regime,date_n,mean_capacity_yi,median_capacity_yi,p10_capacity_yi,p25_capacity_yi,p75_capacity_yi,p90_capacity_yi,zero_capacity_share
NETWORK,NATIVE,delta_residual_degree_percentile_1m,252,MEDIUM,18,17.12742872320548,13.445494402251772,5.934251483139405,9.85334771088758,25.463516931973423,34.63065115416452,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,60,HIGH,34,16.127004767493375,14.730082915892929,5.631503873695453,9.319988344153126,22.629217553531753,28.29939505216924,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,60,LOW,33,11.483595298003141,8.994784409384987,6.503790335232717,7.667676613967204,12.487493897827745,14.343736618330508,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,60,MEDIUM,35,15.488615262249054,13.250598065416417,4.7625713630899575,8.100173643991393,21.990948199706366,30.74293469750255,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,120,HIGH,42,15.072571128936952,12.884975550986994,5.124316228383653,8.545155501733664,20.33745038014326,24.948805357541282,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,120,LOW,19,9.166425491823407,8.50306097243121,6.229020636749789,7.168787779832922,10.711023398695737,12.837004056674335,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,120,MEDIUM,38,14.541894334700434,11.427664769521193,5.284599873891042,6.774823006113187,21.51874865389733,30.52918496465892,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,252,HIGH,47,15.540020141459527,12.403915333029532,7.2353599915273925,8.569745055232154,22.179285200517377,27.061985017008922,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,252,LOW,28,7.863463940497683,6.734865519467533,5.7228564916157785,6.173489683157271,9.658414318150147,11.638107332742594,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,252,MEDIUM,18,15.667213272099339,12.156437575965015,5.560806337311091,8.776795622216861,23.05086943521548,32.02160604084159,0.0
NETWORK,NATIVE,neighbor_retention_1m,60,HIGH,34,15.28471465550074,12.631760898859707,5.3221239462249486,8.942455757331313,21.748876631239284,26.410094830377187,0.0
NETWORK,NATIVE,neighbor_retention_1m,60,LOW,33,11.031370518115637,8.995740145095295,6.390705417037911,7.322149289652121,11.456122333327128,13.622280247084808,0.0
NETWORK,NATIVE,neighbor_retention_1m,60,MEDIUM,35,14.755247886176363,12.703202985021639,4.678277127995223,7.634244776771056,20.995557616944637,29.542472136179526,0.0
NETWORK,NATIVE,neighbor_retention_1m,120,HIGH,42,14.598119445217765,12.108936733460837,4.902883671207091,8.529324752245572,19.62910669746914,24.56394959592175,0.0
NETWORK,NATIVE,neighbor_retention_1m,120,LOW,19,8.932115701265579,8.31796825048355,6.092244459760749,6.882080189353403,10.35795111000061,12.481946583262332,0.0
NETWORK,NATIVE,neighbor_retention_1m,120,MEDIUM,38,14.14340981574635,11.18296680036812,5.202631680555478,6.545266054531829,20.877650590220824,29.929944799897594,0.0
NETWORK,NATIVE,neighbor_retention_1m,252,HIGH,47,15.358638311666382,12.309001505283156,7.217950169315608,8.13605471766109,21.73778422744681,27.019064085567255,0.0
NETWORK,NATIVE,neighbor_retention_1m,252,LOW,28,7.792430005812513,6.7947108231308775,5.459244350641707,5.780038520482298,9.375268915829755,11.743253068833653,0.0
NETWORK,NATIVE,neighbor_retention_1m,252,MEDIUM,18,15.019175171267847,11.986540554141854,5.443309320229696,8.112175141249324,21.870894479932467,30.907035155268307,0.0
NETWORK,NATIVE,outside_community_degree_percentile,60,HIGH,34,16.461276834755413,15.351809688753775,5.4480359056014995,9.531999299194444,23.14802222711358,28.922662863476088,0.0
NETWORK,NATIVE,outside_community_degree_percentile,60,LOW,33,11.752943663995321,9.330455829566716,6.6257978174925665,7.864687260548711,12.62215569833526,14.813583847315346,0.0
NETWORK,NATIVE,outside_community_degree_percentile,60,MEDIUM,35,16.005717572305507,13.670418175395055,4.940620216144748,8.343778534018544,23.287109330304,31.66520837440095,0.0
NETWORK,NATIVE,outside_community_degree_percentile,120,HIGH,42,16.70453251787749,14.71804341238478,5.579251546557014,9.613983788767094,22.562706745145995,27.44744689101588,0.0
NETWORK,NATIVE,outside_community_degree_percentile,120,LOW,19,10.411924960864235,9.580485167775196,7.109604310315799,7.738953595963656,11.925630262231385,15.35878690893993,0.0
NETWORK,NATIVE,outside_community_degree_percentile,120,MEDIUM,38,16.14174497058316,13.430760026789072,5.615109135223073,7.677889754012865,22.515738200454308,32.827436891280215,0.0
NETWORK,NATIVE,outside_community_degree_percentile,252,HIGH,47,18.53332794988965,15.221684554594512,8.940039468699558,10.97073021430592,25.90592240348934,33.3834386895208,0.0
NETWORK,NATIVE,outside_community_degree_percentile,252,LOW,28,9.65514128464746,9.107174031724249,6.155955833013222,7.506528630034515,11.461922817990304,13.885993739288025,0.0
NETWORK,NATIVE,outside_community_degree_percentile,252,MEDIUM,18,18.786914500214678,14.202528195690316,6.853536956105341,10.935106067713228,26.797709422248154,38.98228740909311,0.0
NETWORK,NATIVE,residual_degree_percentile,60,HIGH,34,16.32738182797423,15.63910511665278,5.1675075416770575,9.048157865419654,23.49254000838507,27.82292513169419,0.0
NETWORK,NATIVE,residual_degree_percentile,60,LOW,33,11.69189294461351,8.792953233895606,6.582400638629077,7.523834366804685,12.543433612130126,15.051459590827072,0.0
NETWORK,NATIVE,residual_degree_percentile,60,MEDIUM,35,15.405862035594387,13.140011986002383,4.926296734727657,8.20337221250464,22.402591942759283,30.383939329584877,0.0
NETWORK,NATIVE,residual_degree_percentile,120,HIGH,42,16.742380715400873,14.3497022166583,5.604470159246595,9.617271079655147,22.75184516850122,28.759200305864766,0.0
NETWORK,NATIVE,residual_degree_percentile,120,LOW,19,10.169799619603628,10.405337768802795,6.498442532863877,7.784348679614137,11.476109722615238,14.249325083891232,0.0
NETWORK,NATIVE,residual_degree_percentile,120,MEDIUM,38,16.086704282809045,13.116883974699384,5.541656915343265,7.6962907379048975,23.577527320247103,32.32823963829534,0.0
NETWORK,NATIVE,residual_degree_percentile,252,HIGH,47,19.14967396364662,16.238536027689072,8.901823039605866,11.368633802343291,25.793442870298975,33.1293335645868,0.0
NETWORK,NATIVE,residual_degree_percentile,252,LOW,28,10.038953976440215,8.571636941821737,6.523958528399084,7.347683794882922,13.454427781249416,14.531043841714126,0.0
NETWORK,NATIVE,residual_degree_percentile,252,MEDIUM,18,18.87610660493603,14.771302260526586,7.511239594204539,10.309542244429682,26.243429119999913,37.60419383072312,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,60,HIGH,29,18.5567853520365,16.795300872360762,9.14210569583418,10.936689516898461,25.18728893919216,30.3172963570282,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,60,LOW,32,11.950070747328848,9.375616402027632,6.6454113648646915,7.527123017733581,12.603806836535727,14.679195111454412,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,60,MEDIUM,32,16.59869890848433,13.67382616151199,6.10280966264024,9.600453425077978,25.713614194106057,30.805869512249046,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,120,HIGH,38,17.853304172784927,16.11932675516985,8.846861773165907,9.784070086881238,23.886064931045354,29.4598209426483,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,120,LOW,19,10.305812472356779,9.740704886362934,7.070371086332056,7.911413058542195,12.046212962581095,14.574407692115123,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,120,MEDIUM,36,16.767196341151784,13.531464110874516,6.474862046369534,8.170646337508316,27.721937769497824,32.93891364072755,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,252,HIGH,47,18.802819928627603,16.15714297634865,8.520111010441992,10.458709103231275,25.58006627411195,33.8022056051302,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,252,LOW,28,9.690971637640004,8.69568460396593,6.21689524409565,7.050249171381442,12.325004086677636,13.580417724490129,0.0
NETWORK,COMMON_DATE,cross_industry_degree_percentile,252,MEDIUM,18,18.832482301207772,13.94353984126882,7.120947588852798,9.550957777155489,27.77324078393199,38.572472966359236,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,60,HIGH,29,19.73796832331184,17.067571700080133,9.830732682349057,12.546660859261491,25.717731725905924,32.625278864872264,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,60,LOW,32,13.514251174478598,11.481988914372245,7.804336682591701,8.965992735187148,13.938168252752995,17.568860849541537,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,60,MEDIUM,32,18.455528361153053,14.383031392478614,6.987570906795904,10.347312941817355,29.402410919372258,33.80827819943546,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,120,HIGH,38,17.842563406362107,15.5466413468104,8.522267531636345,9.816881320496124,23.3446226602819,29.319029439686524,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,120,LOW,19,10.957442579213302,11.347302487715965,7.243810082655741,8.239074576922107,13.145666000520393,14.3961332198831,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,120,MEDIUM,36,17.093015731108423,12.683671823177718,7.025856829791339,9.048090618494564,27.399695088855754,34.77248549927023,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,252,HIGH,47,16.68838437837953,14.188856067905956,7.452595269568594,9.042183502561727,23.578586535226904,30.496842804913314,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,252,LOW,28,9.25474934962572,8.868690123441187,5.913668129194635,7.07803820517303,11.795319961018617,13.608066336002794,0.0
NETWORK,COMMON_DATE,cross_industry_degree_ratio,252,MEDIUM,18,17.125772182171694,11.781722069050819,5.890028614272292,8.990636136993281,25.519675508778842,37.49913420820925,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,60,HIGH,29,18.46630946289587,17.31595126046686,9.12869017064432,11.227769452555233,24.118860321952887,28.87430550658632,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,60,LOW,32,11.863774920807082,9.727586917618012,6.868589576798247,7.362346547494083,12.737484116533055,14.571503364010598,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,60,MEDIUM,32,16.77780645952275,13.767221471653775,5.7169101557358974,9.368115273756422,25.50051687475157,32.19351304977956,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,120,HIGH,38,17.32291089987909,15.345650576567358,8.579470588657298,9.625080879915771,23.360552921497845,27.948501786224234,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,120,LOW,19,9.677218913052954,9.036454262953372,6.6244381122076295,7.580692252529888,11.454799472940575,12.94280879239155,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,120,MEDIUM,36,16.200791032816973,12.518905264669671,6.246659178238293,7.5880586736729905,25.320668183777613,32.18796056391284,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,252,HIGH,47,17.452595040870584,14.676061535771769,7.759017150915668,9.396363940848083,23.97383391870867,30.765388470473088,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,252,LOW,28,8.569692635195976,7.580912319961137,5.976266314605475,6.66305575350869,10.280526373794626,12.889054201751073,0.0
NETWORK,COMMON_DATE,delta_cross_industry_degree_percentile_1m,252,MEDIUM,18,17.16180473365031,13.38723199478509,5.833053304412426,9.894142497326087,25.099382171330745,34.855668136822715,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,60,HIGH,29,19.379218127347485,19.569932219846653,9.456091314952246,10.913676579688802,25.295355986831403,30.678380356390633,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,60,LOW,32,11.696459117003272,9.725624647765365,6.604399033518616,7.496046831037158,12.615995411043649,14.801550782462911,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,60,MEDIUM,32,17.07868940423478,14.083012508076976,6.0559281174133,9.352019140368187,26.442120965602374,32.40262676025936,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,120,HIGH,38,18.965183200134184,17.051395035334707,9.333666160460256,10.503268847622625,25.49699692390964,30.69971515007069,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,120,LOW,19,10.246898262011351,9.370146135873489,6.912291775765596,8.01017626664978,11.471619381483364,13.471193620672809,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,120,MEDIUM,36,16.688592106231166,13.352515436428416,6.906727550165959,8.013790121122197,25.457044435725265,32.31734008815508,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,252,HIGH,47,19.191938190579453,16.18109483962234,8.788416471444242,10.495207876899052,26.772552360552417,33.617149441631824,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,252,LOW,28,9.655019109590883,8.478441076553484,6.619338672437647,7.359408935113543,11.793858062252168,14.589166811410019,0.0
NETWORK,COMMON_DATE,delta_degree_percentile,252,MEDIUM,18,18.612352424144735,14.346282020094435,7.481673671023475,10.502610214028175,25.72184062816679,37.69122787531714,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,60,HIGH,29,18.263770870690102,16.912622957407063,9.05067836167435,11.030555082735829,24.069147679469577,28.641089894890644,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,60,LOW,32,11.640049896267456,9.248462254605805,6.833326421207293,7.2700065160720095,12.395148677291225,14.616548163259907,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,60,MEDIUM,32,16.556793014975426,13.333035893106976,5.602655128200362,9.096729342860119,25.132628331826332,31.361617729611783,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,120,HIGH,38,17.1004303009961,15.28658309018557,8.788124107178017,9.585649484782168,22.62708196280875,27.28575150970606,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,120,LOW,19,9.613086359236474,9.072217110331177,6.520342632118963,7.441360389875099,11.450416081256506,13.280618370400799,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,120,MEDIUM,36,16.167176165477613,12.59491564532308,6.0104866668723105,7.53217506326373,25.209566331093093,32.93350080031095,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,252,HIGH,47,17.133856319604007,13.982806541835508,7.581206070909803,9.30830239503235,23.68299558219703,30.379323170305923,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,252,LOW,28,8.426722676555196,7.6363832286957365,5.831876007819638,6.548091226625182,10.354047893545559,12.50194391703327,0.0
NETWORK,COMMON_DATE,delta_residual_degree_percentile_1m,252,MEDIUM,18,17.12742872320548,13.445494402251772,5.934251483139405,9.85334771088758,25.463516931973423,34.63065115416452,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,60,HIGH,29,18.045845173464347,16.234183271773926,9.0791846542517,11.8197963080074,23.53015193120212,29.360484834777296,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,60,LOW,32,11.68239146399306,9.05113641193497,6.659534151732288,7.741487495595549,12.529622365259257,14.371147232452028,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,60,MEDIUM,32,16.57566725938569,13.849550329473487,5.820618161687602,9.326039532631695,25.016790916441682,30.82928586884205,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,120,HIGH,38,16.187428005613942,13.934566480934631,8.08873255496393,9.162523461474478,20.855269919600385,25.92682509277863,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,120,LOW,19,9.166425491823407,8.50306097243121,6.229020636749789,7.168787779832922,10.711023398695737,12.837004056674335,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,120,MEDIUM,36,15.188270217833242,11.908015313485043,5.9911422374577015,7.237285354739718,24.413700334811107,30.871340228585566,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,252,HIGH,47,15.540020141459527,12.403915333029532,7.2353599915273925,8.569745055232154,22.179285200517377,27.061985017008922,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,252,LOW,28,7.863463940497683,6.734865519467533,5.7228564916157785,6.173489683157271,9.658414318150147,11.638107332742594,0.0
NETWORK,COMMON_DATE,neighbor_jaccard_1m,252,MEDIUM,18,15.667213272099339,12.156437575965015,5.560806337311091,8.776795622216861,23.05086943521548,32.02160604084159,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,60,HIGH,29,17.084873355349956,15.251808566494775,8.714012042089243,10.922231173592094,21.985577665096685,27.411278950797122,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,60,LOW,32,11.222020151971961,9.015691978119044,6.513230304991655,7.400697876306342,11.629631409767406,13.648746516349295,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,60,MEDIUM,32,15.783465602308885,13.351616966959323,5.584898652371431,8.840864949456767,22.951413084828577,29.901866563801054,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,120,HIGH,38,15.672026427869824,13.692784148408933,7.783002670009895,9.1330620823464,20.398976866561625,25.387550698173712,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,120,LOW,19,8.932115701265579,8.31796825048355,6.092244459760749,6.882080189353403,10.35795111000061,12.481946583262332,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,120,MEDIUM,36,14.770349393574586,11.635660669917328,5.813185133110298,6.918708998726466,23.36456325789963,30.18017963755353,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,252,HIGH,47,15.358638311666382,12.309001505283156,7.217950169315608,8.13605471766109,21.73778422744681,27.019064085567255,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,252,LOW,28,7.792430005812513,6.7947108231308775,5.459244350641707,5.780038520482298,9.375268915829755,11.743253068833653,0.0
NETWORK,COMMON_DATE,neighbor_retention_1m,252,MEDIUM,18,15.019175171267847,11.986540554141854,5.443309320229696,8.112175141249324,21.870894479932467,30.907035155268307,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,60,HIGH,29,18.444969231051225,18.303756687546567,9.456680639163302,11.50012145544548,23.71652716458542,30.12775646448199,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,60,LOW,32,11.973758805284197,9.54116982881266,6.732399094817737,8.038259338082648,12.75989533681926,14.819726226288925,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,60,MEDIUM,32,17.13201908392002,13.846291235817347,5.773752622540755,9.743723568784217,26.795165711604632,32.027546044010464,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,120,HIGH,38,17.954970396280647,16.17208616321661,9.170049297175742,10.227471603006807,22.840726103432303,28.25215270657025,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,120,LOW,19,10.411924960864235,9.580485167775196,7.109604310315799,7.738953595963656,11.925630262231385,15.35878690893993,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,120,MEDIUM,36,16.861387257830366,13.679099080828301,6.7541233852855855,7.756692066204044,25.684887150793077,33.20683869481442,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,252,HIGH,47,18.53332794988965,15.221684554594512,8.940039468699558,10.97073021430592,25.90592240348934,33.3834386895208,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,252,LOW,28,9.65514128464746,9.107174031724249,6.155955833013222,7.506528630034515,11.461922817990304,13.885993739288025,0.0
NETWORK,COMMON_DATE,outside_community_degree_percentile,252,MEDIUM,18,18.786914500214678,14.202528195690316,6.853536956105341,10.935106067713228,26.797709422248154,38.98228740909311,0.0
NETWORK,COMMON_DATE,residual_degree_percentile,60,HIGH,29,18.2908026737701,17.059245806558806,9.036674658762513,11.073480627394085,25.422546092557162,28.266401266987945,0.0
NETWORK,COMMON_DATE,residual_degree_percentile,60,LOW,32,11.895840142150291,9.354106623141302,6.649818446065064,7.579028323042877,12.565947005714385,15.088729893126326,0.0
NETWORK,COMMON_DATE,residual_degree_percentile,60,MEDIUM,32,16.50053629475783,13.78977542160058,6.214749523257012,9.207300496524613,25.58692976048205,30.504334050295757,0.0
