factor_order,factor_name,window,regime_alpha_ic_overall_same_sign_share,regime_alpha_ic_time_same_sign_share,regime_alpha_ic_trend_same_sign_share,regime_alpha_ic_vol_same_sign_share,regime_alpha_ic_joint_same_sign_share,regime_alpha_spread_overall_same_sign_share,regime_ivol_overall_same_sign_share,regime_ivol_time_same_sign_share,regime_ivol_trend_same_sign_share,regime_ivol_vol_same_sign_share,regime_ivol_joint_same_sign_share,industry_size_common_alpha_ic,full_control_alpha_ic,full_vs_ind_size_alpha_same_sign,full_vs_ind_size_alpha_abs_retention,industry_size_common_spread,full_control_spread,full_control_spread_bps,full_vs_ind_size_spread_same_sign,full_vs_ind_size_spread_abs_retention,industry_size_common_mean_risk_ic,full_control_mean_risk_ic,industry_size_common_ivol_ic,full_control_ivol_ic,full_vs_ind_size_ivol_same_sign,full_vs_ind_size_ivol_abs_retention,full_control_alpha_ic_from_summary,full_control_alpha_ic_hac_t,full_control_spread_summary_bps,full_control_spread_hac_t,total_vol_ic,total_vol_hac_t,downside_vol_ic,downside_vol_hac_t,max_drawdown_ic,max_drawdown_hac_t,ivol_ic,ivol_hac_t,m1_beta_bps_per_1sd,m2_beta_bps_per_1sd,m3_beta_bps_per_1sd,m3_hac_t_stat,m3_mean_partial_r2,m3_vs_m2_same_sign,m3_vs_m2_abs_retention,mean_gross_q5_minus_q1_bps,mean_q1_drift_turnover,mean_q5_drift_turnover,mean_roundtrip_traded_notional_ratio,descriptive_break_even_one_way_cost_bps,cost_drag_5bp,canonical_net_spread_5bp,abs_gross_minus_cost_5bp,gross_magnitude_exceeds_cost_5bp,cost_drag_10bp,canonical_net_spread_10bp,abs_gross_minus_cost_10bp,gross_magnitude_exceeds_cost_10bp,cost_drag_20bp,canonical_net_spread_20bp,abs_gross_minus_cost_20bp,gross_magnitude_exceeds_cost_20bp,cost_drag_30bp,canonical_net_spread_30bp,abs_gross_minus_cost_30bp,gross_magnitude_exceeds_cost_30bp,step2_alpha_ic_internal_difference,alpha_ic_nominal_abs_t_ge_1p96,alpha_spread_nominal_abs_t_ge_1p96,fmb_m3_nominal_abs_t_ge_1p96,ivol_nominal_abs_t_ge_1p96,cost_10bp_magnitude_survives,factor_selected,factor_removed,factor_sign_flipped,window_selected
10,residual_degree_percentile,60,0.8181818181818182,0.6666666666666666,1.0,1.0,0.75,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,0.0118235360637478,0.0058757415414608,True,0.4969529851121657,0.0020296241615487,0.0013283407684417,13.28340768441726,True,0.6544762294453993,-0.0844681917731713,-0.0428898600939326,-0.1135239306166964,-0.0690557712285351,True,0.6082926379786471,0.0058757415414608,1.120215321151147,13.28340768441726,0.901534029759538,-0.0382037046229,-7.578646484119362,-0.0297648706141004,-6.053005398086242,-0.0345350939101949,-7.468231163460786,-0.0690557712285351,-14.030249177540544,-7.438808394777918,5.130243112057745,3.923678516924333,0.6696502729486961,0.0025564783654521,True,0.764813368727577,14.75257450511639,0.4816894902759842,0.438761166849889,1.840901314251746,8.013778028678702,9.204506571258731,5.548067933857657,5.548067933857659,True,18.409013142517463,-3.65643863740107,-3.656438637401072,False,36.81802628503493,-22.065451779918533,-22.06545177991854,False,55.22703942755239,-40.474464922436006,-40.474464922436,False,0.0,False,False,False,True,False,False,False,False,False
10,residual_degree_percentile,120,0.9090909090909092,1.0,1.0,1.0,0.75,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.0126611739201373,0.0084082332382884,True,0.6640958643586189,0.0028968420651921,0.0026029419020272,26.029419020272773,True,0.8985446370389519,-0.0731599775826925,-0.0352701988781251,-0.0977784547327892,-0.0569906512355477,True,0.5828548977511742,0.0084082332382884,1.6838443694901444,26.029419020272773,1.7494691166239325,-0.0308283181620107,-6.103905290165437,-0.023564252363725,-4.70888933418611,-0.0296975737512172,-6.938702444072374,-0.0569906512355477,-11.946006475257398,-9.604829170398457,7.966715329232275,8.29463417990868,1.3480870048147544,0.0029143444275962,True,1.0411611105863383,30.381667514809138,0.3470301876736777,0.2996675605808234,1.2933954965090022,23.489851013717114,6.46697748254501,23.91469003226412,23.914690032264126,True,12.93395496509002,17.44771254971911,17.447712549719117,True,25.86790993018004,4.513757584629087,4.513757584629097,True,38.80186489527007,-8.420197380460936,-8.420197380460934,False,0.0,False,False,False,True,True,False,False,False,False
10,residual_degree_percentile,252,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,1.0,1.0,1.0,1.0,1.0,0.0151004605000966,0.0119037503589812,True,0.7883037976825309,0.003427707672316,0.0038759319312441,38.75931931244176,True,1.1307650190091203,-0.0651345311566272,-0.0316945889514635,-0.0847069705713759,-0.0489024622076009,True,0.5773133176377105,0.0119037503589812,2.202925504230486,38.75931931244176,2.360679861614091,-0.0277614281872947,-5.097021375164511,-0.0220263557485865,-4.370291664422207,-0.0280881096623719,-6.933016227701948,-0.0489024622076009,-8.385924716265446,-4.691741068131373,11.796236992235754,13.60679668314114,1.9944339557888344,0.0028505396868487,True,1.1534862085338815,40.649879010194525,0.2533099503292417,0.2119130517521504,0.9304460041627844,43.6885953922402,4.6522300208139225,35.99764898938061,35.9976489893806,True,9.304460041627843,31.34541896856668,31.345418968566683,True,18.60892008325569,22.04095892693884,22.040958926938835,True,27.913380124883528,12.736498885310995,12.736498885310997,True,0.0,True,True,True,True,True,False,False,False,False
30,delta_degree_percentile,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0388682107027221,-0.0074889677993668,True,0.1926759082543086,-0.0076377749552583,-0.0027890572519617,-27.890572519617177,True,0.3651661993577788,0.1085113918696016,-0.0161053738610649,0.131863687703704,0.0134231779057179,True,0.1017958631331445,-0.0074889677993668,-2.008191163401975,-27.890572519617177,-2.7452164343337366,-0.0313438959409775,-7.994571693092759,-0.027138318167889,-8.329536832985493,-0.019362459241111,-6.53343544790602,0.0134231779057179,2.795224575743339,-40.26945137697197,-28.449205467673742,-9.31859480312274,-2.29184603318268,0.001685695166109,True,0.3275520229804403,-27.90273190172575,0.5068519859798892,0.5282172306072394,2.070138433174257,13.478679229649854,10.350692165871289,-38.25342406759704,17.552039735854464,True,20.70138433174257,-48.604116233468325,7.201347569983181,True,41.40276866348515,-69.30550056521089,-13.500036761759397,False,62.104152995227714,-90.00688489695347,-34.20142109350196,False,0.0,True,True,True,True,True,False,False,False,False
30,delta_degree_percentile,120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0344570202483279,-0.0053461463995743,True,0.1551540545597175,-0.0070101212688218,-0.0019731585146237,-19.73158514623729,True,0.2814728075246772,0.1217552327351593,0.002904401236549,0.1457539604852984,0.0340136046974842,True,0.2333631592872913,-0.0053461463995743,-1.500434180306315,-19.73158514623729,-1.6197376462075497,-0.0107985753423413,-2.5304446286390183,-0.0090470514303364,-2.741405191380081,-0.0025503729786102,-0.9400222871017474,0.0340136046974842,6.574847391557138,-40.42085719121396,-27.587718625121635,-9.32174270838573,-1.9236269901755805,0.0017066853435974,True,0.3378946564975207,-15.214851266990769,0.3638227697782496,0.3988404296283473,1.5253263988131942,9.97481672042714,7.62663199406597,-22.841483261056737,7.588219272924799,True,15.25326398813194,-30.468115255122704,-0.03841272114117089,False,30.50652797626388,-45.72137924325464,-15.29167670927311,False,45.75979196439581,-60.97464323138659,-30.54494069740504,False,0.0,False,False,False,True,False,False,False,False,False
30,delta_degree_percentile,252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0317138920541312,-0.0061443323488495,True,0.1937426140683726,-0.0065062849426925,-0.0025622737802922,-25.62273780292225,True,0.3938151806846385,0.1306727012992376,0.025509204909973,0.154637609403091,0.0613814709399185,True,0.3969375314120164,-0.0061443323488495,-1.5329732399397158,-25.62273780292225,-2.119326998351135,0.0120611318159958,2.2138521230787296,0.0119880640104658,2.417470079566308,0.0166061528735118,3.9459126791026375,0.0613814709399185,10.854408456076698,-33.299801800013284,-26.203597287252645,-10.670348342231089,-2.1000047235975736,0.0017495089641456,True,0.4072092936423629,-24.02717767333761,0.2561846428387654,0.2917515140474651,1.095872313772461,21.925161692082355,5.4793615688623065,-29.50653924219992,18.547816104475306,True,10.958723137724611,-34.985900811062216,13.068454535613,True,21.917446275449223,-45.944623948786834,2.109731397888389,True,32.876169413173834,-56.903347086511445,-8.848991739836222,False,0.0,False,True,True,True,True,False,False,False,False
70,cross_industry_degree_percentile,60,0.8181818181818182,0.6666666666666666,1.0,1.0,0.75,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,0.0116645763968102,0.0061555409826396,True,0.5277123466157716,0.0017386025207457,0.0010967752939483,10.967752939483612,True,0.6308372850385273,-0.0844668714446489,-0.0464976379278009,-0.1115605520001299,-0.0707223314139987,True,0.6339367289426497,0.0061555409826396,1.2701946964858406,10.967752939483612,0.8508959036903662,-0.0427003511405713,-8.373555524280558,-0.0347192862717707,-6.359251113452914,-0.0378485828848627,-7.667854419474196,-0.0707223314139987,-15.586024677594803,-4.858175207343541,4.153620290099173,2.547409403713763,0.496767097862776,0.0019953400290291,True,0.6132985746881885,13.055474910230345,0.51835984985687,0.4580587627513935,1.952837225216527,6.685388183740085,9.764186126082638,3.2912887841477096,3.2912887841477065,True,19.52837225216528,-6.472897341934925,-6.472897341934935,False,39.05674450433055,-26.001269594100197,-26.001269594100208,False,58.58511675649581,-45.52964184626547,-45.52964184626546,False,0.0,False,False,False,True,False,False,False,False,False
70,cross_industry_degree_percentile,120,0.9090909090909092,1.0,1.0,1.0,0.75,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.0123864245948565,0.0086867785970147,True,0.7013144536173848,0.0021479059465835,0.0020850595484772,20.850595484772903,True,0.9707406191569063,-0.0718408700466072,-0.0376020217920163,-0.0956019456230957,-0.0584583355845487,True,0.6114764213587949,0.0086867785970147,1.8684508552662484,20.850595484772903,1.613964487661354,-0.0338896846697093,-6.916526836680728,-0.0265112512732228,-5.1133952141572525,-0.0315488156405844,-7.093830581686372,-0.0584583355845487,-13.760840858344087,-8.1793760611631,6.0041810456592986,6.154279335689981,1.1833006093814782,0.002250815821565,True,1.0249989613719586,22.72264383729708,0.3849183024043364,0.3131897799713465,1.3962161647513658,16.274445469798337,6.9810808237568285,15.741563013540253,15.741563013540253,True,13.962161647513655,8.760482189783417,8.760482189783426,True,27.924323295027317,-5.201679457730243,-5.201679457730236,False,41.88648494254097,-19.1638411052439,-19.163841105243886,False,0.0,False,False,False,True,True,False,False,False,False
70,cross_industry_degree_percentile,252,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.0140223444246531,0.0113446140468292,True,0.8090383250666618,0.0025460853212957,0.0030034079811953,30.03407981195357,True,1.179617963339458,-0.0591002187169876,-0.0308290458132696,-0.0775044364642068,-0.0466874759572109,True,0.6023845612860134,0.0113446140468292,2.2544517868132328,30.03407981195357,2.082531078475832,-0.027663748346141,-5.116273164618341,-0.0213827464945731,-4.0635905578118345,-0.0275822124551532,-6.487156123485652,-0.0466874759572109,-8.665996897054605,-5.877321846578379,7.623946427783494,9.183580128617642,1.5750008546775367,0.002125998940246,True,1.204570390887122,30.87626669262603,0.291745360245299,0.2220022050852355,1.027495130661069,30.050036998969407,5.137475653305347,25.73879103932069,25.73879103932068,True,10.274951306610694,20.601315386015347,20.601315386015337,True,20.549902613221388,10.326364079404655,10.326364079404641,True,30.82485391983207,0.0514127727939641,0.051412772793959505,True,0.0,True,True,False,True,True,False,False,False,False
90,cross_industry_degree_ratio,60,0.6363636363636364,0.6666666666666666,0.5,0.5,0.75,0.7272727272727273,0.9090909090909092,1.0,1.0,1.0,0.75,-0.0006105528070513,-0.001970006689473,True,,-0.0006233341434221,-0.001105738685839,-11.05738685839021,True,,-0.0007097823260983,-0.001533078310612,0.0140979558567633,0.0117969691175532,True,0.8367857891889935,-0.001970006689473,-0.748243849420549,-11.05738685839021,-1.1768714516472272,-0.0052026545132501,-1.2360367734995488,-0.0085045540871009,-2.3108339182372983,-0.0042220737596502,-1.295319399827534,0.0117969691175532,2.531540525210466,3.711160723785921,-4.098017431492345,-6.702774069862667,-1.8158541329720308,0.0013700693762367,True,1.6356138503348845,-10.931499317385107,0.4674877703141247,0.4442675986604563,1.823510737949162,5.994754563211061,9.11755368974581,-20.04905300713092,1.8139456276392973,True,18.23510737949162,-29.16660669687673,-7.3036080621065125,False,36.47021475898324,-47.40171407636834,-25.538715441598132,False,54.70532213847486,-65.63682145585997,-43.77382282108975,False,0.0,False,False,False,True,False,False,False,False,False
