factor_order,factor_name,window,regime_alpha_ic_overall_same_sign_share,regime_alpha_ic_time_same_sign_share,regime_alpha_ic_trend_same_sign_share,regime_alpha_ic_vol_same_sign_share,regime_alpha_ic_joint_same_sign_share,regime_alpha_spread_overall_same_sign_share,regime_ivol_overall_same_sign_share,regime_ivol_time_same_sign_share,regime_ivol_trend_same_sign_share,regime_ivol_vol_same_sign_share,regime_ivol_joint_same_sign_share,industry_size_common_alpha_ic,full_control_alpha_ic,full_vs_ind_size_alpha_same_sign,full_vs_ind_size_alpha_abs_retention,industry_size_common_spread,full_control_spread,full_control_spread_bps,full_vs_ind_size_spread_same_sign,full_vs_ind_size_spread_abs_retention,industry_size_common_mean_risk_ic,full_control_mean_risk_ic,industry_size_common_ivol_ic,full_control_ivol_ic,full_vs_ind_size_ivol_same_sign,full_vs_ind_size_ivol_abs_retention,full_control_alpha_ic_from_summary,full_control_alpha_ic_hac_t,full_control_spread_summary_bps,full_control_spread_hac_t,total_vol_ic,total_vol_hac_t,downside_vol_ic,downside_vol_hac_t,max_drawdown_ic,max_drawdown_hac_t,ivol_ic,ivol_hac_t,m1_beta_bps_per_1sd,m2_beta_bps_per_1sd,m3_beta_bps_per_1sd,m3_hac_t_stat,m3_mean_partial_r2,m3_vs_m2_same_sign,m3_vs_m2_abs_retention,mean_gross_q5_minus_q1_bps,mean_q1_drift_turnover,mean_q5_drift_turnover,mean_roundtrip_traded_notional_ratio,descriptive_break_even_one_way_cost_bps,cost_drag_5bp,canonical_net_spread_5bp,abs_gross_minus_cost_5bp,gross_magnitude_exceeds_cost_5bp,cost_drag_10bp,canonical_net_spread_10bp,abs_gross_minus_cost_10bp,gross_magnitude_exceeds_cost_10bp,cost_drag_20bp,canonical_net_spread_20bp,abs_gross_minus_cost_20bp,gross_magnitude_exceeds_cost_20bp,cost_drag_30bp,canonical_net_spread_30bp,abs_gross_minus_cost_30bp,gross_magnitude_exceeds_cost_30bp,step2_alpha_ic_internal_difference,alpha_ic_nominal_abs_t_ge_1p96,alpha_spread_nominal_abs_t_ge_1p96,fmb_m3_nominal_abs_t_ge_1p96,ivol_nominal_abs_t_ge_1p96,cost_10bp_magnitude_survives,factor_selected,factor_removed,factor_sign_flipped,window_selected
90,cross_industry_degree_ratio,120,0.7272727272727273,0.6666666666666666,1.0,0.5,0.75,0.9090909090909092,0.8181818181818182,0.6666666666666666,1.0,1.0,0.75,0.002597847249758,0.0009377608264336,True,,-0.000884585917401,-0.0013485822260093,-13.485822260093396,True,,-0.0049469065690889,-0.0041482820639215,0.0058667392556998,0.005271592094882,True,,0.0009377608264336,0.3087584181400483,-13.485822260093396,-1.3853766095039484,-0.0070742202502961,-1.54702693509857,-0.0089254323980783,-2.15644655892451,-0.0058650677021936,-1.7928081825826654,0.005271592094882,1.2421003556307078,1.5517917183908614,-3.219042646589644,-5.523329952931145,-1.4110594664417375,0.0014309735325731,True,1.7158300026819269,-12.650381606107295,0.3674815098472184,0.3593453665343583,1.4536537527631537,8.702472361152736,7.268268763815766,-19.91865036992306,5.382112842291529,True,14.536537527631532,-27.18691913373884,-1.886155921524237,False,29.073075055263065,-41.72345666137036,-16.42269344915577,False,43.60961258289459,-56.25999418900189,-30.959230976787296,False,0.0,False,False,False,False,False,False,False,False,False
90,cross_industry_degree_ratio,252,0.6363636363636364,0.6666666666666666,0.5,0.5,0.75,1.0,0.6363636363636364,0.3333333333333333,0.5,1.0,0.75,0.0004806373329948,-0.0007619702471824,False,,-0.0022326686964697,-0.0022387160197808,-22.38716019780878,True,1.0027085627709302,-0.0106795118219891,-0.0088653257493186,-0.0021212564958612,-0.0003386416774774,True,,-0.0007619702471824,-0.2293526381559539,-22.38716019780878,-2.3532493189430777,-0.0125544341486783,-2.81368862079057,-0.0119460166634492,-2.863671467186665,-0.0106222105076694,-2.8871040729461,-0.0003386416774774,-0.0808208023119675,-6.040863770182729,-7.013441257399796,-8.212565988378143,-2.144985738785017,0.0012599521545652,True,1.1709752298435756,-21.514061525077157,0.2905869220771915,0.2900731725790063,1.161320189312396,18.525520974379493,5.806600946561979,-27.32066247163913,15.707460578515178,True,11.613201893123955,-33.127263418201096,9.900859631953201,True,23.226403786247914,-44.74046531132507,-1.7123422611707575,False,34.83960567937188,-56.35366720444903,-13.325544154294722,False,0.0,False,True,True,False,True,False,False,False,False
110,delta_residual_degree_percentile_1m,60,0.9090909090909092,0.6666666666666666,1.0,1.0,1.0,0.9090909090909092,1.0,1.0,1.0,1.0,1.0,0.0080502236581356,0.0028542703957086,True,0.354557900117986,0.0019335537852414,0.0011783522244109,11.78352224410964,True,0.6094230392788553,-0.0145210475496301,-0.0068094303589009,-0.0179346666043275,-0.0099811609417051,True,0.5565289370529335,0.0028542703957086,0.997396726138027,11.78352224410964,1.3777860438806593,-0.0049346506112509,-1.5093842277020677,-0.0057149628407767,-1.8685756999265204,-0.006606947041871,-2.0723615689466737,-0.0099811609417051,-3.0350402100859126,7.907138141052145,6.885719840676481,2.6174348505217804,0.8660111252459498,0.0009388563591127,True,0.3801250865682378,11.034664633071076,0.8449864151443602,0.8418655526256545,3.37370393554003,3.270786306061784,16.86851967770015,-5.833855044629075,-5.833855044629074,False,33.7370393554003,-22.702374722329225,-22.702374722329225,False,67.4740787108006,-56.43941407772952,-56.43941407772952,False,101.21111806620092,-90.17645343312984,-90.17645343312985,False,0.0,False,False,False,True,False,False,False,False,False
110,delta_residual_degree_percentile_1m,120,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,1.0,1.0,1.0,1.0,1.0,0.0062758038758741,0.0005675393503454,True,0.0904329328274913,0.0006434444967444,0.000245564217696,2.455642176960008,True,,-0.0156304895042897,0.0054553753174036,-0.0224191076447381,-0.0004549385566539,True,0.0202924471331809,0.0005675393503454,0.2221069176799859,2.455642176960008,0.3380336363560538,0.0070664939081937,2.118249511179904,0.0092679559734887,3.1637469306850066,0.005941989944586,2.163256429569628,-0.0004549385566539,-0.1374190198634734,5.010335990400146,4.7569862689770455,2.5691171281337515,0.9524124222815804,0.0008897541953869,True,0.5400724288166215,3.4279849333639314,0.7912610535442288,0.7954200805137537,3.173362268115965,1.0802375032331673,15.866811340579826,-12.438826407215895,-12.438826407215895,False,31.73362268115965,-28.305637747795718,-28.305637747795718,False,63.4672453623193,-60.03926042895537,-60.039260428955366,False,95.20086804347892,-91.77288311011502,-91.77288311011499,False,0.0,False,False,False,False,False,False,False,False,False
110,delta_residual_degree_percentile_1m,252,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,0.0075609189415841,0.0020262160471441,True,0.2679854211900402,0.0008825351684963,0.0007449297317276,7.449297317276809,True,,-0.0122599008518128,0.0086534906406331,-0.0176332245083389,0.0044376274563094,False,0.2516628455680858,0.0020262160471441,0.8292345534796691,7.449297317276809,0.9505815969485047,0.0104313792626812,2.531226914246846,0.011121118264177,2.872489377108716,0.0086238375793646,2.4983247622066944,0.0044376274563094,1.1582502778567083,1.0817282050608128,4.849226407023098,2.7668429414399545,0.8811272694147826,0.0010096030522565,True,0.5705740893914041,12.847955078118696,0.7668480500388247,0.7688497158047158,3.071395531687081,4.183100139844727,15.356977658435405,-2.5090225803167074,-2.5090225803167083,False,30.713955316870805,-17.86600023875211,-17.866000238752108,False,61.42791063374161,-48.57995555562292,-48.57995555562292,False,92.1418659506124,-79.29391087249374,-79.2939108724937,False,0.0,False,False,False,False,False,False,False,False,False
140,delta_cross_industry_degree_percentile_1m,60,0.9090909090909092,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0085176401120828,0.0036859789468535,True,0.4327465000105684,0.0019843210554085,0.0007444206381528,7.444206381528338,True,0.3751513073571528,-0.0146608062108315,-0.0090466677599785,-0.0169640874129948,-0.0112112243829769,True,0.6608798994037783,0.0036859789468535,1.3763597697564331,7.444206381528338,0.9960440305691444,-0.0071187123091287,-2.205712650991124,-0.008655189627625,-2.802834637809952,-0.0092015447201835,-2.995350249368442,-0.0112112243829769,-3.423574378014799,8.733396213910703,7.046781500552587,2.7527122474955457,0.9919443549196092,0.00086750045189,True,0.3906339720168259,6.456459097150141,0.8598250772112785,0.8589835933160342,3.4376173410546254,1.8781785337309724,17.188086705273125,-10.73162760812299,-10.731627608122984,False,34.37617341054625,-27.91971431339612,-27.91971431339611,False,68.7523468210925,-62.29588772394239,-62.29588772394236,False,103.12852023163876,-96.67206113448864,-96.67206113448862,False,0.0,False,False,False,True,False,False,False,False,False
140,delta_cross_industry_degree_percentile_1m,120,0.9090909090909092,1.0,1.0,1.0,0.75,0.9090909090909092,1.0,1.0,1.0,1.0,1.0,0.006824455860218,0.0015945352148796,True,0.2336501616450789,0.0013772155378747,0.0006904692567831,6.904692567831132,True,0.5013516314582172,-0.0174279246407713,0.0019413111766657,-0.023151431614195,-0.0033350182931033,True,0.1440523570498574,0.0015945352148796,0.6968764480925386,6.904692567831132,1.0226423547119254,0.003154164271971,0.9645449593363528,0.0051088236148639,1.841248619123348,0.0028372751129313,1.1186369236407965,-0.0033350182931033,-1.0414995497558874,4.621870898746663,3.933252512533528,1.9700334178619705,0.8322867859917947,0.000755576927306,True,0.5008662453235203,6.86538765085279,0.8087631557122498,0.8114117274046369,3.240349766233773,2.118718084817233,16.201748831168864,-9.336361180316072,-9.336361180316075,False,32.40349766233773,-25.538110011484942,-25.53811001148494,False,64.80699532467546,-57.94160767382267,-57.941607673822666,False,97.2104929870132,-90.3451053361604,-90.3451053361604,False,0.0,False,False,False,False,False,False,False,False,False
140,delta_cross_industry_degree_percentile_1m,252,1.0,1.0,1.0,1.0,1.0,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,0.0073317859549828,0.0018959006814231,True,0.2585864744366465,0.0005990174896718,0.00049562391808,4.956239180800899,True,,-0.0142391446919172,0.0069317584474378,-0.0175703063780273,0.0043022523421114,False,0.2448592670809457,0.0018959006814231,0.775210984353812,4.956239180800899,0.6548292316909738,0.007854187873284,1.847981825932772,0.0084927182489553,2.0179660815053557,0.0070778753254004,1.9358115200695096,0.0043022523421114,1.0995667183767652,0.4623598370935211,2.733978995257527,1.0986128941584972,0.4030712613401545,0.0009144056139936,True,0.4018366256888573,8.720747612517837,0.7816652561490107,0.7846903135473572,3.132711139392736,2.783770103428151,15.663555696963682,-6.942808084445844,-6.942808084445845,False,31.327111393927364,-22.60636378140953,-22.606363781409527,False,62.65422278785473,-53.93347517533687,-53.933475175336895,False,93.98133418178207,-85.26058656926425,-85.26058656926423,False,0.0,False,False,False,False,False,False,False,False,False
160,neighbor_jaccard_1m,60,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,0.0090062021248843,0.008423567039497,True,0.9353073496121695,0.0015571550301089,0.0010479458555937,10.479458555937931,True,0.6729874902182968,-0.042252444780443,-0.0609123286029974,-0.0586376636650518,-0.0692280947692783,True,1.180607999062186,0.008423567039497,2.052795087448367,10.479458555937931,0.8005048953004534,-0.0633171695811179,-18.986326186498776,-0.0566875211633899,-17.046025048372137,-0.0544165288982035,-15.03410891175553,-0.0692280947692783,-16.75235095615461,-8.318334822660912,4.645773908184473,3.415170228383515,0.695241804479334,0.0016285885318323,True,0.7351133085419848,9.757472674889412,0.683291202529976,0.6643460133109628,2.6952744316818773,3.620214906576565,13.47637215840939,-3.718899483519977,-3.7188994835199782,False,26.95274431681878,-17.195271641929367,-17.195271641929367,False,53.90548863363756,-44.14801595874814,-44.14801595874815,False,80.85823295045633,-71.10076027556691,-71.10076027556691,False,0.0,True,False,False,True,False,False,False,False,False
160,neighbor_jaccard_1m,120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0123549142470896,0.0041466003313123,True,0.3356235622832518,0.0022263548605079,-1.998375388928382e-05,-0.1998375388928382,False,0.0089759967037441,-0.0448918626359377,-0.0303791847028363,-0.0607983078905796,-0.0443658778896313,True,0.7297222476894885,0.0041466003313123,1.130788528165655,-0.1998375388928382,-0.0178564588710223,-0.0297737150761704,-8.290560598903438,-0.0240375391003865,-6.888956038915719,-0.0233396067451572,-6.074072465378465,-0.0443658778896313,-11.704814528714309,-2.328316054939693,7.68909865608601,0.958854512277321,0.2319992156866483,0.0017303886626542,True,0.1247031095794793,1.2082148719536985,0.6408627462958647,0.6066677186226632,2.4950609298370563,0.4842426321158428,12.47530464918528,-11.267089777231574,-11.26708977723158,False,24.95060929837056,-23.74239442641686,-23.74239442641686,False,49.90121859674112,-48.6930037247874,-48.69300372478742,False,74.85182789511167,-73.643613023158,-73.64361302315797,False,0.0,False,False,False,True,False,False,False,False,False
160,neighbor_jaccard_1m,252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016149575874089,0.0051220085046586,True,0.3171605585553858,0.0034904516920418,0.0017012280332081,17.01228033208102,True,0.4873948082670373,-0.0415865608350193,0.0020429634814038,-0.0585084056820976,-0.011772579276042,True,0.2012117598966502,0.0051220085046586,1.2187192412232437,17.01228033208102,1.4963819544984287,0.0060848745182283,1.932734949863528,0.0102816234820782,3.2755942532073976,0.0035779352013507,0.9591709638524126,-0.011772579276042,-2.925119267795262,7.348082501576752,11.67296691975702,5.302425908581541,1.261221472737723,0.0015152145464119,True,0.4542483453462843,18.85744983865583,0.6129355395306761,0.600000027223613,2.425871133508578,7.773475506665509,12.129355667542889,6.728094171112936,6.728094171112939,True,24.258711335085778,-5.4012614964299575,-5.4012614964299495,False,48.51742267017156,-29.65997283151573,-29.659972831515734,False,72.77613400525733,-53.91868416660151,-53.91868416660151,False,0.0,False,False,False,True,False,False,False,False,False
170,neighbor_retention_1m,60,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,1.0,1.0,1.0,1.0,1.0,0.0120294184865182,0.0085587884648854,True,0.7114881300769074,0.0023359868874053,0.0008238727904161,8.238727904161406,True,0.3526872495980617,-0.0441033871079128,-0.0546612445670407,-0.0600317762603603,-0.0638762127919409,True,1.064040026317181,0.0085587884648854,2.1215041767644736,8.238727904161406,0.7221162565880967,-0.0555765519429258,-14.97940773634259,-0.0505607648783782,-13.473756574928151,-0.0486314486549179,-12.238538717904682,-0.0638762127919409,-16.31877418059269,-3.030572146937472,8.202984187006248,4.1680271792048655,0.9396098603337668,0.0015027067034994,True,0.5081110830138055,6.341566402557114,0.7281015244231863,0.7312707618206393,2.918744572487651,2.1727034500837417,14.593722862438256,-8.252156459881137,-8.252156459881142,False,29.18744572487651,-22.8458793223194,-22.845879322319398,False,58.37489144975302,-52.0333250471959,-52.03332504719591,False,87.56233717462953,-81.22077077207241,-81.22077077207241,False,0.0,True,False,False,True,False,False,False,False,False
