factor_order,factor_name,evidence_role,cost_profile,full_control_mean_alpha_ic,m3_mean_beta_bps_per_1sd,full_control_mean_spread_bps,full_control_mean_ivol_ic,stable_risk_target_count_out_of_4,regime_alpha_strict_all_windows,regime_ivol_strict_all_windows,cost_magnitude_survival_windows_10bp,mean_roundtrip_traded_notional_ratio,mean_descriptive_break_even_cost_bps
10,residual_degree_percentile,RETURN_AND_RISK_EVIDENCE,MODERATE_COST_SENSITIVITY,0.008729241712910134,8.608369793324718,26.024048672377262,-0.05831629489056123,4,False,True,2,1.3549142716411777,25.06407481154534
30,delta_degree_percentile,RETURN_AND_RISK_EVIDENCE,MODERATE_COST_SENSITIVITY,-0.006326482182596867,-9.770228617913185,-24.414965156258905,0.036272751181040196,1,True,True,2,1.5637790485866374,15.126219214053117
70,cross_industry_degree_percentile,RETURN_AND_RISK_EVIDENCE,MODERATE_COST_SENSITIVITY,0.0087289778754945,5.961756289340461,20.617476078736697,-0.0586227143185861,4,False,True,2,1.4588495068763205,17.669956884169277
90,cross_industry_degree_ratio,WEAK_OR_MIXED_EVIDENCE,MODERATE_COST_SENSITIVITY,-0.0005980720367405999,-6.812890003723986,-15.643456438764128,0.005576639844985933,3,False,False,1,1.4794948933415704,11.074249299581098
110,delta_residual_degree_percentile_1m,WEAK_OR_MIXED_EVIDENCE,HIGH_COST_SENSITIVITY,0.0018160085977327,2.6511316400318283,7.229487246115486,-0.0019994906806832,0,False,True,0,3.206153911781025,2.84470798304656
140,delta_cross_industry_degree_percentile_1m,WEAK_OR_MIXED_EVIDENCE,HIGH_COST_SENSITIVITY,0.002392138281052067,1.9404528531720047,6.43504604338679,-0.0034146634446562663,0,False,True,0,3.2702260822270453,2.2602222406587855
160,neighbor_jaccard_1m,RETURN_AND_RISK_EVIDENCE,HIGH_COST_SENSITIVITY,0.0058973919584893,3.2254835497474588,9.097300449708705,-0.04178885064498387,1,True,True,0,2.5387354983425037,3.959311015119306
170,neighbor_retention_1m,WEAK_OR_MIXED_EVIDENCE,HIGH_COST_SENSITIVITY,0.004956377698409466,3.149977797498842,9.579364674436592,-0.031972703998551504,0,True,True,0,2.816057134031291,4.2384745076589345
220,outside_community_degree_percentile,RISK_DOMINANT_EVIDENCE,HIGH_COST_SENSITIVITY,0.006938897249913833,1.0469993090965553,5.059416403176287,-0.0727161810660437,4,True,True,1,1.8995841121778796,8.185803437822148
