window,month_count,corr_raw_mean_corr_pc1_evr,corr_raw_mean_corr_pc1_5_evr,corr_raw_mean_corr_ew_median_r2,corr_raw_mean_corr_vw_median_r2,corr_raw_strong_share_pc1_evr,corr_raw_mean_corr_ew_factor_vol,corr_raw_mean_corr_vw_factor_vol
60,138,0.9978443501341573,0.9719242524847611,0.9982658825307281,0.9763317211857059,0.9813084226451352,0.8817518144750455,0.8115670568491758
120,135,0.9982022389238729,0.9773562642912502,0.998663272616974,0.9805479585506202,0.9769440022134174,0.8965788515186056,0.8294194078608336
252,129,0.9987594332464895,0.977945076848676,0.9992793369031293,0.9830838287687953,0.9675251205286052,0.8997717046703931,0.813630572908736
