window,analysis_date_count,mean_eligible_stock_count,mean_ew_factor_vol,mean_vw_factor_vol,median_ew_vw_factor_corr,mean_ew_beta_median,mean_ew_r2_mean,median_ew_r2_median,mean_ew_share_r2_gt_0_5,mean_vw_beta_median,mean_vw_r2_mean,median_vw_r2_median,mean_vw_share_r2_gt_0_5,mean_pc1_evr,median_pc1_evr,mean_pc1_5_evr,median_pc1_corr_ew,median_pc1_corr_vw,mean_pc1_loading_positive_share
60,138,3903.8115942028985,0.016291927948706254,0.012216600628083088,0.9053551706086891,0.9936077738185211,0.35205535839834895,0.3172181048005336,0.26604300531437314,1.1782366910515418,0.29410655262612106,0.2761163946051665,0.17682223583617274,0.3533104875274113,0.3322190858073365,0.48830939909934623,0.9960540530861,0.9063220586203324,0.989729630961699
120,135,3875.4518518518516,0.016535644851055197,0.012356517322035057,0.9048342768371882,1.0009509560084673,0.3439412120362114,0.31816421871779277,0.23487768146013163,1.185775828020957,0.28638520622692637,0.267259359688564,0.14562957613769914,0.34326819549044074,0.32955522844337365,0.45106568988211954,0.997622130607676,0.9072770671967099,0.9954205147578304
252,129,3779.9147286821703,0.016209003024277933,0.012147635442218387,0.8959752552183403,1.0071397475360595,0.3337109002992915,0.3180212417405018,0.18771719266455883,1.1843458157074305,0.2751212676874742,0.24445437081659951,0.10448153873949434,0.3319934432056563,0.3210973355862419,0.42355064777372176,0.9983460930719903,0.8924366594301456,0.9982611773808822
