analysis_date,window,window_start,required_valid_days,current_pit_universe_count,eligible_stock_count,eligible_stock_ratio,ew_factor_mean,ew_factor_std,vw_factor_mean,vw_factor_std,ew_vw_factor_corr,ew_mean_contributor_count,vw_mean_contributor_count,ew_regression_stock_count,ew_beta_mean,ew_beta_q10,ew_beta_q25,ew_beta_median,ew_beta_q75,ew_beta_q90,ew_r2_mean,ew_r2_q10,ew_r2_q25,ew_r2_median,ew_r2_q75,ew_r2_q90,ew_share_r2_gt_0_3,ew_share_r2_gt_0_5,ew_share_r2_gt_0_7,vw_regression_stock_count,vw_beta_mean,vw_beta_q10,vw_beta_q25,vw_beta_median,vw_beta_q75,vw_beta_q90,vw_r2_mean,vw_r2_q10,vw_r2_q25,vw_r2_median,vw_r2_q75,vw_r2_q90,vw_share_r2_gt_0_3,vw_share_r2_gt_0_5,vw_share_r2_gt_0_7,pca_stock_count,pca_pc1_evr,pca_pc1_2_evr,pca_pc1_3_evr,pca_pc1_5_evr,pca_pc1_corr_ew_factor,pca_pc1_corr_vw_factor,pca_pc1_loading_mean,pca_pc1_loading_q10,pca_pc1_loading_q25,pca_pc1_loading_median,pca_pc1_loading_q75,pca_pc1_loading_q90,pca_pc1_loading_positive_share
2020-06-30,120,2019-12-27,108,3876,3729,0.9620743034055728,0.0003529883777678639,0.01724303238810317,0.00018201072305013653,0.015059213323124402,0.9549685254632346,3718.8416666666667,3718.8416666666667,3729,1.0000130502564115,0.6209089654943992,0.8063434247983419,0.9974356259823851,1.2132696780336765,1.4157360055014077,0.3645311015249003,0.15303785051580823,0.2546312516393215,0.36359871003794964,0.4818990241536713,0.5738233011047644,0.6580852775543041,0.2164119066773934,0.012335746849021185,3729,1.0934271866016083,0.6998358618921983,0.8965030383380922,1.0889004923287586,1.307048667258332,1.542190334816991,0.3383447237249899,0.13675289338183735,0.2335331465532573,0.33893363079073446,0.44214017728134974,0.5416571413597518,0.5964065433091982,0.15205148833467416,0.0058997050147492625,3729,0.3669752421705864,0.4045433073893504,0.4333174218976776,0.47178856362943433,0.9954921800207946,0.9568767660568032,0.015729602106353515,0.010404914810127132,0.013616436490202631,0.01631211149674984,0.01887399169980262,0.020655070383227322,0.9849825690533656
2020-07-31,120,2020-02-07,108,3922,3752,0.9566547679755227,0.0016875610800327076,0.01661050290943539,0.0013217444194771996,0.015223559907850279,0.9552637122864464,3741.258333333333,3741.258333333333,3752,0.9997710687904179,0.6035252279976063,0.7658600656981661,0.9661153894828454,1.220190644423553,1.4544650691961507,0.32979200622770627,0.13379333771327043,0.21876361195638327,0.3244777012982881,0.4394475927261972,0.5284578280914031,0.5647654584221748,0.14205756929637528,0.0042643923240938165,3752,1.0419460451224423,0.6454309505589143,0.8073030197384714,1.0047018617144934,1.2632788655853555,1.4999250170513465,0.30633808900567994,0.11813341281408644,0.20206216548603034,0.30327510034211225,0.4102557630910804,0.4978912922968658,0.5071961620469083,0.09568230277185501,0.0010660980810234541,3752,0.33101815368818066,0.36556129553755573,0.394099832674091,0.4298697450585325,0.996833898505725,0.9589854475790207,0.015781081583809354,0.010168684502142639,0.013173102227614943,0.016151144545343957,0.018903452800213952,0.02082520548094221,0.9997334754797441
2020-08-31,120,2020-03-09,108,3975,3761,0.9461635220125786,0.0009320463935501279,0.015357572945709656,0.0009304356298658761,0.014573128838529372,0.9555090998474691,3749.625,3749.625,3761,0.9995592492241554,0.6137865970764887,0.7687039836022215,0.9669984310841643,1.2093691761067733,1.4622772880663935,0.3008977880185553,0.11547107305912897,0.19030376210780153,0.29155843092919637,0.4062328005264996,0.4994362620521907,0.48231853230523797,0.0999734113267748,0.0010635469290082426,3761,1.0063745677043094,0.6192035369482105,0.7787642239881395,0.9726942371254768,1.2145706615656273,1.4707427036363185,0.28018869671104857,0.09976248871836978,0.17181265342703966,0.272161096460888,0.37942333858938276,0.4752932644899627,0.4307365062483382,0.07099175751130019,0.0005317734645041213,3761,0.3019312611955151,0.3317789118171473,0.3593941418179893,0.39279789511641716,0.9968948838162142,0.960097475944826,0.015706869404586658,0.009821550441241214,0.012826865179607171,0.016049562700244647,0.01902693174817055,0.021260845796800095,0.9992023398032438
2020-09-30,120,2020-04-09,108,4041,3780,0.9354120267260579,0.0009973278213000162,0.014186718830764564,0.0011812988861334879,0.012930631400301349,0.9283063404928221,3767.508333333333,3767.508333333333,3780,0.9996064101728602,0.5844620459637996,0.7593225961018103,0.9723579500960511,1.221074720432088,1.4575324167631574,0.27016452135043606,0.10478309865206599,0.1734489547867484,0.26120615660028557,0.358882329947531,0.44771194968496003,0.39814814814814814,0.046825396825396826,0.0,3780,1.0177532740661464,0.6173917155978316,0.7958410196530599,0.9931150198355869,1.2258962357508953,1.4612225555429956,0.2397515928355343,0.08784040638006027,0.1494074293820144,0.22896719698617793,0.32263273529393144,0.4057658408613895,0.30423280423280424,0.023544973544973546,0.0,3780,0.27134804416193586,0.30656045436658613,0.3379718333494055,0.37490891864551856,0.9961213002075918,0.9327429576335928,0.015664173780385555,0.00985176332112294,0.012855419721743748,0.015999105130283506,0.0188955662556339,0.02115510861925351,0.9989417989417989
2020-10-30,120,2020-05-06,108,4067,3802,0.9348414064420949,0.0011928618800982618,0.01427021924224104,0.0011485507297441097,0.01318932922084937,0.9393908541717617,3790.5333333333333,3790.5333333333333,3802,0.9997265895060432,0.5780611447387531,0.7655176989117242,0.9762521247033087,1.2166947582886538,1.4640768641859558,0.2778242926665066,0.11171386685947476,0.18149838675738436,0.2704707404230322,0.3702863520080575,0.45360205003818244,0.4168858495528669,0.049184639663335084,0.0002630194634402946,3802,1.0158374573914863,0.6158655344877565,0.7970984312509328,0.9944489122201666,1.2270937795094363,1.4578038051715227,0.25212386135776754,0.09561821654076794,0.15775126696238814,0.24264290316030246,0.33681985337445536,0.42108760277532115,0.3353498158863756,0.030247238295633878,0.0,3802,0.2792481412224768,0.31569928457291624,0.3460518902029997,0.38054713729501416,0.9957962868523565,0.9447887807479365,0.015642830270966183,0.010112556991569743,0.012940165293972832,0.01589102119498628,0.018733944116605207,0.020993100030810747,0.9989479221462388
2020-11-30,120,2020-06-04,108,4087,3828,0.9366283337411304,0.0009348738156568238,0.014132065295803898,0.0011910658192139342,0.013112843903309038,0.9359798282910201,3817.5833333333335,3817.5833333333335,3828,0.9998018624456113,0.5786863708076502,0.7740827845131183,0.9795863860761278,1.210062428626272,1.4562406404954522,0.2755762418893728,0.10914950408026018,0.1797925219321776,0.2663578780274094,0.3640504170131109,0.45113532103376586,0.4043887147335423,0.050156739811912224,0.00026123301985370953,3828,1.0083050042673303,0.6127418298783726,0.7996685642348544,0.9927019450019401,1.2116354217525287,1.4345334306076118,0.24843463200174631,0.09355749194284468,0.15857017261460662,0.23788778281089054,0.3336347384005979,0.4149764876758795,0.32262277951933127,0.031086729362591433,0.0,3828,0.2771786503500975,0.31478694308143956,0.34554215563903756,0.3790481453367758,0.9954877427675894,0.9412825125300129,0.015580224295548147,0.010040139460472029,0.012903491706217598,0.015823846360062246,0.01868145734925558,0.020904381834608448,0.9989550679205852
2020-12-31,120,2020-07-09,108,4140,3879,0.9369565217391305,-0.0005110041984815074,0.014001571315036376,-8.111634735907281e-05,0.012428287728246844,0.935955709421836,3868.008333333333,3868.008333333333,3879,1.0000280989571366,0.557532478899707,0.7543345592475379,0.9816570325862288,1.2132567102126575,1.4740950181492243,0.27229067048571803,0.1007000015164016,0.17098228560582665,0.25904465729122567,0.36674936406260394,0.4595361808173166,0.39597834493426143,0.05955143078112916,0.001288992008249549,3879,1.0542614569418238,0.6037140842360988,0.8063392220427972,1.051156017619976,1.290937891309367,1.527383152147962,0.2432665989159011,0.08590649397604437,0.15176391959777769,0.23576850805821273,0.32810269009235593,0.40797260003058866,0.31245166279969067,0.02474864655839134,0.0,3879,0.27323475922859053,0.3050115828544765,0.3358640358485176,0.37250193668613557,0.9964716256512671,0.9371218543339791,0.015436518054573526,0.009627440137249981,0.012612927845945417,0.015567522935476377,0.018698103873446385,0.021047265369087288,0.9992266047950503
2021-01-29,120,2020-08-06,108,4172,3922,0.9400767018216682,-0.001598771993945923,0.011914080998198667,-0.00022508630866180008,0.010253791453572225,0.8376649726623153,3911.2,3911.2,3922,1.000166722908325,0.5002077109545009,0.7100093947078412,0.9502420176646817,1.227111872798765,1.5672243379411241,0.21538478062546168,0.0628981129312431,0.11752852544820114,0.1972052226129749,0.29956927617531326,0.4008470513146201,0.24910759816420194,0.02422233554309026,0.00025497195308516065,3922,0.9730625580223703,0.45778123478395455,0.6817262487199582,0.9522956015634076,1.250378695939046,1.5101959348988714,0.15232032513850768,0.0401237379665995,0.08408443463736644,0.1438897902528582,0.20879528413470988,0.2678778494465242,0.0563488016318205,0.00407955124936257,0.0,3922,0.21756534318748755,0.2558450355940162,0.2854877713924567,0.32940358168798545,0.9927851913299921,0.8040374942716858,0.015073469439940897,0.00812263825484636,0.011484133204814397,0.015165275632240975,0.018852840596723687,0.022147635044876293,0.998470168281489
2021-02-26,120,2020-08-27,108,4200,3971,0.9454761904761905,-0.0011164357972205153,0.012226543087523488,-1.5375800601619082e-05,0.010399175414272013,0.75790663309654,3960.6666666666665,3960.6666666666665,3971,1.0001741880695956,0.489299161783892,0.7111910100201788,0.9568683388936777,1.237741526404656,1.5686165707115278,0.2239808942485727,0.05547209397617987,0.12032872761986413,0.20770857006852614,0.31037928217558597,0.4182777338259357,0.26769075799546715,0.03651473180559053,0.0,3971,0.8907509204289885,0.4051076472321085,0.6112571790156403,0.8576864705627746,1.1511988006126117,1.4279210105608682,0.12932322711984304,0.030859351949717218,0.06692163117605819,0.11990430395896044,0.1776402532294231,0.23891336484087855,0.03122639133719466,0.0017627801561319568,0.0,3971,0.22678920366995697,0.26682473263400586,0.29722796849665506,0.3408756952728482,0.9914040898677796,0.7028867807658984,0.014874921597135165,0.007397365406677331,0.011119205579096967,0.015227588237470389,0.01876460578019927,0.021985939094913802,0.9962226139511458
2021-03-31,120,2020-09-29,108,4234,4028,0.9513462446858763,-0.000497780880251474,0.0116920972108361,0.00011653555345983944,0.011116641797515503,0.741369520841517,4019.125,4019.125,4028,0.9999480714383877,0.520392115066161,0.7371878944156829,0.9749682872715864,1.2540897444185415,1.50015686433107,0.21235770014978106,0.05673228657177733,0.11440377805437196,0.19859869293484655,0.29102820287997666,0.39353969130307315,0.23386295928500497,0.026067527308838132,0.0,4028,0.7793139644195997,0.33607395064584616,0.5031834121059917,0.71653057756716,1.0020217189976868,1.3273436318241791,0.11405007665188974,0.023312272357061063,0.05753248495555521,0.10113312964684401,0.1573296606613424,0.21727185018305029,0.030784508440913606,0.0004965243296921549,0.0,4028,0.2163437420374573,0.25892217556193164,0.28794310328417383,0.3275915181633293,0.9876077752652986,0.6577739326290595,0.014741922738527915,0.00727183541452991,0.010967612810964863,0.015014262410818756,0.018673860547479285,0.0219311822188039,0.9955312810327706
2021-04-30,120,2020-11-05,108,4287,4055,0.9458829017961278,-0.0006995822189935359,0.01086143800796313,-8.712826088886853e-05,0.010670445214793855,0.6922700714459324,4045.891666666667,4045.891666666667,4055,1.0000426455642133,0.50173242522866,0.7228352196174145,0.9813419772631339,1.2660537959995608,1.5164279653427293,0.18789030525337982,0.044468548849877006,0.09590682031348718,0.17023933545787132,0.25887059056742434,0.35962151604993575,0.17311960542540075,0.013810110974106041,0.0,4055,0.7042968117744792,0.24910829477890115,0.4181492136267459,0.6245531413405588,0.9229960846450028,1.2750142223488423,0.09091890380785492,0.012570208546123932,0.03536768384055358,0.07326512812513551,0.12542835836000626,0.19328366851689163,0.02367447595561036,0.0004932182490752158,0.0,4055,0.1920325955523076,0.23608384572234328,0.26588747277544383,0.3054183602891924,0.9851124086494016,0.5885947601001255,0.014544780300301397,0.006672207439109815,0.010673213634901969,0.014666979392519104,0.018569207131388876,0.022417530007394142,0.9921085080147966
2021-05-31,120,2020-12-01,108,4325,4085,0.9445086705202312,-0.000279202966003708,0.010645476732771992,0.00014008667669796452,0.010619332161733084,0.662864833592628,4073.5833333333335,4073.5833333333335,4085,1.000043377678479,0.4898406393297958,0.7197154674486889,0.988879680936664,1.269630668466048,1.5353908270926562,0.1796265590058881,0.04212618412614843,0.08878490269942967,0.15869178345477447,0.2504905433810786,0.3511852077603231,0.16034271725826194,0.014443084455324358,0.0,4085,0.6641443239317955,0.21183640096736414,0.3705455557929214,0.5747694464650024,0.8910225061766782,1.252683933819585,0.08200751435890519,0.008446990687290946,0.026496243269704536,0.06156053246446941,0.11346872443408475,0.18133359550842984,0.02276621787025704,0.0002447980416156671,0.0,4085,0.1842197110144893,0.22963297229249124,0.2601904368695703,0.3000563475988876,0.9826739854800526,0.546168184414429,0.014379214304875439,0.006318601896105064,0.010288725791586866,0.014442170678978319,0.01868094406438165,0.022591433698681832,0.9892288861689107
2021-06-30,120,2020-12-30,108,4373,4120,0.9421449805625429,0.0004949747257428617,0.010083660780549564,0.0002830353416005416,0.010406263696161565,0.641582911745193,4109.25,4109.25,4120,1.0000514891861834,0.46497035772151224,0.7123993450538615,0.98441794154777,1.2784602365785465,1.5473356968690024,0.15914719792532306,0.03494271564652892,0.07878748325925125,0.1414325452553255,0.22116864492570357,0.31029220323229595,0.1104368932038835,0.0036407766990291263,0.0,4120,0.6213367314799219,0.13889462827764498,0.30830132791401826,0.520156390097942,0.8615620754540192,1.271310293048096,0.07232565965656919,0.0045268320129140775,0.018455674492130855,0.04854798856579101,0.09970367366367627,0.17366500588691572,0.02111650485436893,0.0004854368932038835,0.0,4120,0.16316187746008057,0.21024580271741072,0.2397500542306981,0.2786046848547729,0.9822095736791211,0.5185975096213284,0.014320513038932184,0.006297384523124116,0.010293330391133584,0.014524255686908813,0.018534796191458154,0.02231107717226018,0.9856796116504855
2021-07-30,120,2021-02-01,108,4416,4163,0.9427083333333334,0.0008485806134100339,0.009882495380195594,-0.00031424945318181326,0.0105085327783907,0.7115102573935264,4152.025,4152.025,4163,1.0001521460863565,0.47118809929752153,0.6887164023044351,0.9674404294663979,1.2893916409984878,1.5742854015837051,0.15051074872773762,0.03677838144381851,0.07700557667051228,0.13639982474306206,0.2090174497549262,0.28416835133060175,0.08239250540475619,0.000720634158059092,0.0,4163,0.6688195923190574,0.21649625724116828,0.3742023132504666,0.5861289944588715,0.8896885356048247,1.25841654965948,0.08057092772071775,0.009364477285366227,0.028452628298237817,0.06266168058967896,0.10957757284881942,0.17531570710957797,0.015133317319240933,0.00048042277203939464,0.0,4163,0.15306136827509184,0.19509404472732483,0.22458168317863006,0.26803363764774085,0.9879873361518885,0.6301652179166366,0.014430652060816255,0.006869652292392737,0.01073653343666493,0.014632259493522797,0.0184436607541946,0.02159683007711157,0.994475138121547
2021-08-31,120,2021-03-10,108,4455,4196,0.9418630751964086,0.001170152389219164,0.008949976276532282,0.0003750467738879779,0.009399308754176014,0.7899585882309568,4185.6,4185.6,4196,1.0000316424910782,0.4519138305014661,0.6708517960272836,0.962309278996108,1.2984487182598763,1.6082202523812112,0.12467397132002657,0.03147458446248924,0.0643365388304928,0.11136618845518281,0.17081255765676875,0.23453334895660824,0.03670162059103908,0.00023832221163012392,0.0,4196,0.7522624643828656,0.2693757738914447,0.4428312778655117,0.6860175308462491,1.0034811843993683,1.3327003194602793,0.07997438575887418,0.012088514530946438,0.0341527786707824,0.06783795472522852,0.11126278228058092,0.16028879833093523,0.006434699714013346,0.00023832221163012392,0.0,4196,0.12715846370711803,0.16741092969622812,0.20356230355991076,0.24672515363099057,0.9858566263194285,0.7313729345130177,0.01438259747886519,0.007146370674530256,0.010670223384634999,0.014433472149557907,0.0181812213295377,0.021565569027582124,0.9938036224976168
2021-09-30,120,2021-04-08,108,4494,4249,0.9454828660436138,0.0005482757719011184,0.009818035493032813,5.849281279233371e-06,0.009190307707149344,0.8082678341516777,4237.866666666667,4237.866666666667,4249,0.999969583236732,0.4541092291316671,0.6737196403741212,0.9650067309583361,1.2980697588582633,1.6075259648489715,0.1399208459012663,0.030675926109007184,0.06951499334358313,0.1286132429774053,0.19282205869265595,0.26559707799700455,0.05860202400564839,0.0004706989879971758,0.0,4249,0.863327694666901,0.37184510749226796,0.5652724157693126,0.8087007524056947,1.11690297177481,1.4446079098489413,0.09027033559436891,0.020457590428069192,0.04639957381094491,0.0822992215641394,0.12488731088801058,0.1679195413375163,0.0035302424099788185,0.0002353494939985879,0.0,4249,0.14407492868859448,0.18793296275170338,0.23015540812197754,0.2711581127541369,0.9791696883286336,0.7378083680919829,0.014162301603269332,0.006323306804162726,0.010280519923250188,0.014390157591773391,0.018164022506992644,0.021660035443871687,0.9912920687220522
