network_date,regime,feature,current_value,n_history,history_mean,history_sd,history_median,history_mad,history_min,history_max,expanding_z,robust_z,historical_percentile,range_break,break_direction,support_excursion_sd,moderate_ood,extreme_ood
2025-09-10,3,edge_count,54.0,20,53.85,1.9808291724745761,54.0,1.5,51.0,57.0,0.07572586373645192,0.0,0.6,False,InsideHistoricalRange,0.0,False,False
2025-09-10,3,same_edge_ratio,0.2592592592592592,20,0.2862926604223555,0.018677568797982803,0.28708791208791207,0.010944121238238874,0.2545454545454545,0.3269230769230769,-1.4473725919840252,-1.7150914882069663,0.1,False,InsideHistoricalRange,0.0,False,False
2025-09-10,3,same_cross_strength_ratio,3.353269290815703,20,3.2515316372220746,0.1503371304734367,3.256750240335533,0.09794941039832783,2.9112525204615327,3.4560469526671445,0.6767300484799709,0.6646411387019552,0.75,False,InsideHistoricalRange,0.0,False,False
2025-09-10,3,mean_abs_partial,0.1053339449007783,20,0.10480064041940071,0.0024694834232630927,0.10515900593619995,0.0019323452427713467,0.1004374208533249,0.1089444476084889,0.21595791101642553,0.0610629573167122,0.55,False,InsideHistoricalRange,0.0,False,False
2025-10-16,3,edge_count,54.0,21,53.857142857142854,1.930950913040367,54.0,1.0,51.0,57.0,0.0739827936030808,0.0,0.6190476190476191,False,InsideHistoricalRange,0.0,False,False
2025-10-16,3,same_edge_ratio,0.2777777777777778,21,0.28500535560506524,0.019136593869814107,0.2857142857142857,0.011204481792717103,0.2545454545454545,0.3269230769230769,-0.377683608507163,-0.4777642879625859,0.42857142857142855,False,InsideHistoricalRange,0.0,False,False
2025-10-16,3,same_cross_strength_ratio,3.280212414178752,21,3.2563762873932,0.14820281205135755,3.261339042806275,0.09193024800942817,2.9112525204615327,3.4560469526671445,0.1608345108680661,0.13847362393279117,0.5714285714285714,False,InsideHistoricalRange,0.0,False,False
2025-10-16,3,mean_abs_partial,0.1086494340649781,21,0.1048260358708949,0.0024097664756094293,0.1052998305559866,0.0017713041752138031,0.1004374208533249,0.1089444476084889,1.5866260207293585,1.275487658381677,0.9523809523809523,False,InsideHistoricalRange,0.0,False,False
2025-11-13,4,edge_count,44.0,22,53.86363636363637,1.8846612565519707,54.0,1.0,51.0,57.0,-5.233638845891122,-6.7449075947659525,0.0,True,BelowHistoricalMin,3.7141953099872462,True,True
2025-11-13,4,same_edge_ratio,0.3636363636363636,22,0.2846768293401885,0.01873886708328559,0.2832080200501253,0.011998951627434584,0.2545454545454545,0.3269230769230769,4.2136770566350945,4.5210761934311465,1.0,True,AboveHistoricalMax,1.959205247046852,True,True
2025-11-13,4,same_cross_strength_ratio,3.9846334060099946,22,3.257459747701634,0.1447203881120678,3.2695998996418973,0.08339663983420209,2.9112525204615327,3.4560469526671445,5.02468012831237,5.783008688602341,1.0,True,AboveHistoricalMax,3.6524670797146164,True,True
2025-11-13,4,mean_abs_partial,0.0996322344487252,22,0.10499982669789866,0.002488960306517621,0.10531688772838245,0.0019045637433590529,0.1004374208533249,0.1089444476084889,-2.1565600042386466,-2.0131886482280357,0.0,True,BelowHistoricalMin,0.3235031119183499,True,False
2025-12-11,4,edge_count,42.0,23,53.43478260869565,2.7605349770803116,54.0,1.0,44.0,57.0,-4.142234278367914,-8.093889113719143,0.0,True,BelowHistoricalMin,0.7244972502088368,True,True
2025-12-11,4,same_edge_ratio,0.3809523809523809,23,0.28810985257045696,0.024622223952102545,0.2857142857142857,0.011204481792717103,0.2545454545454545,0.3636363636363636,3.7706800394038287,5.733171455551048,1.0,True,AboveHistoricalMax,0.7032678018728943,True,True
2025-12-11,4,same_cross_strength_ratio,3.982835001016988,23,3.2890759937150404,0.20732219474039967,3.27786075647752,0.07940531053671407,2.9112525204615327,3.9846334060099946,3.346284309649741,5.988247012660591,0.9565217391304348,False,InsideHistoricalRange,0.0,True,True
2025-12-11,4,mean_abs_partial,0.0989651775959356,23,0.10476645312184764,0.0026769367153116693,0.1052998305559866,0.0020378233115043026,0.0996322344487252,0.1089444476084889,-2.167132115126082,-2.096680738670824,0.0,True,BelowHistoricalMin,0.249186635221572,True,False
2026-01-12,4,edge_count,42.0,24,52.958333333333336,3.568938055021369,54.0,1.5,42.0,57.0,-3.0704745121354375,-5.395926075812762,0.041666666666666664,False,InsideHistoricalRange,0.0,True,True
2026-01-12,4,same_edge_ratio,0.3809523809523809,24,0.2919782912530371,0.030643933735315945,0.28708791208791207,0.013469373763491416,0.2545454545454545,0.3809523809523809,2.903481337215026,4.70034598519092,1.0,False,InsideHistoricalRange,0.0,True,False
2026-01-12,4,same_cross_strength_ratio,3.6220109289035887,24,3.3179826190192885,0.24732149136037276,3.279036585328136,0.08632654714030519,2.9112525204615327,3.9846334060099946,1.2292838289629258,2.679743753717057,0.9166666666666666,False,InsideHistoricalRange,0.0,False,False
2026-01-12,4,mean_abs_partial,0.1031206589870285,24,0.10452473330826799,0.0028734489078619386,0.10515900593619995,0.0020657819064357,0.0989651775959356,0.1089444476084889,-0.48863730181450177,-0.6655330737190981,0.2916666666666667,False,InsideHistoricalRange,0.0,False,False
2026-02-09,4,edge_count,40.0,25,52.52,4.124318125460256,54.0,2.0,42.0,57.0,-3.035653317505139,-4.721435316336167,0.0,True,BelowHistoricalMin,0.48492864496887195,True,True
2026-02-09,4,same_edge_ratio,0.35,25,0.29553725484101084,0.034879494102388796,0.2884615384615384,0.013951734539969785,0.2545454545454545,0.3809523809523809,1.5614545612133501,2.9750511336913736,0.88,False,InsideHistoricalRange,0.0,False,False
2026-02-09,4,same_cross_strength_ratio,3.606091908192432,25,3.330143751414661,0.24963290103696895,3.280212414178752,0.09324778374389675,2.9112525204615327,3.9846334060099946,1.1054158151088636,2.3571896144879934,0.88,False,InsideHistoricalRange,0.0,False,False
2026-02-09,4,mean_abs_partial,0.10154967553337,25,0.10446857033541841,0.002826930506395289,0.1050181813164133,0.0020525992237488966,0.0989651775959356,0.1089444476084889,-1.0325315020815218,-1.1397622452477512,0.16,False,InsideHistoricalRange,0.0,False,False
2026-03-17,5,edge_count,44.0,26,52.03846153846154,4.728473489241695,54.0,2.0,40.0,57.0,-1.700011971464107,-3.3724537973829762,0.15384615384615385,False,InsideHistoricalRange,0.0,False,False
2026-03-17,5,same_edge_ratio,0.3409090909090909,26,0.29763197580866424,0.03580503035504273,0.28968531468531467,0.016066776360894014,0.2545454545454545,0.3809523809523809,1.2086881276538717,2.150397998476372,0.8461538461538461,False,InsideHistoricalRange,0.0,False,False
2026-03-17,5,same_cross_strength_ratio,3.73427496960456,26,3.3407571420599593,0.250504825212331,3.311617838716097,0.11890780052826644,2.9112525204615327,3.9846334060099946,1.570899192105581,2.39747373969288,0.9230769230769231,False,InsideHistoricalRange,0.0,False,False
2026-03-17,5,mean_abs_partial,0.0994240312661018,26,0.10435630515072424,0.0028283502096670427,0.10491424197621255,0.0022899752276140037,0.0989651775959356,0.1089444476084889,-1.743869577312021,-1.6170901531574662,0.038461538461538464,False,InsideHistoricalRange,0.0,False,False
2026-04-15,5,edge_count,45.0,27,51.74074074074074,4.887917541421694,54.0,2.0,40.0,57.0,-1.3790618772959367,-3.0352084176446783,0.18518518518518517,False,InsideHistoricalRange,0.0,False,False
2026-04-15,5,same_edge_ratio,0.3777777777777777,27,0.29923483192349487,0.03608406140313887,0.2909090909090909,0.018181818181818188,0.2545454545454545,0.3809523809523809,2.1766658962466616,3.2225669619437296,0.9259259259259259,False,InsideHistoricalRange,0.0,True,False
2026-04-15,5,same_cross_strength_ratio,3.238208556623135,27,3.3553318764134628,0.2570496471921706,3.3430232632534422,0.11766755187271016,2.9112525204615327,3.9846334060099946,-0.45564474049935705,-0.6008160274794387,0.3333333333333333,False,InsideHistoricalRange,0.0,False,False
2026-04-15,5,mean_abs_partial,0.11170107256673,27,0.10417362834018266,0.002931365108115869,0.1048103026360118,0.002527351231479097,0.0989651775959356,0.1089444476084889,2.5678971908707697,1.8389848573712326,1.0,True,AboveHistoricalMax,0.9403894965553826,True,False
2026-05-18,5,edge_count,42.0,28,51.5,4.962824763139399,54.0,2.0,40.0,57.0,-1.9142324086394822,-4.046944556859572,0.10714285714285714,False,InsideHistoricalRange,0.0,False,False
2026-05-18,5,same_edge_ratio,0.3333333333333333,28,0.30203993713257643,0.03839474297922455,0.2925133689839572,0.018894830659536538,0.2545454545454545,0.3809523809523809,0.8150437735106023,1.4571545652843432,0.7857142857142857,False,InsideHistoricalRange,0.0,False,False
2026-05-18,5,same_cross_strength_ratio,3.0148512489914983,28,3.3511489007066655,0.25321382394532865,3.311617838716097,0.11890780052826644,2.9112525204615327,3.9846334060099946,-1.3281172665666832,-1.6833741907709476,0.03571428571428571,False,InsideHistoricalRange,0.0,False,False
2026-05-18,5,mean_abs_partial,0.1141043221238276,28,0.10444246563398793,0.0032090969952488133,0.10491424197621255,0.002504596092490055,0.0989651775959356,0.11170107256673,3.010771099827896,2.4748997081812973,1.0,True,AboveHistoricalMax,0.7488865436774582,True,True
2026-06-15,5,edge_count,41.0,29,51.172413793103445,5.182863008561701,54.0,2.0,40.0,57.0,-1.962701652792941,-4.384189936597869,0.034482758620689655,False,InsideHistoricalRange,0.0,False,False
2026-06-15,5,same_edge_ratio,0.3170731707317073,29,0.30311901976018873,0.03814808002727079,0.2941176470588235,0.019607843137254943,0.2545454545454545,0.3809523809523809,0.3657890767122023,0.7896477184116237,0.7241379310344828,False,InsideHistoricalRange,0.0,False,False
2026-06-15,5,same_cross_strength_ratio,2.9577058637714533,29,3.339552429957867,0.25637317540393845,3.280212414178752,0.12581629280886686,2.9112525204615327,3.9846334060099946,-1.4894170015438661,-1.7289309934672106,0.034482758620689655,False,InsideHistoricalRange,0.0,False,False
2026-06-15,5,mean_abs_partial,0.1145887693778708,29,0.1047756330991548,0.0036262271310523032,0.1050181813164133,0.0024818409535009994,0.0989651775959356,0.1141043221238276,2.7061559919078477,2.601001970373644,1.0,True,AboveHistoricalMax,0.13359539723663674,True,False
2026-07-14,5,edge_count,40.0,30,50.833333333333336,5.420798600876477,53.5,2.5,40.0,57.0,-1.9984755256507256,-3.642250101173614,0.03333333333333333,False,InsideHistoricalRange,0.0,False,False
2026-07-14,5,same_edge_ratio,0.4,30,0.303584158125906,0.03757106186114045,0.2941176470588235,0.02049910873440286,0.2545454545454545,0.3809523809523809,2.5662261617848072,3.4838914011225883,1.0,True,AboveHistoricalMax,0.5069757974373356,True,False
2026-07-14,5,same_cross_strength_ratio,3.1045286585661214,30,3.3268242110849866,0.261382815789121,3.279036585328136,0.13210533645339484,2.9112525204615327,3.9846334060099946,-0.8504597054238231,-0.8909858391520898,0.2,False,InsideHistoricalRange,0.0,False,False
2026-07-14,5,mean_abs_partial,0.1136661686743124,30,0.10510273764177866,0.003988234299216374,0.10515900593619995,0.0025745266715345994,0.0989651775959356,0.1145887693778708,2.147173508390998,2.228760229856232,0.9333333333333333,False,InsideHistoricalRange,0.0,True,False
