network_date,regime,edge_count,same_edge_ratio,same_cross_strength_ratio,mean_abs_partial,edge_count_expanding_z,mean_abs_partial_expanding_z,same_cross_strength_ratio_expanding_z,same_edge_ratio_expanding_z,edge_count_robust_z,mean_abs_partial_robust_z,same_cross_strength_ratio_robust_z,same_edge_ratio_robust_z,edge_count_historical_percentile,mean_abs_partial_historical_percentile,same_cross_strength_ratio_historical_percentile,same_edge_ratio_historical_percentile,edge_count_range_break,mean_abs_partial_range_break,same_cross_strength_ratio_range_break,same_edge_ratio_range_break,edge_count_support_excursion_sd,mean_abs_partial_support_excursion_sd,same_cross_strength_ratio_support_excursion_sd,same_edge_ratio_support_excursion_sd,joint_max_abs_z,joint_max_abs_robust_z,n_range_breaks,max_support_excursion_sd,joint_moderate_ood,joint_extreme_ood,ood_severity_rank
2025-11-13,4,44,0.3636363636363636,3.9846334060099946,0.0996322344487252,-5.233638845891122,-2.1565600042386466,5.02468012831237,4.2136770566350945,-6.7449075947659525,-2.0131886482280357,5.783008688602341,4.5210761934311465,0.0,0.0,1.0,1.0,True,True,True,True,3.7141953099872462,0.3235031119183499,3.6524670797146164,1.959205247046852,5.233638845891122,6.7449075947659525,3,3.7141953099872462,True,True,1.0
2025-12-11,4,42,0.3809523809523809,3.982835001016988,0.0989651775959356,-4.142234278367914,-2.167132115126082,3.346284309649741,3.7706800394038287,-8.093889113719143,-2.096680738670824,5.988247012660591,5.733171455551048,0.0,0.0,0.9565217391304348,1.0,True,True,False,True,0.7244972502088368,0.249186635221572,0.0,0.7032678018728943,4.142234278367914,8.093889113719143,2,0.7244972502088368,True,True,2.0
2026-01-12,4,42,0.3809523809523809,3.6220109289035887,0.1031206589870285,-3.0704745121354375,-0.48863730181450177,1.2292838289629258,2.903481337215026,-5.395926075812762,-0.6655330737190981,2.679743753717057,4.70034598519092,0.041666666666666664,0.2916666666666667,0.9166666666666666,1.0,False,False,False,False,0.0,0.0,0.0,0.0,3.0704745121354375,5.395926075812762,0,0.0,True,True,3.0
2026-02-09,4,40,0.35,3.606091908192432,0.10154967553337,-3.035653317505139,-1.0325315020815218,1.1054158151088636,1.5614545612133501,-4.721435316336167,-1.1397622452477512,2.3571896144879934,2.9750511336913736,0.0,0.16,0.88,0.88,True,False,False,False,0.48492864496887195,0.0,0.0,0.0,3.035653317505139,4.721435316336167,1,0.48492864496887195,True,True,4.0
2026-07-14,5,40,0.4,3.1045286585661214,0.1136661686743124,-1.9984755256507256,2.147173508390998,-0.8504597054238231,2.5662261617848072,-3.642250101173614,2.228760229856232,-0.8909858391520898,3.4838914011225883,0.03333333333333333,0.9333333333333333,0.2,1.0,False,False,False,True,0.0,0.0,0.0,0.5069757974373356,2.5662261617848072,3.642250101173614,1,0.5069757974373356,True,False,5.0
2025-01-14,3,57,0.2807017543859649,3.252161437864791,0.1075000222699143,2.2289479984590193,1.1373743960351357,0.37351281319745316,-0.8262480702292601,2.0234722784297854,1.1164121961353208,0.1998339767102184,-0.7957728896889875,1.0,0.9166666666666666,0.5833333333333334,0.25,True,False,False,False,0.5458648159491473,0.0,0.0,0.0,2.2289479984590193,2.0234722784297854,1,0.5458648159491473,True,False,6.0
2026-04-15,5,45,0.3777777777777777,3.238208556623135,0.11170107256673,-1.3790618772959367,2.5678971908707697,-0.45564474049935705,2.1766658962466616,-3.0352084176446783,1.8389848573712326,-0.6008160274794387,3.2225669619437296,0.18518518518518517,1.0,0.3333333333333333,0.9259259259259259,False,True,False,False,0.0,0.9403894965553826,0.0,0.0,2.1766658962466616,3.2225669619437296,0,0.0,True,False,7.0
2024-11-18,2,56,0.2678571428571428,3.198455445940806,0.1073376538674909,2.121320343559643,1.1736287459230736,0.062045787557060306,-2.122555548021713,2.697963037906381,1.1065636187631085,0.03673626739852667,-2.748135241925948,1.0,0.9,0.5,0.0,True,False,False,True,0.6060915267313265,0.0,0.0,0.4533593872310168,2.122555548021713,2.748135241925948,2,0.6060915267313265,True,False,8.0
2025-08-13,3,55,0.2545454545454545,3.186964630434855,0.1089444476084889,0.6004542014276493,1.8713570842235734,-0.44229364986052633,-1.9001936418407899,0.3372453797382976,1.4614221640404197,-0.526187445473928,-2.141201574629352,0.7894736842105263,1.0,0.2631578947368421,0.0,False,True,False,True,0.0,0.41932923126919935,0.0,0.268032553533775,1.9001936418407899,2.141201574629352,1,0.268032553533775,True,False,11.0
2025-02-19,3,57,0.2631578947368421,3.261339042806275,0.1070707805401622,1.805346509149848,0.8610638432150273,0.4222219707212341,-1.831156785534199,1.3489815189531904,0.747307308832659,0.19083550699960192,-1.556517137253683,1.0,0.7692307692307693,0.6153846153846154,0.0,False,False,False,True,0.0,0.0,0.0,0.2829735912636525,1.831156785534199,1.556517137253683,1,0.2829735912636525,True,False,13.0
2025-06-18,3,54,0.2592592592592592,3.4452811426261483,0.1018050588425186,0.11011201853537747,-1.279665978528346,1.4499156247231497,-1.7541549931241163,0.0,-1.3310320722082174,1.2977199375951955,-1.8436080759027087,0.5882352941176471,0.17647058823529413,0.9411764705882353,0.0,False,False,False,True,0.0,0.0,0.0,0.2287026191507881,1.7541549931241163,1.8436080759027087,1,0.2287026191507881,True,False,14.0
2025-05-20,3,55,0.2727272727272727,3.4560469526671445,0.1013574358275216,0.6014254720455369,-1.6346027718936078,1.7038798550089693,-1.023922758226086,0.3372453797382976,-1.8159581874003399,1.344321228171271,-0.9605716688793952,0.75,0.0625,1.0,0.125,False,False,True,False,0.0,0.0,0.26867555253156283,0.0,1.7038798550089693,1.344321228171271,1,0.26867555253156283,True,False,15.0
2025-03-19,3,56,0.2857142857142857,3.4186067942766747,0.1032060900546195,1.1137585085049522,-0.835017140158348,1.5425163426331994,-0.31726594188828977,0.8431134493457441,-1.0536395527169873,1.1126861993520003,-0.3454916402226176,0.8571428571428571,0.21428571428571427,1.0,0.35714285714285715,False,False,True,False,0.0,0.0,0.44783560880638384,0.0,1.5425163426331994,1.1126861993520003,1,0.44783560880638384,True,False,17.0
