日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-01-03,000725,3.19,3.25,3.26,3.17,2046664,698746290.77,2.83,2.2,0.07,0.56
2023-01-04,000725,3.25,3.31,3.33,3.22,3260499,1132733354.84,3.38,1.85,0.06,0.89
2023-01-05,000725,3.33,3.32,3.34,3.28,3106138,1091322600.51,1.81,0.3,0.01,0.85
2023-01-06,000725,3.32,3.42,3.5,3.3,6677180,2416053036.55,6.02,3.01,0.1,1.83
2023-01-09,000725,3.43,3.45,3.47,3.4,4133621,1502520753.99,2.05,0.88,0.03,1.13
2023-01-10,000725,3.45,3.47,3.5,3.43,3147709,1156715917.81,2.03,0.58,0.02,0.86
2023-01-11,000725,3.48,3.48,3.57,3.47,4269132,1588240563.68,2.88,0.29,0.01,1.17
2023-01-12,000725,3.49,3.53,3.55,3.46,4605943,1708727275.48,2.59,1.44,0.05,1.26
2023-01-13,000725,3.54,3.56,3.56,3.51,3196691,1195626318.79,1.42,0.85,0.03,0.88
2023-01-16,000725,3.55,3.67,3.69,3.55,5502902,2118265090.11,3.93,3.09,0.11,1.51
2023-01-17,000725,3.66,3.7,3.74,3.66,4670212,1821051428.9,2.18,0.82,0.03,1.28
2023-01-18,000725,3.7,3.73,3.74,3.67,3306062,1295413726.99,1.89,0.81,0.03,0.91
2023-01-19,000725,3.72,3.84,3.85,3.7,5921316,2363802533.16,4.02,2.95,0.11,1.62
2023-01-20,000725,3.87,3.83,3.91,3.79,4413997,1780348388.16,3.13,-0.26,-0.01,1.21
2023-01-30,000725,3.87,3.88,3.93,3.83,5628586,2296138909.83,2.61,1.31,0.05,1.54
2023-01-31,000725,3.83,3.78,3.84,3.75,6408675,2555330322.42,2.32,-2.58,-0.1,1.76
2023-02-01,000725,3.8,3.85,3.87,3.79,4074876,1643737194.68,2.12,1.85,0.07,1.12
2023-02-02,000725,3.85,3.81,3.87,3.8,3037652,1225490201.27,1.82,-1.04,-0.04,0.83
2023-02-03,000725,3.8,3.81,3.83,3.75,3312736,1320451657.75,2.1,0.0,0.0,0.91
2023-02-06,000725,3.79,3.83,3.86,3.77,3551625,1429095908.7,2.36,0.52,0.02,0.97
2023-02-07,000725,3.84,3.82,3.87,3.81,2457504,992133573.08,1.57,-0.26,-0.01,0.67
2023-02-08,000725,3.83,3.79,3.85,3.78,2274555,912575400.46,1.83,-0.79,-0.03,0.62
2023-02-09,000725,3.79,3.89,3.9,3.78,4744640,1929848573.6,3.17,2.64,0.1,1.3
2023-02-10,000725,3.89,3.88,3.94,3.87,3059573,1254844725.64,1.8,-0.26,-0.01,0.84
2023-02-13,000725,3.89,3.86,3.89,3.84,3006868,1219528182.38,1.29,-0.52,-0.02,0.82
2023-02-14,000725,3.86,3.86,3.89,3.83,2355191,954029377.69,1.55,0.0,0.0,0.65
2023-02-15,000725,3.89,4.06,4.11,3.88,9406525,3999435781.06,5.96,5.18,0.2,2.58
2023-02-16,000725,4.09,3.98,4.12,3.96,6143062,2611751339.22,3.94,-1.97,-0.08,1.68
2023-02-17,000725,3.98,3.91,4.02,3.9,4507749,1868971689.45,3.02,-1.76,-0.07,1.24
2023-02-20,000725,3.91,3.99,4.01,3.9,3960431,1650228543.06,2.81,2.05,0.08,1.06
2023-02-21,000725,3.99,4.03,4.07,3.99,4042918,1710384804.25,2.01,1.0,0.04,1.09
2023-02-22,000725,4.0,3.98,4.03,3.94,3246841,1357037384.24,2.23,-1.24,-0.05,0.87
2023-02-23,000725,3.99,3.96,4.01,3.94,2584359,1076608179.37,1.76,-0.5,-0.02,0.69
2023-02-24,000725,3.96,3.94,3.98,3.9,2496513,1032477877.11,2.02,-0.51,-0.02,0.67
2023-02-27,000725,3.92,3.91,3.97,3.91,2075868,858492026.96,1.52,-0.76,-0.03,0.56
2023-02-28,000725,3.93,3.97,3.97,3.92,2340347,970531402.49,1.28,1.53,0.06,0.63
2023-03-01,000725,3.97,4.03,4.08,3.96,4050458,1713083507.0,3.02,1.51,0.06,1.09
2023-03-02,000725,4.03,4.03,4.07,4.02,2802789,1189334298.91,1.24,0.0,0.0,0.75
2023-03-03,000725,4.06,4.03,4.06,4.01,2290009,969386253.13,1.24,0.0,0.0,0.62
2023-03-06,000725,4.05,4.01,4.08,3.99,3220411,1359858284.35,2.23,-0.5,-0.02,0.87
2023-03-07,000725,4.09,3.92,4.17,3.91,6723844,2848648986.52,6.48,-2.24,-0.09,1.81
2023-03-08,000725,3.89,3.92,3.94,3.85,3227901,1320353792.46,2.3,0.0,0.0,0.87
2023-03-09,000725,3.92,3.93,3.96,3.9,1799751,744512012.44,1.53,0.26,0.01,0.48
2023-03-10,000725,3.91,3.87,3.93,3.86,2357856,965136808.55,1.78,-1.53,-0.06,0.63
