日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-01-03,000858,161.65,158.85,162.46,157.16,182062,3240728572.4,3.28,-1.54,-2.49,0.47
2023-01-04,000858,158.65,159.27,161.15,156.95,128836,2299619966.21,2.64,0.26,0.42,0.33
2023-01-05,000858,162.15,169.65,170.16,161.05,402791,7535626605.79,5.72,6.52,10.38,1.04
2023-01-06,000858,171.76,171.11,171.76,168.43,233383,4428033739.33,1.96,0.86,1.46,0.6
2023-01-09,000858,173.1,176.53,177.54,170.81,275573,5362756420.79,3.93,3.17,5.42,0.71
2023-01-10,000858,176.45,175.89,177.36,175.26,202752,3965377700.54,1.19,-0.36,-0.64,0.52
2023-01-11,000858,175.69,174.75,176.64,173.25,169995,3304975110.03,1.93,-0.65,-1.14,0.44
2023-01-12,000858,175.65,174.04,176.42,172.66,138227,2675310868.61,2.15,-0.41,-0.71,0.36
2023-01-13,000858,174.04,179.23,180.06,173.99,245064,4833945957.62,3.49,2.98,5.19,0.63
2023-01-16,000858,180.65,187.17,189.92,180.65,363525,7493040737.32,5.17,4.43,7.94,0.94
2023-01-17,000858,187.65,183.51,188.43,182.26,215079,4383014176.66,3.3,-1.96,-3.66,0.55
2023-01-18,000858,185.58,186.45,192.44,184.97,272412,5639270861.86,4.07,1.6,2.94,0.7
2023-01-19,000858,187.1,185.95,187.15,183.0,181199,3710296047.53,2.23,-0.27,-0.5,0.47
2023-01-20,000858,188.54,189.37,192.65,187.75,273480,5738958670.25,2.64,1.84,3.42,0.7
2023-01-30,000858,199.24,198.25,200.54,194.93,321809,7001555735.16,2.96,4.69,8.88,0.83
2023-01-31,000858,197.64,189.65,198.42,189.55,257247,5456751654.42,4.47,-4.34,-8.6,0.66
2023-02-01,000858,189.15,190.71,191.25,184.41,256552,5334911716.63,3.61,0.56,1.06,0.66
2023-02-02,000858,192.34,193.16,195.15,190.8,183272,3899833436.27,2.28,1.28,2.45,0.47
2023-02-03,000858,190.65,190.65,192.65,186.65,199352,4156921813.54,3.11,-1.3,-2.51,0.51
2023-02-06,000858,180.18,182.35,185.18,177.93,334075,6710340317.7,3.8,-4.35,-8.3,0.86
2023-02-07,000858,182.35,183.82,185.95,182.15,158116,3216023677.76,2.08,0.81,1.47,0.41
2023-02-08,000858,183.82,180.2,184.65,178.87,169057,3384827003.51,3.14,-1.97,-3.62,0.44
2023-02-09,000858,180.31,188.04,188.39,180.2,244940,5026717804.17,4.54,4.35,7.84,0.63
2023-02-10,000858,188.04,185.35,188.13,183.77,140321,2872338309.45,2.32,-1.43,-2.69,0.36
2023-02-13,000858,183.65,193.05,195.55,183.64,289088,6110099289.12,6.43,4.15,7.7,0.74
2023-02-14,000858,193.05,189.89,194.4,189.25,184902,3886700986.34,2.67,-1.64,-3.16,0.48
2023-02-15,000858,192.24,191.65,194.54,190.15,169258,3584495859.09,2.31,0.93,1.76,0.44
2023-02-16,000858,190.0,191.44,195.33,188.45,213380,4522470619.71,3.59,-0.11,-0.21,0.55
2023-02-17,000858,190.1,188.8,195.1,188.65,184468,3901124992.92,3.37,-1.38,-2.64,0.48
2023-02-20,000858,188.85,193.6,194.45,186.15,191668,4024080431.96,4.4,2.54,4.8,0.49
2023-02-21,000858,193.15,190.73,193.27,189.15,139396,2922693859.24,2.13,-1.48,-2.87,0.36
2023-02-22,000858,189.1,188.15,191.19,187.15,141005,2931801635.6,2.12,-1.35,-2.58,0.36
2023-02-23,000858,187.15,185.75,188.87,184.35,145808,2993988117.77,2.4,-1.28,-2.4,0.38
2023-02-24,000858,185.72,181.75,185.72,180.47,203957,4104764613.59,2.83,-2.15,-4.0,0.53
2023-02-27,000858,179.71,185.46,186.88,179.49,172996,3517673755.25,4.07,2.04,3.71,0.45
2023-02-28,000858,187.65,185.07,188.71,182.73,114801,2342737529.15,3.22,-0.21,-0.39,0.3
2023-03-01,000858,184.82,188.03,189.5,183.55,154466,3196937763.35,3.22,1.6,2.96,0.4
2023-03-02,000858,186.75,186.89,188.26,186.01,74477,1537653713.85,1.2,-0.61,-1.14,0.19
2023-03-03,000858,188.65,186.41,190.11,184.15,92837,1912804916.33,3.19,-0.26,-0.48,0.24
2023-03-06,000858,185.66,185.23,187.15,183.23,111402,2277420060.91,2.1,-0.63,-1.18,0.29
2023-03-07,000858,185.0,181.1,185.0,180.76,125272,2532351682.61,2.29,-2.23,-4.13,0.32
2023-03-08,000858,179.65,179.95,182.15,178.65,102191,2035672769.6,1.93,-0.64,-1.15,0.26
2023-03-09,000858,179.65,178.65,180.35,174.55,168505,3323035486.67,3.22,-0.72,-1.3,0.43
2023-03-10,000858,176.86,175.89,180.23,175.82,110957,2181297329.28,2.47,-1.54,-2.76,0.29
2023-03-13,000858,175.65,179.25,180.93,175.65,126472,2510450829.77,3.0,1.91,3.36,0.33
2023-03-14,000858,179.35,175.93,179.37,174.35,102843,2013558948.67,2.8,-1.85,-3.32,0.26
2023-03-15,000858,178.65,172.97,179.98,172.95,129880,2527648821.37,4.0,-1.68,-2.96,0.33
2023-03-16,000858,171.65,171.85,174.85,169.98,120544,2309099789.8,2.82,-0.65,-1.12,0.31
2023-03-17,000858,174.5,169.15,174.89,168.65,156070,2970579105.05,3.63,-1.57,-2.7,0.4
2023-03-20,000858,170.65,166.55,171.24,165.65,154643,2889012995.06,3.3,-1.54,-2.6,0.4
2023-03-21,000858,168.05,172.89,173.76,165.87,187893,3583069187.23,4.74,3.81,6.34,0.48
2023-03-22,000858,172.9,172.42,176.73,172.07,108532,2097093752.68,2.7,-0.27,-0.47,0.28
2023-03-23,000858,171.55,175.23,176.64,170.71,132842,2578838699.02,3.44,1.63,2.81,0.34
2023-03-24,000858,174.65,173.67,176.6,172.15,102530,1984030937.58,2.54,-0.89,-1.56,0.26
2023-03-27,000858,173.46,171.06,173.49,169.65,118799,2258153854.92,2.21,-1.5,-2.61,0.31
2023-03-28,000858,171.04,173.15,174.56,170.86,109186,2099319286.01,2.16,1.22,2.09,0.28
2023-03-29,000858,174.65,175.93,176.65,172.25,159539,3103306613.7,2.54,1.61,2.78,0.41
2023-03-30,000858,175.93,179.04,179.61,174.83,151487,2983220917.77,2.72,1.77,3.11,0.39
2023-03-31,000858,181.65,177.65,182.65,177.65,127590,2541477089.18,2.79,-0.78,-1.39,0.33
2023-04-03,000858,177.63,175.84,177.65,173.73,133660,2604697433.72,2.21,-1.02,-1.81,0.34
2023-04-04,000858,176.15,176.8,177.31,173.6,142473,2772976030.63,2.11,0.55,0.96,0.37
2023-04-06,000858,175.65,171.19,175.65,169.72,151075,2889971045.36,3.35,-3.17,-5.61,0.39
2023-04-07,000858,170.45,169.71,172.48,168.19,113038,2139054071.98,2.51,-0.86,-1.48,0.29
2023-04-10,000858,165.65,165.3,165.67,158.85,339732,6169351676.17,4.02,-2.6,-4.41,0.88
2023-04-11,000858,164.62,161.18,164.8,160.66,191194,3472021583.25,2.5,-2.49,-4.12,0.49
2023-04-12,000858,161.65,156.47,161.76,156.2,272834,4827573321.99,3.45,-2.92,-4.71,0.7
2023-04-13,000858,156.65,158.53,160.55,156.2,210802,3748131434.09,2.78,1.32,2.06,0.54
2023-04-14,000858,158.87,156.24,159.15,155.68,144653,2549260307.3,2.19,-1.44,-2.29,0.37
2023-04-17,000858,157.44,158.83,160.57,157.14,185553,3301205326.77,2.2,1.66,2.59,0.48
2023-04-18,000858,159.65,158.97,160.82,158.23,144067,2574306113.17,1.63,0.09,0.14,0.37
2023-04-19,000858,159.32,156.94,159.61,156.15,126172,2225609750.7,2.18,-1.28,-2.03,0.33
2023-04-20,000858,156.99,154.15,157.63,153.15,148009,2578285583.86,2.85,-1.78,-2.79,0.38
2023-04-21,000858,154.65,152.65,155.95,152.45,120920,2096658341.55,2.27,-0.97,-1.5,0.31
2023-04-24,000858,152.75,148.65,153.55,148.15,176091,2970098989.03,3.54,-2.62,-4.0,0.45
2023-04-25,000858,148.65,150.45,150.53,146.3,154897,2602607466.01,2.85,1.21,1.8,0.4
2023-04-26,000858,149.75,149.26,151.83,148.23,148127,2500348754.99,2.39,-0.79,-1.19,0.38
2023-04-27,000858,149.25,149.82,150.95,147.05,150393,2530897180.8,2.61,0.38,0.56,0.39
2023-04-28,000858,151.91,149.65,152.6,148.53,179386,3038219039.74,2.72,-0.11,-0.17,0.46
2023-05-04,000858,153.15,149.6,153.6,148.1,265878,4516684021.78,3.68,-0.03,-0.05,0.68
2023-05-05,000858,149.6,154.36,154.75,148.9,251727,4324694284.67,3.91,3.18,4.76,0.65
2023-05-08,000858,155.15,152.05,156.15,151.44,177534,3055844963.34,3.05,-1.5,-2.31,0.46
2023-05-09,000858,151.48,155.42,158.15,150.65,222923,3891367973.61,4.93,2.22,3.37,0.57
2023-05-10,000858,153.45,153.97,155.15,152.24,118910,2057577182.94,1.87,-0.93,-1.45,0.31
2023-05-11,000858,154.63,153.22,157.14,152.86,122896,2138045981.25,2.78,-0.49,-0.75,0.32
2023-05-12,000858,152.85,150.02,155.15,150.01,129592,2218100020.61,3.35,-2.09,-3.2,0.33
2023-05-15,000858,148.9,153.09,153.14,148.68,130800,2232478635.11,2.97,2.05,3.07,0.34
2023-05-16,000858,152.95,151.14,153.01,150.45,99365,1694257812.46,1.67,-1.27,-1.95,0.26
2023-05-17,000858,150.65,149.99,151.55,149.4,86022,1458848097.52,1.42,-0.76,-1.15,0.22
2023-05-18,000858,150.14,149.31,151.36,148.65,87804,1484050324.31,1.81,-0.45,-0.68,0.23
2023-05-19,000858,148.74,151.45,151.91,147.4,120746,2048104075.08,3.02,1.43,2.14,0.31
2023-05-22,000858,151.54,158.26,159.71,149.73,302445,5326580957.92,6.59,4.5,6.81,0.78
2023-05-23,000858,158.45,154.65,159.15,154.65,136724,2402618291.16,2.84,-2.28,-3.61,0.35
2023-05-24,000858,154.17,151.0,154.63,151.0,133551,2297763605.4,2.35,-2.36,-3.65,0.34
2023-05-25,000858,150.07,148.85,150.33,148.1,143925,2421836658.99,1.48,-1.42,-2.15,0.37
2023-05-26,000858,148.85,150.75,152.54,148.65,122875,2088300565.38,2.61,1.28,1.9,0.32
2023-05-29,000858,151.59,148.91,152.5,148.23,129769,2191774953.54,2.83,-1.22,-1.84,0.33
2023-05-30,000858,148.65,145.82,150.1,144.15,183603,3039522846.43,4.0,-2.08,-3.09,0.47
2023-05-31,000858,145.65,141.83,145.78,140.67,213448,3448000885.39,3.5,-2.74,-3.99,0.55
2023-06-01,000858,143.14,143.97,147.25,141.85,169016,2774057591.26,3.81,1.51,2.14,0.44
2023-06-02,000858,145.65,148.55,149.05,143.98,192084,3199284099.23,3.52,3.18,4.58,0.49
2023-06-05,000858,147.93,145.85,148.33,145.28,113447,1879812886.16,2.05,-1.82,-2.7,0.29
2023-06-06,000858,146.95,146.27,149.08,145.18,135368,2256103841.73,2.67,0.29,0.42,0.35
2023-06-07,000858,146.8,144.65,147.7,144.65,95326,1574392182.62,2.09,-1.11,-1.62,0.25
2023-06-08,000858,144.86,145.47,146.72,143.67,91573,1504742545.15,2.11,0.57,0.82,0.24
2023-06-09,000858,145.59,145.24,146.63,144.45,119635,1970427702.28,1.5,-0.16,-0.23,0.31
2023-06-12,000858,144.67,151.06,152.65,143.59,241838,4073838204.34,6.24,4.01,5.82,0.62
2023-06-13,000858,150.65,153.73,154.55,150.06,182936,3156768738.75,2.97,1.77,2.67,0.47
2023-06-14,000858,155.45,158.33,160.0,153.31,241015,4279986457.1,4.35,2.99,4.6,0.62
2023-06-15,000858,159.86,162.65,163.47,158.65,240450,4346343723.32,3.04,2.73,4.32,0.62
2023-06-16,000858,163.25,164.73,166.25,162.15,216314,3975777953.65,2.52,1.28,2.08,0.56
2023-06-19,000858,163.65,158.19,164.36,157.15,242342,4330534592.71,4.38,-3.97,-6.54,0.62
2023-06-20,000858,157.65,154.66,159.05,154.25,178689,3129124754.64,3.03,-2.23,-3.53,0.46
2023-06-21,000858,154.64,152.05,155.54,151.85,139485,2409049470.18,2.39,-1.69,-2.61,0.36
2023-06-26,000858,150.15,147.31,150.54,145.65,219340,3652673793.87,3.22,-3.12,-4.74,0.57
2023-06-27,000858,148.6,150.55,150.93,146.63,200679,3307807251.25,2.92,2.2,3.24,0.52
2023-06-28,000858,149.66,151.1,153.03,148.81,119426,1990481708.04,2.8,0.37,0.55,0.31
2023-06-29,000858,150.43,148.24,150.93,147.7,117724,1934965472.19,2.14,-1.89,-2.86,0.3
2023-06-30,000858,149.13,148.0,149.53,147.23,103371,1695951752.1,1.55,-0.16,-0.24,0.27
2023-07-03,000858,147.7,151.79,151.92,147.28,173373,2875749982.29,3.14,2.56,3.79,0.45
2023-07-04,000858,151.43,152.65,152.93,149.98,125957,2107039767.76,1.94,0.57,0.86,0.32
2023-07-05,000858,151.95,149.81,152.03,149.43,115416,1911856438.76,1.7,-1.86,-2.84,0.3
2023-07-06,000858,149.73,148.73,151.24,148.28,101450,1672166188.07,1.98,-0.72,-1.08,0.26
2023-07-07,000858,148.62,148.09,149.43,147.75,78970,1294178677.75,1.13,-0.43,-0.64,0.2
2023-07-10,000858,149.41,149.03,150.93,148.64,96715,1597774604.93,1.55,0.63,0.94,0.25
2023-07-11,000858,149.88,149.57,150.19,148.31,70206,1156564822.32,1.26,0.36,0.54,0.18
2023-07-12,000858,149.63,149.89,151.09,149.43,118840,1970009879.55,1.11,0.21,0.32,0.31
2023-07-13,000858,152.31,157.08,157.43,151.08,323514,5531880616.32,4.24,4.8,7.19,0.83
2023-07-14,000858,158.03,156.42,158.76,155.22,150723,2594877559.34,2.25,-0.42,-0.66,0.39
2023-07-17,000858,154.93,154.09,155.41,152.59,93257,1575729873.74,1.8,-1.49,-2.33,0.24
2023-07-18,000858,154.13,152.83,154.66,152.43,81959,1381227321.48,1.45,-0.82,-1.26,0.21
2023-07-19,000858,152.25,152.75,153.19,151.24,76856,1288284982.86,1.28,-0.05,-0.08,0.2
2023-07-20,000858,153.43,152.99,155.71,152.51,127502,2163844782.35,2.09,0.16,0.24,0.33
2023-07-21,000858,154.31,155.7,158.43,152.31,195387,3356305156.71,4.0,1.77,2.71,0.5
2023-07-24,000858,153.56,153.79,154.43,152.33,131716,2222174196.24,1.35,-1.23,-1.91,0.34
2023-07-25,000858,160.43,163.93,165.1,159.6,440632,7867658288.1,3.58,6.59,10.14,1.14
2023-07-26,000858,163.93,162.23,165.11,161.28,174025,3104017698.43,2.34,-1.04,-1.7,0.45
2023-07-27,000858,163.4,162.89,165.28,161.28,187987,3367125649.57,2.47,0.41,0.66,0.48
2023-07-28,000858,161.73,165.61,166.59,161.06,319693,5753479229.95,3.39,1.67,2.72,0.82
2023-07-31,000858,171.03,165.43,173.0,165.41,315594,5816020903.4,4.58,-0.11,-0.18,0.81
2023-08-01,000858,166.12,164.31,168.58,162.93,195718,3543719055.67,3.42,-0.68,-1.12,0.5
2023-08-02,000858,163.43,162.41,165.42,161.63,155080,2770075423.76,2.31,-1.16,-1.9,0.4
2023-08-03,000858,161.47,163.03,164.39,159.56,152646,2712382851.11,2.97,0.38,0.62,0.39
2023-08-04,000858,165.82,163.71,166.93,163.13,143478,2585669217.15,2.33,0.42,0.68,0.37
2023-08-07,000858,162.73,161.74,163.71,160.83,156930,2784302714.0,1.76,-1.2,-1.97,0.4
2023-08-08,000858,160.61,161.31,162.49,159.61,116143,2050696313.23,1.78,-0.27,-0.43,0.3
2023-08-09,000858,161.89,161.61,162.31,160.53,86796,1536212479.15,1.1,0.19,0.3,0.22
2023-08-10,000858,161.31,160.74,161.43,159.09,104238,1833070603.5,1.45,-0.54,-0.87,0.27
2023-08-11,000858,161.89,156.79,161.98,156.7,148886,2590746331.32,3.28,-2.46,-3.95,0.38
2023-08-14,000858,154.43,153.05,154.76,150.43,210945,3548868734.7,2.76,-2.39,-3.74,0.54
2023-08-15,000858,153.04,150.93,153.33,150.12,168145,2803400143.15,2.1,-1.39,-2.12,0.43
2023-08-16,000858,150.71,151.13,151.83,149.63,116277,1937166439.28,1.46,0.13,0.2,0.3
2023-08-17,000858,150.33,152.87,153.04,148.93,166932,2790070934.69,2.72,1.15,1.74,0.43
2023-08-18,000858,152.85,147.96,153.11,147.93,279480,4605753430.52,3.39,-3.21,-4.91,0.72
2023-08-21,000858,146.61,146.4,148.79,145.81,164507,2676283337.51,2.01,-1.05,-1.56,0.42
2023-08-22,000858,147.05,146.58,147.93,144.91,156921,2538910286.11,2.06,0.12,0.18,0.4
2023-08-23,000858,146.48,144.44,146.57,144.43,146839,2360128005.76,1.46,-1.46,-2.14,0.38
2023-08-24,000858,144.51,146.69,147.93,143.64,175895,2842412943.63,2.97,1.56,2.25,0.45
2023-08-25,000858,145.45,145.98,147.2,144.98,116302,1877818205.04,1.51,-0.48,-0.71,0.3
2023-08-28,000858,152.44,141.92,153.42,141.44,545771,8739965733.49,8.21,-2.78,-4.06,1.41
2023-08-29,000858,140.43,143.83,144.53,139.76,238732,3780207169.13,3.36,1.35,1.91,0.62
2023-08-30,000858,143.83,142.25,144.55,142.03,225987,3580879499.59,1.75,-1.1,-1.58,0.58
2023-08-31,000858,142.25,140.34,142.26,140.26,220018,3443917302.81,1.41,-1.34,-1.91,0.57
2023-09-01,000858,141.43,144.17,144.39,141.43,232387,3701951294.13,2.11,2.73,3.83,0.6
2023-09-04,000858,146.03,152.36,152.43,146.03,464965,7710567731.95,4.44,5.68,8.19,1.2
2023-09-05,000858,152.23,150.15,152.66,149.67,190550,3170571173.46,1.96,-1.45,-2.21,0.49
2023-09-06,000858,149.49,150.12,150.88,148.43,130493,2155900998.3,1.63,-0.02,-0.03,0.34
2023-09-07,000858,149.43,147.53,149.6,147.33,118861,1947052985.57,1.51,-1.73,-2.59,0.31
2023-09-08,000858,146.69,146.35,147.13,144.93,104972,1695834401.17,1.49,-0.8,-1.18,0.27
2023-09-11,000858,145.43,148.78,149.74,144.58,160683,2625927002.72,3.53,1.66,2.43,0.41
2023-09-12,000858,147.83,147.41,148.49,147.04,89428,1459902261.27,0.97,-0.92,-1.37,0.23
2023-09-13,000858,148.43,148.08,149.82,146.88,131147,2150208869.54,1.99,0.45,0.67,0.34
2023-09-14,000858,148.08,146.43,148.66,145.46,130473,2115828262.3,2.16,-1.11,-1.65,0.34
2023-09-15,000858,146.5,144.14,147.47,143.73,177555,2846912332.74,2.55,-1.56,-2.29,0.46
2023-09-18,000858,143.43,147.23,147.44,142.44,162983,2634257627.86,3.47,2.14,3.09,0.42
2023-09-19,000858,146.44,145.34,146.63,143.93,113674,1824120705.53,1.83,-1.28,-1.89,0.29
2023-09-20,000858,144.63,144.27,145.43,144.13,87124,1394723510.57,0.89,-0.74,-1.07,0.22
2023-09-21,000858,143.43,142.09,143.93,141.95,129455,2046008258.75,1.37,-1.51,-2.18,0.33
2023-09-22,000858,141.43,144.35,144.74,141.13,154320,2451918127.02,2.54,1.59,2.26,0.4
2023-09-25,000858,144.19,143.33,144.31,143.03,105365,1676603466.31,0.89,-0.71,-1.02,0.27
2023-09-26,000858,143.31,141.08,143.9,141.08,125016,1969171204.71,1.97,-1.57,-2.25,0.32
2023-09-27,000858,141.09,141.02,143.08,140.43,132812,2083949327.42,1.88,-0.04,-0.06,0.34
2023-09-28,000858,141.02,140.53,141.81,140.11,123857,1933102453.43,1.21,-0.35,-0.49,0.32
2023-10-09,000858,140.52,138.7,140.52,136.23,153573,2365643872.37,3.05,-1.3,-1.83,0.4
2023-10-10,000858,139.92,137.84,141.01,137.49,127175,1965311403.8,2.54,-0.62,-0.86,0.33
2023-10-11,000858,139.0,138.13,139.66,137.79,99122,1526531426.61,1.36,0.21,0.29,0.26
2023-10-12,000858,139.68,140.16,140.43,138.64,137972,2144168262.31,1.3,1.47,2.03,0.36
2023-10-13,000858,138.93,138.06,138.93,136.44,142934,2189951710.51,1.78,-1.5,-2.1,0.37
2023-10-16,000858,137.51,134.57,137.83,134.14,152366,2299307439.95,2.67,-2.53,-3.49,0.39
