日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-01-03,601398,3.11,3.08,3.11,3.07,2428810,1047725002.0,1.29,-0.96,-0.03,0.09
2023-01-04,601398,3.09,3.13,3.13,3.08,2351477,1022070423.0,1.62,1.62,0.05,0.09
2023-01-05,601398,3.13,3.1,3.15,3.1,2017798,877204366.0,1.6,-0.96,-0.03,0.07
2023-01-06,601398,3.1,3.11,3.12,3.08,1687138,731034157.0,1.29,0.32,0.01,0.06
2023-01-09,601398,3.12,3.1,3.13,3.1,1666792,723302384.0,0.96,-0.32,-0.01,0.06
2023-01-10,601398,3.11,3.07,3.11,3.07,1751259,755033290.0,1.29,-0.97,-0.03,0.06
2023-01-11,601398,3.07,3.08,3.09,3.06,1349496,581583428.0,0.98,0.33,0.01,0.05
2023-01-12,601398,3.08,3.07,3.09,3.06,1095531,471371597.0,0.97,-0.32,-0.01,0.04
2023-01-13,601398,3.07,3.11,3.11,3.07,1310556,566908490.0,1.3,1.3,0.04,0.05
2023-01-16,601398,3.11,3.11,3.13,3.1,2239501,972719257.0,0.96,0.0,0.0,0.08
2023-01-17,601398,3.11,3.1,3.12,3.08,1348396,583427985.0,1.29,-0.32,-0.01,0.05
2023-01-18,601398,3.1,3.11,3.12,3.1,1290402,559746084.0,0.65,0.32,0.01,0.05
2023-01-19,601398,3.1,3.1,3.11,3.08,1311154,566876473.0,0.96,-0.32,-0.01,0.05
2023-01-20,601398,3.1,3.1,3.11,3.09,1423234,615310375.0,0.65,0.0,0.0,0.05
2023-01-30,601398,3.11,3.09,3.12,3.08,2451084,1060660579.0,1.29,-0.32,-0.01,0.09
2023-01-31,601398,3.09,3.09,3.1,3.08,1687635,729242573.0,0.65,0.0,0.0,0.06
2023-02-01,601398,3.09,3.08,3.1,3.07,1729253,745664750.0,0.97,-0.32,-0.01,0.06
2023-02-02,601398,3.09,3.07,3.09,3.07,2020736,870185102.0,0.65,-0.32,-0.01,0.07
2023-02-03,601398,3.07,3.07,3.08,3.06,1974191,848654204.0,0.65,0.0,0.0,0.07
2023-02-06,601398,3.07,3.06,3.07,3.05,2162138,926939859.0,0.65,-0.33,-0.01,0.08
2023-02-07,601398,3.06,3.06,3.08,3.05,1583521,680140869.0,0.98,0.0,0.0,0.06
2023-02-08,601398,3.07,3.07,3.08,3.06,1294928,556550720.0,0.65,0.33,0.01,0.05
2023-02-09,601398,3.06,3.07,3.08,3.06,1307659,562487646.0,0.65,0.0,0.0,0.05
2023-02-10,601398,3.08,3.08,3.08,3.06,1202376,517287828.0,0.65,0.33,0.01,0.04
2023-02-13,601398,3.07,3.06,3.08,3.06,1902540,817263325.0,0.65,-0.65,-0.02,0.07
2023-02-14,601398,3.07,3.07,3.08,3.06,1064558,457865981.0,0.65,0.33,0.01,0.04
2023-02-15,601398,3.07,3.06,3.08,3.05,2040446,875087611.0,0.98,-0.33,-0.01,0.08
2023-02-16,601398,3.06,3.05,3.07,3.05,1894247,812550640.0,0.65,-0.33,-0.01,0.07
2023-02-17,601398,3.05,3.05,3.07,3.05,1786395,766064990.0,0.66,0.0,0.0,0.07
2023-02-20,601398,3.06,3.08,3.08,3.05,2339844,1004838515.0,0.98,0.98,0.03,0.09
2023-02-21,601398,3.07,3.09,3.09,3.07,1678930,724398198.0,0.65,0.32,0.01,0.06
2023-02-22,601398,3.09,3.07,3.09,3.07,937520,404187271.0,0.65,-0.65,-0.02,0.03
2023-02-23,601398,3.08,3.07,3.09,3.07,1215628,523722564.0,0.65,0.0,0.0,0.05
2023-02-24,601398,3.08,3.06,3.08,3.06,1391183,597341180.0,0.65,-0.33,-0.01,0.05
2023-02-27,601398,3.06,3.06,3.07,3.05,1201802,515168670.0,0.65,0.0,0.0,0.04
2023-02-28,601398,3.06,3.07,3.07,3.05,1580501,677615166.0,0.65,0.33,0.01,0.06
2023-03-01,601398,3.07,3.07,3.08,3.06,2575567,1107847947.0,0.65,0.0,0.0,0.1
2023-03-02,601398,3.07,3.09,3.09,3.06,2209294,952727208.0,0.98,0.65,0.02,0.08
2023-03-03,601398,3.09,3.13,3.14,3.09,3222511,1399659368.0,1.62,1.29,0.04,0.12
2023-03-06,601398,3.14,3.12,3.15,3.11,3218612,1401037315.0,1.28,-0.32,-0.01,0.12
2023-03-07,601398,3.12,3.16,3.25,3.11,6770934,2992988030.0,4.49,1.28,0.04,0.25
2023-03-08,601398,3.14,3.17,3.18,3.12,2513977,1098665504.0,1.9,0.32,0.01,0.09
2023-03-09,601398,3.17,3.15,3.21,3.15,2410879,1062348001.0,1.89,-0.63,-0.02,0.09
2023-03-10,601398,3.13,3.11,3.15,3.11,2221254,968749011.0,1.27,-1.27,-0.04,0.08
2023-03-13,601398,3.11,3.17,3.18,3.1,2491912,1092169163.0,2.57,1.93,0.06,0.09
2023-03-14,601398,3.16,3.18,3.21,3.15,2542645,1122413927.0,1.89,0.32,0.01,0.09
2023-03-15,601398,3.2,3.23,3.24,3.18,2896831,1288387303.0,1.89,1.57,0.05,0.11
2023-03-16,601398,3.22,3.29,3.34,3.21,5873947,2655044111.0,4.02,1.86,0.06,0.22
2023-03-17,601398,3.3,3.29,3.35,3.26,3428581,1553254966.0,2.74,0.0,0.0,0.13
2023-03-20,601398,3.29,3.28,3.37,3.27,3386446,1541399770.0,3.04,-0.3,-0.01,0.13
2023-03-21,601398,3.29,3.22,3.32,3.21,2735102,1222842097.0,3.35,-1.83,-0.06,0.1
2023-03-22,601398,3.23,3.29,3.29,3.22,2218088,998009990.0,2.17,2.17,0.07,0.08
2023-03-23,601398,3.28,3.29,3.3,3.25,1898473,855390079.0,1.52,0.0,0.0,0.07
2023-03-24,601398,3.28,3.25,3.28,3.24,1619529,726293380.0,1.22,-1.22,-0.04,0.06
2023-03-27,601398,3.24,3.23,3.25,3.18,2126959,944911324.0,2.15,-0.62,-0.02,0.08
2023-03-28,601398,3.24,3.26,3.27,3.21,1718591,768256378.0,1.86,0.93,0.03,0.06
2023-03-29,601398,3.27,3.28,3.3,3.23,2153325,969916345.0,2.15,0.61,0.02,0.08
2023-03-30,601398,3.28,3.29,3.32,3.25,1810266,816555471.0,2.13,0.3,0.01,0.07
2023-03-31,601398,3.29,3.23,3.29,3.22,2345625,1050304784.0,2.13,-1.82,-0.06,0.09
2023-04-03,601398,3.23,3.22,3.24,3.21,2005186,892555875.0,0.93,-0.31,-0.01,0.07
2023-04-04,601398,3.22,3.29,3.29,3.21,3061591,1376907554.0,2.48,2.17,0.07,0.11
2023-04-06,601398,3.28,3.3,3.31,3.26,1958216,884878223.0,1.52,0.3,0.01,0.07
2023-04-07,601398,3.29,3.3,3.31,3.28,1247348,564750744.0,0.91,0.0,0.0,0.05
2023-04-10,601398,3.3,3.32,3.33,3.27,2403449,1090106743.0,1.82,0.61,0.02,0.09
